電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層,可容納人數,轄管分局
YH0447,鹽埕區,沙地里,高雄市鹽埕區五福四路3號,"22.620721,120.288946","  4 ",1609,鹽埕分局
YH0448,鹽埕區,育仁里,高雄市鹽埕區大智路150號,"22.62377966,120.286835383087","  1 ",371,鹽埕分局
YH0453,鹽埕區,光明里,高雄市鹽埕區大仁路27號,"22.624666,120.286105","  1 ",304,鹽埕分局
YH0454,鹽埕區,南端里,高雄市鹽埕區五福四路45號,"22.621347,120.287638","  3 ",1148,鹽埕分局
YH0456,鹽埕區,新化里,高雄市鹽埕區大義街1號,"22.619119,120.284656","  1 ",1881,鹽埕分局
YH0457,鹽埕區,育仁里,高雄市鹽埕區新樂街46號,"22.623615,120.287903","  1 ",1305,鹽埕分局
YH0458,鹽埕區,南端里,高雄市鹽埕區五福四路81號,"22.62218,120.286128","  1 ",687,鹽埕分局
YH0460,鹽埕區,光明里,高雄市鹽埕區大智路129號,"22.623359,120.286278","  2 ",116,鹽埕分局
YH0459,鹽埕區,光明里,高雄市鹽埕區大智路145號,"22.624016,120.286646","  1 ",140,鹽埕分局
YH0391,鹽埕區,府北里,高雄市鹽埕區大勇路183巷5號,"22.628177,120.286248","  1 ",23,鹽埕分局
YH0396,鹽埕區,府北里,高雄市鹽埕區富野路70號,"22.628177,120.284424","  1 ",160,鹽埕分局
YH0397,鹽埕區,府北里,高雄市鹽埕區富野路68號,"22.628215,120.284499","  1 ",133,鹽埕分局
YH0398,鹽埕區,府北里,高雄市鹽埕區七賢二路472號,"22.629541,120.284222","  1 ",326,鹽埕分局
YH0404,鹽埕區,府北里,高雄市鹽埕區七賢二路425號,"22.629556,120.285612","  1 ",474,鹽埕分局
YH0405,鹽埕區,藍橋里,高雄市鹽埕區藍橋里建國四路344號,"22.633182,120.284594","  1 ",133,鹽埕分局
YH0407,鹽埕區,府北里,高雄市鹽埕區七賢二路468號,"22.629705,120.284744","  1 ",156,鹽埕分局
YH0412,鹽埕區,博愛里,高雄市鹽埕區建國四路293號,"22.629659,120.282332","  1 ",170,鹽埕分局
YH0414,鹽埕區,藍橋里,高雄市鹽埕區建國四路336之1號,"22.632937,120.284487","  1 ",68,鹽埕分局
YH0415,鹽埕區,壽星里,高雄市鹽埕區興華街43號,"22.630641,120.283725","  1 ",146,鹽埕分局
YH0424,鹽埕區,府北里,高雄市鹽埕區大有街1號,"22.628565,120.286326","  1 ",146,鹽埕分局
YH0425,鹽埕區,藍橋里,高雄市鹽埕區新興街303號,"22.632134,120.284518","  1 ",322,鹽埕分局
YH0426,鹽埕區,壽星里,高雄市鹽埕區新興街210號,"22.62932,120.28333","  1 ",244,鹽埕分局
YH0429,鹽埕區,陸橋里,高雄市鹽埕區建國四路257號,"22.628617,120.281772","  1 ",267,鹽埕分局
YH0434,鹽埕區,博愛里,高雄市鹽埕區建國四路287號,"22.629549,120.282266","  1 ",53,鹽埕分局
YH0440,鹽埕區,藍橋里,高雄市鹽埕區北端街72號,"22.632636,120.2835","  3 ",2130,鹽埕分局
YH0445,鹽埕區,府北里,高雄市鹽埕區中正四路274號,"22.626604,120.285954","  3 ",5254,鹽埕分局
YH0463,鹽埕區,府北里,高雄市鹽埕區府北里府北路32號,"22.628691,120.285839","  2 ",291,鹽埕分局
YH0464,鹽埕區,府北里,高雄市鹽埕區七賢二路437號,"22.629417,120.285071","  3 ",1393,鹽埕分局
YH0465,鹽埕區,中山里,高雄市鹽埕區中山里大仁路193號,"22.626899,120.281367"," 1、2、3",2616,鹽埕分局
YH0466,鹽埕區,育仁里,高雄市鹽埕區大義街113號2樓之1,"22.622426,120.28661","  2 ",227,鹽埕分局
YH0467,鹽埕區,沙地里,高雄市鹽埕區真愛路1號,"22.617996,120.288582","  1 ",7909,鹽埕分局
YH0468,鹽埕區,中山里,高雄市鹽埕區中山里大公路99號,"22.627624,120.282414","  3 ",2306,鹽埕分局
YH0469,鹽埕區,江南里,高雄市鹽埕區江南里大勇路11號,"22.621086762070252, 120.2817559944766","  2 ",1897,鹽埕分局
YH0470,鹽埕區,光明里,高雄市鹽埕區光明里大仁路10號,"22.625102111665623, 120.28640343160664","  1 ",2887,鹽埕分局
YH0471,鹽埕區,光明里,高雄市鹽埕區光明里大仁路43號,"22.624813553292423, 120.28566038875609","  2 ",1134,鹽埕分局
LY0058,苓雅區,博仁里,高雄市苓雅區五福三路101號,"22.620729,120.294832","  2 ",847,苓雅分局
LY0103,苓雅區,意誠里,高雄市苓雅區三多四路79號,"22.612628,120.301112","  1 ",2191,苓雅分局
LY0140,苓雅區,意誠里,高雄市苓雅區新光路24巷1號,"22.612204,120.303436","  1 ",166,苓雅分局
LY0187,苓雅區,意誠里,高雄市苓雅區三多四路123號,"22.612015,120.299271","  1 ",870,苓雅分局
LY0244,苓雅區,人和里,高雄市苓雅區四維四路22之1號,"22.616803,120.301812","  1 ",719,苓雅分局
LY0357,苓雅區,仁政里,高雄市苓雅區中山二路410號,"22.618489,120.30309","  1 ",383,苓雅分局
LY0512,苓雅區,普照里,高雄市苓雅區永定街85號,"22.618777,120.311583","  1 ",1106,苓雅分局
LY0535,苓雅區,華堂里,高雄市苓雅區林森二路84號,"22.618912,120.307244","  1 ",221,苓雅分局
LY0570,苓雅區,鼓中里,高雄市苓雅區成功一路162號,"22.615583,120.297377","  1 ",346,苓雅分局
LY0601,苓雅區,林中里,高雄市苓雅區五權街200號,"22.620481,120.319506","  1 ",22,苓雅分局
LY0611,苓雅區,正言里,高雄市苓雅區中正一路478號,"22.630064,120.32365","  1 ",134,苓雅分局
LY0630,苓雅區,意誠里,高雄市苓雅區自強三路62號,"22.613202,120.300211","  2 ",1252,苓雅分局
LY0721,苓雅區,林德里,高雄市苓雅區四維二路29號,"22.623477,120.322989","  1 ",422,苓雅分局
LY0772,苓雅區,五福里,高雄市苓雅區大順三路218號,"22.634293,120.326449","  1 ",664,苓雅分局
LY0773,苓雅區,人和里,高雄市苓雅區中山二路489號,"22.619351,120.30201","  2 ",1216,苓雅分局
LY0823,苓雅區,人和里,高雄市苓雅區中山二路463號,"22.618188,120.302463","  1 ",1261,苓雅分局
LY0826,苓雅區,福祥里,高雄市苓雅區三多一路186號,"22.622264,120.328845","  1 ",2238,苓雅分局
LY1047,苓雅區,城北里,高雄市苓雅區成功一路134號,"22.614661,120.297712","  1 ",113,苓雅分局
LY1122,苓雅區,林西里,高雄市苓雅區五權街113號,"22.620348,120.319655","  1 ",156,苓雅分局
LY1163,苓雅區,苓洲里,高雄市苓雅區海邊路46號,"22.618041,120.293772","  1 ",1514,苓雅分局
LY1228,苓雅區,林圍里,高雄市苓雅區青年一路8之4號,"22.624572,120.314896","  1 ",473,苓雅分局
LY1258,苓雅區,鼓中里,高雄市苓雅區苓雅二路85之5號,"22.617349,120.299711","  1 ",95,苓雅分局
LY1327,苓雅區,林靖里,高雄市苓雅區三多二路84號,"22.62125449,120.326301996182","  1 ",1211,苓雅分局
LY1410,苓雅區,意誠里,高雄市苓雅區新光路126號,"22.610907,120.299924","  1 ",1266,苓雅分局
LY1415,苓雅區,衛武里,高雄市苓雅區澄清路9巷2號,"22.62688,120.344199","  1 ",714,苓雅分局
LY1416,苓雅區,衛武里,高雄市苓雅區尚勇路9號,"22.627365,120.343782","  1 ",5473,苓雅分局
LY1484,苓雅區,廣澤里,高雄市苓雅區三多三路222之2號,"22.614847,120.306595","  1 ",359,苓雅分局
LY1485,苓雅區,苓雅里,高雄市苓雅區華新街86號,"22.613969,120.296421","  1 ",557,苓雅分局
LY1513,苓雅區,林安里,高雄市苓雅區金門街53號,"22.625945,120.312665","  1 ",138,苓雅分局
LY1590,苓雅區,林西里,高雄市苓雅區三多二路224號,"22.618865,120.319074","  1 ",395,苓雅分局
LY1616,苓雅區,普天里,高雄市苓雅區四維二路365號,"22.620152,120.313919","  1 ",390,苓雅分局
LY1627,苓雅區,苓昇里,高雄市苓雅區青年二路149號,"22.619529,120.31392","  1 ",126,苓雅分局
LY1637,苓雅區,城東里,高雄市苓雅區中華四路126號,"22.620571,120.306263","  1 ",141,苓雅分局
LY1666,苓雅區,苓洲里,高雄市苓雅區光明街87號,"22.61993,120.294608","  1 ",280,苓雅分局
LY1702,苓雅區,林華里,高雄市苓雅區三多二路249號,"22.619098,120.320795","  1 ",211,苓雅分局
LY1724,苓雅區,正言里,高雄市苓雅區中正一路326號,"22.62986,120.326651","  1 ",593,苓雅分局
LY1730,苓雅區,晴朗里,高雄市苓雅區永定街155號,"22.621514,120.310552","  1 ",122,苓雅分局
LY1737,苓雅區,苓中里,高雄市苓雅區苓中路179號,"22.614946,120.294137","  1 ",986,苓雅分局
LY1749,苓雅區,林華里,高雄市苓雅區和平二路307號,"22.616033,120.322389","  1 ",597,苓雅分局
LY1793,苓雅區,城西里,高雄市苓雅區中華四路55號,"22.613931,120.301576","  1 ",278,苓雅分局
LY1824,苓雅區,日中里,高雄市苓雅區忠孝二路63號,"22.618223,120.308533","  1 ",169,苓雅分局
LY1843,苓雅區,廣澤里,高雄市苓雅區中山二路320號,"22.615908,120.304105","  1 ",196,苓雅分局
LY1868,苓雅區,中正里,高雄市苓雅區林德街10巷4號,"22.624165,120.316782","  1 ",148,苓雅分局
LY1869,苓雅區,華堂里,高雄市苓雅區林森二路17巷7號,"22.617018,120.307449","  1 ",1637,苓雅分局
LY1870,苓雅區,林興里,高雄市苓雅區三多二路293號,"22.618549,120.319391","  1 ",160,苓雅分局
LY1882,苓雅區,中正里,高雄市苓雅區廣州一街141之8號,"22.624364,120.316858","  1 ",331,苓雅分局
LY1884,苓雅區,中正里,高雄市苓雅區廣州一街143之1號,"22.624499,120.316805","  1 ",183,苓雅分局
LY1894,苓雅區,林華里,高雄市苓雅區和平二路373號,"22.617118,120.322402","  1 ",190,苓雅分局
LY1897,苓雅區,華堂里,高雄市苓雅區三多三路220號,"22.614937,120.306952","  1 ",3914,苓雅分局
LY1905,苓雅區,華堂里,高雄市苓雅區忠孝二路85號,"22.619675,120.308104","  1 ",200,苓雅分局
LY1914,苓雅區,林安里,高雄市苓雅區民權一路92號,"22.625128,120.311773","  1 ",258,苓雅分局
LY1915,苓雅區,普照里,高雄市苓雅區永定街2號,"22.616955,120.312575","  1 ",243,苓雅分局
LY1920,苓雅區,林南里,高雄市苓雅區林泉街80巷15號,"22.62332,120.31683","  1 ",183,苓雅分局
LY1921,苓雅區,尚義里,高雄市苓雅區中正二路83號,"22.630063,120.317063","  1 ",142,苓雅分局
LY1931,苓雅區,苓洲里,高雄市苓雅區海邊路48號,"22.618179,120.293728","  1 ",506,苓雅分局
LY1963,苓雅區,正文里,高雄市苓雅區褔德二路61號,"22.63182729,120.327928696183","  1 ",245,苓雅分局
LY1964,苓雅區,正言里,高雄市苓雅區武廟路129號,"22.630955,120.327262","  1 ",281,苓雅分局
LY1978,苓雅區,正大里,高雄市苓雅區武廟路73號,"22.630407,120.330327","  1 ",303,苓雅分局
LY1983,苓雅區,尚義里,高雄市苓雅區中正二路89號,"22.630089,120.316693","  1 ",284,苓雅分局
LY1991,苓雅區,田西里,高雄市苓雅區中華四路193號,"22.618942,120.299629","  1 ",152,苓雅分局
LY1995,苓雅區,廣澤里,高雄市苓雅區中山二路272號,"22.61463,120.304813","  1 ",254,苓雅分局
LY2001,苓雅區,日中里,高雄市苓雅區興中一路212號,"22.617139,120.308285","  1 ",516,苓雅分局
LY2023,苓雅區,中正里,高雄市苓雅區林德街10巷9號,"22.624199,120.316407","  1 ",183,苓雅分局
LY2024,苓雅區,中正里,高雄市苓雅區林德街26巷12號,"22.624253,120.316261","  1 ",157,苓雅分局
LY2029,苓雅區,福西里,高雄市苓雅區明德街23號,"22.62522879,120.333109825019","  1 ",868,苓雅分局
LY2058,苓雅區,日中里,高雄市苓雅區林森二路48號,"22.617182,120.307937","  1 ",905,苓雅分局
LY2062,苓雅區,日中里,高雄市苓雅區永樂街64號,"22.616482,120.308885","  1 ",144,苓雅分局
LY2073,苓雅區,普照里,高雄市苓雅區復興二路3號,"22.616854,120.311376","  1 ",1237,苓雅分局
LY2075,苓雅區,永康里,高雄市苓雅區四維一路78號,"22.626162,120.330232","  1 ",91,苓雅分局
LY2088,苓雅區,苓中里,高雄市苓雅區永平路42號,"22.614898,120.293468","  1 ",213,苓雅分局
LY2107,苓雅區,正大里,高雄市苓雅區建國一路121之2號,"22.631661,120.332176","  1 ",339,苓雅分局
LY2109,苓雅區,普天里,高雄市苓雅區三多二路390號,"22.617782,120.31537","  1 ",180,苓雅分局
LY2130,苓雅區,林興里,高雄市苓雅區林西街48巷12號,"22.618272,120.320049","  1 ",260,苓雅分局
LY2137,苓雅區,林貴里,高雄市苓雅區和平二路324號,"22.615891,120.322802","  1 ",94,苓雅分局
LY2168,苓雅區,博仁里,高雄市苓雅區五福三路149之1號,"22.620507,120.291745","  1 ",606,苓雅分局
LY2173,苓雅區,普天里,高雄市苓雅區永靖街113號,"22.619529,120.31392","  1 ",1150,苓雅分局
LY2176,苓雅區,中正里,高雄市苓雅區廣州一街159號,"22.627285,120.315757","  1 ",177,苓雅分局
LY2220,苓雅區,林德里,高雄市苓雅區五權街59號,"22.621068,120.321943","  1 ",509,苓雅分局
LY2267,苓雅區,人和里,高雄市苓雅區四維四路2號,"22.617087,120.302823","  2 ",437,苓雅分局
LY2281,苓雅區,林泉里,高雄市苓雅區和平一路147之5號,"22.623638,120.320373","  1 ",206,苓雅分局
LY2287,苓雅區,正文里,高雄市苓雅區武廟路124號,"22.631087,120.32872","  1 ",176,苓雅分局
LY2356,苓雅區,林泉里,高雄市苓雅區廣州一街123號,"22.622404,120.317702","  1 ",200,苓雅分局
LY2377,苓雅區,正大里,高雄市苓雅區建民路37號,"22.628523,120.333125","  1 ",254,苓雅分局
LY2386,苓雅區,同慶里,高雄市苓雅區和平一路116號,"22.625921,120.320801","  1 ",3478,苓雅分局
LY2393,苓雅區,林泉里,高雄市苓雅區四維二路94之1號,"22.622942,120.320283","  1 ",318,苓雅分局
LY2397,苓雅區,林南里,高雄市苓雅區和平一路149之15號,"22.624797,120.319892","  1 ",711,苓雅分局
LY2412,苓雅區,美田里,高雄市苓雅區林森二路73號,"22.620571,120.306263","  1 ",103,苓雅分局
LY2417,苓雅區,林泉里,高雄市苓雅區四維二路96之4號,"22.62253,120.319066","  1 ",465,苓雅分局
LY2455,苓雅區,林泉里,高雄市苓雅區廣東一街111號,"22.622765,120.319137","  1 ",222,苓雅分局
LY2456,苓雅區,正大里,高雄市苓雅區輔仁路175號,"22.630645,120.333188","  1 ",174,苓雅分局
LY2469,苓雅區,林泉里,高雄市苓雅區林泉街57號,"22.623006,120.318305","  1 ",788,苓雅分局
LY2488,苓雅區,尚義里,高雄市苓雅區尚志街8號,"22.628717,120.314908","  1 ",414,苓雅分局
LY2489,苓雅區,尚義里,高雄市苓雅區尚志街4號,"22.628764,120.315096","  1 ",203,苓雅分局
LY2495,苓雅區,中正里,高雄市苓雅區林南街18號,"22.625867,120.315593","  1 ",2087,苓雅分局
LY2508,苓雅區,林南里,高雄市苓雅區和平一路149之6號,"22.624116,120.320168","  1 ",326,苓雅分局
LY2528,苓雅區,中正里,高雄市苓雅區廣州一街149之3號,"22.626329,120.316106","  1 ",613,苓雅分局
LY2529,苓雅區,安祥里,高雄市苓雅區和平一路256之1號,"22.632286,120.317372","  1 ",198,苓雅分局
LY2542,苓雅區,林中里,高雄市苓雅區和平一路131號,"22.622375,120.320847","  1 ",262,苓雅分局
LY2552,苓雅區,中正里,高雄市苓雅區青年一路1之11號,"22.624506,120.316184","  1 ",241,苓雅分局
LY2553,苓雅區,晴朗里,高雄市苓雅區永裕街29號,"22.622119,120.311435","  1 ",437,苓雅分局
LY2557,苓雅區,林中里,高雄市苓雅區五權街244號,"22.620062,120.318139","  1 ",140,苓雅分局
LY2588,苓雅區,凱旋里,高雄市苓雅區凱旋二路131號,"22.629083,120.321821","  1 ",127,苓雅分局
LY2606,苓雅區,中正里,高雄市苓雅區林南街22號,"22.62583,120.315417","  1 ",453,苓雅分局
LY2644,苓雅區,尚義里,高雄市苓雅區中正二路81號,"22.630054,120.317145","  1 ",134,苓雅分局
LY2666,苓雅區,福壽里,高雄市苓雅區河南路102號,"22.626629,120.327134","  1 ",233,苓雅分局
LY2681,苓雅區,中正里,高雄市苓雅區青年一路1之7號,"22.624561,120.316376","  1 ",315,苓雅分局
LY2691,苓雅區,中正里,高雄市苓雅區青年一路6號,"22.624921,120.316231","  1 ",165,苓雅分局
LY2738,苓雅區,日中里,高雄市苓雅區忠孝二路63之2號,"22.618323,120.308591","  1 ",230,苓雅分局
LY2788,苓雅區,正文里,高雄市苓雅區武廟路122號,"22.631079,120.328796","  1 ",128,苓雅分局
LY2794,苓雅區,中正里,高雄市苓雅區青年一路1之5號,"22.624606,120.316528","  1 ",530,苓雅分局
LY2807,苓雅區,林泉里,高雄市苓雅區廣州一街121號,"22.622273,120.317763","  1 ",257,苓雅分局
LY2814,苓雅區,尚義里,高雄市苓雅區中正二路101號,"22.630123,120.316416","  1 ",243,苓雅分局
LY2821,苓雅區,中正里,高雄市苓雅區青年一路1之18號,"22.624323,120.315766","  1 ",139,苓雅分局
LY2831,苓雅區,林泉里,高雄市苓雅區林泉街65號,"22.622952,120.318161","  1 ",444,苓雅分局
LY2835,苓雅區,苓雅里,高雄市苓雅區四維四路176號,"22.614819,120.296066","  1 ",513,苓雅分局
LY2863,苓雅區,林泉里,高雄市苓雅區林泉街15號,"22.623456,120.319902","  1 ",111,苓雅分局
LY2864,苓雅區,林泉里,高雄市苓雅區林泉街19號,"22.62341,120.319766","  1 ",133,苓雅分局
LY2865,苓雅區,林泉里,高雄市苓雅區林泉街23號,"22.623363,120.319623","  1 ",133,苓雅分局
LY2866,苓雅區,林泉里,高雄市苓雅區林泉街27號,"22.623308,120.319486","  1 ",213,苓雅分局
LY2867,苓雅區,林泉里,高雄市苓雅區林泉街31號,"22.623273,120.319349","  1 ",213,苓雅分局
LY2868,苓雅區,林泉里,高雄市苓雅區林泉街35號,"22.623227,120.319211","  1 ",197,苓雅分局
LY2873,苓雅區,廣澤里,高雄市苓雅區三多三路224號,"22.614809,120.306518","  1 ",105,苓雅分局
LY2912,苓雅區,人和里,高雄市苓雅區苓雅二路40號,"22.618183,120.30144","  1 ",796,苓雅分局
LY2914,苓雅區,晴朗里,高雄市苓雅區永定街133號,"22.620645,120.310834","  1 ",211,苓雅分局
LY2916,苓雅區,林泉里,高雄市苓雅區四維二路96之5號,"22.622503,120.318979","  1 ",179,苓雅分局
LY2917,苓雅區,林德里,高雄市苓雅區英明路300號,"22.622204,120.322922","  1 ",266,苓雅分局
LY2964,苓雅區,普天里,高雄市苓雅區民權一路30號,"22.619122,120.31411","  1 ",449,苓雅分局
LY2966,苓雅區,中正里,高雄市苓雅區林南街31號,"22.625513,120.315431","  1 ",488,苓雅分局
LY2968,苓雅區,林中里,高雄市苓雅區五權街230號,"22.620294,120.318893","  1 ",113,苓雅分局
LY3029,苓雅區,五權里,高雄市苓雅區武廟路205號,"22.631571,120.32369","  1 ",2416,苓雅分局
LY3048,苓雅區,和煦里,高雄市苓雅區復興二路91號,"22.622011,120.309316","  1 ",265,苓雅分局
LY3066,苓雅區,林富里,高雄市苓雅區四維二路124號,"22.621478,120.315893","  1 ",448,苓雅分局
LY3067,苓雅區,林南里,高雄市苓雅區林德街39號,"22.624023,120.317429","  1 ",3618,苓雅分局
LY3068,苓雅區,福隆里,高雄市苓雅區漢陽街17號,"22.618957,120.32935","  1 ",801,苓雅分局
LY3102,苓雅區,林圍里,高雄市苓雅區青年一路98號,"22.623749,120.312304","  1 ",103,苓雅分局
LY3104,苓雅區,林南里,高雄市苓雅區林泉街38巷7之1號,"22.623756,120.318358","  1 ",3297,苓雅分局
LY3109,苓雅區,林富里,高雄市苓雅區苓雅一路29號,"22.622367,120.31482","  1 ",983,苓雅分局
LY3116,苓雅區,林富里,高雄市苓雅區苓雅一路35號,"22.622267,120.314522","  1 ",274,苓雅分局
LY3125,苓雅區,林泉里,高雄市苓雅區林泉街73號,"22.622886,120.317936","  1 ",191,苓雅分局
LY3176,苓雅區,城西里,高雄市苓雅區四維四路61號,"22.614522,120.300464","  1 ",696,苓雅分局
LY3177,苓雅區,城北里,高雄市苓雅區興中二路106號,"22.614107,120.299471","  1 ",539,苓雅分局
LY3178,苓雅區,城東里,高雄市苓雅區城東里興中二路11號,"22.615203,120.303409","  1 ",197,苓雅分局
LY3179,苓雅區,安祥里,高雄市苓雅區中正二路56巷4號,"22.630572,120.319856","  1.00 ",472,苓雅分局
LY3186,苓雅區,苓東里,高雄市苓雅區四維四路237號,"22.614298,120.292527","  1 ",93,苓雅分局
LY3209,苓雅區,普天里,高雄市苓雅區興中一路52號之1,"22.619306,120.314899","  1 ",629,苓雅分局
LY3211,苓雅區,林西里,高雄市苓雅區五權街65號,"22.62074,120.320856","  1 ",396,苓雅分局
LY3213,苓雅區,安祥里,高雄市苓雅區中正二路56巷33弄8號,"22.631975,120.318408","  1 ",998,苓雅分局
LY3214,苓雅區,普天里,高雄市苓雅區興中一路22號,"22.61971,120.316151","  1 ",679,苓雅分局
LY3220,苓雅區,博仁里,高雄市苓雅區海邊路109號,"22.61964,120.29165","  1 ",1024,苓雅分局
LY3238,苓雅區,城北里,高雄市苓雅區四維四路69號,"22.615245,120.298768","  1 ",314,苓雅分局
LY3240,苓雅區,和煦里,高雄市苓雅區仁愛三街308之1號,"22.619755,120.309704","  1 ",4579,苓雅分局
LY3241,苓雅區,正大里,高雄市苓雅區武廟路66號,"22.630403,120.331172","  1 ",302,苓雅分局
LY3242,苓雅區,林中里,高雄市苓雅區廣東一街70號,"22.621406,120.319864","  1 ",446,苓雅分局
LY3244,苓雅區,安祥里,高雄市苓雅區中正二路56巷25號,"22.631489,120.319063","  1 ",283,苓雅分局
LY3246,苓雅區,華堂里,高雄市苓雅區興中一路349號,"22.616429,120.307063","  1 ",133,苓雅分局
LY3284,苓雅區,林南里,高雄市苓雅區光華一路148之38號,"22.623241,120.31613","  1 ",251,苓雅分局
LY3288,苓雅區,林富里,高雄市苓雅區福建街207之1號,"22.62177,120.315396","  1 ",124,苓雅分局
LY3302,苓雅區,鼓中里,高雄市苓雅區四維四路166號,"22.615466,120.297811","  2 ",952,苓雅分局
LY3307,苓雅區,林富里,高雄市苓雅區苓雅一路27號,"22.622378,120.314864","  1 ",467,苓雅分局
LY3330,苓雅區,仁政里,高雄市苓雅區文橫二路113號,"22.620094,120.304685","  1 ",598,苓雅分局
LY3376,苓雅區,仁政里,高雄市苓雅區青年一路261號,"22.620508,120.304376","  1 ",663,苓雅分局
LY3380,苓雅區,苓東里,高雄市苓雅區四維四路177號,"22.613773,120.294612","  2 ",476,苓雅分局
LY3392,苓雅區,林富里,高雄市苓雅區四維二路118號,"22.621597,120.31619","  1 ",358,苓雅分局
LY3395,苓雅區,林富里,高雄市苓雅區四維二路146號,"22.621267,120.315111","  1 ",1070,苓雅分局
LY3424,苓雅區,林圍里,高雄市苓雅區青年一路32號,"22.62416,120.313535","  1 ",1302,苓雅分局
LY3425,苓雅區,林圍里,高雄市苓雅區民權一路90之1號,"22.624866,120.311868","  2 ",390,苓雅分局
LY3429,苓雅區,同慶里,高雄市苓雅區四維二路28號,"22.623822,120.323117","  1 ",1024,苓雅分局
LY3430,苓雅區,林中里,高雄市苓雅區光華一路146號,"22.62141,120.316768","  1 ",70,苓雅分局
LY3444,苓雅區,民主里,高雄市苓雅區建國一路354號,"22.633375,120.323099","  1 ",1162,苓雅分局
LY3445,苓雅區,林泉里,高雄市苓雅區四維二路94之18號,"22.622713,120.319622","  1 ",1092,苓雅分局
LY3446,苓雅區,仁政里,高雄市苓雅區四維三路198之5號,"22.617526,120.303811","  1 ",704,苓雅分局
LY3474,苓雅區,同慶里,高雄市苓雅區同慶路90號,"22.627435,120.320393","  1 ",92,苓雅分局
LY3475,苓雅區,林南里,高雄市苓雅區林泉街36號,"22.623329,120.31869","  1 ",1578,苓雅分局
LY3476,苓雅區,林富里,高雄市苓雅區福建街194號,"22.621825,120.315634","  1 ",88,苓雅分局
LY3480,苓雅區,安祥里,高雄市苓雅區泰順街3號十之1,"22.63178499,120.319543725019","  1 ",1048,苓雅分局
LY3490,苓雅區,苓雅里,高雄市苓雅區四維四路172之3號,"22.614988,120.296637","  1 ",189,苓雅分局
LY3491,苓雅區,林圍里,高雄市苓雅區廈門街23號,"22.625558,120.313987","  1 ",1736,苓雅分局
LY3502,苓雅區,仁政里,高雄市苓雅區中山二路412號地下層,"22.618732,120.303044","  2 ",380,苓雅分局
LY3510,苓雅區,林富里,高雄市苓雅區福建街225號,"22.622268,120.315254","  1 ",275,苓雅分局
LY3517,苓雅區,普天里,高雄市苓雅區福建街31號,"22.619078,120.316464","  1 ",808,苓雅分局
LY3520,苓雅區,普照里,高雄市苓雅區興中一路110號,"22.617999,120.310981","  1 ",599,苓雅分局
LY3526,苓雅區,苓中里,高雄市苓雅區四維四路196號地下室,"22.614315,120.294629","  1 ",305,苓雅分局
LY3532,苓雅區,普天里,高雄市苓雅區福建街24號,"22.618918,120.316779","  1 ",345,苓雅分局
LY3549,苓雅區,華堂里,高雄市苓雅區林森二路23號,"22.617397,120.307518","  1 ",335,苓雅分局
LY3556,苓雅區,林西里,高雄市苓雅區五權街121號,"22.620275,120.319464","  1 ",391,苓雅分局
LY3557,苓雅區,林榮里,高雄市苓雅區英義街160號,"22.615552,120.326217","  1 ",224,苓雅分局
LY3561,苓雅區,林泉里,高雄市苓雅區林泉街179號,"22.622412,120.316522","  2 ",699,苓雅分局
LY3567,苓雅區,華堂里,高雄市苓雅區永樂街115號,"22.615808,120.307759","  2 ",3519,苓雅分局
LY3574,苓雅區,安祥里,高雄市苓雅區中正二路22號,"22.630251,120.320974","  1 ",404,苓雅分局
LY3575,苓雅區,尚義里,高雄市苓雅區民族二路2號,"22.629877,120.313565","  1 ",123,苓雅分局
LY3576,苓雅區,林富里,高雄市苓雅區福建街223巷4號,"22.622233,120.315059","  1 ",404,苓雅分局
LY3577,苓雅區,林華里,高雄市苓雅區廣東二街83號,"22.617505,120.321003","  1 ",516,苓雅分局
LY3588,苓雅區,林華里,高雄市苓雅區和平二路365號,"22.616918,120.322396","  1 ",144,苓雅分局
LY3603,苓雅區,正文里,高雄市苓雅區褔德二路20之4號,"22.63069059,120.328068596182","  2 ",730,苓雅分局
LY3605,苓雅區,苓雅里,高雄市苓雅區四維四路170之7號,"22.615026,120.296743","  1 ",138,苓雅分局
LY3606,苓雅區,林榮里,高雄市苓雅區英義街113號,"22.6151,120.326026","  1 ",952,苓雅分局
LY3607,苓雅區,正大里,高雄市苓雅區中正一路284號,"22.629694,120.328081","  2 ",561,苓雅分局
LY3608,苓雅區,林靖里,高雄市苓雅區三多二路62號,"22.621628,120.327507","  1 ",216,苓雅分局
LY3609,苓雅區,正言里,高雄市苓雅區正言路37號,"22.630406,120.329708","  1 ",797,苓雅分局
LY3612,苓雅區,尚義里,高雄市苓雅區中正二路105號之1,"22.63018479,120.316111725019","  2 ",918,苓雅分局
LY3613,苓雅區,林興里,高雄市苓雅區三多二路353號,"22.618227,120.318057","  1 ",248,苓雅分局
LY3617,苓雅區,苓中里,高雄市苓雅區四維四路226號,"22.614177,120.293797","  1 ",174,苓雅分局
LY3620,苓雅區,福南里,高雄市苓雅區中正一路263號,"22.629441,120.325743","  2 ",656,苓雅分局
LY3622,苓雅區,苓雅里,高雄市苓雅區四維四路174之1號,"22.614844,120.296235","  1 ",221,苓雅分局
LY3624,苓雅區,晴朗里,高雄市苓雅區苓雅一路195號,"22.620941,120.3108","  1 ",95,苓雅分局
