電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層,可容納人數,轄管分局,備註
DX010,大社區,三奶里,高雄市大社區三奶里大社石化工業區興工路2號,"22.72422045311829, 120.34021572056233",1,173.0,仁武分局,
DX011,大社區,大社里,高雄市大社區大社里自強街5號,"22.73085241328043, 120.34685691545666",1,577.0,仁武分局,
DX012,大社區,三奶里,高雄市大社區三奶里經建路8號,"22.72474334898407, 120.33604132600347",1,235.0,仁武分局,
DX013,大社區,翠屏里,高雄市大社區翠屏里中山路462號,"22.730900074767966, 120.35443074752772",1,57.0,仁武分局,
DX014,大社區,三奶里,高雄市大社區三奶里經建路10號,"22.72401309495512, 120.33419593173674",1,287.0,仁武分局,
DX015,大社區,三奶里,高雄市大社區三奶里興工路3號,"22.71918475901816, 120.3429073389489",1,225.0,仁武分局,
DX016,大社區,三奶里,高雄市大社區三奶里興工路3之1號,"22.724059543096253, 120.34108359973698",1,104.0,仁武分局,
DX017,大社區,三奶里,高雄市大社區三奶里永宏巷35號,"22.717342533230855, 120.34470662197961",1,155.0,仁武分局,
DX018,大社區,三奶里,高雄市大社區三奶里經建路8之1號,"22.724736599612744, 120.3360040630228",1,50.0,仁武分局,
DX019,大社區,三奶里,高雄市大社區三奶里興工路4號,"22.720997925879388, 120.3416293398136",1,489.0,仁武分局,
DX021,大社區,保社里,高雄市大社區保社里旗楠路23號,"22.74647666122038, 120.34227200445463",1,18.0,仁武分局,
DX022,大社區,大社里,高雄市大社區大社里自強街9號,"22.731282409417773, 120.3469860238302",1,153.0,仁武分局,
DX023,大社區,三奶里,高雄市大社區三奶里興工路1之1號,"22.724121328738704, 120.34111756199124",1,106.0,仁武分局,
DX024,大社區,保社里,高雄市大社區保社里中正路560巷19號,"22.748295728962546, 120.35239121187703",1,50.0,仁武分局,
DX025,大社區,保社里,高雄市大社區保社里旗楠路96號,"22.749841046147424, 120.3503310418232",1,152.0,仁武分局,
DX026,大社區,三奶里,高雄市大社區民生路31巷1之2號,"22.728220619756097, 120.34691743404785",1,28.0,仁武分局,
DX027,大社區,保社里,高雄市大社區保社里旗楠路27號,"22.746849451043026, 120.34194265819451",1,53.0,仁武分局,
DX028,大社區,大社里,高雄市大社區大社里中山路260號,"22.73169915661925, 120.34908823049302",1,244.0,仁武分局,
DX029,大社區,保社里,高雄市大社區保社里萬金路8之6號,"22.74903883862437, 120.34443084113278",1,866.0,仁武分局,
DX030,大社區,保社里,高雄市大社區保社里旗楠路80巷212號,"22.743832364071096, 120.34505243325391",1,58.0,仁武分局,
DX031,大社區,保社里,高雄市大社區保社里萬金巷56號,"22.751611782980945, 120.34312278260222",1,148.0,仁武分局,
DX032,大社區,三奶里,高雄市大社區三奶里經建路2號,"22.727454136179578, 120.34263439290449",1,263.0,仁武分局,
DX033,大社區,大社里,高雄市大社區大社里自強街11號,"22.731634538570596, 120.34709168871031",1,113.0,仁武分局,
DX034,大社區,觀音里,高雄市大社區觀音里三民路232號,"22.72696036595966, 120.3487864509673",1,196.0,仁武分局,
DX035,大社區,保社里,高雄市大社區保社里旗楠路80巷210號,"22.744631738534135, 120.34566970911834",1,230.0,仁武分局,
DX036,大社區,保社里,高雄市大社區保社里旗楠路80巷60號,"22.746016125925497, 120.34663363262912",1,362.0,仁武分局,
DX037,大社區,觀音里,高雄市大社區觀音里中華路8巷137號,"22.72447740454922, 120.35090238557335",1,177.0,仁武分局,
DX038,大社區,神農里,高雄市大社區神農里翠屏路84巷3號,"22.729721906180618, 120.35139796150763",1,483.0,仁武分局,
DX039,大社區,三奶里,高雄市大社區三奶里經建路5號,"22.72378423947228, 120.33486097660968",1,283.0,仁武分局,
DX040,大社區,大社里,高雄市大社區大社里大社路140號,"22.73361096366545, 120.35288535194942",1,165.0,仁武分局,
DX041,大社區,大社里,高雄市大社區大社里中山路274號,"22.731591783529815, 120.34940918895765",1,299.0,仁武分局,
DX042,大社區,大社里,高雄市大社區大社里大社路39之4號,"22.738845407928185, 120.37337681097463",1,1262.0,仁武分局,
DX043,大社區,觀音里,高雄市大社區觀音里大新路55巷32號,"22.725842923492138, 120.35104062202035",1,501.0,仁武分局,
DX044,大社區,三奶里,高雄市大社區三奶里民生路177號,"22.724540341967298, 120.3463725885417",1,624.0,仁武分局,
DX045,大社區,神農里,高雄市大社區神農里翠屏路84巷87號,"22.728762600007176, 120.35221949398267",1,361.0,仁武分局,
DX046,大社區,大社里,高雄市大社區大社里大吉路186巷10號,"22.735015577681008, 120.35410806946925",1,438.0,仁武分局,
DX047,大社區,保社里,高雄市大社區保社里萬金巷8之7-15號,"22.749250818429513, 120.34457392954292",1,541.0,仁武分局,
DX048,大社區,保安里,高雄市大社區保安里中正路207號,"22.73554099615354, 120.34829348615925",1,366.0,仁武分局,
DX049,大社區,保社里,高雄市大社區保社里光華路11巷11之3號,"22.745039702200202, 120.34878794254645",1,210.0,仁武分局,
DX050,大社區,保社里,高雄市大社區保社里光華路11巷11之1號,"22.745039948924838, 120.34878810488206",1,223.0,仁武分局,
DX051,大社區,神農里,高雄市大社區神農里中華路20巷30號,"22.726278569638886, 120.35424793128195",1,364.0,仁武分局,
DX052,大社區,觀音里,高雄市大社區觀音里文明路100號,"22.723145452634956, 120.35321116710031",1,1124.0,仁武分局,
DX053,大社區,保社里,高雄市大社區保社里民族路13之5號,"22.74751805859904, 120.35366022723402",1,184.0,仁武分局,
DX054,大社區,保社里,高雄市大社區保社里萬金巷171號,"22.75231376920062, 120.34243517397216",1,2371.0,仁武分局,
DX055,大社區,大社里,高雄市大社區大社里中正路60之1號,"22.730831504437134, 120.34876617318058",1,247.0,仁武分局,
DX056,大社區,神農里,高雄市大社區神農里翠屏路90之8號,"22.72996999142737, 120.35181169683334",1,371.0,仁武分局,
DX057,大社區,觀音里,高雄市大社區觀音里文明路17號,"22.7232299840672, 120.35245663042492",1,1000.0,仁武分局,
DX058,大社區,三奶里,高雄市大社區三奶里民生路14之7號,"22.72879094984147, 120.34711358431589",1,772.0,仁武分局,
DX059,大社區,神農里,高雄市大社區神農里中華路258巷27號,"22.72681937784781, 120.35509538023292",1,1071.0,仁武分局,
DX060,大社區,大社里,高雄市大社區大社里學府路200巷2號,"22.739124988401265, 120.3823048356628",1,252.0,仁武分局,
DX061,大社區,保社里,高雄市大社區保社里旗楠路80巷2號,"22.74702099743315, 120.34779933861397",1,252.0,仁武分局,
DX062,大社區,神農里,高雄市大社區神農里翠屏路112巷1之12號,"22.730958414976634, 120.3718976636291",1.2.,4279.0,仁武分局,
DX063,大社區,翠屏里,高雄市大社區翠屏里學府路225巷5弄2號,"22.73870251168548, 120.38500700480527",2,2960.0,仁武分局,
DX064,大社區,神農里,高雄市大社區神農里成功一巷62號,"22.728922687512274, 120.35634077096037",1,1525.0,仁武分局,
DX065,大社區,三奶里,高雄市大社區三奶里經建路8號,"22.724734276428308, 120.33601013862761",1,235.0,仁武分局,
DX066,大社區,保社里,高雄市大社區保社里中正路350號,"22.739639337454253, 120.3486799245206",2,1929.0,仁武分局,
DX067,大社區,保社里,高雄市大社區保社里中正路315巷2號,"22.742538005929898, 120.34906836377345",1,27.0,仁武分局,
DX068,大社區,翠屏里,高雄市大社區翠屏里翠屏路147號,"22.730098784673746, 120.35063160948656",1,506.0,仁武分局,
DX069,大社區,翠屏里,高雄市大社區翠屏里翠屏路163號,"22.730572841097857, 120.35078116324806",1,353.0,仁武分局,
DX070,大社區,中里里,高雄市大社區中里里三民路62巷187號,"22.722789563530778, 120.35396436207353",1,855.0,仁武分局,
DX071,大社區,保安里,高雄市大社區保安里大社路349號,"22.738768150064814, 120.36440811735817",1,116.0,仁武分局,
DX072,大社區,翠屏里,高雄市大社區翠屏里中山路364號,"22.731385178060037, 120.35147015792462",1,785.0,仁武分局,
DX073,大社區,保社里,高雄市大社區保社里旗楠路80巷220之12號,"22.743740571729106, 120.34521964563852",1,9.0,仁武分局,
DX074,大社區,保社里,高雄市大社區保社里旗楠路101之2號,"22.74923679632656, 120.34801469738547",1,1164.0,仁武分局,
DX075,大社區,大社里,高雄市大社區大社里三民路336號,"22.730118871417616, 120.34571850818605",1,1164.0,仁武分局,
DX076,大社區,三奶里,高雄市大社區三奶里經建路8之1號,"22.724807547098187, 120.33605766300937",1,50.0,仁武分局,
DS001,大樹區,興田里,高雄市大樹區興田里興田路153號,"22.751648839530308, 120.4466132091018",1,876.0,仁武分局,
DS002,大樹區,九曲里,高雄市大樹區九曲里九曲路3之1號,"22.64633371850844, 120.41935612123648",1,513.0,仁武分局,
DS003,大樹區,九曲里,高雄市大樹區九曲里九曲路3之10號,"22.646332899067588, 120.419354657878",1,638.0,仁武分局,
DS004,大樹區,姑山里,高雄市大樹區姑山里姑山路82之1號,"22.703942687936856, 120.43401548258524",1,117.0,仁武分局,
DS005,大樹區,檨腳里,高雄市大樹區檨腳里中興北路227號,"22.6963292323105, 120.43208518831237",1,265.0,仁武分局,
DS006,大樹區,和山里,高雄市大樹區和山里和山路469號,"22.70187253547662, 120.40335347998162",1,83.0,仁武分局,
DS007,大樹區,久堂里,高雄市大樹區久堂里久堂路112號,"22.658383391920285, 120.41859728990201",1,220.0,仁武分局,
DS008,大樹區,溪埔里,高雄市大樹區溪埔里溪埔路3巷60之1號,"22.729280258852405, 120.44386852035167",1,350.0,仁武分局,
DS009,大樹區,檨腳里,高雄市大樹區檨腳里中興西路20號,"22.69113285467545, 120.43199921423614",1,567.0,仁武分局,
DS010,大樹區,竹寮里,高雄市大樹區竹寮里竹寮路174號,"22.66820179623403, 120.42592164841675",1,55.0,仁武分局,
DS011,大樹區,竹寮里,高雄市大樹區竹寮里竹寮路219號,"22.665108491884787, 120.423889279132",1,56.0,仁武分局,
DS012,大樹區,統嶺里,高雄市大樹區統嶺里信誼路1號,"22.76570749877342, 120.41906100301372",1,570.0,仁武分局,
DS013,大樹區,久堂里,高雄市大樹區久堂里久堂路鐵路巷15號,"22.658355565661918, 120.42156845573575",1,202.0,仁武分局,
DS014,大樹區,三和里,高雄市大樹區三和里學城路1段11號,"22.726864675722943, 120.40761383220335",1,630.0,仁武分局,
DS015,大樹區,三和里,高雄市大樹區三和里學城路1段11號,"22.72700179848896, 120.4072640354884",1,773.0,仁武分局,
DS016,大樹區,三和里,高雄市大樹區三和里學城路1段11號,"22.72691055637926, 120.40780723749624",1,802.0,仁武分局,
DS017,大樹區,竹寮里,高雄市大樹區竹寮里竹寮路392號,"22.66263332613576, 120.42330962590117",1,47.0,仁武分局,
DS018,大樹區,三和里,高雄市大樹區三和里三和路138之18號之12,"22.73237766512315, 120.41008815690732",1,930.0,仁武分局,
DS019,大樹區,竹寮里,高雄市大樹區竹寮里竹寮路6之1號,"22.676037935953133, 120.42697892854797",1,714.0,仁武分局,
DS020,大樹區,檨腳里,高雄市大樹區檨腳里中興北路168號之1,"22.695961270524275, 120.43342039833976",1,157.0,仁武分局,
DS021,大樹區,三和里,高雄市大樹區三和里學城路1段1號,"22.727141308764832, 120.405823212174",1,1046.0,仁武分局,
DS022,大樹區,三和里,高雄市大樹區三和里學城路1段1號,"22.72701939273731, 120.40586321370849",2,1046.0,仁武分局,
DS023,大樹區,久堂里,高雄市大樹區久堂里久堂路城隍巷7之10號,"22.660866358487144, 120.42046327604669",1,858.0,仁武分局,
DS024,大樹區,九曲里,高雄市大樹區九曲里九曲路266之4號,"22.65066313089558, 120.42238690587133",1,1002.0,仁武分局,
DS025,大樹區,九曲里,高雄市大樹區九曲里九大路686巷18號,"22.657099426372167, 120.42537827737227",1,872.0,仁武分局,
DS026,大樹區,九曲里,高雄市大樹區九曲里九曲路112號,"22.648079739724146, 120.421226573826",1,137.0,仁武分局,
DS027,大樹區,九曲里,高雄市大樹區九曲里新鎮路26號,"22.647495393041723, 120.42145939460863",1,220.0,仁武分局,
DS028,大樹區,三和里,高雄市大樹區三和里學城路1段1號,"22.72710692364554, 120.40573877208045",1.2.3,1046.0,仁武分局,
DS029,大樹區,九曲里,高雄市大樹區九曲里九大路183號,"22.648404733640525, 120.42288057168713",1,531.0,仁武分局,
DS030,大樹區,檨腳里,高雄市大樹區檨腳里中正一路459號,"22.695766138839062, 120.433989704839",1,427.0,仁武分局,
DS031,大樹區,大樹里,高雄市大樹區大樹里中正一路249號,"22.68775851675771, 120.43455318077274",1,512.0,仁武分局,
DS032,大樹區,九曲里,高雄市大樹區九曲里九大路179號,"22.6483772710493, 120.42273095601945",1,599.0,仁武分局,
DS033,大樹區,興田里,高雄市大樹區興田里興田路153號,"22.75164636159047, 120.44660874799416",1,2740.0,仁武分局,
DS034,大樹區,九曲里,高雄市大樹區九曲里九曲路500號,"22.657503432904537, 120.42294554549017",1,807.0,仁武分局,
DS035,大樹區,竹寮里,高雄市大樹區竹寮里竹寮路74號,"22.668255929138557, 120.42581988967734",2,1774.0,仁武分局,
DS036,大樹區,三和里,高雄市大樹區三和里學城路一段131號之1,"22.729486494618236, 120.40310483941747",1,1613.0,仁武分局,
RW001,仁武區,仁武里,高雄市仁武區仁武里工業一路3號,"22.701369216930768, 120.34344478108459",1,47.0,仁武分局,
RW002,仁武區,考潭里,高雄市仁武區考潭里仁心路193號,"22.685846882049326, 120.36406420165419",1,16.0,仁武分局,
RW003,仁武區,仁武里,高雄市仁武區仁武里中正路94之1號,"22.701397249958827, 120.3484643320836",1,213.0,仁武分局,
RW004,仁武區,仁武里,高雄市仁武區仁武里工業二路6號,"22.700141723195753, 120.34320806659606",1,60.0,仁武分局,
RW005,仁武區,烏林里,高雄市仁武區烏林里仁心路312之1號,"22.69369769367856, 120.37395762153707",1,93.0,仁武分局,
RW006,仁武區,竹後里,高雄市仁武區竹後里永宏巷16號,"22.716005463010536, 120.34125458828066",1,45.0,仁武分局,
RW007,仁武區,仁武里,高雄市仁武區仁武里工業一路6之1號,"22.701417863108464, 120.34322885438628",1,36.0,仁武分局,
RW008,仁武區,後安里,高雄市仁武區後安里鳳仁路330號,"22.71394724957353, 120.33762796077409",1,186.0,仁武分局,
RW009,仁武區,竹後里,高雄市仁武區竹後里鳳仁路367號,"22.71495690148436, 120.3362981516487",1,13.0,仁武分局,
RW010,仁武區,考潭里,高雄市仁武區考潭里仁心路211號,"22.6868668360039, 120.36500952650199",1,128.0,仁武分局,
RW011,仁武區,八卦里,高雄市仁武區八卦里高楠公路99號,"22.701356325162333, 120.32332034084142",1,133.0,仁武分局,
RW012,仁武區,仁武里,高雄市仁武區仁武里工業二路15號,"22.700296357571798, 120.34380954707646",1,347.0,仁武分局,
RW013,仁武區,竹後里,高雄市仁武區竹後里鳳仁路281號,"22.703643981439384, 120.34334862079577",1,156.0,仁武分局,
RW014,仁武區,竹後里,高雄市仁武區竹後里鳳仁路398之1號,"22.719861192215117, 120.33386390243977",1,166.0,仁武分局,
RW016,仁武區,竹後里,高雄市仁武區竹後里竹門巷153號,"22.70853804613595, 120.33506590417932",1,78.0,仁武分局,
RW017,仁武區,竹後里,高雄市仁武區竹後里水管路101號,"22.705320539511632, 120.33251637874035",1,675.0,仁武分局,
RW018,仁武區,後安里,高雄市仁武區後安里鳳仁路304號,"22.709048540581694, 120.34097085546628",1,96.0,仁武分局,
RW019,仁武區,竹後里,高雄市仁武區竹後里水管路21號,"22.70708776755514, 120.32971138992926",1,163.0,仁武分局,
RW020,仁武區,竹後里,高雄市仁武區竹後里鳳仁路364號,"22.717944710708114, 120.33481299825492",1,61.0,仁武分局,
RW021,仁武區,竹後里,高雄市仁武區竹後里竹門巷145號,"22.70853835618422, 120.33506534031541",1,84.0,仁武分局,
RW022,仁武區,竹後里,高雄市仁武區竹後里鳳仁路281號,"22.703645123571288, 120.34335887246978",1,1173.0,仁武分局,
RW023,仁武區,竹後里,高雄市仁武區竹後里水管路101號,"22.70532910605122, 120.33291568530576",1,704.0,仁武分局,
RW024,仁武區,仁武里,高雄市仁武區仁武里鳳仁路225巷1號,"22.698488438511635, 120.34621174538965",1,35.0,仁武分局,
RW025,仁武區,竹後里,高雄市仁武區竹後里竹門巷148號,"22.708756858656756, 120.33366316592425",1,26.0,仁武分局,
RW026,仁武區,烏林里,高雄市仁武區烏林里仁心路252之1號,"22.68868871557065, 120.36700360839444",1,28.0,仁武分局,
RW027,仁武區,仁武里,高雄市仁武區仁武里工業二路21號,"22.699696987365716, 120.34275737357255",1,74.0,仁武分局,
RW028,仁武區,仁武里,高雄市仁武區仁武里中正路111號,"22.701724090217894, 120.34828015009107",1,150.0,仁武分局,
RW029,仁武區,竹後里,高雄市仁武區竹後里水管路100號,"22.705705236876746, 120.3350802932651",1,109.0,仁武分局,
RW030,仁武區,竹後里,高雄市仁武區竹後里水管路100號,"22.705477597697193, 120.33367481580405",1,183.0,仁武分局,
RW031,仁武區,竹後里,高雄市仁武區竹後里水管路100號,"22.705358897116927, 120.33561198470194",1,307.0,仁武分局,
RW051,仁武區,竹後里,高雄市仁武區竹後里水管路100號,"22.705690815906415, 120.33395180608498",1,131.0,仁武分局,
RW052,仁武區,竹後里,高雄市仁武區竹後里鳳仁路358號,"22.71772076333156, 120.33529375858333",1,66.0,仁武分局,
RW053,仁武區,仁武里,高雄市仁武區仁武里工業一路14號,"22.70036884050524, 120.34104069713244",1,129.0,仁武分局,
RW054,仁武區,竹後里,高雄市仁武區竹後里水管路100號,"22.70551741973149, 120.33388235040454",1,506.0,仁武分局,
RW055,仁武區,仁武里,高雄市仁武區仁武里中正路115號,"22.701744911350566, 120.34850697311268",1,109.0,仁武分局,
RW056,仁武區,竹後里,高雄市仁武區竹後里竹門巷150之3號,"22.708756432215697, 120.33366197199223",1,21.0,仁武分局,
RW057,仁武區,竹後里,高雄市仁武區竹後里竹門巷150之6號,"22.708759829058565, 120.33359324843565",1,103.0,仁武分局,
RW058,仁武區,竹後里,高雄市仁武區竹後里竹門巷154號,"22.70870111452122, 120.33364102443328",1,99.0,仁武分局,
RW059,仁武區,竹後里,高雄市仁武區竹後里竹門巷151號,"22.708540162754293, 120.33506511540371",1,91.0,仁武分局,
RW060,仁武區,仁武里,高雄市仁武區仁武里仁武工業區工業一路14號,"22.700370783670976, 120.34104109700985",1,150.0,仁武分局,
RW061,仁武區,竹後里,高雄市仁武區竹後里竹門巷150號,"22.708758456112445, 120.33366213761525",1,222.0,仁武分局,
RW062,仁武區,竹後里,高雄市仁武區竹後里鳳仁路319號,"22.71155412647814, 120.33848658811442",1,284.0,仁武分局,
RW063,仁武區,竹後里,高雄市仁武區竹後里竹門巷156號,"22.70870500135538, 120.33354443477766",1,22.0,仁武分局,
RW064,仁武區,竹後里,高雄市仁武區竹後里水管路101號,"22.706564535258284, 120.33276844020598",1,62.0,仁武分局,
RW065,仁武區,竹後里,高雄市仁武區竹後里水管路101號,"22.7066494375217, 120.33289908231265",1,92.0,仁武分局,
RW066,仁武區,赤山里,高雄市仁武區赤山里澄清巷36號,"22.67043469926665, 120.34740142027687",1,657.0,仁武分局,
RW067,仁武區,仁武里,高雄市仁武區仁武里工業一路6之1號,"22.70141903712878, 120.34322883845316",1,57.0,仁武分局,
RW068,仁武區,竹後里,高雄市仁武區竹後里竹門巷155號,"22.70853956103408, 120.33506459938388",1,23.0,仁武分局,
RW069,仁武區,竹後里,高雄市仁武區竹後里水管路24號,"22.70618350391452, 120.33053309617848",1,250.0,仁武分局,
RW070,仁武區,五和里,高雄市仁武區五和里高楠公路94號,"22.702816844113237, 120.32404003847883",1,65.0,仁武分局,
RW071,仁武區,八卦里,高雄市仁武區八卦里高楠公路16號,"22.691238696888586, 120.32172717141827",1,56.0,仁武分局,
RW072,仁武區,高楠里,高雄市仁武區高楠里高楠路32號,"22.698293059993905, 120.323126003051",1,38.0,仁武分局,
RW073,仁武區,竹後里,高雄市仁武區竹後里水管路87號,"22.706588110049502, 120.33125388722623",1,157.0,仁武分局,
RW074,仁武區,竹後里,高雄市仁武區竹後里竹門158號,"22.708711126630178, 120.33366890611728",1,15.0,仁武分局,
RW075,仁武區,竹後里,高雄市仁武區竹後里鳳仁路385之9號,"22.7168183820767, 120.33342342519568",1,32.0,仁武分局,
RW076,仁武區,赤山里,高雄市仁武區赤山里澄清巷36號,"22.670455064987724, 120.34745783958103",1,657.0,仁武分局,
RW077,仁武區,竹後里,高雄市仁武區竹後里竹門巷10號,"22.70757504140347, 120.33992574779018",1,31.0,仁武分局,
RW078,仁武區,竹後里,高雄市仁武區竹後里鳳仁路365號,"22.714846345698984, 120.33624701760986",1,678.0,仁武分局,
RW079,仁武區,竹後里,高雄市仁武區竹後里水管路100號,"22.70574631292635, 120.33416805958723",1,1500.0,仁武分局,
RW080,仁武區,仁武里,高雄市仁武區仁武里工業一路6之1號,"22.70141910269805, 120.34322968683408",1,59.0,仁武分局,
RW081,仁武區,烏林里,高雄市仁武區烏林里仁林路148號,"22.697689021009047, 120.36927505629204",1,404.0,仁武分局,
RW082,仁武區,竹後里,高雄市仁武區竹後里水管路100號,"22.705842032029135, 120.3348282308556",1,183.0,仁武分局,
RW083,仁武區,竹後里,高雄市仁武區竹後里鳳仁路385之2號,"22.71678870176072, 120.3334195561833",1,25.0,仁武分局,
RW084,仁武區,竹後里,高雄市仁武區竹後里水管路81號,"22.70666587282179, 120.32986206533809",1,87.0,仁武分局,
RW085,仁武區,竹後里,高雄市仁武區竹後里鳳仁路329之8號,"22.71269122947682, 120.33535463699818",1,17.0,仁武分局,
RW086,仁武區,竹後里,高雄市仁武區竹後里竹門巷162號,"22.708792077325946, 120.33362608155736",1,76.0,仁武分局,
RW087,仁武區,竹後里,高雄市仁武區竹後里鳳仁路329之10號,"22.71336862164605, 120.33487166569871",1,62.0,仁武分局,
RW088,仁武區,竹後里,高雄市仁武區竹後里鳳仁路329之14號,"22.71272098624557, 120.33380988063026",1,31.0,仁武分局,
RW089,仁武區,竹後里,高雄市仁武區竹後里竹門巷8號,"22.707880301118788, 120.34003140546669",1,17.0,仁武分局,
RW090,仁武區,竹後里,高雄市仁武區竹後里鳳仁路329之9號,"22.71328866157353, 120.33473109017993",1,124.0,仁武分局,
RW091,仁武區,仁武里,高雄市仁武區仁武里工業一路1號,"22.701702805966526, 120.34413798393538",1,182.0,仁武分局,
RW092,仁武區,仁武里,高雄市仁武區仁武里工業二路12號,"22.699569887949266, 120.34186255225245",1,65.0,仁武分局,
RW093,仁武區,竹後里,高雄市仁武區竹後里永宏巷12號,"22.71568442856754, 120.34061221760551",1,51.0,仁武分局,
RW094,仁武區,竹後里,高雄市仁武區竹後里鳳仁路299之7號,"22.708607250251795, 120.34040321883087",1,32.0,仁武分局,
RW095,仁武區,五和里,高雄市仁武區五和里高楠公路96號,"22.70453831310503, 120.32593490369332",1,952.0,仁武分局,
RW096,仁武區,竹後里,高雄市仁武區竹後里鳳仁路329之7號,"22.712917251444175, 120.33519505760168",1,377.0,仁武分局,
RW097,仁武區,考潭里,高雄市仁武區考潭里澄新街148號,"22.67373213372473, 120.3571131750601",1,72.0,仁武分局,
RW098,仁武區,竹後里,高雄市仁武區竹後里鳳仁路329之15號,"22.71315153008356, 120.33500168030204",1,47.0,仁武分局,
RW099,仁武區,考潭里,高雄市仁武區考潭里仁心路201號,"22.686196098289848, 120.36463373089853",1,79.0,仁武分局,
RW100,仁武區,高楠里,高雄市仁武區高楠里高楠公路32號,"22.698288994035675, 120.32312282953757",1,717.0,仁武分局,
RW101,仁武區,鳥林里,高雄市仁武區鳥林里仁心路311號,"22.692073446336302, 120.3699649276575",1,287.0,仁武分局,
RW102,仁武區,烏林里,高雄市仁武區烏林里仁林路230之2號,"22.699062930870678, 120.38058719333281",1,222.0,仁武分局,
RW103,仁武區,後安里,高雄市仁武區後安里鳳仁路330號,"22.713947649752622, 120.33762896418368",1,186.0,仁武分局,
RW104,仁武區,竹後里,高雄市仁武區竹後里鳳仁路329之15號,"22.713165572619157, 120.33497187354088",1,35.0,仁武分局,
RW105,仁武區,竹後里,高雄市仁武區竹後里鳳仁路385號,"22.716819560187858, 120.33342346040028",1,133.0,仁武分局,
RW106,仁武區,仁武里,高雄市仁武區仁武里鳳仁路253號,"22.69912544784444, 120.34619380216216",1,221.0,仁武分局,
RW107,仁武區,仁武里,高雄市仁武區仁武里中華路177號,"22.699767688033752, 120.35017415281504",1,658.0,仁武分局,
RW108,仁武區,仁武里,高雄市仁武區仁武里中華路197巷34號,"22.701180515042854, 120.35037450443609",1,161.0,仁武分局,
RW109,仁武區,仁武里,高雄市仁武區仁武里中華路197巷6號,"22.70050684231826, 120.35052479228824",1,167.0,仁武分局,
RW110,仁武區,後安里,高雄市仁武區後安里後庄巷56之5號,"22.712213244499313, 120.34236616088448",1,31.0,仁武分局,
RW111,仁武區,竹後里,高雄市仁武區竹後里水管路87號,"22.706586205151194, 120.33125540342783",1,82.0,仁武分局,
RW112,仁武區,烏林里,高雄市仁武區烏林里仁心路251號,"22.688700029906386, 120.36685749398082",1,31.0,仁武分局,
RW113,仁武區,高楠里,高雄市仁武區高楠里高楠三街36號,"22.692214847236908, 120.3234021987353",1,27.0,仁武分局,
RW114,仁武區,竹後里,高雄市仁武區竹後里竹門巷161附弄6號,"22.711538314711092, 120.33191738803887",1,36.0,仁武分局,
RW115,仁武區,仁慈里,高雄市仁武區仁慈里澄新九街20號,"22.672811164001775, 120.35664033211448",1,14.0,仁武分局,
RW116,仁武區,仁慈里,高雄市仁武區仁慈里澄新九街18號,"22.672845098509928, 120.35661258869241",1,13.0,仁武分局,
RW117,仁武區,仁慈里,高雄市仁武區仁慈里澄新九街16號,"22.67290177371331, 120.3565975819297",1,13.0,仁武分局,
RW118,仁武區,仁慈里,高雄市仁武區仁慈里澄新九街12號,"22.67291119878323, 120.3565971463475",1,14.0,仁武分局,
RW119,仁武區,文武里,高雄市仁武區文武里仁林路20號,"22.703066217672596, 120.35595311780472",1,2645.0,仁武分局,
RW120,仁武區,大灣里,高雄市仁武區大灣里仁雄路280號,"22.675250220112726, 120.33682090926327",1,141.0,仁武分局,
RW121,仁武區,灣內里,高雄市仁武區灣內里仁孝路14巷1號,"22.677798682626495, 120.3545853153114",1,157.0,仁武分局,
RW122,仁武區,仁武里,高雄市仁武區仁武里仁信巷203號,"22.703427115130076, 120.34507392387809",1,232.0,仁武分局,
RW123,仁武區,大灣里,高雄市仁武區大灣里八德南路469號,"22.677741184074133, 120.3409542614174",1,31.0,仁武分局,
RW124,仁武區,五和里,高雄市仁武區五和里高楠公路100號,"22.70384436303964, 120.3242185947338",1,560.0,仁武分局,
RW125,仁武區,竹後里,高雄市仁武區竹後里竹門巷161附弄18之4號,"22.71271183697382, 120.33202907242477",1,36.0,仁武分局,
RW126,仁武區,竹後里,高雄市仁武區竹後里鳳仁路329之17號,"22.71268728959256, 120.33533906858591",1,116.0,仁武分局,
RW127,仁武區,仁武里,高雄市仁武區仁武里工業一路6之1號,"22.70142023707701, 120.34322937841263",1,36.0,仁武分局,
RW128,仁武區,大灣里,高雄市仁武區大灣里仁雄路330巷1號,"22.67453576433059, 120.33574678670605",1,232.0,仁武分局,
RW129,仁武區,考潭里,高雄市仁武區考潭里鳳仁路5巷70號,"22.674168130972337, 120.35919420788379",1,143.0,仁武分局,
RW130,仁武區,仁武里,高雄市仁武區仁武里工業一路16號,"22.699826113576613, 120.34086910730397",1,182.0,仁武分局,
RW131,仁武區,赤山里,高雄市仁武區赤山里澄清巷36號,"22.670409184289966, 120.3473803268727",1,1144.0,仁武分局,
RW133,仁武區,竹後里,高雄市仁武區竹後里竹門巷1619附弄18之6號,"22.712720616498874, 120.33239312683331",1,106.0,仁武分局,
RW134,仁武區,文武里,高雄市仁武區文武里中正路416號,"22.709267089186305, 120.35318507740745",1,2396.0,仁武分局,
RW135,仁武區,仁武里,高雄市仁武區仁武里中正路94號,"22.701764395823748, 120.34947348080365",1,338.0,仁武分局,
