電腦編號,建築物名稱,里別,地址,經度,避難樓層,防空避難設備面積,可容納人數,轄管分局,備註,placemark_address
G19-08-156,私人住宅大樓,文化里,桃園市龜山區華亞三路199巷15號六樓,"121.379572 ",B01B02B03B04,1102.34,765.0,龜山分局,,桃園市龜山區華亞三路199巷15號六樓
G19-08-157,透天,大華里,桃園市龜山區文東五街57巷7號,"121.362150 ",B01B02,901.94,626.0,龜山分局,,桃園市龜山區文東五街57巷7號
G19-08-171,透天,大華里,桃園市龜山區文化七路182巷26弄21號,"121.367803 ",B01B02,530.24,368.0,龜山分局,,桃園市龜山區文化七路182巷26弄21號
G19-08-173,透天,文化里,桃園市龜山區復興二路10巷27弄11號,"121.370782 ",B01,184.9,128.0,龜山分局,,桃園市龜山區復興二路10巷27弄11號
G19-08-174,透天,大華里,桃園市龜山區文化三路564巷76號,"121.367200 ",B01B02,617.39,428.0,龜山分局,,桃園市龜山區文化三路564巷76號
G19-08-176,私人住宅大樓,大華里,桃園市龜山區文東五街12號,"121.360837 ",B01,723.51,502.0,龜山分局,,桃園市龜山區文東五街12號
G19-08-175,私人住宅大樓,文化里,桃園市龜山區復興南路77號,"121.374041 ",B01,305.13,211.0,龜山分局,,桃園市龜山區復興南路77號
G19-08-178,"工廠 (廣達)",文化里,桃園市龜山區文化二路178號,"121.373458 ",B01B02,6124.26,4252.0,龜山分局,,桃園市龜山區文化二路178號
G21-02-001,私人住宅大樓,文化里,桃園市龜山區復興二路99號,"121.373303 ",B01B02,918.02,637.0,龜山分局,,桃園市龜山區復興二路99號
G21-03-001,私人住宅大樓,文化里,桃園市龜山區文化二路257號二樓之1,"121.378483 ",B01B02B03B04,2468.55,1714.0,龜山分局,,桃園市龜山區文化二路257號二樓之1
G21-03-002,透天,大華里,桃園市龜山區文化五路49號,"121.363238 ",B01B02,556.09,386.0,龜山分局,,桃園市龜山區文化五路49號
G22-01-002,私人住宅大樓,文化里,桃園市龜山區文化二路287號,"121.378742 ",B01B02B03B04,2916.66,3240.0,龜山分局,,桃園市龜山區文化二路287號
G22-01-003,"學校 (幼兒園)",文化里,桃園市龜山區文昌五街95號,"121.371926 ",B01,1052.44,730.0,龜山分局,,桃園市龜山區文昌五街95號
G22-01-005,透天,文化里,桃園市龜山區文昌三街91號2樓之10,"121.369060 ",B01B02,446.36,495.0,龜山分局,,桃園市龜山區文昌三街91號2樓之10
G22-01-006,私人住宅大樓,文化里,桃園市龜山區文昌一街47巷20號,"121.369031 ",B01,388.08,431.0,龜山分局,,桃園市龜山區文昌一街47巷20號
G22-01-007,長庚醫院轉運站,文化里,桃園市龜山區復興街7號,"121.367297 ",B01,7495.29,5205.0,龜山分局,,桃園市龜山區復興街7號
G22-01-008,工廠(神準科技二廠),文化里,桃園市龜山區復興三路520號,"121.371181 ",B01B02B03B04,4354.46,3023.0,龜山分局,,桃園市龜山區復興三路520號
G22-01-009,大樓(車美仕公司),文化里,桃園市龜山區復興三路8號,"121.375954 ",B01B02B03,1900.92,1320.0,龜山分局,,桃園市龜山區復興三路8號
G22-01-010,"研創A LOT智能共創園區",樂善里,桃園市龜山區文德路27-5號,"121.370002 ",B01B02B03,6698.39,4651.0,龜山分局,,桃園市龜山區文德路27-5號
G22-01-011,大樓(詠勝市中欣),樂善里,桃園市龜山區樂善一路277號19樓,"121.368870 ",B01B02B03,2501.88,1737.0,龜山分局,,桃園市龜山區樂善一路277號19樓
G22-01-012,大樓(玄太V1),樂善里,桃園市龜山區樂學一路25號6樓,"121.374675 ",B01,2465.22,1711.0,龜山分局,,桃園市龜山區樂學一路25號6樓
G22-01-013,大樓(森木知森堂),樂善里,桃園市龜山區文桃路242號,"121.396081 ",B01B02B03B04,3333.68,2315.0,龜山分局,,桃園市龜山區文桃路242號
G22-01-014,大樓(富宇哈佛苑),樂善里,桃園市龜山區樂善二路445號22樓,"121.390495 ",B01B02B03B04,4988.52,3464.0,龜山分局,,桃園市龜山區樂善二路445號22樓
G22-01-015,私人住宅大樓,樂善里,桃園市龜山區樂善三路82號28樓,"121.382784 ",B01B02B03B04,1853.03,1286.0,龜山分局,,桃園市龜山區樂善三路82號28樓
G22-01-016,私人住宅大樓,大華里,桃園市龜山區復興三路135巷10號,"121.379137 ",B01B02,724.62,503.0,龜山分局,,桃園市龜山區復興三路135巷10號
G22-01-017,私人住宅大樓,文化里,桃園市龜山區文昌三街70號,"121.368870 ",B01B02B03,1361.58,945.0,龜山分局,,桃園市龜山區文昌三街70號
G22-01-018,私人住宅大樓,文化里,桃園市龜山區華亞二路256-1號,"121.374675 ",B01B02B03B04,2599.78,1805.0,龜山分局,,桃園市龜山區華亞二路256-1號
G22-01-019,私人住宅大樓,文化里,桃園市龜山區華亞三路199巷2號19樓,"121.379137 ",B01B02B03B04,3680.14,2555.0,龜山分局,,桃園市龜山區華亞三路199巷2號19樓
G22-01-020,私人住宅大樓,文化里,桃園市龜山區復興二路33巷16弄17號,"121.373117 ",B01,298.89,207.0,龜山分局,,桃園市龜山區復興二路33巷16弄17號
G22-01-021,私人住宅大樓,文化里,桃園市龜山區文昌五街46號,"121.370475 ",B01B02,584.16,405.0,龜山分局,,桃園市龜山區文昌五街46號
E22-02104,大樓(合展建設公司),長庚里,桃園市龜山區樂學路500號十樓之3,121.3829,B01B02B03B04,3210.25,2229.0,龜山分局,,桃園市龜山區樂學路500號十樓之3
G10-10-038,臺億建築經理公司,大湖里,桃園市龜山區文三二街41號,121.36045,B01B02,2182.94,1515.0,龜山分局,,桃園市龜山區文三二街41號
A22-01-161,大樓(鉅毅建設公司),大同里,桃園市龜山區萬壽路二段601巷26號,121.34702,B01B02B03,1978.5,1373.0,龜山分局,,桃園市龜山區萬壽路二段601巷26號
G22-02-022,大樓(大頂建設公司),文化里,桃園市龜山區華亞三路199巷25號,121.38002,B01B02B03B04,1014.47,704.0,龜山分局,,桃園市龜山區華亞三路199巷25號
G22-02-023,大樓(合眾建設公司),文化里,桃園市龜山區文化里復興二路131巷14弄38號1樓,121.37392,B01B02,386.16,268.0,龜山分局,114年第1季,桃園市龜山區文化里復興二路131巷14弄38號1樓
G22-01-023,大樓(臺灣美光晶圓科技公司),文化里,桃園市龜山區華亞五路2號,121.37501,B01B02,1774.36,1232.0,龜山分局,,桃園市龜山區華亞五路2號
A23-03-153,大樓(僑馥建築經理公司),龜山里,桃園市育英街66號2樓,121.33892,B01,290.84,201.0,龜山分局,,桃園市育英街66號2樓
B03-10-058,卡多利窗飾公司,龍壽里,桃園市龜山區萬壽路一段527號,121.39594,B01,957.39,664.0,龜山分局,,桃園市龜山區萬壽路一段527號
G22-01-017,大樓(法邑建築公司),樂善里,桃園市龜山區文桃路489號23樓之3,121.38933,B01B02B03B04B05,1269.34,881.0,龜山分局,,桃園市龜山區文桃路489號23樓之3
G22-01-018,大樓(荷蕴建設公司),樂善里,桃園市龜山區樂善里文光街5號,121.38056,B01,261.5,181.0,龜山分局,114年第1季,桃園市龜山區樂善里文光街5號
G22-01-019,工廠(致茂電子),樂善里,桃園市龜山區樂善里文禾路185號20樓之7,121.38769,B01B02B03B04,5390.25,3743.0,龜山分局,114年第1季,桃園市龜山區樂善里文禾路185號20樓之7
G22-01-020,大樓(和峻建設公司),樂善里,桃園市龜山區牛角坡路29號,121.38959,B01B02B03B04,1212.41,841.0,龜山分局,114年第1季,桃園市龜山區牛角坡路29號
G22-01-021,大樓(合境建設公司),樂善里,桃園市龜山區樂善里文桃路139號十樓,121.39608,B01B02B03B04,2154.71,1496.0,龜山分局,114年第1季,桃園市龜山區樂善里文桃路139號十樓
G22-01-022,大樓(和瑞建設公司),樂善里,桃園市樂善里樂善三路179號四樓,121.38356,B01B02B03B04,1252.41,869.0,龜山分局,114年第1季,桃園市樂善里樂善三路179號四樓
B03-10-059,私人住宅大樓,迴龍里,桃園市龜山區迴龍里宏慶街34巷1號,"121.409990 ",B01,100.16,69.0,龜山分局,114年第1季,桃園市龜山區迴龍里宏慶街34巷1號
