電腦編號(強制),建築物名稱(強制),類別(強制),村里別(強制),地址(強制),經緯度(強制),地下層樓數(強制),通知列管文號(非強制),建築執照文號(非強制),使用執照文號(非強制),建築層數(強制),基層面積(非強制),附建面積(非強制),容量(強制),自用(強制),活動人口(強制),兼作停車場(強制),分局別(強制),所別(強制)
HQA00537,公寓,公寓,,苗栗縣頭份市頭份里14鄰中華路1156號,"24.690295478954702, 120.91298535439661",1.0,77年2月29日建管字第12991號,,,3.0,45.0,44.0,58.0,40.0,18.0,無,頭份分局,頭份派出所
HQA00538,龍門世家,大樓,,苗栗縣頭份市頭份里14鄰武昌街34號,"24.6942303743192, 120.91714104821507",1.0,82年9月16日建管字第100455號,,,7.0,1000.0,1198.0,1597.0,1117.0,480.0,有,頭份分局,頭份派出所
HQA00540,公寓,公寓,,苗栗縣頭份市頭份里14鄰中華路1196號,"24.691398, 120.913489",1.0,70年6月18日建都字第4270號,,,3.0,25.0,25.0,33.0,23.0,10.0,無,頭份分局,頭份派出所
HQA00541,公寓,公寓,,苗栗縣頭份市頭份里14鄰中華路1264號,"24.69349411591312, 120.91578924393767",1.0,70年9月3日建都字第78509號,,,3.0,40.0,40.0,53.0,37.0,16.0,無,頭份分局,頭份派出所
HQA00542,公寓,公寓,,苗栗縣頭份市頭份里14鄰中華路1262號,"24.69347571462287, 120.91569557222657",1.0,70年9月3日建都字第78509號,,,3.0,40.0,40.0,53.0,37.0,16.0,無,頭份分局,頭份派出所
HQA00543,公寓,公寓,,苗栗縣頭份市頭份里14鄰中華路1260號,"24.693495265993676, 120.91550063380073",1.0,70年9月3日建都字第78509號,,,3.0,30.0,30.0,40.0,28.0,12.0,無,頭份分局,頭份派出所
HQA00544,公寓,公寓,,苗栗縣頭份市頭份里14鄰中華路1292號,"24.694408769360162, 120.915902334592",1.0,77年9月7日建管字第79682號,,,3.0,30.0,31.0,41.0,28.0,13.0,無,頭份分局,頭份派出所
HQA00545,日南家天下,大樓,,苗栗縣頭份市頭份里14鄰武昌街27號,"24.694548564678996, 120.9167397611062",1.0,84年1月24日建管字第4391號,,,6.0,1600.0,1606.0,2141.0,1498.0,643.0,有,頭份分局,頭份派出所
HQA00546,新光人壽大樓,大樓,,苗栗縣頭份市頭份里14鄰中華路1192號,"24.6911447605001, 120.91373363702408",1.0,79年12月24日建管字第128365號,,,9.0,500.0,534.0,712.0,498.0,214.0,有,頭份分局,頭份派出所
HQA00547,公寓,公寓,,苗栗縣頭份市頭份里12鄰民權街33號,"24.687488994265493, 120.9130681597215",1.0,77年5月20日建管字第42195號,,,3.0,25.0,23.0,30.0,21.0,9.0,無,頭份分局,頭份派出所
HQA00548,公寓,公寓,,苗栗縣頭份市頭份里頭份135號之1,查無地址,1.0,75年12月3日建管字第109113號,,,3.0,15.0,17.0,22.0,15.0,7.0,無,頭份分局,頭份派出所
HQA00549,公寓,公寓,,苗栗縣頭份市頭份里12鄰民權街34號,"24.687398551230284, 120.91307684355581",1.0,75年10月8日建管字第86022號,,,4.0,50.0,50.0,66.0,46.0,20.0,無,頭份分局,頭份派出所
HQA00550,公寓,公寓,,苗栗縣頭份市頭份里12鄰中正路326號,"24.68802333118748, 120.91352485693075",1.0,76年7月6日建管字第63771號,,,3.0,60.0,61.0,81.0,56.0,25.0,無,頭份分局,頭份派出所
HQA00551,公寓,公寓,,苗栗縣頭份市頭份里12鄰中正路322號,"24.6880210309252, 120.91349827441594",1.0,76年7月14日建管字第63767號,,,3.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00552,公寓,公寓,,苗栗縣頭份市頭份里7鄰中正路215號,"24.687459765644082, 120.91149952241372",1.0,76年12月3日建管字第103474號,,,3.0,25.0,24.0,32.0,22.0,10.0,無,頭份分局,頭份派出所
HQA00553,公寓,公寓,,苗栗縣頭份市頭份里8鄰日新街51號,"24.686203899886387, 120.91048398215268",1.0,75年3月20日建都字第19695號,,,6.0,20.0,21.0,28.0,19.0,9.0,無,頭份分局,頭份派出所
HQA00554,苗栗客運,,,苗栗縣頭份市頭份里8鄰日新街42號,"24.686300317060528, 120.91072381965424",1.0,76年12月3日建管字第108900號,,,3.0,520.0,521.0,694.0,485.0,209.0,無,頭份分局,頭份派出所
HQA00555,公寓,公寓,,苗栗縣頭份市後庄里10鄰合興街5號,"24.696824651317602, 120.89529277404482",1.0,86年10月26日建管字第119781號,,,8.0,386.0,891.0,1188.0,831.0,357.0,有,頭份分局,頭份派出所
HQA00556,公寓,公寓,,苗栗縣頭份市頭份里4鄰顯會路56號,"24.68987978729336, 120.91526591666643",1.0,76年5月5日建都字第40476號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00557,公寓,公寓,,苗栗縣頭份市頭份里4鄰顯會路62號,"24.689974723248223, 120.91522171016939",1.0,78年5月13日建管字第46583號,,,3.0,20.0,17.0,22.0,15.0,7.0,無,頭份分局,頭份派出所
HQA00558,頭份國小,,,苗栗縣頭份市頭份里6鄰中正路219號,"24.688117878240103, 120.91260990594074",1.0,74年5月4日建都字第36344號,,,3.0,500.0,477.0,636.0,445.0,191.0,無,頭份分局,頭份派出所
HQA00559,頭份國小,,,苗栗縣頭份市頭份里6鄰中正路219號,"24.688117878240103, 120.91260990594074",1.0,79年6月21日建管字第55265號,,,3.0,100.0,94.0,125.0,87.0,38.0,無,頭份分局,頭份派出所
HQA00560,公寓,公寓,,苗栗縣頭份市頭份里6鄰顯會路17號,"24.688984332386912, 120.91448949525926",1.0,74年11月30日建都字第102773號,,,3.0,30.0,29.0,38.0,26.0,12.0,無,頭份分局,頭份派出所
HQA00562,公寓,公寓,,苗栗縣頭份市頭份里17鄰顯會路15號,"24.68893863817445, 120.9144713903491",1.0,70年3月13日建都字第16340號,,,2.0,45.0,45.0,60.0,42.0,18.0,無,頭份分局,頭份派出所
HQA00563,公寓,公寓,,苗栗縣頭份市頭份里17鄰顯會路26號,"24.689065972670015, 120.91470071921368",1.0,71年3月13日建都字第17361號,,,3.0,25.0,23.0,30.0,21.0,9.0,無,頭份分局,頭份派出所
HQA00564,公寓,公寓,,苗栗縣頭份市頭份里17鄰顯會路42號,"24.68943639956861, 120.91499106833692",1.0,70年10月15日建都字第7335號,,,4.0,45.0,45.0,60.0,42.0,18.0,無,頭份分局,頭份派出所
HQA00565,頭份分局,,,苗栗縣頭份市頭份里15鄰中正路223號,查無查址分局已拆除,1.0,86年7月31日建都字第7335號,,,4.0,50.0,50.0,66.0,46.0,20.0,無,頭份分局,頭份派出所
HQA00567,,,,苗栗縣頭份市頭份里15鄰長春街223號,查無查址,1.0,71年7月27日建都字第63469號,,,2.0,15.0,13.0,17.0,11.0,6.0,無,頭份分局,頭份派出所
HQA00568,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街2號,"24.68914077879016, 120.9156499902042",1.0,71年7月27日建都字第63469號,,,2.0,15.0,13.0,17.0,11.0,6.0,無,頭份分局,頭份派出所
HQA00569,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街3號,"24.689207796853992, 120.91559634602592",1.0,71年7月27日建都字第63464號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00570,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街6號,"24.68919865802923, 120.91566876566658",1.0,71年7月27日建都字第63469號,,,2.0,15.0,16.0,21.0,14.0,7.0,無,頭份分局,頭份派出所
HQA00571,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街7號,"24.689227902266126, 120.91560036933932",1.0,71年7月27日建都字第63469號,,,2.0,15.0,15.0,20.0,14.0,6.0,無,頭份分局,頭份派出所
HQA00572,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街2號,"24.68914077879016, 120.9156499902042",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00573,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街3號,"24.689207796853992, 120.91559634602592",1.0,71年7月27日建都字第63469號,,,2.0,15.0,15.0,20.0,14.0,6.0,無,頭份分局,頭份派出所
HQA00574,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街5號,"24.689275424136433, 120.91560372210044",1.0,71年7月27日建都字第63469號,,,2.0,15.0,15.0,20.0,14.0,6.0,無,頭份分局,頭份派出所
HQA00575,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街6號,"24.68919865802923, 120.91566876566658",1.0,71年7月27日建都字第63469號,,,2.0,15.0,15.0,20.0,14.0,6.0,無,頭份分局,頭份派出所
HQA00576,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街8號,"24.689236431833933, 120.91568150615893",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00577,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街10號,"24.689251053948805, 120.91568284726338",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00578,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街12號,"24.689262020533814, 120.91568754112899",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00579,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街9號,"24.68955446244879, 120.9156184742515",1.0,71年7月27日建都字第63469號,,,2.0,20.0,18.0,24.0,16.0,8.0,無,頭份分局,頭份派出所
HQA00580,公寓,公寓,,苗栗縣頭份市頭份里15鄰長春街8巷11號,"24.68920657834502, 120.91627695655104",1.0,71年7月21日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00581,公寓,公寓,,苗栗縣頭份市頭份里15鄰國華街8號,"24.68893606884085, 120.91614418721475",1.0,74年5月4日建都字第32154號,,,2.0,60.0,58.0,77.0,53.0,24.0,無,頭份分局,頭份派出所
HQA00582,公寓,公寓,,苗栗縣頭份市頭份里國華街10號,"24.688950690990932, 120.91605768597731",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00583,公寓,公寓,,苗栗縣頭份市頭份里國華街12號,"24.688942770659857, 120.91606305039514",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00584,公寓,公寓,,苗栗縣頭份市頭份里國華街16號,"24.688968359420038, 120.91594972706854",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00585,公寓,公寓,,苗栗縣頭份市頭份里15鄰國華街18號,"24.689009179574235, 120.91588870681576",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00586,公寓,公寓,,苗栗縣頭份市頭份里15鄰國華街20號,"24.689044516413336, 120.9158726135623",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00587,公寓,公寓,,苗栗縣頭份市頭份里15鄰國華街22號,"24.689055483016535, 120.91583305098082",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00588,公寓,公寓,,苗栗縣頭份市頭份里15鄰國華街24號,"24.68906827738571, 120.91578812398153",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00589,公寓,公寓,,苗栗縣頭份市頭份里15鄰國華街26號,"24.689080462497984, 120.91574386753446",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00590,公寓,公寓,,苗栗縣頭份市頭份里15鄰國華街28號,"24.689094475375647, 120.91571033992304",1.0,71年7月27日建都字第63469號,,,2.0,15.0,14.0,18.0,12.0,6.0,無,頭份分局,頭份派出所
HQA00591,公寓,公寓,,苗栗縣頭份市頭份里15鄰國華街30號,"24.689107878996282, 120.91564931967027",1.0,71年7月27日建都字第63469號,,,2.0,12.0,12.0,16.0,11.0,5.0,無,頭份分局,頭份派出所
HQA00592,,,,苗栗縣頭份市上興里12鄰水源路171巷218號,查無地址,1.0,86年9月30日建都字第119703號,,,7.0,22014.0,16116.0,21488.0,15041.0,6447.0,無,頭份分局,尖山派出所
HQA00593,現代商業大樓,大樓,,苗栗縣頭份市忠孝里10鄰中正路169號,"24.686868883800628, 120.9103207103023",1.0,86年11月3日建管字第132593號,,,5.0,744.0,956.0,1274.0,891.0,383.0,有,頭份分局,頭份派出所
HQA00594,水樣峇里島,大樓,,苗栗縣頭份市忠孝里12鄰忠孝一路69巷1弄2號,"24.68966239412284, 120.90735091461559",1.0,101年12月12日栗商建頭使字第00237號,,,8.0,3410.0,126.0,168.0,117.0,51.0,有,頭份分局,頭份派出所
HQA00597,凌巨科技公司,公司,,苗栗縣頭份市蘆竹里4鄰工業路15號,"24.673115655870188, 120.88763073960938",1.0,87年7月27日苗警保字第22475號,,,1.0,1914.0,247.0,329.0,230.0,99.0,無,頭份分局,尖山派出所
HQA00599,中化實業公司,公司,,苗栗縣頭份市東庄里6鄰自強路2段217號,"24.682179505855625, 120.89279479683286",1.0,87年10月27日建管字第87E001607號,,,2.0,75492.0,5076.0,6768.0,4737.0,2031.0,有,頭份分局,頭份派出所
HQA00600,市中星大樓,大樓,,苗栗縣頭份市仁愛里4鄰仁愛路1號,"24.684191699530686, 120.91045040256215",1.0,87年12月10日苗份警字第14288號,,,10.0,711.0,1075.0,1433.0,1003.0,430.0,無,頭份分局,頭份派出所
HQA00601,思夢樂,商家,,苗栗縣頭份市後庄里7鄰中央路708號,"24.694367523552994, 120.89133936423822",1.0,88年2月44日建管字第88E0002836號,87年7月16日頭字第186號,,1.0,1251.0,1251.0,1668.0,1167.0,501.0,有,頭份分局,頭份派出所
HQA00602,六合國小,學校,,苗栗縣頭份市東庄里19鄰民族路252號,"24.685230, 120.901348",1.0,88年7月8日建管字第88E0013565號,,,1.0,1100.0,973.0,1297.0,907.0,390.0,無,頭份分局,頭份派出所
HQA00603,亞太技術學院,學校,,苗栗縣頭份市珊湖里2鄰親民路110號,"24.682839529730103, 120.96899565468784",1.0,88年9月16日建管字第88E0018986號,88年4月9日88栗建管字第48號,,1.0,1768.0,1874.0,2498.0,1748.0,750.0,無,頭份分局,斗坪派出所
HQA00604,三灣鄕衛生所,,,苗栗縣三灣鄉三灣村親民17號,"24.652907359708355, 120.95655842263099",1.0,88年10月2日建管字第88E0019839號,86年3月15日栗管灣字第10號,,4.0,4109.0,2367.0,3156.0,2209.0,947.0,無,頭份分局,三灣分駐所
HQA00605,力行大樓,大樓,,苗栗縣頭份市建國里6鄰力行街2號,"24.694852678995925, 120.91276409116823",1.0,88年11月1日建管字第88E0021713號,87年3月24日栗管頭字第66號,,8.0,345.0,709.0,945.0,661.0,284.0,有,頭份分局,頭份派出所
HQA00606,力行大樓,大樓,,苗栗縣頭份市建國里6鄰建國路66號,"24.694442996295674, 120.91242338742612",1.0,88年11月1日建管字第88E0021716號,87年3月24日栗管頭字第65號,,8.0,338.0,701.0,934.0,653.0,281.0,有,頭份分局,頭份派出所
HQA00607,蟠桃國小,學校,,苗栗縣頭份市蟠桃里1鄰信東路285號,"24.692929823755133, 120.90695757484416",1.0,77年1月26日建管字第88E0023050號,87年3月30日建都字第70號,,4.0,669.0,554.0,738.0,516.0,222.0,無,頭份分局,頭份派出所
HQA00608,新興國小,學校,,苗栗縣頭份市下興里5鄰水源路157號,"24.67530844266305, 120.91287155021621",1.0,89年1月25日建管字第89E00000102號,89年10月15日建都字第002號,,2.0,1086.0,597.0,796.0,557.0,239.0,無,頭份分局,尖山派出所
HQA00609,公寓,公寓,,苗栗縣頭份市珊湖里17鄰中正三路136巷8號,"24.681221848176236, 120.95709772441062",1.0,89年4月17日建管字第89E05470號," ",,4.0,185.58,179.28,239.0,167.0,72.0,無,頭份分局,斗坪派出所
HQA00610,明光寺,寺廟,,苗栗縣頭份市自強路二段39巷80號,"24.682897564372936, 120.89916297963212",1.0,89年5月15日建都字第89E006378號,89年1月4日栗管頭字第298號,,1.0,191.0,253.0,337.0,235.0,102.0,無,頭份分局,頭份派出所
HQA00612,億圖實業公司,,,苗栗縣頭份市蘆竹里4鄰工業路80號,"24.674546926173885, 120.88462536122722",1.0,89年8月30日建管字第89E0010616號,89年8月29日栗建管頭字第300號,,5.0,499.0,134.0,178.0,124.0,54.0,有,頭份分局,尖山派出所
HQA00613,蟠桃國小,學校,,苗栗縣頭份市蟠桃里1鄰信東路285號,"24.69295890146846, 120.90699169148016",1.0,77年1月26日建管字第89E0014146號,,,4.0,485.0,469.0,625.0,437.0,188.0,無,頭份分局,頭份派出所
HQA00614,速德大樓,,,苗栗縣頭份市山下里9鄰永福街29號,"24.69827345526389, 120.90376768967892",1.0,89年10月20日建管字第E0014626號,87年4月20日栗管頭字第189號,,1.0,529.0,529.0,705.0,493.0,212.0,無,頭份分局,頭份派出所
HQA00615,興華中學,學校,,苗栗縣頭份市新華里22鄰中正一路401號,"24.68606088387621, 120.93628054064865",1.0,90年1月17日建管字第90E0001153號,86年4月15日栗建管頭字第229號,,4.0,1085.0,1002.0,1336.0,935.0,401.0,無,頭份分局,斗坪派出所
HQA00616,興華高中,學校,,苗栗縣頭份市新華里22鄰中正一路401號,"24.68606088387621, 120.93628054064865",1.0,94年6月24日府建管字第0940062930號,86年10月16日96栗建管頭字第208號,,4.0,403.0,372.0,496.0,347.0,149.0,無,頭份分局,斗坪派出所
HQA00617,建國國中慈輝分校,學校,,苗栗縣頭份市合興里12鄰八德二路131號,"24.70185569085215, 120.89599310132603",1.0,94年8月8日府建管字第0940089184號,91年11月5日栗建管都頭字第206號,,3.0,40630.0,957.99,1277.0,893.0,384.0,有,頭份分局,頭份派出所
HQA00618,信義國小,學校,,苗栗縣頭份市後庄里信中路36號,"24.69688229202955, 120.89067413887975",1.0,94年8月26日府建管字第0940097401號,92年11月27日0293-000號,,3.0,2126.47,779.75,1039.0,727.0,312.0,有,頭份分局,頭份派出所
HQA00619,萬里虹建設公司-陳昌儒,大樓,,苗栗縣頭份市蟠桃里10鄰中央路515號,"24.688219818067388, 120.90577511174952",1.0,97年4月2日府商建字第47983號,,,7.0,879.46,541.66,722.0,505.0,217.0,無,頭份分局,頭份派出所
HQA00620,森仰美居,大樓,,苗栗縣頭份市後庄里21鄰公北二路101號,"24.692364039719735, 120.88925810125598",1.0,104年06月16日府商建字第1040106401號,,,14.0,8889.0,1065.9,1421.0,994.0,427.0,有,頭份分局,頭份派出所
HQA00621,宏傳上流,大樓,,苗栗縣頭份市蟠桃里3鄰中興路436巷10號,"24.6923299925104, 120.90509682838459",1.0,104年8月28日府商建字第1040152919號,,,13.0,10600.0,726.4,968.0,677.0,291.0,有,頭份分局,頭份派出所
HQA00622,馨園大樓,大樓,,苗栗縣頭份市建國里3鄰永安街169號,"24.69754759118976, 120.9143693113899",1.0,104年12月30日府商建字第1040262877號,,,7.0,516.0,406.97,542.0,379.0,163.0,有,頭份分局,頭份派出所
HQA00622,耕築大樓,大樓,,苗栗縣頭份市民權里1鄰中華路883-7號,"24.683075, 120.904098",1.0,105年7月7日府商建字第1050102757號,,,12.0,2041.35,11813.6,15751.0,11025.0,4726.0,有,頭份分局,頭份派出所
HQA00623,一家人實業有限公司,大樓,,苗栗縣頭份市蟠桃里10鄰中央路525號,"24.69394438070411, 120.8953210931077",1.0,105年11月15日府商建字第1050215322號,,,10.0,1180.0,1094.24,1458.0,1020.0,438.0,有,頭份分局,頭份派出所
HQA00624,上品硯大樓,大樓,,苗栗縣頭份市蟠桃里5鄰中央路332號,"24.69296165015171, 120.90098179164909",1.0,105年11月18日府商建字第1050237192號,,,14.0,3121.85,2747.66,3663.0,2564.0,1099.0,有,頭份分局,頭份派出所
HQA00625,森立方大樓,大樓,,苗栗縣頭份市民權里6鄰光華街58號,"24.681912466004817, 120.90137915514308",1.0,105年12月22日府商建字第1050242520號,,,12.0,1700.0,1956.0,2608.0,1825.0,783.0,有,頭份分局,頭份派出所
HQA00626,雲天大地,大樓,,苗栗縣頭份市興隆里5鄰花園東路100巷11號,"24.690654275866052, 120.9443126417077",1.0,105年12月8日府商建字第1050247834號,,,7.0,6645.46,4838.11,6450.0,4515.0,1935.0,有,頭份分局,斗坪派出所
HQA00627,宏碩系統股份有限公司,公司,,苗栗縣頭份市新華里11鄰中正路598巷31號,"24.687232117074757, 120.92197541905567",1.0,106年4月13日府商建字第1060057361號,104年11月25日104栗商建頭建字第00168號,,3.0,1307.0,4018.0,5357.0,3749.0,1608.0,有,頭份分局,斗坪派出所
HQA00628,正群中央都匯,大樓,,苗栗縣頭份市蟠桃里10鄰中央路505號,"24.693817252254238, 120.89589850474731",1.0,106年4月25日府商建字第1060064376號,,,14.0,2471.0,2302.5,3070.0,2149.0,921.0,有,頭份分局,頭份派出所
HQA00629,心境雅筑NO.2,大樓,,苗栗縣頭份市上埔里4鄰中正一路181巷16號,"24.68674851652962, 120.92943750423605",1.0,106年5月10日府商建字第1060085096號,,,7.0,561.06,238.64,318.0,222.0,96.0,有,頭份分局,斗坪派出所
HQA00630,德義自在,大樓,,苗栗縣頭份市蟠桃里11鄰上庄路87號,"24.692209122500255, 120.89414714158455",1.0,106年7月24日府商建字第1060137333號,104栗商建頭建字第00145號,,6.0,238.93,36.35,48.0,33.0,15.0,有,頭份分局,頭份派出所
HQA00631,"薇多莉亞 5",大樓,,苗栗縣頭份市山下里9鄰永忠街38號,"24.69827681614691, 120.90291649727043",1.0,106年7月31日府商建字第1060134866號,,,15.0,21958.59,6835.86,9114.0,6379.0,2735.0,有,頭份分局,頭份派出所
HQA00632,自強1號,大樓,,苗栗縣頭份市田寮里23鄰自強路二段506號,"24.68265427214035, 120.88444059804172",1.0,106年11月17日府商建字第1060211471號,,,10.0,609.02,1207.52,1610.0,1127.0,483.0,有,頭份分局,尖山派出所
HQA00633,公園創意家,大樓,,苗栗縣頭份市後庄里20鄰八德一路159號,"24.69094225114899, 120.89291591171002",1.0,106年8月7日府商建字第1060137947號,,,10.0,664.0,476.39,635.0,444.0,191.0,有,頭份分局,頭份派出所
HQA00634,昌隆廣場-好漾大樓,大樓,,苗栗縣頭份市東庄里19鄰富強一街17號,"24.687506088275228, 120.89918070862794",1.0,107年6月29日府商建字第1070122400號,107栗商建頭建字00113號,,15.0,5988.31,3676.77,4902.0,2941.0,1961.0,有,頭份分局,頭份派出所
HQA00635,銀河帝璟大樓,大樓,,苗栗縣頭份市民權里4鄰銀河路256號,"24.680105615297716, 120.90379417467528",1.0,107年8月9日府商建字第1070152520號,,,13.0,1713.36,1067.11,1422.0,995.0,427.0,有,頭份分局,頭份派出所
HQA00636,愛侶安縵大樓,大樓,,苗栗縣頭份市成功里8鄰建國路二段1-7號,"24.696897126316603, 120.9073349847052",1.0,107年9月13日府商建字第1070175191號,104栗商建頭建字第00066號,,13.0,1660.58,758.01,1010.0,707.0,303.0,有,頭份分局,頭份派出所
HQA00637,幸福首擇大樓,大樓,,苗栗縣頭份市新華里3鄰中正一路509號,"24.683348349160937, 120.93856888883114",1.0,107年12月13日府商建字第1070224949號,105栗商建頭建字第00011號,,9.0,4176.41,3326.48,4435.0,3104.0,1331.0,有,頭份分局,斗坪派出所
HQA00638,上德美居大樓,大樓,,苗栗縣頭份市後庄里7鄰公北三路138號,"24.693297468202104, 120.88834680341992",1.0,108年1月14日府商建字第1080002439號,104栗商建頭建字第143號,,15.0,2119.28,1687.99,2250.0,1350.0,900.0,有,頭份分局,頭份派出所
HQA00639,悅艷大樓,大樓,,頭份市後庄里3鄰文林路36巷52弄7號,"24.699591499239887, 120.88929344841294",1.0,108年2月1日府商建字第1080023162號,104栗商建頭建字第00179號,,9.0,882.88,703.2,937.0,655.0,282.0,有,頭份分局,頭份派出所
HQA00640,賦閣居大樓,大樓,,苗栗縣頭份市中興里3鄰中央路168號,"24.690510039578363, 120.9041795025989",1.0,108年3月18日府商建字第1080044054號,104栗商建頭建字第00150號,,11.0,4641.15,1978.86,2638.0,1846.0,792.0,有,頭份分局,頭份派出所
HQA00641,水明漾大樓,大樓,,苗栗縣頭份市山下里8鄰翠亨路148號,"24.699725616967836, 120.90141681815489",1.0,108年4月15日府商建字第1080068421號,104栗商建頭建字第00098號,,14.0,2242.73,2417.13,3222.0,2255.0,967.0,有,頭份分局,頭份派出所
HQA00642,昌榮廣場,大樓,,苗栗縣頭份市東庄里富強二街6號,"24.68725696653836, 120.89797924690362",1.0,108年8月5日府商建字第1080149871號,104栗商建頭建字第00091號,,15.0,5988.31,3673.77,4898.0,3428.0,1470.0,有,頭份分局,頭份派出所
HQA00643,晴境幸福大樓,大樓,,苗栗縣頭份市興隆里隆頂街16號,"24.706737196184083, 120.92639864588365",1.0,108年8月21日府商建字第1080151225號,105栗商建頭建字第00093號,,7.0,2509.0,4747.54,6330.0,4431.0,1899.0,有,頭份分局,斗坪派出所
HQA00644,城心大樓,大樓,,苗栗縣頭份市民權里東銀街91號,"24.682173651626226, 120.90080314664455",1.0,108年9月10日府商建字第1080171436號,106栗商建頭建字第00099號,,12.0,1557.96,901.77,1202.0,841.0,361.0,有,頭份分局,頭份派出所
HQA00645,御宅園NO.2大樓,大樓,,苗栗縣頭份市民族路158號,"24.684820664705136, 120.90415759350198",1.0,109年3月2日府商建字第1090033684號,105栗商建頭建字第00012號,,10.0,8363.42,1421.72,1895.0,1326.0,569.0,有,頭份分局,頭份派出所
HQA00646,安宬吉品,大樓,,苗栗縣頭份市中正一路228號,"24.686297820529173, 120.92949823438254",1.0,108年12月19日府商建字第1080368076號,107栗商建頭建字第00070號,,5.0,375.72,1169.57,1559.0,1091.0,468.0,有,頭份分局,斗坪派出所
HQA00647,昌隆廣場-上好大樓,大樓,,苗栗縣頭份市昌隆一街105號,"24.68724090761903, 120.89674743383992",1.0,109年7月22日府商建字第1090134202號,104栗商建頭建字第00052號,,15.0,10135.79,5958.56,7944.0,5560.0,2384.0,有,頭份分局,頭份派出所
HQA00648,雲天生活大樓,大樓,,苗栗縣頭份市花園東路100巷101號,"24.689225739156207, 120.94489580148021",1.0,109年7月31日府商建字第1090148440號,107栗商建頭建字第00072號,,7.0,2751.82,1355.69,1807.0,1264.0,543.0,有,頭份分局,斗坪派出所
HQA00649,"居品 IN PARK大樓",大樓,,苗栗縣頭份市後庄里公園七街51號,"24.693213244488245, 120.89180893690421",1.0,"109年10月16日府商建字第1090464729號 ",107栗商建頭建字第00023號,,14.0,13696.88,1340.69,1787.0,1250.0,537.0,有,頭份分局,頭份派出所
HQA00650,星月雅築大樓,大樓,,苗栗縣頭份市中正路275號,"24.68825116776128, 120.9175366158396",1.0,109年11月11日府商建字第1090704522號,107栗商建頭建字第00025號,,7.0,396.35,218.53,291.0,203.0,88.0,有,頭份分局,頭份派出所
HQA00651,後庄非營利幼兒園,幼兒園,,苗栗縣頭份市文化里2鄰合興街36號,"24.69771095233987, 120.89650051594292",1.0,110年06月02日府商建字第1100097163號,107栗商建頭建字第00104號,,2.0,392.19,331.54,441.0,330.0,111.0,有,頭份分局,頭份派出所
HQA00652,勝華建設有限公司-負責人林文傑,大樓,,苗栗縣頭份市東庄里6鄰富強三街70號,"24.688068614051154, 120.89656915307555",1.0,110年6月22日府商建字第1100109293號,107栗商建頭建字第00036號,,15.0,5063.92,1629.65,2172.0,1520.0,652.0,有,頭份分局,頭份派出所
