電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層數,可容納人數,轄管分局
235,鼓山區,龍水里,高雄市鼓山區龍水里美術東四路83號,"22.652773,120.289734",2,2605.0,鼓山分局
236,鼓山區,龍水里,高雄市鼓山區龍水里美術南五街266號,"22.652574,120.283362",1,372.0,鼓山分局
237,鼓山區,龍水里,高雄市鼓山區龍水里明誠四路302號,"22.662597,120.285916",3,2466.0,鼓山分局
238,鼓山區,龍水里,高雄市鼓山區龍水里美術東四路372號,"22.656334,120.290807",1,3993.0,鼓山分局
239,鼓山區,龍水里,高雄市鼓山區龍水里美術南二路58號,"22.650497,120.284795",2,3368.0,鼓山分局
240,鼓山區,龍水里,高雄市鼓山區龍水里美明路53號,"22.665361,120.289663",2,4204.0,鼓山分局
241,鼓山區,龍水里,高雄市鼓山區龍水里美術東五路130號,"22.659144,120.290796",3,5787.0,鼓山分局
242,鼓山區,龍水里,高雄市鼓山區龍水里美術館路151號,"22.654662,120.286128",3,4559.0,鼓山分局
243,鼓山區,龍水里,高雄市鼓山區龍水里中華一路828號,"22.660257,120.292103",1,1785.0,鼓山分局
244,鼓山區,龍水里,高雄市鼓山區龍水里美術東八街2號,"22.65191,120.291267",2,2688.0,鼓山分局
245,鼓山區,龍水里,高雄市鼓山區龍水里美術北三路117號,"22.662806,120.288005",3,1729.0,鼓山分局
246,鼓山區,龍水里,高雄市鼓山區龍水里青海路635號,"22.651684,120.276647",2,3559.0,鼓山分局
247,鼓山區,龍水里,高雄市鼓山區龍水里美術北五街102號,"22.664662,120.288037",1,1443.0,鼓山分局
248,鼓山區,龍水里,高雄市鼓山區龍水里美術南五街48號,"22.652418,120.287323",1.2.3,871.0,鼓山分局
249,鼓山區,龍水里,高雄市鼓山區龍水里馬卡道路395號,"22.665424,120.287415",1.2.3,2440.0,鼓山分局
250,鼓山區,龍水里,高雄市鼓山區龍水里青海路296號,"22.651603,120.286469",3,1554.0,鼓山分局
251,鼓山區,龍水里,高雄市鼓山區龍水里美術東八街18號,"22.652609,120.291285",3,2145.0,鼓山分局
252,鼓山區,龍水里,高雄市鼓山區龍水里美術南二路18號,"22.649922,120.284779",1.2.3,1816.0,鼓山分局
253,鼓山區,龍水里,高雄市鼓山區龍水里美術南五街272號,"22.652571,120.283107",1.2,1290.0,鼓山分局
254,鼓山區,龍水里,高雄市鼓山區龍水里美術東八街118號,"22.654048,120.291338",1.2.3,755.0,鼓山分局
255,鼓山區,龍水里,高雄市鼓山區龍水里美術南五街90號,"22.652456,120.286115",1.2.3,1090.0,鼓山分局
256,鼓山區,龍水里,高雄市鼓山區龍水里美賢街56號,"22.666568,120.289137",3,1047.0,鼓山分局
257,鼓山區,龍水里,高雄市鼓山區龍水里美術南五街35號,"22.652234,120.287059",1,519.0,鼓山分局
258,鼓山區,龍水里,高雄市鼓山區龍水里青海路55號,"22.651005,120.290648",1.2.3,2868.0,鼓山分局
259,鼓山區,龍水里,高雄市鼓山區龍水里美術南一街102號,"22.654247,120.285248",1,1266.0,鼓山分局
260,鼓山區,龍水里,高雄市鼓山區龍水里美術東五路82號,"22.659015,120.293529",3,1860.0,鼓山分局
261,鼓山區,龍水里,高雄市鼓山區龍水里美術南三路87號,"22.652971,120.288414",3,2473.0,鼓山分局
262,鼓山區,龍水里,高雄市鼓山區龍水里青海路295號,"22.651253,120.284402",4,5155.0,鼓山分局
263,鼓山區,龍水里,高雄市鼓山區龍水里美術東四路365號,"22.662887,120.290251",3,4314.0,鼓山分局
264,鼓山區,龍水里,高雄市鼓山區龍水里龍水二路11號,"22.64964,120.284063",1,2082.0,鼓山分局
265,鼓山區,龍水里,高雄市鼓山區龍水里中華一路856號,"22.659312,120.29203",1.2.3,2096.0,鼓山分局
266,鼓山區,龍水里,高雄市鼓山區龍水里馬卡道路390號,"22.665095,120.287115",1,3021.0,鼓山分局
267,鼓山區,龍水里,高雄市鼓山區龍水里龍水二路21號,"22.649652,120.283756",1,1498.0,鼓山分局
268,鼓山區,龍水里,高雄市鼓山區龍水里美術東六街258號,"22.662005,120.291707",1.2.3.4,1078.0,鼓山分局
269,鼓山區,龍水里,高雄市鼓山區龍水里龍水二路36號,"22.650268,120.283441",1,2986.0,鼓山分局
270,鼓山區,龍水里,高雄市鼓山區龍水里美術南五街57號,"22.652256,120.286145",1.2.3,908.0,鼓山分局
271,鼓山區,龍水里,高雄市鼓山區龍水里美術南五街206號,"22.652553,120.283841",1.2,698.0,鼓山分局
272,鼓山區,龍水里,高雄市鼓山區龍水里美術東四路418號,"22.658836,120.290383",1.2.3,1193.0,鼓山分局
273,鼓山區,龍水里,高雄市鼓山區龍水里龍水二路105號,"22.649701,120.282674",3,4992.0,鼓山分局
274,鼓山區,龍水里,高雄市鼓山區龍水里美術北三路250號,"22.663717,120.287342",1,3275.0,鼓山分局
275,鼓山區,龍水里,高雄市鼓山區龍水里馬卡道路347號,"22.663097,120.285839",1.2.3,1115.0,鼓山分局
276,鼓山區,龍水里,高雄市鼓山區龍水里美術北三路200號,"22.663198,120.287915",1.2.3,834.0,鼓山分局
277,鼓山區,龍水里,高雄市鼓山區龍水里美術南三路321號,"22.653103,120.284051",1.2.3.4,3949.0,鼓山分局
278,鼓山區,龍水里,高雄市鼓山區龍水里中華一路860號,"22.659068,120.292018",1.2,215.0,鼓山分局
279,鼓山區,龍水里,高雄市鼓山區龍水里中華一路862號地下室,"22.658777,120.292015",2,2388.0,鼓山分局
280,鼓山區,龍水里,高雄市鼓山區龍水里美術館路2號,"22.654769,120.293628",1.2.3,2012.0,鼓山分局
281,鼓山區,龍水里,高雄市鼓山區龍水里馬卡道路388號,"22.66465,120.286945",1.2,2365.0,鼓山分局
282,鼓山區,龍水里,高雄市鼓山區龍水里馬卡道路355號,"22.664242,120.286556",1.2.3.4,1520.0,鼓山分局
283,鼓山區,龍水里,高雄市鼓山區龍水里美術東六街79號,"22.658048,120.291263",1.2.3.4,1033.0,鼓山分局
284,鼓山區,龍水里,高雄市鼓山區龍水里馬卡道路422號,"22.666827,120.288317",1.2.3.4,1325.0,鼓山分局
285,鼓山區,龍水里,高雄市鼓山區龍水里青海路492號,"22.651848,120.283052",3.4,2198.0,鼓山分局
286,鼓山區,龍水里,高雄市鼓山區龍水里美術南三路351號,"22.653103,120.283443",4,6640.0,鼓山分局
287,鼓山區,龍水里,高雄市鼓山區龍水里明誠四路25號,"22.660968,120.29119",6,17826.0,鼓山分局
288,鼓山區,龍水里,高雄市鼓山區龍水里美術東二路620號,"22.66498,120.288832",4,4846.0,鼓山分局
289,鼓山區,華豐里,高雄市鼓山區華豐里華豐街51號地下室,"22.66659132,120.295309585471",1,527.0,鼓山分局
290,鼓山區,華豐里,高雄市鼓山區華豐里瑞豐街69號,"22.66620479,120.29399372502",1,454.0,鼓山分局
291,鼓山區,華豐里,高雄市鼓山區華豐里裕豐街6號,"22.665478,120.295032",1,319.0,鼓山分局
292,鼓山區,華豐里,高雄市鼓山區華豐里華泰路312號,"22.670904,120.294777",1,1463.0,鼓山分局
293,鼓山區,華豐里,高雄市鼓山區華豐里華泰路222號,"22.669625,120.293452",1,150.0,鼓山分局
294,鼓山區,華豐里,高雄市鼓山區華豐里華泰路220號之底層,"22.669516,120.293335",1,219.0,鼓山分局
295,鼓山區,華豐里,高雄市鼓山區華豐里華榮路248號,"22.665505,120.297148",1.2,1536.0,鼓山分局
296,鼓山區,華豐里,高雄市鼓山區華豐里華泰路133號,"22.668398,120.291768",1,1230.0,鼓山分局
297,鼓山區,華豐里,高雄市鼓山區華豐里華寧路163號,"22.669089,120.290753",1,1811.0,鼓山分局
298,鼓山區,華豐里,高雄市鼓山區華豐里華泰路156號,"22.668399,120.29219",1,113.0,鼓山分局
299,鼓山區,華豐里,高雄市鼓山區華豐里瑞豐街46號,"22.66556479,120.293978067347",1,485.0,鼓山分局
300,鼓山區,華豐里,高雄市鼓山區華豐里華寧路182號,"22.669274,120.290989",1,466.0,鼓山分局
301,鼓山區,華豐里,高雄市鼓山區華豐里華泰路35號,"22.6678,120.291286",1,131.0,鼓山分局
302,鼓山區,華豐里,高雄市鼓山區華豐里華泰路297號,"22.670774,120.294214",1,589.0,鼓山分局
303,鼓山區,華豐里,高雄市鼓山區華豐里裕豐街112號,"22.667786,120.293032",1,203.0,鼓山分局
304,鼓山區,華豐里,高雄市鼓山區華豐里華寧路48號,"22.667482,120.292762",1.2,1997.0,鼓山分局
305,鼓山區,華豐里,高雄市鼓山區華豐里慶豐街139號,"22.667733,120.29477",1,1066.0,鼓山分局
306,鼓山區,華豐里,高雄市鼓山區華豐里瑞豐街87號,"22.666778,120.295057",2,2046.0,鼓山分局
307,鼓山區,華豐里,高雄市鼓山區華豐里明倫路135號,"22.665438,120.298244",2,1133.0,鼓山分局
308,鼓山區,華豐里,高雄市鼓山區華豐里明倫路491巷4號,"22.662476,120.298499",2,1572.0,鼓山分局
309,鼓山區,華豐里,高雄市鼓山區華豐里華榮路250號,"22.665586,120.297148",2,444.0,鼓山分局
310,鼓山區,華豐里,高雄市鼓山區華豐里華寧路70號,"22.667975,120.292201",1,980.0,鼓山分局
311,鼓山區,華豐里,高雄市鼓山區華豐里華榮路387號,"22.668188,120.295199",1.2,3082.0,鼓山分局
312,鼓山區,華豐里,高雄市鼓山區華豐里華榮路201號,"22.665368,120.29678",3,575.0,鼓山分局
313,鼓山區,華豐里,高雄市鼓山區華豐里華寧路137號,"22.668253,120.291556",1,412.0,鼓山分局
314,鼓山區,華豐里,高雄市鼓山區華豐里華榮路240之6號,"22.665008,120.297169",2,1796.0,鼓山分局
315,鼓山區,華豐里,高雄市鼓山區華豐里華榮路440號,"22.669592,120.294183",2,2086.0,鼓山分局
316,鼓山區,華豐里,高雄市鼓山區華豐里慶豐街106號,"22.6676,120.294936",1,1933.0,鼓山分局
317,鼓山區,華豐里,高雄市鼓山區華豐里明倫路512號,"22.661805,120.29797",1,643.0,鼓山分局
318,鼓山區,華豐里,高雄市鼓山區華豐里明倫路502巷3號,"22.661973,120.297805",1,721.0,鼓山分局
319,鼓山區,華豐里,高雄市鼓山區華豐街124巷3號,"22.66907,120.293538",1,3026.0,鼓山分局
320,鼓山區,華豐里,高雄市鼓山區華豐里華寧路55號,"22.666961,120.292044",2,2315.0,鼓山分局
321,鼓山區,華豐里,高雄市鼓山區華豐里華榮路8號,"22.661486,120.297293",1.2,1183.0,鼓山分局
322,鼓山區,華豐里,高雄市鼓山區華豐里明倫路149號,"22.664404,120.298232",1.2.3,2184.0,鼓山分局
323,鼓山區,華豐里,高雄市鼓山區華豐里明倫路150號,"22.665068,120.2979",1.2.3,1414.0,鼓山分局
324,鼓山區,華豐里,高雄市鼓山區華豐里華榮路618之8號,"22.67135934,120.292207229216",2,3802.0,鼓山分局
325,鼓山區,華豐里,高雄市鼓山區華豐里華泰路288號,"22.670476,120.294392",1.2,1416.0,鼓山分局
326,鼓山區,裕興里,高雄市鼓山區裕興里中華一路55號,"22.667217,120.290097",1,929.0,鼓山分局
327,鼓山區,裕興里,高雄市鼓山區裕興里中華一路19巷94號,"22.670482,120.291146",1,710.0,鼓山分局
328,鼓山區,裕興里,高雄市鼓山區裕興里華泰路299號,"22.670857,120.294292",1,1735.0,鼓山分局
329,鼓山區,裕豐里,高雄市鼓山區裕豐里中華一路91號,"22.666347,120.291596",1,130.0,鼓山分局
330,鼓山區,裕豐里,高雄市鼓山區裕豐里慶豐街42號,"22.666338,120.293432",1,1434.0,鼓山分局
331,鼓山區,裕豐里,高雄市鼓山區裕豐里慶豐街94號,"22.667273,120.294524",1,264.0,鼓山分局
332,鼓山區,裕豐里,高雄市鼓山區裕豐里慶豐街52號,"22.666519,120.293552",2,2340.0,鼓山分局
333,鼓山區,裕豐里,高雄市鼓山區裕豐里中華一路97號,"22.665934,120.292075",2,4232.0,鼓山分局
334,鼓山區,內惟里,高雄市鼓山區內惟里九如四路1181巷9號藏風光,"22.660803,120.279662",3,1997.0,鼓山分局
335,鼓山區,平和里,高雄市鼓山區平和里九如四路673巷3號華盛頓花園廣場,"22.649419,120.278499",1,2848.0,鼓山分局
336,鼓山區,平和里,高雄市鼓山區平和里迪化街88之1號,"22.65257329,120.276549867347",1,836.0,鼓山分局
337,鼓山區,平和里,高雄市鼓山區平和里裕民街106號景秀山林,"22.649182,120.277825",2,2468.0,鼓山分局
338,鼓山區,平和里,高雄市鼓山區平和里鼓山三路266號鼎峰,"22.66822,120.282737",1.2.3,1476.0,鼓山分局
339,鼓山區,正德里,高雄市鼓山區正德里鼓山三路1號益成紙業,"22.647444,120.276977",1,218.0,鼓山分局
340,鼓山區,正德里,高雄市鼓山區正德里鼓山三路1號益成紙業,"22.64710465360226, 120.27717753979151",1,307.0,鼓山分局
341,鼓山區,正德里,高雄市鼓山區正德里正德路137號,"22.650186,120.274905",1,672.0,鼓山分局
342,鼓山區,正德里,高雄市鼓山區正德里鼓山三路19之2號水山硯,"22.651361,120.276169",1.2,1235.0,鼓山分局
343,鼓山區,民強里,高雄市鼓山區民強里九如四路634號(無資料),"22.648917,120.279253",1,432.0,鼓山分局
344,鼓山區,民強里,高雄市鼓山區民強里九如四路690巷38號,"22.64990396,120.279018529877",1,609.0,鼓山分局
345,鼓山區,民強里,高雄市鼓山區民強里九如四路918號經國九如華廈,"22.654534,120.279291",1,704.0,鼓山分局
346,鼓山區,光化里,高雄市鼓山區光榮里九如四路1044號翠綠名第,"22.65607,120.27929",1,1031.0,鼓山分局
347,鼓山區,光榮里,高雄市鼓山區光榮里九如四路1022號,"22.655563,120.279291",1,784.0,鼓山分局
348,鼓山區,光榮里,高雄市鼓山區光榮里翠華路280號美術帝國,"22.655633,120.281184",4,4815.0,鼓山分局
349,鼓山區,忠正里,高雄市鼓山區忠正里九如四路933號九如邑,"22.654938,120.278754",2,3808.0,鼓山分局
350,鼓山區,忠正里,高雄市鼓山區忠正里大榮街1號大榮中學,"22.653618,120.280237",1,1417.0,鼓山分局
351,鼓山區,前峰里,高雄市鼓山區前峰里九如四路1540號九如新廈,"22.661497,120.281308",1,622.0,鼓山分局
352,鼓山區,前峰里,高雄市鼓山區前峰里九如四路1255號(無資料),"22.66211,120.281133",1,177.0,鼓山分局
353,鼓山區,前峰里,高雄市鼓山區前峰里九如四路1829號國際雕塑公園大樓,"22.666696,120.284599",1,676.0,鼓山分局
354,鼓山區,前峰里,高雄市鼓山區前峰里銘傳路36號維多利亞花園廣場,"22.665026,120.285099",1,1782.0,鼓山分局
355,鼓山區,前峰里,高雄市鼓山區前峰里九如四路1590之1號,"22.66263,120.282197",1,255.0,鼓山分局
356,鼓山區,前峰里,高雄市鼓山區前峰里翠華路491號國際公園名廈,"22.665547,120.286271",1,1276.0,鼓山分局
357,鼓山區,前峰里,高雄市鼓山區前峰里翠華路497巷31號綠邑,"22.666122,120.285608",1,839.0,鼓山分局
358,鼓山區,前峰里,高雄市鼓山區前峰里九如四路1245號,"22.661794,120.280901",1,132.0,鼓山分局
359,鼓山區,前峰里,高雄市鼓山區前峰里逢甲路76號高美館,"22.663961,120.28345",2,793.0,鼓山分局
360,鼓山區,前峰里,高雄市鼓山區前峰里葆禎路70號淳美術,"22.662503,120.282314",2,700.0,鼓山分局
361,鼓山區,厚生里,高雄市鼓山區厚生里翠華路135號,"22.64980732,120.280919683684",1,58.0,鼓山分局
362,鼓山區,厚生里,高雄市鼓山區厚生里厚德路158號印象之旅,"22.646364,120.278805",2,4166.0,鼓山分局
363,鼓山區,厚生里,高雄市鼓山區厚生里華安街109號悅讀山妍,"22.64738,120.279758",2,2194.0,鼓山分局
364,鼓山區,厚生里,高雄市鼓山區厚生里華安街113號美術川,"22.647392,120.279523",3,2164.0,鼓山分局
365,鼓山區,建國里,高雄市鼓山區建國里鼓山三路106號之1,"22.66019049,120.276468206034",1,160.0,鼓山分局
366,鼓山區,建國里,高雄市鼓山區建國里建榮路180號HD協盛發,"22.660356,120.276681",1.2.3.4,1821.0,鼓山分局
367,鼓山區,雄峰里,高雄市鼓山區雄峰里九如四路2023巷29號,"22.66839401,120.285952233506",1,4975.0,鼓山分局
368,鼓山區,延平里,高雄市鼓山區延平里延平街8號,"22.620152,120.27115",1,45.0,鼓山分局
369,鼓山區,哨船頭里,高雄市鼓山區哨船頭里哨船街75號1,"22.622195,120.269219",1,3385.0,鼓山分局
370,鼓山區,桃源里,高雄市鼓山區桃源里蓮海路70號(中山大學),"22.62646,120.265991",1.2,6756.0,鼓山分局
371,鼓山區,登山里,高雄市鼓山區登山里鼓山一路60號,"22.62609,120.278114",1,123.0,鼓山分局
372,鼓山區,登山里,高雄市鼓山區登山里鼓山一路2號,"22.619751,120.274327",1,1214.0,鼓山分局
373,鼓山區,壽山里,高雄市鼓山區壽山里壽山街13號,"22.62411,120.270759",1,260.0,鼓山分局
374,鼓山區,壽山里,高雄市鼓山區壽山里臨海二路54號,"22.624016,120.270531",1,316.0,鼓山分局
375,鼓山區,壽山里,高雄市鼓山區壽山里臨海二路52號地下室,"22.623971,120.270607",1,392.0,鼓山分局
376,鼓山區,麗興里,高雄市鼓山區臨麗興里海一路15之25號,"22.620804,120.273223",1,410.0,鼓山分局
377,鼓山區,麗興里,高雄市鼓山區麗興里臨海二路32之2號,"22.622788,120.27261",1,172.0,鼓山分局
378,鼓山區,麗興里,高雄市鼓山區麗興里臨海二路32之4號,"22.622869,120.272479",1,363.0,鼓山分局
379,鼓山區,麗興里,高雄市鼓山區麗興里臨海一路9號,"22.620297,120.272885",1,127.0,鼓山分局
380,鼓山區,麗興里,高雄市鼓山區麗興里臨海一路11之3號之1,"22.62058629,120.273066057662",1,364.0,鼓山分局
381,鼓山區,麗興里,高雄市鼓山區麗興里捷興一街3號,"22.619457,120.275004",1,2418.0,鼓山分局
382,鼓山區,麗興里,高雄市鼓山區麗興里臨海二路43號,"22.62282,120.271975",1,587.0,鼓山分局
383,鼓山區,麗興里,高雄市鼓山區麗興里捷興二街9號,"22.620336,120.273629",1.2,2168.0,鼓山分局
384,鼓山區,登山里,高雄市鼓山區登山里鼓山一路127號,"22.628661,120.279591",2,1291.0,鼓山分局
385,鼓山區,登山里,高雄市鼓山區登山里鼓山一路161巷64弄1號,"22.631295,120.278872",1,3065.0,鼓山分局
386,鼓山區,登山里,高雄市鼓山區登山里鼓山一路161巷39弄25號,"22.63019082,120.279647714361",3,3110.0,鼓山分局
387,鼓山區,興宗里,高雄市鼓山區興宗里鼓山二路99號,"22.635607,120.281465",1,77.0,鼓山分局
388,鼓山區,興宗里,高雄市鼓山區興宗里鼓山二路166號,"22.63678,120.281003",1,1075.0,鼓山分局
389,鼓山區,興宗里,高雄市鼓山區興宗里鼓山二路69號,"22.633942,120.282743",1,570.0,鼓山分局
390,鼓山區,興宗里,高雄市鼓山區興宗里鼓山二路33號,"22.630808,120.281014",1,241.0,鼓山分局
