檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數,轄管分局,備註
WOA01370,幸市里,臺北市中正區臨沂街6巷6號,1,145.0,中正第一分局,
WOA00208,幸市里,臺北市中正區忠孝東路二段112號,2,178.0,中正第一分局,
WOA00209,幸市里,臺北市中正區忠孝東路二段122號,1,346.0,中正第一分局,
WOA00211,幸市里,臺北市中正區忠孝東路二段128號,1,1118.0,中正第一分局,
WOA00220,幸市里,臺北市中正區忠孝東路二段134巷10號,1,320.0,中正第一分局,
WOA00221,幸市里,臺北市中正區忠孝東路二段134巷2號,1,204.0,中正第一分局,
WOA00222,幸市里,臺北市中正區忠孝東路二段134巷6號,1,244.0,中正第一分局,
WOA00745,幸市里,臺北市中正區臨沂街13巷13號,1,145.0,中正第一分局,
WOA00746,幸市里,臺北市中正區臨沂街13巷14號,1,412.0,中正第一分局,
WOA00746,幸市里,臺北市中正區臨沂街13巷14號,1,185.0,中正第一分局,
WOA00746,幸市里,臺北市中正區臨沂街13巷14號,1,42.0,中正第一分局,
WOA00746,幸市里,臺北市中正區臨沂街13巷14號,1,304.0,中正第一分局,
WOA00746,幸市里,臺北市中正區臨沂街13巷14號,1,109.0,中正第一分局,
WOA00754,幸市里,臺北市中正區臨沂街25巷15號,1,221.0,中正第一分局,
WOA00755,幸市里,臺北市中正區臨沂街25巷19號,1,165.0,中正第一分局,
WOA00759,幸市里,臺北市中正區臨沂街25巷7號,1,109.0,中正第一分局,
WOA00760,幸市里,臺北市中正區臨沂街25巷9號,1,150.0,中正第一分局,
WOA00762,幸市里,臺北市中正區臨沂街27巷7號,1,249.0,中正第一分局,
WOA00764,幸市里,臺北市中正區臨沂街27巷9號,1,1028.0,中正第一分局,
WOA00988,幸市里,臺北市中正區臨沂街13巷6號,1,672.0,中正第一分局,
WOA01422,幸市里,臺北市中正區臨沂街13巷2號,1,265.0,中正第一分局,
WOA01273,幸市里,臺北市中正區忠孝東路二段126號,1,480.0,中正第一分局,
WOA00729,幸市里,臺北市中正區臨沂街21號,1,129.0,中正第一分局,
WOA00742,幸市里,臺北市中正區臨沂街13巷10號,1,98.0,中正第一分局,
WOA00743,幸市里,臺北市中正區臨沂街13巷11號,1,144.0,中正第一分局,
WOA00756,幸市里,臺北市中正區臨沂街25巷2號,1,257.0,中正第一分局,
WOA00757,幸市里,臺北市中正區臨沂街25巷23號,1,225.0,中正第一分局,
WOA00758,幸市里,臺北市中正區臨沂街25巷3號,1,152.0,中正第一分局,
WOA00577,幸市里,臺北市中正區新生南路一段62號,1,308.0,中正第一分局,
WOA00601,幸市里,臺北市中正區新生南路一段54巷7號,1,206.0,中正第一分局,
WOA00600,幸市里,臺北市中正區新生南路一段54巷11號,1,73.0,中正第一分局,
WOA00991,幸市里,臺北市中正區忠孝東路二段134巷5號,1,267.0,中正第一分局,
WOA00212,幸市里,臺北市中正區忠孝東路二段136號,1,194.0,中正第一分局,
WOA00219,幸市里,臺北市中正區忠孝東路二段134巷1號,1,308.0,中正第一分局,
WOA00606,幸市里,臺北市中正區新生南路一段60巷10號,1,60.0,中正第一分局,
WOA00605,幸市里,臺北市中正區新生南路一段60巷12之1號,1,172.0,中正第一分局,
WOA00990,幸市里,臺北市中正區新生南路一段58巷13號,1,136.0,中正第一分局,
WOA01328,幸市里,臺北市中正區新生南路一段54巷5弄2號,2,461.0,中正第一分局,
WOA00989,幸市里,臺北市中正區新生南路一段54巷8號,1,42.0,中正第一分局,
WOA01335,幸市里,臺北市中正區忠孝東路二段134巷30號,2,1049.0,中正第一分局,
WOA00604,幸市里,臺北市中正區新生南路一段58巷11號,1,69.0,中正第一分局,
WOA00603,幸市里,臺北市中正區新生南路一段58巷10號,1,85.0,中正第一分局,
WOA00602,幸市里,臺北市中正區新生南路一段54巷5弄3號,1,69.0,中正第一分局,
WOA00576,幸市里,臺北市中正區新生南路一段60號,1,393.0,中正第一分局,
WOA00573,幸市里,臺北市中正區新生南路一段50之1號,1,376.0,中正第一分局,
WOA00574,幸市里,臺北市中正區新生南路一段52之1號,1,130.0,中正第一分局,
WOA00572,幸市里,臺北市中正區新生南路一段50號,1,2761.0,中正第一分局,
WOA00992,幸市里,臺北市中正區新生南路一段52號,1,130.0,中正第一分局,
WOA00983,幸市里,臺北市中正區臨沂街29巷7號,1,218.0,中正第一分局,
WOA00781,幸市里,臺北市中正區臨沂街33巷5號,1,49.0,中正第一分局,
WOA00985,幸市里,臺北市中正區濟南路二段54之1號,1,200.0,中正第一分局,
WOA00710,幸市里,臺北市中正區濟南路二段44號,1,490.0,中正第一分局,
WOA00772,幸市里,臺北市中正區臨沂街33巷11號,1,172.0,中正第一分局,
WOA00782,幸市里,臺北市中正區臨沂街33巷7號,1,48.0,中正第一分局,
WOA00717,幸市里,臺北市中正區濟南路二段48巷7之4號,1,77.0,中正第一分局,
WOA00714,幸市里,臺北市中正區濟南路二段48巷2之1號,1,70.0,中正第一分局,
WOA00716,幸市里,臺北市中正區濟南路二段48巷7號,1,73.0,中正第一分局,
WOA00778,幸市里,臺北市中正區臨沂街33巷27號,1,45.0,中正第一分局,
WOA00984,幸市里,臺北市中正區濟南路二段48巷5之5號,1,84.0,中正第一分局,
WOA01327,幸市里,臺北市中正區濟南路二段50號,1,924.0,中正第一分局,
WOA00982,幸市里,臺北市中正區臨沂街29巷5號,1,200.0,中正第一分局,
WOA01442,幸市里,臺北市中正區臨沂街29巷12號,1,237.0,中正第一分局,
WOA00725,幸市里,臺北市中正區臨沂街29巷1號,1,197.0,中正第一分局,
WOA00765,幸市里,臺北市中正區臨沂街29巷18之1號,1,174.0,中正第一分局,
WOA00711,幸市里,臺北市中正區濟南路二段54號,1,217.0,中正第一分局,
WOA01446,幸市里,臺北市中正區臨沂街29巷6號,1,161.0,中正第一分局,
WOA01453,幸市里,臺北市中正區臨沂街33巷33號,1,326.0,中正第一分局,
WOA00969,幸市里,臺北市中正區仁愛路二段65巷2號,1,494.0,中正第一分局,
WOA00971,幸市里,臺北市中正區仁愛路二段61號,1,3088.0,中正第一分局,
WOA00972,幸市里,臺北市中正區仁愛路二段65巷13之17號,1,425.0,中正第一分局,
WOA00973,幸市里,臺北市中正區仁愛路二段57號,1,78.0,中正第一分局,
WOA00979,幸市里,臺北市中正區臨沂街33巷6號,1,62.0,中正第一分局,
WOA00977,幸市里,臺北市中正區臨沂街45巷2號,1,300.0,中正第一分局,
WOA00976,幸市里,臺北市中正區臨沂街45巷7號,1,292.0,中正第一分局,
WOA00776,幸市里,臺北市中正區臨沂街33巷20號,1,45.0,中正第一分局,
WOA00775,幸市里,臺北市中正區臨沂街33巷16號,1,169.0,中正第一分局,
WOA00774,幸市里,臺北市中正區臨沂街33巷14號,1,34.0,中正第一分局,
WOA00773,幸市里,臺北市中正區臨沂街33巷12號,1,80.0,中正第一分局,
WOA00771,幸市里,臺北市中正區臨沂街33巷10號,1,354.0,中正第一分局,
WOA00715,幸市里,臺北市中正區濟南路二段48巷22號,1,36.0,中正第一分局,
WOA00084,幸市里,臺北市中正區仁愛路二段65巷8號,1,48.0,中正第一分局,
WOA00085,幸市里,臺北市中正區仁愛路二段65巷9號,1,58.0,中正第一分局,
WOA00083,幸市里,臺北市中正區仁愛路二段65巷2之1號,1,829.0,中正第一分局,
WOA01423,幸市里,臺北市中正區臨沂街45巷1號,1,548.0,中正第一分局,
WOA01431,幸市里,臺北市中正區臨沂街33巷2號,1,101.0,中正第一分局,
WOA00734,幸市里,臺北市中正區臨沂街39之9號,1,108.0,中正第一分局,
WOA00736,幸市里,臺北市中正區臨沂街47號,1,196.0,中正第一分局,
WOA00785,幸市里,臺北市中正區臨沂街45巷17號,1,69.0,中正第一分局,
WOA01290,幸市里,臺北市中正區臨沂街45巷15號,1,264.0,中正第一分局,
WOA01318,幸市里,臺北市中正區臨沂街45巷10號,1,248.0,中正第一分局,
WOA01364,幸市里,臺北市中正區臨沂街45巷8號,1,737.0,中正第一分局,
WOA00978,幸市里,臺北市中正區仁愛路二段65巷11號,1,44.0,中正第一分局,
WOA01337,幸市里,臺北市中正區仁愛路二段65巷1弄5號,1,1022.0,中正第一分局,
WOA00978,幸市里,臺北市中正區仁愛路二段65巷1弄11號,1,44.0,中正第一分局,
WOA00975,幸市里,臺北市中正區仁愛路二段65巷1弄13號,1,80.0,中正第一分局,
WOA00974,幸市里,臺北市中正區仁愛路二段65巷1弄15號,1,58.0,中正第一分局,
WOA00086,幸市里,臺北市中正區仁愛路二段65巷1弄10號,1,217.0,中正第一分局,
WOA00087,幸市里,臺北市中正區仁愛路二段65巷1弄12號,1,45.0,中正第一分局,
WOA00088,幸市里,臺北市中正區仁愛路二段65巷1弄14號,1,164.0,中正第一分局,
WOA00970,幸市里,臺北市中正區仁愛路二段91巷1號,1,1500.0,中正第一分局,
WOA00093,幸市里,臺北市中正區仁愛路二段91巷8號,1,132.0,中正第一分局,
WOA00583,幸市里,臺北市中正區新生南路一段120巷8號,1,72.0,中正第一分局,
WOA00581,幸市里,臺北市中正區新生南路一段120巷6號,1,256.0,中正第一分局,
WOA00582,幸市里,臺北市中正區新生南路一段120巷6之1號,1,46.0,中正第一分局,
WOA00721,幸市里,臺北市中正區濟南路二段62巷14號,1,316.0,中正第一分局,
WOA00968,幸市里,臺北市中正區仁愛路二段71號,1,3564.0,中正第一分局,
WOA00069,幸市里,臺北市中正區仁愛路二段93號,1,1026.0,中正第一分局,
WOA00072,幸市里,臺北市中正區仁愛路二段99號,2,1958.0,中正第一分局,
WOA00064,幸市里,臺北市中正區仁愛路二段69號,3,1958.0,中正第一分局,
WOA00064,幸市里,臺北市中正區仁愛路二段69號,1,2970.0,中正第一分局,
WOA00068,幸市里,臺北市中正區仁愛路二段89號,2,548.0,中正第一分局,
WOA01436,幸市里,臺北市中正區仁愛路二段87號,1,1005.0,中正第一分局,
WOA00091,幸市里,臺北市中正區仁愛路二段91巷18號,1,70.0,中正第一分局,
WOA00092,幸市里,臺北市中正區仁愛路二段91巷20號,1,38.0,中正第一分局,
WOA00580,幸市里,臺北市中正區新生南路一段120巷5號,1,82.0,中正第一分局,
WOA00565,幸市里,臺北市中正區新生南路一段116號,1,352.0,中正第一分局,
WOA00723,幸市里,臺北市中正區濟南路二段62巷5之1號,1,146.0,中正第一分局,
WOA00777,幸市里,臺北市中正區臨沂街33巷24號,1,208.0,中正第一分局,
WOA00720,幸市里,臺北市中正區濟南路二段62巷13號,1,48.0,中正第一分局,
WOA00722,幸市里,臺北市中正區濟南路二段62巷19號,1,117.0,中正第一分局,
WOA00090,幸市里,臺北市中正區仁愛路二段91巷12號,1,52.0,中正第一分局,
WOA00981,幸市里,臺北市中正區仁愛路二段91巷17號,1,30.0,中正第一分局,
WOA00779,幸市里,臺北市中正區臨沂街33巷36之1號,1,28.0,中正第一分局,
WOA00563,幸市里,臺北市中正區新生南路一段102號,1,50.0,中正第一分局,
WOA00564,幸市里,臺北市中正區新生南路一段114號,1,155.0,中正第一分局,
WOA00564,幸市里,臺北市中正區濟南路二段62巷10號,1,210.0,中正第一分局,
WOA00780,幸市里,臺北市中正區臨沂街33巷38號,1,333.0,中正第一分局,
WOA00579,幸市里,臺北市中正區新生南路一段120巷3號,1,378.0,中正第一分局,
WOA00719,幸市里,臺北市中正區濟南路二段62巷11號,1,46.0,中正第一分局,
WOA01373,幸市里,臺北市中正區濟南路二段62巷2之8號,1,320.0,中正第一分局,
WOA00980,幸市里,臺北市中正區濟南路二段62巷6號,1,84.0,中正第一分局,
WOA00492,梅花里,臺北市中正區紹興北街37號,1,1885.0,中正第一分局,
WOA01286,梅花里,臺北市中正區北平東路30之1號,3,1536.0,中正第一分局,
WOA00883,梅花里,臺北市中正區北平東路22號,1,988.0,中正第一分局,
WOA01261,梅花里,臺北市中正區北平東路12號,2,462.0,中正第一分局,
WOA00120,梅花里,臺北市中正區天津街11巷2弄2號,1,49.0,中正第一分局,
WOA00121,梅花里,臺北市中正區天津街11巷2弄3號,1,34.0,中正第一分局,
WOA00225,梅花里,臺北市中正區杭州北路28號,1,680.0,中正第一分局,
WOA00884,梅花里,臺北市中正區北平東路28-1號,3,442.0,中正第一分局,
WOA00125,梅花里,臺北市中正區北平東路16號,3,654.0,中正第一分局,
WOA00119,梅花里,臺北市中正區天津街9號,1,54.0,中正第一分局,
WOA00132,梅花里,臺北市中正區北平東路9號,1,277.0,中正第一分局,
WOA00128,梅花里,臺北市中正區北平東路28號,1,165.0,中正第一分局,
WOA00177,梅花里,臺北市中正區忠孝東路一段13號,1,130.0,中正第一分局,
WOA00179,梅花里,臺北市中正區忠孝東路一段15號,1,98.0,中正第一分局,
WOA00186,梅花里,臺北市中正區忠孝東路一段23號,1,828.0,中正第一分局,
WOA00187,梅花里,臺北市中正區忠孝東路一段23號,1,828.0,中正第一分局,
WOA00200,梅花里,臺北市中正區忠孝東路一段9號,1,554.0,中正第一分局,
WOA00314,梅花里,臺北市中正區林森北路5巷11號,1,265.0,中正第一分局,
WOA00315,梅花里,臺北市中正區林森北路5巷6號,1,404.0,中正第一分局,
WOA00317,梅花里,臺北市中正區林森北路9巷10號,1,229.0,中正第一分局,
WOA00318,梅花里,臺北市中正區林森北路9巷11號,1,314.0,中正第一分局,
WOA00319,梅花里,臺北市中正區林森北路9巷12號,1,417.0,中正第一分局,
WOA00320,梅花里,臺北市中正區林森北路9巷15號,1,266.0,中正第一分局,
WOA00321,梅花里,臺北市中正區林森北路9巷17號,1,92.0,中正第一分局,
WOA00322,梅花里,臺北市中正區林森北路9巷20號,1,285.0,中正第一分局,
WOA00323,梅花里,臺北市中正區林森北路9巷21號,1,282.0,中正第一分局,
WOA00324,梅花里,臺北市中正區林森北路9巷22號,1,152.0,中正第一分局,
WOA00325,梅花里,臺北市中正區林森北路9巷23號,1,585.0,中正第一分局,
WOA00326,梅花里,臺北市中正區林森北路9巷5號,1,1086.0,中正第一分局,
WOA00327,梅花里,臺北市中正區林森北路9巷6號,1,836.0,中正第一分局,
WOA00328,梅花里,臺北市中正區林森北路7-1號,1,124.0,中正第一分局,
WOA00490,梅花里,臺北市中正區紹興北街10號,1,384.0,中正第一分局,
WOA00493,梅花里,臺北市中正區紹興北街8號,1,325.0,中正第一分局,
WOA00987,梅花里,臺北市中正區紹興北街10號,1,384.0,中正第一分局,
WOA01296,梅花里,臺北市中正區忠孝東路一段23號,3,1577.0,中正第一分局,
WOA01321,梅花里,臺北市中正區林森北路7號,3,1202.0,中正第一分局,
WOA01349,梅花里,臺北市中正區林森北路1號,1,412.0,中正第一分局,
WOA00986,梅花里,臺北市中正區紹興北街8號,1,325.0,中正第一分局,
WOA00188,梅花里,臺北市中正區忠孝東路一段31號,1,600.0,中正第一分局,
WOA00189,梅花里,臺北市中正區忠孝東路一段35號,1,337.0,中正第一分局,
WOA00190,梅花里,臺北市中正區忠孝東路一段41號,1,216.0,中正第一分局,
WOA00198,梅花里,臺北市中正區忠孝東路一段85號,1,2358.0,中正第一分局,
WOA00199,梅花里,臺北市中正區忠孝東路一段85號,3,2358.0,中正第一分局,
WOA00202,梅花里,臺北市中正區忠孝東路一段49巷21號,1,298.0,中正第一分局,
WOA00203,梅花里,臺北市中正區忠孝東路一段49巷5號,1,48.0,中正第一分局,
WOA00224,梅花里,臺北市中正區杭州北路22號,1,316.0,中正第一分局,
WOA00491,梅花里,臺北市中正區紹興北街23號,1,1837.0,中正第一分局,
WOA00494,梅花里,臺北市中正區紹興北街31巷26號,1,226.0,中正第一分局,
WOA00495,梅花里,臺北市中正區紹興北街31巷28號,1,149.0,中正第一分局,
WOA00496,梅花里,臺北市中正區紹興北街31巷37號,1,546.0,中正第一分局,
WOA00497,梅花里,臺北市中正區紹興北街31巷39號,1,260.0,中正第一分局,
WOA00995,梅花里,臺北市中正區紹興北街3號,1,376.0,中正第一分局,
WOA01343,梅花里,臺北市中正區紹興北街5號,1,700.0,中正第一分局,
WOA01352,梅花里,臺北市中正區忠孝東路一段39號,1,316.0,中正第一分局,
WOA01363,梅花里,臺北市中正區忠孝東路一段43號,1,926.0,中正第一分局,
WOA01441,梅花里,臺北市中正區杭州北路18號,1,709.0,中正第一分局,
WOA00191,梅花里,臺北市中正區忠孝東路一段45號,1,252.0,中正第一分局,
WOA00223,梅花里,臺北市中正區杭州北路1號,2,888.0,中正第一分局,
WOA00200,梅花里,臺北市中正區忠孝東路一段9號,1,108.0,中正第一分局,
WOA00003,梅花里,臺北市中正區八德路一段5號,1,682.0,中正第一分局,
WOA00001,梅花里,臺北市中正區八德路一段23號,4,2008.0,中正第一分局,
WOA00994,梅花里,臺北市中正區杭州北路3號,2,11984.0,中正第一分局,
WOA01429,梅花里,臺北市中正區金山北路1號,1,436.0,中正第一分局,
WOA01450,梅花里,臺北市中正區市民大道三段2號,1,2000.0,中正第一分局,
WOA01448,梅花里,臺北市中正區八德路一段1號,1,405.0,中正第一分局,
WOA00210,梅花里,臺北市中正區忠孝東路二段123號,4,2560.0,中正第一分局,
WOA00575,梅花里,臺北市中正區新生南路路一段6號,3,1460.0,中正第一分局,
WOA00570,梅花里,臺北市中正區新生南路路一段14號,2,1214.0,中正第一分局,
WOA00578,梅花里,臺北市中正區新生南路路一段12巷2號,1,80.0,中正第一分局,
WOA00766,梅花里,臺北市中正區臨沂街3巷15號,1,310.0,中正第一分局,
WOA00767,梅花里,臺北市中正區臨沂街3巷21號,1,84.0,中正第一分局,
WOA00768,梅花里,臺北市中正區臨沂街3巷25號,1,329.0,中正第一分局,
WOA01297,梅花里,臺北市中正區忠孝東路二段95號,1,1181.0,中正第一分局,
WOA00002,梅花里,臺北市中正區八德路一段46號,1,313.0,中正第一分局,
WOA00004,梅花里,臺北市中正區八德路一段82巷18號,1,225.0,中正第一分局,
WOA00005,梅花里,臺北市中正區八德路一段82巷24號,1,381.0,中正第一分局,
WOA00138,梅花里,臺北市中正區忠孝東路二段85號,2,1112.0,中正第一分局,
WOA01482,梅花里,臺北市中正區八德路一段55號,1,4140.0,中正第一分局,
WOA00015,東門里,臺北市中正區中山南路21號,1,41342.0,中正第一分局,
WOA00031,東門里,臺北市中正區仁愛路一段1號,3,4104.0,中正第一分局,
WOA00679,東門里,臺北市中正區徐州路2號,2,322.0,中正第一分局,
WOA00464,東門里,臺北市中正區徐州路19號,1,122.0,中正第一分局,
WOA00465,東門里,臺北市中正區徐州路19號,1,100.0,中正第一分局,
WOA00469,東門里,臺北市中正區徐州路19號,1,1216.0,中正第一分局,
WOA00468,東門里,臺北市中正區徐州路21號,1,1216.0,中正第一分局,
WOA00469,東門里,臺北市中正區徐州路21號,1,1460.0,中正第一分局,
WOA00465,東門里,臺北市中正區徐州路19號,1,120.0,中正第一分局,
WOA01338,東門里,臺北市中正區徐州路17號,1,4524.0,中正第一分局,
WOA00032,東門里,臺北市中正區仁愛路一段2之4號,1,206.0,中正第一分局,
WOA00033,東門里,臺北市中正區仁愛路一段2之4號,1,664.0,中正第一分局,
WOA00034,東門里,臺北市中正區仁愛路一段2之4號,1,198.0,中正第一分局,
WOA00681,東門里,臺北市中正區濟南路一段2-2號,3,5233.0,中正第一分局,
WOA00680,東門里,臺北市中正區濟南路一段2-2號,2,6542.0,中正第一分局,
WOA00688,東門里,臺北市中正區濟南路一段4號,1,213.0,中正第一分局,
WOA01274,東門里,臺北市中正區中山南路7號,1、2、3、4,48066.0,中正第一分局,
WOA00471,東門里,臺北市中正區徐州路48之1號,1,960.0,中正第一分局,
WOA01282,東門里,臺北市中正區仁愛路一段17、19號,1,14028.0,中正第一分局,
WOA00393,東門里,臺北市中正區信義路一段3號,1,3885.0,中正第一分局,
WOA00467,東門里,臺北市中正區徐州路2之3號,1,1528.0,中正第一分局,
WOA00466,東門里,臺北市中正區徐州路2號,1,1528.0,中正第一分局,
WOA00503,東門里,臺北市中正區紹興南街6號,1,1020.0,中正第一分局,
WOA00504,東門里,臺北市中正區紹興南街6號,1,341.0,中正第一分局,
WOA00849,幸福里,臺北市中正區鎮江街2號,1,308.0,中正第一分局,
WOA00011,幸福里,臺北市中正區中山南路1號,1,98.0,中正第一分局,
WOA00012,幸福里,臺北市中正區中山南路1號,1,3325.0,中正第一分局,
WOA00334,幸福里,臺北市中正區林森南路6號,1,2132.0,中正第一分局,
WOA00335,幸福里,臺北市中正區林森南路6號,1,129.0,中正第一分局,
WOA00682,幸福里,臺北市中正區濟南路一段3-1號,1,4250.0,中正第一分局,
WOA00185,幸福里,台北市中正區忠孝東路一段2號,1,2766.0,中正第一分局,
WOA00335,幸福里,臺北市中正區林森南路6號,1,129.0,中正第一分局,
WOA00204,幸福里,臺北市中正區忠孝東路二段10號,1,220.0,中正第一分局,
WOA00127,梅花里,臺北市中正區北平東路2號,1,1077.0,中正第一分局,
WOA00126,梅花里,臺北市中正區北平東路2號,2,2273.0,中正第一分局,
WOA00131,梅花里,臺北市中正區北平東路7號,1,102.0,中正第一分局,
WOA00129,梅花里,臺北市中正區北平東路30號,2,2658.0,中正第一分局,
WOA00130,梅花里,臺北市中正區北平東路30之12號,1,177.0,中正第一分局,
WOA00124,梅花里,臺北市中正區北平東路1號-1,4,388.0,中正第一分局,
WOA00193,梅花里,臺北市中正區忠孝東路一段7號,1,668.0,中正第一分局,
WOA00194,梅花里,臺北市中正區忠孝東路一段7號,1,838.0,中正第一分局,
WOA00195,梅花里,臺北市中正區忠孝東路一段7號,1,1218.0,中正第一分局,
WOA00196,梅花里,臺北市中正區忠孝東路一段7號,1,2060.0,中正第一分局,
WOA00205,梅花里,臺北市中正區忠孝東路二段101號,1,67.0,中正第一分局,
WOA00506,梅花里,臺北市中正區忠孝東路二段101-1號,1,400.0,中正第一分局,
WOA00013,建國里,臺北市中正區中山南路20號,1、2,14270.0,中正第一分局,
WOA00014,建國里,臺北市中正區中山南路20號,1、2,14270.0,中正第一分局,
WOA00110,建國里,臺北市中正區公園路64號,1、2、3、4,10340.0,中正第一分局,
WOA00111,建國里,臺北市中正區公園路64號,1、2、3、4,10340.0,中正第一分局,
WOA00112,建國里,臺北市中正區公園路64號,1、2、3、4,10340.0,中正第一分局,
WOA00113,建國里,臺北市中正區公園路64號,1、2、3、4,10340.0,中正第一分局,
WOA00114,建國里,臺北市中正區公園路64號,1、2、3、4,10340.0,中正第一分局,
WOA00115,建國里,臺北市中正區公園路64號,1、2、3、4,10340.0,中正第一分局,
WOA00426,建國里,臺北市中正區重慶南路一段124號,2,2065.0,中正第一分局,
WOA00095,建國里,臺北市中正區凱達格蘭大道2號,1,7360.0,中正第一分局,
WOA00376,建國里,臺北市中正區長沙街一段27號,1,652.0,中正第一分局,
WOA00137,建國里,臺北市中正區延平南路113號,1,657.0,中正第一分局,
WOA01466,建國里,臺北市中正區貴陽街一段60號,2,1575.0,中正第一分局,
WOA01208,建國里,臺北市中正區博愛路127號,1,777.0,中正第一分局,
WOA00456,建國里,臺北市中正區重慶南路一段126巷1號,1、2,2445.0,中正第一分局,
WOA00457,建國里,臺北市中正區重慶南路一段126巷1號,1、2,2445.0,中正第一分局,
WOA01258,建國里,臺北市中正區長沙街一段6號,1,2666.0,中正第一分局,
WOA01319,建國里,臺北市中正區貴陽街一段233號,1,6148.0,中正第一分局,
WOA01465,建國里,臺北市中正區博愛路166號,2,2540.0,中正第一分局,
WOA00428,建國里,臺北市中正區重慶南路一段130號,1,7829.0,中正第一分局,
WOA00559,建國里,臺北市中正區愛國西路1號,1、2、4,12548.0,中正第一分局,
WOA00560,建國里,臺北市中正區愛國西路1號,1、2、4,12548.0,中正第一分局,
WOA00561,建國里,臺北市中正區愛國西路1號,1、2、4,12548.0,中正第一分局,
WOA00562,建國里,臺北市中正區愛國西路1號,1、2、4,12548.0,中正第一分局,
WOA01315,建國里,臺北市中正區愛國西路1號,1、2、4,12548.0,中正第一分局,
WOA00016,建國里,臺北市中正區公園路21號,1,4637.0,中正第一分局,
WOA00017,建國里,臺北市中正區公園路21號,1,4637.0,中正第一分局,
WOA00018,建國里,臺北市中正區公園路21號,1,4637.0,中正第一分局,
WOA01478,建國里,臺北市中正區公園路21號,1,4637.0,中正第一分局,
WOA00102,建國里,臺北市中正區公園路29號,1,1222.0,中正第一分局,
WOA00430,建國里,臺北市中正區重慶南路一段165號,1、2,4747.0,中正第一分局,
WOA00432,建國里,臺北市中正區重慶南路一段165號,1、2,4747.0,中正第一分局,
WOA00433,建國里,臺北市中正區重慶南路一段165號,1、2,4747.0,中正第一分局,
WOA00434,建國里,臺北市中正區重慶南路一段165號,1、2,4747.0,中正第一分局,
WOA01356,黎明里,臺北市中正區公園路15號,2,1174.0,中正第一分局,
WOA00931,黎明里,臺北市中正區忠孝西路一段84號,1,60.0,中正第一分局,
WOA00108,黎明里,臺北市中正區公園路54號,1,224.0,中正第一分局,
WOA00852,黎明里,臺北市中正區懷寧街105號,1,910.0,中正第一分局,
WOA00866,黎明里,臺北市中正區寶慶路3號,4,3788.0,中正第一分局,
WOA00151,光復里,臺北市中正區延平南路96號,4,4696.0,中正第一分局,
WOA01244,建國里,臺北市中正區寶慶路32號,2,1400.0,中正第一分局,
WOA01281,建國里,臺北市中正區寶慶路32-1號,1、2、3,34816.0,中正第一分局,
WOA00375,建國里,臺北市中正區長沙街一段20號,1,3676.0,中正第一分局,
WOA00967,黎明里,臺北市中正區北平西路3號,1,2000.0,中正第一分局,
WOA01280,黎明里,臺北市中正區公園路52號,1,2248.0,中正第一分局,
WOA00679,東門里,臺北市中正區濟南路一段2-1號,1,542.0,中正第一分局,
WOA00233,東門里,臺北市中正區杭州南路一段16號,2,894.0,中正第一分局,
WOA00893,東門里,臺北市中正區中山南路11號,1,7338.0,中正第一分局,
WOA01320,東門里,臺北市中正區徐州路5號,１,7560.0,中正第一分局,
WOA01486,三愛里,臺北市中正區新生南路一段138之5號,1、2,134.0,中正第一分局,
