類別,電腦編號,里別,防空疏散避難設施地址,緯經度,可容納人數,轄管分局,備註
公有建築物,FNA01134,科園里,新竹市東區科園里園區一路1-9號,"24.77994,121.0068",260.0,第二分局,
一般住宅,FNA01135,科園里,新竹市東區科園里工業東六路3號,"24.7753427,121.0106921",229.0,第二分局,
一般住宅,FNA01136,科園里,新竹市東區科園里工業東三路1號,"24.7768459,121.008316",116.0,第二分局,
供公眾使用建築物,FNA01137,科園里,新竹市東區科園里新安路1號,"24.7808691,121.004899",304.0,第二分局,
一般住宅,FNA01138,科園里,新竹市東區科園里民享街182號,"24.7805157,121.0092459",18.0,第二分局,
公有建築物,FNA01139,科園里,新竹市東區科園里新安路3號,"24.7807281,121.004139",241.0,第二分局,
公有建築物,FNA01140,科園里,新竹市東區科園里工業東四路18-22號,"24.774947,121.006219",260.0,第二分局,
公有建築物,FNA01141,科園里,新竹市東區科園里工業東四路26-32號,"24.774231,121.008261",260.0,第二分局,
公有建築物,FNA01142,科園里,新竹市東區科園里24鄰工業東四路10號,"24.7757902,121.0053304",341.0,第二分局,
公有建築物,FNA01143,科園里,新竹市東區科園里園區二路119號,"24.7731168,121.0098652",148.0,第二分局,
公有建築物,FNA01144,科園里,新竹市東區科園里新安路2號,"24.782403,121.006042",1000.0,第二分局,
公有建築物,FNA01145,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",293.0,第二分局,
一般住宅,FNA01146,科園里,新竹市東區科園里民享街156號,"24.7809961,121.009179",40.0,第二分局,
一般住宅,FNA01147,公園里,新竹市東區公園里體育街26號之1,"24.802144,120.9820594",3858.0,第二分局,
一般住宅,FNA01148,科園里,新竹市東區科園里民享街152號,"24.781092,121.009218",41.0,第二分局,
公有建築物,FNA01149,科園里,新竹市東區科園里工業東二路11-17號,"24.77791,121.006748",141.0,第二分局,
公有建築物,FNA01150,科園里,新竹市東區科園里工業東三路34-40號,"24.7766823,121.0063313",141.0,第二分局,
供公眾使用建築物,FNA01151,科園里,新竹市東區科園里工業東二路2-1號,"24.780192,121.004751",268.0,第二分局,
公有建築物,FNA01152,科園里,新竹市東區科園里竹村五路14號,"24.7786541,121.008768",330.0,第二分局,
公有建築物,FNA01153,科園里,新竹市東區科園里竹村三路18號,"24.778376,121.008025",321.0,第二分局,
公有建築物,FNA01154,科園里,新竹市東區科園里園區一路101號,"24.7758779,121.014838",213.0,第二分局,
公有建築物,FNA01155,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",549.0,第二分局,
一般住宅,FNA01156,科園里,新竹市東區科園里科園路102號,"24.7834043,121.0112357",20.0,第二分局,
公有建築物,FNA01157,科園里,新竹市東區科園里竹村三路9-15號,"24.7793321,121.007853",910.0,第二分局,
公有建築物,FNA01158,科園里,新竹市東區科園里園區一路4號,"24.78678,121.0067617",137.0,第二分局,
公有建築物,FNA01159,科園里,新竹市東區科園里新安路2號,"24.782403,121.006042",2705.0,第二分局,
公有建築物,FNA01160,科園里,新竹市東區科園里研發三路7號,"24.7771408,120.9993543",933.0,第二分局,
一般住宅,FNA01161,科園里,新竹市東區科園里工業東三路6號,"24.7768469,121.0062516",1160.0,第二分局,
公有建築物,FNA01162,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",682.0,第二分局,
公有建築物,FNA01164,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",2620.0,第二分局,
公有建築物,FNA01165,科園里,新竹市東區科園里園區一路101號,"24.7758779,121.014838",1662.0,第二分局,
公有建築物,FNA01166,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",412.0,第二分局,
公有建築物,FNA01167,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",549.0,第二分局,
公有建築物,FNA01168,科園里,新竹市東區科園里園區一路101號,"24.7758779,121.014838",204.0,第二分局,
一般住宅,FNA01169,科園里,新竹市東區科園里工業東六路1號,"24.7758861,121.0093969",149.0,第二分局,
公有建築物,FNA01170,科園里,新竹市東區科園里研發二路10-12號,"24.777101,121.002108",217.0,第二分局,
公有建築物,FNA01171,科園里,新竹市東區科園里竹村七路7號,"24.7787868,121.0105379",332.0,第二分局,
公有建築物,FNA01172,科園里,新竹市東區科園里園區一路31-37號,"24.7774241,121.008988",625.0,第二分局,
公有建築物,FNA01173,科園里,新竹市東區科園里竹村五路,"24.7792254,121.0083446",496.0,第二分局,
公有建築物,FNA01174,科園里,新竹市東區科園里研發六路20號,"24.7827538,120.9966167",310.0,第二分局,
公有建築物,FNA01175,科園里,新竹市東區科園里園區一路19-29號,"24.7780121,121.008028",938.0,第二分局,
一般住宅,FNA01176,科園里,新竹市東區科園里民享街206巷,"24.7805157,121.0092459",85.0,第二分局,
公有建築物,FNA01177,科園里,新竹市東區科園里竹村三路25-31號,"24.7784283,121.0084869",405.0,第二分局,
公有建築物,FNA01178,科園里,新竹市東區科園里竹村五路2-12號,"24.7790551,121.008305",985.0,第二分局,
公有建築物,FNA01179,科園里,新竹市東區科園里竹村五路17-23號,"24.7791343,121.0090379",625.0,第二分局,
公有建築物,FNA01180,科園里,新竹市東區科園里竹村七路19號,"24.7800711,121.007698",372.0,第二分局,
公有建築物,FNA01181,科園里,新竹市東區科園里竹村七路17號,"24.779701,121.0082555",250.0,第二分局,
公有建築物,FNA01182,科園里,新竹市東區科園里園區一路17號,"24.77866,121.007536",692.0,第二分局,
一般住宅,FNA01183,科園里,新竹市東區科園里愛民街47-49號,"24.784732,121.007753",36.0,第二分局,
公有建築物,FNA01184,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1429.0,第二分局,
公有建築物,FNA01185,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",260.0,第二分局,
公有建築物,FNA01186,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",916.0,第二分局,
一般住宅,FNA01187,科園里,新竹市東區科園里民有路10巷7弄32號,"24.7813718,121.0099488",36.0,第二分局,
一般住宅,FNA01188,埔頂里,新竹市東區埔頂里埔頂路99巷62-24號,"24.797126,121.0060509",138.0,第二分局,
一般住宅,FNA01189,埔頂里,新竹市東區埔頂里埔頂路99巷62弄18號,"24.797291,121.006688",153.0,第二分局,
一般住宅,FNA01190,埔頂里,新竹市東區埔頂里埔頂路1號,"24.7927388,121.0072354",137.0,第二分局,
一般住宅,FNA01191,埔頂里,新竹市東區埔頂里埔頂路66巷62弄20號,"24.7943813,121.0084626",152.0,第二分局,
一般住宅,FNA01192,埔頂里,新竹市東區埔頂里埔頂路99巷62弄14號,"24.7974343,121.0068775",158.0,第二分局,
一般住宅,FNA01193,埔頂里,新竹市東區埔頂里埔頂路99巷62弄16號,"24.7972571,121.006631",162.0,第二分局,
一般住宅,FNA01194,埔頂里,新竹市東區埔頂里埔頂路99巷62弄6號,"24.7970731,121.006323",128.0,第二分局,
一般住宅,FNA01195,埔頂里,新竹市東區埔頂里埔頂路99巷62弄10號,"24.7971529,121.0042593",146.0,第二分局,
一般住宅,FNA01196,埔頂里,新竹市東區埔頂里埔頂路99巷62弄2號,"24.797,121.006201",110.0,第二分局,
一般住宅,FNA01197,科園里,新竹市東區科園里研新四路8號,"24.7789439,120.9878608",4989.0,第二分局,
一般住宅,FNA01198,埔頂里,新竹市東區埔頂里埔頂路99巷62弄12號,"24.797184,121.006509",156.0,第二分局,
公有建築物,FNA01199,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",738.0,第二分局,
一般住宅,FNA01200,埔頂里,新竹市東區埔頂里埔頂路99巷62弄4號,"24.797036,121.006262",121.0,第二分局,
一般住宅,FNA01201,豐功里,新竹市東區豐功里新源路62巷27號,"24.8022087,120.9930202",2161.0,第二分局,
一般住宅,FNA01202,軍功里,新竹市東區軍功里建功一路35號,"24.797704,120.9979105",133.0,第二分局,
公有建築物,FNA01203,光明里,新竹市東區光明里光明新村167號,"24.7917011,120.997625",734.0,第二分局,
公有建築物,FNA01204,科園里,新竹市東區科園里展業一路9號,"24.7837032,121.0010221",4428.0,第二分局,
一般住宅,FNA01205,軍功里,新竹市東區軍功里建新路8號,"24.7978677,120.9963671",325.0,第二分局,
一般住宅,FNA01206,埔頂里,新竹市東區埔頂里埔頂路99巷168號,"24.7982568,121.0032409",164.0,第二分局,
一般住宅,FNA01207,龍山里,新竹市東區龍山里光復路一段576巷33號,"24.792394,121.007121",261.0,第二分局,
一般住宅,FNA01208,軍功里,新竹市東區軍功里建功一路37號,"24.7976917,120.9978481",254.0,第二分局,
公有建築物,FNA01209,科園里,新竹市東區科園里湖濱二路13-27號,"24.777469,121.0134279",488.0,第二分局,
一般住宅,FNA01210,豐功里,新竹市東區豐功里新源街62巷29號,"24.8002004,120.9931917",1761.0,第二分局,
一般住宅,FNA01211,科園里,新竹市東區科園里光復路一段531巷82號,"24.7835289,121.013013",1273.0,第二分局,
公有建築物,FNA01212,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1905.0,第二分局,
一般住宅,FNA01213,光明里,新竹市東區光明里大學路81巷3弄15號,"24.7879996,121.0035755",460.0,第二分局,
一般住宅,FNA01214,光明里,新竹市東區光明里大學路二段56號,"24.7893881,121.0006879",16438.0,第二分局,
公有建築物,FNA01215,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",973.0,第二分局,
一般住宅,FNA01216,科園里,新竹市東區科園里22鄰展業一路10號,"24.7846211,121.00293",544.0,第二分局,
一般住宅,FNA01217,建功里,新竹市東區建功里金城二路26號,"24.7957868,121.0024736",273.0,第二分局,
公有建築物,FNA01218,龍山里,新竹市東區龍山里光復路一段568號,"24.7890292,121.0078543",1381.0,第二分局,
一般住宅,FNA01219,科園里,新竹市東區科園里園區二路15.17號,"24.7793243,120.9997014",2709.0,第二分局,
一般住宅,FNA01220,龍山里,新竹市東區龍山里光復路一段476巷88號,"24.7874673,121.0135335",9765.0,第二分局,
一般住宅,FNA01221,科園里,新竹市東區科園里力行三路3號,"24.7742269,121.0220701",4217.0,第二分局,
供公眾使用建築物,FNA01222,龍山里,新竹市東區龍山里光復路一段566號,"24.7887148,121.0082169",1201.0,第二分局,
一般住宅,FNA01223,埔頂里,新竹市東區埔頂里埔頂路107號,"24.7949238,121.0086107",4888.0,第二分局,
一般住宅,FNA01224,立功里,新竹市東區立功里建功路24號,"24.796414,120.998881",460.0,第二分局,
一般住宅,FNA01225,埔頂里,新竹市東區埔頂里埔頂路99巷121號,"24.797154,121.0059396",440.0,第二分局,
一般住宅,FNA01226,科園里,新竹市東區科園里研發二路30號,"24.7801677,121.0023248",2942.0,第二分局,
一般住宅,FNA01227,科園里,新竹市東區科園里光復路1段28-30號,"24.7909793,121.0041462",550.0,第二分局,
一般住宅,FNA01228,科園里,新竹市東區科園里研新四路8號,"24.7789439,120.9878608",4989.0,第二分局,
一般住宅,FNA01229,豐功里,新竹市東區豐功里建中一路35號,"24.8009132,120.9929037",2352.0,第二分局,
一般住宅,FNA01230,軍功里,新竹市東區軍功里建新路26號,"24.7981294,120.9966758",202.0,第二分局,
一般住宅,FNA01231,科園里,新竹市東區科園里力行一路1號,"24.7736153,121.0158887",1266.0,第二分局,
供公眾使用建築物,FNA01232,軍功里,新竹市東區軍功里建功路31號,"24.7967547,120.9991523",508.0,第二分局,
一般住宅,FNA01233,科園里,新竹市東區科園里研發二路32號,"24.780651,121.001524",204.0,第二分局,
一般住宅,FNA01234,科園里,新竹市東區科園里力行一路12號,"24.769277,121.0171589",800.0,第二分局,
公有建築物,FNA01235,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",1405.0,第二分局,
一般住宅,FNA01236,科園里,新竹市東區科園里力行一路3號,"24.768272,121.0175328",3916.0,第二分局,
一般住宅,FNA01237,軍功里,新竹市東區軍功里光復路二段350-352號,"24.7963718,120.9977542",278.0,第二分局,
公有建築物,FNA01238,光明里,新竹市東區光明里大學路1001號,"24.7867129,120.9996672",4329.0,第二分局,
公有建築物,FNA01239,光明里,新竹市東區光明里11鄰光復路二段153號,"24.795994,120.9932782",545.0,第二分局,
一般住宅,FNA01240,光明里,新竹市東區光明里大學路54號,"24.7896952,121.0009285",734.0,第二分局,
一般住宅,FNA01241,埔頂里,新竹市東區埔頂里埔頂路99巷8號,"24.7962364,121.0059129",597.0,第二分局,
一般住宅,FNA01242,科園里,新竹市東區科園里力行一路10號,"24.7719863,121.016184",184.0,第二分局,
一般住宅,FNA01243,科園里,新竹市東區科園里工業東三路2號,"24.7772601,121.0077336",1900.0,第二分局,
公有建築物,FNA01244,科園里,新竹市東區科園里竹村七路2-12號,"24.778858,121.0107529",3485.0,第二分局,
公有建築物,FNA01245,科園里,新竹市東區科園里工業東三路1號,"24.7768459,121.008316",2589.0,第二分局,
一般住宅,FNA01246,軍功里,新竹市東區軍功里建功一路68號,"24.79857,120.997871",242.0,第二分局,
一般住宅,FNA01247,科園里,新竹市東區科園里力行三路2號,"24.7751283,121.021893",6508.0,第二分局,
公有建築物,FNA01248,科園里,新竹市東區科園里展業一路15號,"24.7846731,121.0018339",2854.0,第二分局,
一般住宅,FNA01249,光明里,新竹市東區光明里大學路1021號,"24.7899255,120.9984337",1221.0,第二分局,
公有建築物,FNA01250,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",738.0,第二分局,
一般住宅,FNA01251,科園里,新竹市東區科園里工業東四路24號,"24.7749133,121.0070081",2241.0,第二分局,
一般住宅,FNA01252,科園里,新竹市東區科園里力行三路3號,"24.7742269,121.0220701",10240.0,第二分局,
一般住宅,FNA01253,科園里,新竹市東區科園里力行路9號,"24.7719762,121.0283872",6630.0,第二分局,
一般住宅,FNA01254,科園里,新竹市東區科園里展業二路18號,"24.7832129,121.0006233",2166.0,第二分局,
一般住宅,FNA01255,科園里,新竹市東區科園里力行路10號,"24.7731487,121.0248293",1984.0,第二分局,
一般住宅,FNA01256,科園里,新竹市東區科園里工業東路24號之1,"24.7775043,121.0050815",2240.0,第二分局,
一般住宅,FNA01257,科園里,新竹市東區科園里力行三路3號,"24.7741099,121.0218802",10240.0,第二分局,
一般住宅,FNA01258,龍山里,新竹市東區龍山里埔頂路256號,"24.7941289,121.0130412",2848.0,第二分局,
一般住宅,FNA01259,科園里,新竹市東區科園里展業二路18號,"24.7832129,121.0006233",2166.0,第二分局,
一般住宅,FNA01260,科園里,新竹市東區科園里力行路10號,"24.7731487,121.0248293",2645.0,第二分局,
一般住宅,FNA01261,科園里,新竹市東區科園里力行二路16號,"24.7705701,121.0191542",1542.0,第二分局,
一般住宅,FNA01262,科園里,新竹市東區科園里力行路2號,"24.7753891,121.0182833",4190.0,第二分局,
一般住宅,FNA01264,建華里,新竹市東區建華里11鄰東南街188巷15號,"24.7950894,120.9749275",1012.0,第二分局,
公有建築物,FNA01265,龍山里,新竹市東區龍山里光復路一段512號,"24.7860605,121.011721",2284.0,第二分局,
一般住宅,FNA01266,科園里,新竹市東區科園里力行路19號,"24.764757,121.024115",7110.0,第二分局,
一般住宅,FNA01267,光復里,新竹市東區光復里8鄰東勢街143號,"24.8040305,120.9889596",189.0,第二分局,
一般住宅,FNA01268,科園里,新竹市東區科園里力行二路3號,"24.7703771,121.019247",7277.0,第二分局,
供公眾使用建築物,FNA01269,榮光里,新竹市東區榮光里中華路二段471號地下一層,"24.80126,120.970554",37.0,第二分局,
公有建築物,FNA01270,東園里,新竹市東區東園里12鄰自由路10號,"24.8105811,120.9829769",300.0,第二分局,
一般住宅,FNA01271,東山里,新竹市東區東山里21鄰東山街77號,"24.7974469,120.9787479",368.0,第二分局,
供公眾使用建築物,FNA01272,關東里,新竹市東區關東里13鄰光復路一段238號,"24.782017,121.021061",940.0,第二分局,
一般住宅,FNA01273,仙水里,新竹市東區仙水里光復路1段485巷10-1號,"24.7843109,121.0145783",2902.0,第二分局,
公有建築物,FNA01274,綠水里,新竹市東區綠水里13鄰園後街25號,"24.8000634,120.9851876",850.0,第二分局,
公有建築物,FNA01275,光明里,新竹市東區光明里20鄰大學路1001號,"24.7845812,120.9991206",17333.0,第二分局,
一般住宅,FNA01276,埔頂里,新竹市東區埔頂里22鄰慈雲路139號,"24.7930853,121.0124455",12664.0,第二分局,
一般住宅,FNA01278,建功里,新竹市東區建功里建中一路27號,"24.8008013,120.9932722",1048.0,第二分局,
一般住宅,FNA01279,東山里,新竹市東區東山里食品路141巷28號,"24.7967264,120.9776739",190.0,第二分局,
一般住宅,FNA01280,榮光里,新竹市東區榮光里東門街15號,"24.8037716,120.974022",334.0,第二分局,
一般住宅,FNA01281,龍山里,新竹市東區龍山里光復路一段576巷17號,"24.7911136,121.0066978",260.0,第二分局,
一般住宅,FNA01282,綠水里,新竹市東區綠水里5鄰食品路27號之2,"24.8010761,120.982903",2952.0,第二分局,
一般住宅,FNA01283,科園里,新竹市東區科園里創新二路1號,"24.7806371,120.99666",8240.0,第二分局,
一般住宅,FNA01284,科園里,新竹市東區科園里力行五路9號,"24.7651431,121.019191",4713.0,第二分局,
一般住宅,FNA01285,科園里,新竹市東區科園里24鄰力行六路6號,"24.7729961,121.0146597",5282.0,第二分局,
一般住宅,FNA01286,科園里,新竹市東區科園里力行路2號,"24.7753891,121.0182833",862.0,第二分局,
一般住宅,FNA01287,科園里,新竹市東區科園里研發二路25號,"24.780325,120.9995764",3540.0,第二分局,
公有建築物,FNA01288,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",2826.0,第二分局,
一般住宅,FNA01289,東山里,新竹市東區東山里15鄰食品路127巷5號,"24.7972739,120.9773923",324.0,第二分局,
一般住宅,FNA01290,龍山里,新竹市東區龍山里光復路一段576巷42號,"24.792072,121.007223",2748.0,第二分局,
一般住宅,FNA01291,榮光里,新竹市東區榮光里民族路7號,"24.8030243,120.9716926",369.0,第二分局,
一般住宅,FNA01294,軍功里,新竹市東區軍功里建功一路29號,"24.7972671,120.9979663",289.0,第二分局,
一般住宅,FNA01295,金山里,新竹市東區金山里金山七街1號,"24.7790671,121.0206907",2292.0,第二分局,
一般住宅,FNA01296,科園里,新竹市東區科園里24鄰力行路16號,"24.7667742,121.0241468",10056.0,第二分局,
一般住宅,FNA01298,金山里,新竹市東區金山里光復路1段89巷141號,"24.7781381,121.0254234",6346.0,第二分局,
一般住宅,FNA01299,光明里,新竹市東區光明里大學路228號,"24.7899507,120.9987029",412.0,第二分局,
一般住宅,FNA01300,光明里,新竹市東區光明里大學路216號,"24.7897621,120.999296",834.0,第二分局,
一般住宅,FNA01301,新莊里,新竹市東區新莊里光復路1段376巷293號,"24.7841786,121.0152976",1521.0,第二分局,
一般住宅,FNA01302,科園里,新竹市東區科園里24鄰力行路22號,"24.7625871,121.0203021",536.0,第二分局,
一般住宅,FNA01303,科園里,新竹市東區科園里24鄰科技五路2號,"24.7836131,121.0057342",8285.0,第二分局,
一般住宅,FNA01305,立功里,新竹市東區立功里光復路二段272號,"24.7950755,120.9992187",886.0,第二分局,
公有建築物,FNA01306,龍山里,新竹市東區龍山里光復路一段574號,"24.7893476,121.0073228",284.0,第二分局,
供公眾使用建築物,FNA01309,中正里,新竹市東區中正里中正路59號,"24.8047426,120.9697958",344.0,第二分局,
一般住宅,FNA01310,新莊里,新竹市東區新莊里光復路1段67號,"24.781211,121.0246493",3777.0,第二分局,
一般住宅,FNA01311,科園里,新竹市東區科園里研新二路1號,"24.7760935,120.9889638",404.0,第二分局,
一般住宅,FNA01313,榮光里,新竹市東區榮光里民族路27號,"24.8037443,120.9719284",284.0,第二分局,
一般住宅,FNA01314,科園里,新竹市東區科園里24鄰力行路11號,"24.7688218,121.0275429",6162.0,第二分局,
一般住宅,FNA01315,科園里,新竹市東區科園里4鄰力行路25號,"24.7624399,121.01981",1568.0,第二分局,
一般住宅,FNA01316,仙水里,新竹市東區仙水里光復路一段525巷65號,"24.7826416,121.013542",402.0,第二分局,
一般住宅,FNA01317,建華里,新竹市東區建華里13鄰學府路29號,"24.7944606,120.977467",1276.0,第二分局,
公有建築物,FNA01319,軍功里,新竹市東區軍功里建功一路104巷22號,"24.8007091,120.999182",584.0,第二分局,
一般住宅,FNA01320,關東里,新竹市東區關東里光復路一段322號,"24.7828926,121.0188486",302.0,第二分局,
公有建築物,FNA01321,綠水里,新竹市東區綠水里10鄰光復路二段321號,"24.8004074,120.9883064",14.0,第二分局,
一般住宅,FNA01322,科園里,新竹市東區科園里24鄰工業東七路7號,"24.7755317,121.0107013",2444.0,第二分局,
一般住宅,FNA01323,仙水里,新竹市東區仙水里光復路1段459巷47號,"24.7827462,121.0145397",1137.0,第二分局,
一般住宅,FNA01325,軍功里,新竹市東區軍功里建新路52號,"24.798475,120.9972941",10742.0,第二分局,
公有建築物,FNA01326,綠水里,新竹市東區綠水里10鄰光復路二段321號,"24.8002403,120.9874529",24.0,第二分局,
一般住宅,FNA01327,金山里,新竹市東區金山里光復路1段89巷109號,"24.779001,121.025031",6981.0,第二分局,
公有建築物,FNA01331,三民里,新竹市東區三民里中華路二段2號,"24.809448,120.9830404",1110.0,第二分局,
公有建築物,FNA01332,立功里,新竹市東區立功里建功二路17號,"24.7979201,121.0022765",2756.0,第二分局,
一般住宅,FNA01333,科園里,新竹市東區科園里展業一路10號,"24.7846211,121.00293",6024.0,第二分局,
一般住宅,FNA01335,立功里,新竹市東區立功里光復路2段2巷49號,"24.7921828,121.0056446",1804.0,第二分局,
一般住宅,FNA01336,仙水里,新竹市東區仙水里光復路1段525巷39號,"24.784598,121.0134766",164.0,第二分局,
一般住宅,FNA01337,金山里,新竹市東區金山里力行四路5號,"24.760904,121.0234837",29.0,第二分局,
一般住宅,FNA01338,金山里,新竹市東區金山里金山街2號,"24.7783781,121.019395",869.0,第二分局,
一般住宅,FNA01339,科園里,新竹市東區科園里科技五路6號,"24.783813,121.004692",5126.0,第二分局,
一般住宅,FNA01340,科園里,新竹市東區科園里力行路23號,"24.7622827,121.0202192",1942.0,第二分局,
一般住宅,FNA01342,科園里,新竹市東區科園里工業東四路24之2號,"24.7750334,121.0067514",4720.0,第二分局,
一般住宅,FNA01343,金山里,新竹市東區金山里力行六路5號,"24.7715735,121.0140268",856.0,第二分局,
供公眾使用建築物,FNA01344,榮光里,新竹市東區榮光里中華路二段419號,"24.801997,120.9718659",3220.0,第二分局,
一般住宅,FNA01345,科園里,新竹市東區科園里24鄰力行五路3號,"24.764331,121.020097",10729.0,第二分局,
一般住宅,FNA01346,新莊里,新竹市東區新莊里新莊街171號,"24.787997,121.017451",655.0,第二分局,
一般住宅,FNA01347,金山里,新竹市東區金山里介壽路45號,"24.778825,121.019848",1008.0,第二分局,
一般住宅,FNA01348,三民里,新竹市東區三民里東大路一段118號,"24.8060649,120.9739336",1250.0,第二分局,
一般住宅,FNA01349,科園里,新竹市東區科園里力行路12號,"24.7706788,121.0261232",762.0,第二分局,
公有建築物,FNA01350,建功里,新竹市東區建功里11鄰建功二路61號,"24.7991729,121.003188",909.0,第二分局,
一般住宅,FNA01351,榮光里,新竹市東區榮光里民族路15號,"24.803301,120.971699",385.0,第二分局,
一般住宅,FNA01352,光明里,新竹市東區光明里14鄰大學路1031號,"24.7900827,120.9980834",496.0,第二分局,
一般住宅,FNA01354,仙水里,新竹市東區仙水里光復路1段72號,"24.781462,121.0247",1541.0,第二分局,
一般住宅,FNA01355,科園里,新竹市東區科園里1鄰光復路一段683巷1弄3號,"24.787477,121.005637",197.0,第二分局,
一般住宅,FNA01356,科園里,新竹市東區科園里力行七路8號,"24.774606,121.0131023",6822.0,第二分局,
一般住宅,FNA01358,綠水里,新竹市東區綠水里4鄰食品路43號,"24.7998929,120.981432",588.0,第二分局,
一般住宅,FNA01359,金山里,新竹市東區金山里力行六路3號,"24.7739616,121.0156325",4484.0,第二分局,
一般住宅,FNA01364,東園里,新竹市東區東園里14鄰中華路一段305號,"24.8097369,120.9844281",177.0,第二分局,
一般住宅,FNA01366,東園里,新竹市東區東園里14鄰中華路二段51號,"24.8085873,120.9822613",1300.0,第二分局,
一般住宅,FNA01367,千甲里,新竹市東區千甲里10鄰水利路21號,"24.8022372,121.0049776",2120.0,第二分局,
一般住宅,FNA01370,千甲里,新竹市東區千甲里10鄰水利路81號,"24.8044402,121.0055777",8578.0,第二分局,
一般住宅,FNA01387,榮光里,新竹市東區榮光里3鄰民族路31號,"24.803922,120.97196",550.0,第二分局,
一般住宅,FNA01388,公園里,新竹市東區公園里公園路280號,"24.8030388,120.9793839",3194.0,第二分局,
一般住宅,FNA01389,復中里,新竹市東區復中里三民路97號,"24.8096754,120.9778108",1266.0,第二分局,
一般住宅,FNA01395,綠水里,新竹市東區綠水里10鄰光復路二段289號,"24.7998455,120.9896942",3664.0,第二分局,
一般住宅,FNA01412,公園里,新竹市東區公園里公園路326號,"24.8011728,120.9763468",4204.0,第二分局,
一般住宅,FNA01431,綠水里,新竹市東區綠水里21鄰園後街43號之9,"24.7998228,120.9843562",116.0,第二分局,
一般住宅,FNA01432,公園里,新竹市東區公園里公園路328號,"24.8006702,120.9756105",2219.0,第二分局,
一般住宅,FNA01448,綠水里,新竹市東區綠水里4鄰食品路41號,"24.8000024,120.9813135",5436.0,第二分局,
一般住宅,FNA01450,綠水里,新竹市東區綠水里博愛街49號,"24.7975197,120.9849699",1081.0,第二分局,
公有建築物,FNA01454,建華里,新竹市東區建華里1鄰學府路4號,"24.7943145,120.978035",2150.0,第二分局,
一般住宅,FNA01464,復興里,新竹市東區復興里經國路一段479巷11弄8號,"24.8134401,120.9766665",276.0,第二分局,
一般住宅,FNA01466,復興里,新竹市東區復興里自由路95巷18弄19號,"24.8134632,120.9789102",413.0,第二分局,
一般住宅,FNA01468,文華里,新竹市東區文華里經國路一段730號,"24.8143114,120.9721266",858.0,第二分局,
供公眾使用建築物,FNA01469,榮光里,新竹市東區榮光里東門街51號,"24.8038952,120.973021",791.0,第二分局,
公有建築物,FNA01473,復興里,新竹市東區復興里自由路66號,"24.8126349,120.9814029",2624.0,第二分局,
一般住宅,FNA01475,三民里,新竹市東區三民里中華路二段162巷16號,"24.8071883,120.9782833",196.0,第二分局,
一般住宅,FNA01478,復興里,新竹市東區復興里自由路95巷18弄19號,"24.8134632,120.9789102",853.0,第二分局,
公有建築物,FNA01480,三民里,新竹市東區三民里中華路二段2號,"24.809448,120.9830404",1813.0,第二分局,
公有建築物,FNA01489,育賢里,新竹市東區育賢里民族路33號,"24.8046376,120.9721473",905.0,第二分局,
一般住宅,FNA01490,中正里,新竹市東區中正里中正路96巷16號,"24.8057237,120.9701926",194.0,第二分局,
公有建築物,FNA01491,光明里,新竹市東區光明里7鄰光復路二段101號,"24.792968,120.9931349",205.0,第二分局,
一般住宅,FNA01492,仙水里,新竹市東區仙水里14鄰光復路一段335巷17弄12號,"24.7816635,121.0183463",2692.0,第二分局,
一般住宅,FNA01493,科園里,新竹市東區科園里科園路107巷1號地下1、2層,"24.7793724,121.0010537",2176.0,第二分局,
一般住宅,FNA01494,新莊里,新竹市東區新莊里21鄰新莊街185巷37號,"24.7883446,121.0166503",1485.0,第二分局,
公有建築物,FNA01495,金山里,新竹市東區金山里光復路1段89巷88號,"24.7802672,121.0241642",950.0,第二分局,
一般住宅,FNA01496,金山里,新竹市東區金山里24鄰力行七路6號,"24.7738859,121.0135844",2988.0,第二分局,
一般住宅,FNA01497,復中里,新竹市東區復中里4鄰民權路211號,"24.8102971,120.9732342",812.0,第二分局,
一般住宅,FNA01498,科園里,新竹市東區科園里24鄰力行三路7號,"24.7734985,121.0208326",11153.0,第二分局,
公有建築物,FNA01499,光明里,新竹市東區光明里大學路1001號,"24.7884305,120.9986143",359.0,第二分局,
公有建築物,FNA01500,光明里,新竹市東區光明里7鄰光復路二段101號,"24.792968,120.9931349",1243.0,第二分局,
供公眾使用建築物,FNA01501,錦華里,新竹市東區錦華里東大路一段222號,"24.810467,120.970705",759.0,第二分局,
