類別,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)","unnamed (3)","unnamed (4)"
大樓,EMA01277,忠義里,"25.0034906,121.3188793",1、2,3932.0,桃園分局,,,,,
大樓,EMA01279,三民里,"25.0008349,121.3180785",1、2,961.0,桃園分局,,,,,
公寓,EMA01315,大業里,"25.0083252,121.3154066",1,484.0,桃園分局,,,,,
大樓,EMA01317,寶民里,"25.0122721,121.3164628",1、2、3,5221.0,桃園分局,,,,,
公寓,EMA01323,福元里,"25.0076056,121.3173067",1,1082.0,桃園分局,,,,,
大樓,EMA01324,福元里,"25.0078148,121.3167127",1、2、3,5122.0,桃園分局,,,,,
大樓,EMA01325,寶山里,"25.0140907,121.313797",1、2,945.0,桃園分局,,,,,
大樓,EMA01326,福元里,"25.0053358,121.3170213",1、2,1272.0,桃園分局,,,,,
公寓,EMA01337,福元里,"25.006557,121.3168553",1,925.0,桃園分局,,,,,
大樓,EMA01354,大興里,"25.0145902,121.3091176",1、2、3,1214.0,桃園分局,,,,,
大樓,EMA01355,福元里,"25.0051717,121.3172209",1、2,2830.0,桃園分局,,,,,
公寓,EMA01362,大有里,"25.0094715,121.3191452",1,4125.0,桃園分局,,,,,
大樓,EMA01365,寶民里,"25.0081005,121.3178775",1、2、3,5564.0,桃園分局,,,,,
大樓,EMA01366,福元里,"25.0082785,121.3154937",1、2、3,6996.0,桃園分局,,,,,
大樓,EMA01367,忠義里,"25.0042381,121.318848",1、2,1688.0,桃園分局,,,,,
公寓,EMA01379,大有里,"25.0111977,121.3193789",1,3181.0,桃園分局,,,,,
公寓,EMA01380,朝陽里,"24.9993239,121.311188",1,318.0,桃園分局,,,,,
公寓,EMA01388,三元里,"25.0037694,121.3254597",1,900.0,桃園分局,,,,,
公寓,EMA01389,福元里,"25.0075585,121.3171713",1,1344.0,桃園分局,,,,,
公寓,EMA01390,青溪里,"25.0005909,121.3152329",1,1194.0,桃園分局,,,,,
大樓,EMA01405,大業里,"25.0108348,121.3140619",1、2、3,4170.0,桃園分局,,,,,
大樓,EMA01406,大興里,"25.011413,121.312704",1、2,7216.0,桃園分局,,,,,
公寓,EMA01407,大有里,"25.0104091,121.3214963",1,4554.0,桃園分局,,,,,
大樓,EMA11417,忠義里,"25.0051174,121.3184716",1、2,3466.0,桃園分局,,,,,
大樓,EMA11419,大有里,"25.0125711,121.3193073",1、2,618.0,桃園分局,,,,,
大樓,EMA01433,大業里,"25.0115305,121.3143309",1、2、3,10884.0,桃園分局,,,,,
公寓,EMA01434,忠義里,"25.0042367,121.3178865",1,281.0,桃園分局,,,,,
公寓,EMA01435,三民里,"24.9995878,121.3194765",1,133.0,桃園分局,,,,,
公寓,EMA01442,福元里,"25.0067122,121.3160189",1,1016.0,桃園分局,,,,,
大樓,EMA01446,大興里,"25.0149282,121.3118233",1、2,1341.0,桃園分局,,,,,
大樓,EMA01454,大有里,"25.0123148,121.3189397",1、2、3,5777.0,桃園分局,,,,,
大樓,EMA01455,青溪里,"25.0000467,121.3197853",1、2、3,8205.0,桃園分局,,,,,
公寓,EMA01461,青溪里,"25.0002682,121.3201695",1,1760.0,桃園分局,,,,,
大樓,EMA01464,三民里,"24.9993231,121.3206131",1、2,1509.0,桃園分局,,,,,
大樓,EMA01465,福元里,"25.0088942,121.3152001",1、2、3,1294.0,桃園分局,,,,,
公寓,T97102,大業里,"25.0095725,121.314319",1,197.0,桃園分局,,,,,
大樓,T97111,大業里,"25.0108604,121.3122186",1、2,3302.0,桃園分局,,,,,
公寓,T97212,成功里,"24.9967617,121.3184901",1,448.0,桃園分局,,,,,
大樓,T97214,三民里,"24.9952823,121.3203196",1、2,1617.0,桃園分局,,,,,
大樓,T97222,朝陽里,"24.9974703,121.3142339",1、2,993.0,桃園分局,,,,,
大樓,T97430,三民里,"24.9956358,121.3209262",1、2,5378.0,桃園分局,,,,,
大樓,T97431,忠義里,"25.0036246,121.3212695",1、2、3,8085.0,桃園分局,,,,,
公寓,T97433,成功里,"24.9956272,121.3189661",1,237.0,桃園分局,,,,,
大樓,T98105,大興里,"25.014774,121.30979",1、2,2872.0,桃園分局,,,,,
大樓,T98206,寶民里,"25.0087842,121.317881",1、2,1872.0,桃園分局,,,,,
大樓,T98207,成功里,"24.9967711,121.3163006",1、2、3,4334.0,桃園分局,,,,,
公寓,T98418,大興里,"25.0137557,121.3120935",1,689.0,桃園分局,,,,,
大樓,T98422,寶民里,"25.0091299,121.3177417",1、2,3326.0,桃園分局,,,,,
公寓,EMA00180,寶安里,"25.0179078,121.2925937",1,441.0,桃園分局,,,,,
公寓,EMA00181,中埔里,"25.0131447,121.2924602",1,24.0,桃園分局,,,,,
公寓,EMA00182,中埔里,"25.0076065,121.2914722",1,32.0,桃園分局,,,,,
公寓,EMA00183,中埔里,"25.014329,121.2908567",1,24.0,桃園分局,,,,,
公寓,EMA00184,永安里,"24.9992409,121.3036548",1,440.0,桃園分局,,,,,
公寓,EMA00185,永安里,"24.9994562,121.3031813",1,89.0,桃園分局,,,,,
公寓,EMA00186,永安里,"25.000272,121.304259",1,2266.0,桃園分局,,,,,
公寓,EMA00187,永安里,"24.9997123,121.3031533",1,254.0,桃園分局,,,,,
公寓,EMA00188,永安里,"25.0004366,121.3044879",1,450.0,桃園分局,,,,,
公寓,EMA00189,中寧里,"25.0116089,121.2997051",1,241.0,桃園分局,,,,,
公寓,EMA00190,中寧里,"25.0114209,121.300472",1,44.0,桃園分局,,,,,
大樓,EMA00191,寶慶里,"25.0098257,121.2955399",1、2,457.0,桃園分局,,,,,
大樓,EMA00192,中寧里,"25.0111272,121.2974586",1、2,322.0,桃園分局,,,,,
公寓,EMA00193,同德里,"25.014416,121.2990651",1,46.0,桃園分局,,,,,
公寓,EMA00194,同德里,"25.0145427,121.2990877",1,46.0,桃園分局,,,,,
大樓,EMA00195,同德里,"25.0150113,121.2988173",1、2、3,1268.0,桃園分局,,,,,
公寓,EMA00196,中寧里,"25.0115003,121.300572",1,65.0,桃園分局,,,,,
公寓,EMA00197,中寧里,"25.0115053,121.300497",1,65.0,桃園分局,,,,,
公寓,EMA00198,中寧里,"25.0139319,121.2993994",1,30.0,桃園分局,,,,,
公寓,EMA00199,中寧里,"25.0139956,121.2992627",1,30.0,桃園分局,,,,,
公寓,EMA00200,中寧里,"25.0139957,121.2992627",1,30.0,桃園分局,,,,,
公寓,EMA00201,同德里,"25.0156912,121.2985371",1,26.0,桃園分局,,,,,
公寓,EMA00202,同德里,"25.0157312,121.2985113",1,161.0,桃園分局,,,,,
公寓,EMA00203,明德里,"25.0197918,121.2966023",1,34.0,桃園分局,,,,,
公寓,EMA00204,西埔里,"25.0114668,121.2783505",1,270.0,桃園分局,,,,,
公寓,EMA00205,西埔里,"25.0314606,121.2788911",1,60.0,桃園分局,,,,,
公寓,EMA00206,中興里,"24.9987535,121.3007062",1,65.0,桃園分局,,,,,
公寓,EMA00207,中興里,"24.9990073,121.3005587",1,44.0,桃園分局,,,,,
公寓,EMA00208,中興里,"24.997497,121.299132",1,413.0,桃園分局,,,,,
公寓,EMA00209,中興里,"24.998871,121.300957",1,338.0,桃園分局,,,,,
公寓,EMA00210,中興里,"24.99866,121.300326",1,92.0,桃園分局,,,,,
公寓,EMA00211,中興里,"24.9969864,121.2998159",1,301.0,桃園分局,,,,,
公寓,EMA00212,中興里,"24.998809,121.300413",1,154.0,桃園分局,,,,,
公寓,EMA00213,西埔里,"25.0097953,121.2822617",1,158.0,桃園分局,,,,,
公寓,EMA00214,中興里,"24.9969031,121.2994734",1,1282.0,桃園分局,,,,,
公寓,EMA00215,中興里,"24.9964473,121.300659",1,24.0,桃園分局,,,,,
公寓,EMA00216,中興里,"24.9966035,121.3024747",1,52.0,桃園分局,,,,,
公寓,EMA00217,中興里,"24.99925,121.301283",1,93.0,桃園分局,,,,,
公寓,EMA00218,中興里,"24.9996836,121.300378",1,38.0,桃園分局,,,,,
公寓,EMA00219,中興里,"24.9980992,121.2992253",1,40.0,桃園分局,,,,,
公寓,EMA00220,中興里,"24.997894,121.2993187",1,26.0,桃園分局,,,,,
公寓,EMA00221,明德里,"25.0190817,121.2962019",1,170.0,桃園分局,,,,,
公寓,EMA00222,明德里,"25.019207,121.2966311",1,245.0,桃園分局,,,,,
公寓,EMA00223,明德里,"25.0186405,121.2964205",1,261.0,桃園分局,,,,,
公寓,EMA00224,明德里,"25.0187213,121.2967663",1,234.0,桃園分局,,,,,
公寓,EMA00225,同德里,"25.0144377,121.2977596",1,161.0,桃園分局,,,,,
公寓,EMA00226,明德里,"25.0205194,121.2949698",1,524.0,桃園分局,,,,,
公寓,EMA00227,長安里,"25.0027524,121.3040157",1,20.0,桃園分局,,,,,
公寓,EMA00228,長安里,"25.0041609,121.3047776",1,38.0,桃園分局,,,,,
公寓,EMA00229,長安里,"25.0048453,121.3044249",1,45.0,桃園分局,,,,,
公寓,EMA00738,永安里,"25.0025314,121.3049217",1,45.0,桃園分局,,,,,
公寓,EMA00740,長德里,"25.0055646,121.3015319",1,100.0,桃園分局,,,,,
公寓,EMA00741,長德里,"25.0063981,121.3030134",1,138.0,桃園分局,,,,,
公寓,EMA00742,長德里,"25.0062608,121.3027645",1,114.0,桃園分局,,,,,
公寓,EMA00743,長德里,"25.0060162,121.3022119",1,732.0,桃園分局,,,,,
公寓,EMA00744,長德里,"25.0068816,121.3022435",1,17.0,桃園分局,,,,,
公寓,EMA00745,長德里,"25.0064224,121.3015888",1,109.0,桃園分局,,,,,
公寓,EMA00746,長德里,"25.00617,121.3012033",1,61.0,桃園分局,,,,,
公寓,EMA00747,長安里,"25.0041239,121.3037328",1,18.0,桃園分局,,,,,
公寓,EMA00748,長安里,"25.0036577,121.3039793",1,22.0,桃園分局,,,,,
公寓,EMA00749,長安里,"25.0027847,121.3040761",1,18.0,桃園分局,,,,,
公寓,EMA01056,瑞慶里,"25.0223602,121.2934897",1,2986.0,桃園分局,,,,,
大樓,EMA01057,瑞慶里,"25.01871,121.2931421",1、2,3017.0,桃園分局,,,,,
大樓,EMA01058,同德里,"25.0166839,121.2951711",1、2,2505.0,桃園分局,,,,,
大樓,EMA01059,長德里,"25.0070161,121.3031755",1、2、3,1445.0,桃園分局,,,,,
大樓,EMA01085,長安里,"25.0057433,121.3022186",1、2,1476.0,桃園分局,,,,,
公寓,EMA01101,同德里,"25.0165938,121.2963209",1,1128.0,桃園分局,,,,,
大樓,EMA01102,寶慶里,"25.0127554,121.2934587",1、2,3433.0,桃園分局,,,,,
大樓,EMA01103,北埔里,"25.0229724,121.2936989",1、2,2790.0,桃園分局,,,,,
大樓,EMA01116,北埔里,"25.0217259,121.2899648",1、2,6408.0,桃園分局,,,,,
公寓,EMA01134,同德里,"25.0147361,121.2958724",1,712.0,桃園分局,,,,,
大樓,EMA01136,南埔里,"25.0090912,121.2951753",1、2,2018.0,桃園分局,,,,,
大樓,EMA01138,中埔里,"25.0137529,121.2865307",1、2,1246.0,桃園分局,(機敏單位)電信機構,,,,
公寓,EMA01139,中埔里,"25.0092446,121.2844167",1,1177.0,桃園分局,,,,,
大樓,EMA01146,中成里,"25.0007071,121.2986245",1、2,7153.0,桃園分局,,,,,
大樓,EMA01148,中興里,"24.9982696,121.3034572",1、2,489.0,桃園分局,(機敏單位)金融機構,,,,
公寓,EMA01150,寶慶里,"25.0147417,121.2921882",1,2450.0,桃園分局,,,,,
大樓,EMA01151,寶安里,"25.0169918,121.2952964",1、2、3,4610.0,桃園分局,,,,,
大樓,EMA01172,寶安里,"25.0182185,121.293472",1、2,5690.0,桃園分局,,,,,
公寓,EMA01173,北埔里,"25.0236294,121.2935513",1,2052.0,桃園分局,,,,,
大樓,EMA01180,寶慶里,"25.0118618,121.2959075",1、2,532.0,桃園分局,,,,,
大樓,EMA01181,中成里,"25.0016013,121.2983359",1、2、3,5042.0,桃園分局,,,,,
大樓,EMA01195,寶慶里,"25.0120538,121.2958171",1、2,1765.0,桃園分局,,,,,
公寓,EMA01197,中寧里,"25.0118912,121.2988147",1,2180.0,桃園分局,(機敏單位)金融機構,,,,
大樓,EMA01321,瑞慶里,"25.0215606,121.2907486",1、2、3,7053.0,桃園分局,,,,,
大樓,EMA01331,寶慶里,"25.0107619,121.2968689",1、2、3,7054.0,桃園分局,,,,,
公寓,EMA01200,南埔里,"25.0090805,121.2969624",1,617.0,桃園分局,,,,,
大樓,EMA01202,寶安里,"25.018601,121.2940713",1、2、3,9546.0,桃園分局,,,,,
公寓,EMA01205,慈文里,"25.0063642,121.2987975",1,1429.0,桃園分局,,,,,
大樓,EMA01206,同德里,"25.0132724,121.2969903",1、2,3193.0,桃園分局,,,,,
公寓,EMA01211,同德里,"25.0147361,121.2958724",1,1620.0,桃園分局,,,,,
大樓,EMA01212,北埔里,"25.0242571,121.2945176",1、2,3393.0,桃園分局,,,,,
大樓,EMA01215,明德里,"25.0221451,121.2955113",1、2、3,3168.0,桃園分局,,,,,
大樓,EMA01218,同德里,"25.0159208,121.2978463",1、2,1518.0,桃園分局,,,,,
大樓,EMA01220,中埔里,"25.0126659,121.2874241",1、2、3,1946.0,桃園分局,(機敏單位)電信機構,,,,
大樓,EMA01222,寶慶里,"25.0118483,121.2940349",1、2,5249.0,桃園分局,,,,,
大樓,EMA01224,慈文里,"25.0057572,121.2987472",1、2、3,4493.0,桃園分局,,,,,
公寓,EMA01228,中興里,"24.9973676,121.3029542",1,533.0,桃園分局,,,,,
公寓,EMA01232,長安里,"25.0064359,121.3034769",1,226.0,桃園分局,,,,,
公寓,EMA01235,長安里,"25.0063116,121.3034088",1,249.0,桃園分局,,,,,
公寓,EMA01237,北埔里,"25.0229469,121.2929729",1,888.0,桃園分局,,,,,
大樓,EMA01255,中興里,"24.9996853,121.3006825",1、2,1032.0,桃園分局,,,,,
大樓,EMA01258,同德里,"25.0173923,121.2965019",1、2、3,7981.0,桃園分局,,,,,
公寓,EMA01263,中寧里,"25.0101599,121.2998276",1,252.0,桃園分局,,,,,
大樓,EMA01264,瑞慶里,"25.0222468,121.2925431",1、2、3,5849.0,桃園分局,,,,,
大樓,EMA01266,寶安里,"25.0177626,121.2929545",1、2,1817.0,桃園分局,,,,,
大樓,EMA01267,同德里,"25.0154185,121.2978045",1、2,1817.0,桃園分局,,,,,
公寓,EMA01272,永安里,"24.9994968,121.30261",1,604.0,桃園分局,,,,,
公寓,EMA01281,永安里,"24.9990228,121.3026019",1,665.0,桃園分局,,,,,
大樓,EMA01295,寶慶里,"25.0125156,121.295506",1、2,2026.0,桃園分局,,,,,
公寓,EMA01296,寶慶里,"25.0158935,121.2933362",1,1117.0,桃園分局,,,,,
大樓,EMA01301,同德里,"25.0160751,121.296385",1、2,2404.0,桃園分局,,,,,
大樓,EMA01305,明德里,"25.0216338,121.2956994",1、2、3,12318.0,桃園分局,,,,,
大樓,EMA01306,南埔里,"25.0082397,121.2941982",1、2、3,2104.0,桃園分局,,,,,
公寓,EMA01318,瑞慶里,"25.0212991,121.2926002",1,3062.0,桃園分局,,,,,
大樓,EMA01332,寶慶里,"25.0099173,121.2956418",1、2、3,2350.0,桃園分局,,,,,
公寓,EMA01333,北埔里,"25.023948,121.2924775",1,960.0,桃園分局,,,,,
大樓,EMA01334,寶慶里,"25.0139648,121.2952179",1、2,1293.0,桃園分局,,,,,
大樓,EMA01335,北埔里,"25.0238111,121.293256",1、2,2850.0,桃園分局,,,,,
大樓,EMA01336,同德里,"25.0181466,121.29739",1、2、3,7472.0,桃園分局,,,,,
大樓,EMA01344,北埔里,"25.0230467,121.2920627",1、2,1020.0,桃園分局,,,,,
公寓,EMA01345,寶慶里,"25.0139788,121.2951",1,1293.0,桃園分局,,,,,
大樓,EMA01346,長安里,"25.0040154,121.3019911",1、2,812.0,桃園分局,,,,,
大樓,EMA01347,同德里,"25.0162084,121.2961231",1、2,1472.0,桃園分局,,,,,
大樓,EMA01348,同德里,"25.0173788,121.2977",1、2、3,4881.0,桃園分局,,,,,
大樓,EMA01349,慈文里,"25.0080642,121.2989213",1、2、3,5522.0,桃園分局,,,,,
大樓,EMA01350,寶安里,"25.0181443,121.2949697",1、2,9716.0,桃園分局,,,,,
公寓,EMA01360,同德里,"25.0185525,121.2970859",1,794.0,桃園分局,,,,,
大樓,EMA01372,明德里,"25.0206109,121.2959618",1、2,2746.0,桃園分局,,,,,
大樓,EMA01374,中興里,"24.9979649,121.3000514",1、2,632.0,桃園分局,,,,,
大樓,EMA01375,寶慶里,"25.0105228,121.2964394",1、2、3,6970.0,桃園分局,,,,,
大樓,EMA01385,慈文里,"25.0058369,121.2980116",1、2,306.0,桃園分局,,,,,
公寓,EMA01386,同德里,"25.0168021,121.2958346",1,524.0,桃園分局,,,,,
公寓,EMA01387,寶安里,"25.0164399,121.2922362",1,4474.0,桃園分局,,,,,
大樓,EMA01397,瑞慶里,"25.0210061,121.2912077",1、2,4325.0,桃園分局,,,,,
公寓,EMA01398,同德里,"25.0163121,121.29608",1,502.0,桃園分局,,,,,
大樓,EMA01399,同德里,"25.0158036,121.2962765",1、2,4690.0,桃園分局,,,,,
公寓,EMA01413,南埔里,"25.0054801,121.2980161",1,186.0,桃園分局,,,,,
公寓,EMA01414,瑞慶里,"25.0219162,121.2944979",1,23861.0,桃園分局,,,,,
公寓,EMA01415,中寧里,"25.0123502,121.296501",1,744.0,桃園分局,,,,,
大樓,EMA01416,同德里,"25.0154394,121.2964038",1、2,7146.0,桃園分局,,,,,
大樓,EMA01417,西埔里,"25.0159046,121.2848523",1、2,3707.0,桃園分局,,,,,
大樓,EMA01418,永安里,"25.0030869,121.3048637",1、2、3,2083.0,桃園分局,,,,,
公寓,EMA01419,中成里,"25.0001286,121.2990048",1,3735.0,桃園分局,(機敏單位)警察單位,,,,
公寓,EMA01436,中寧里,"25.0115687,121.2995322",1,519.0,桃園分局,,,,,
公寓,EMA01447,同德里,"25.0134593,121.2960065",1,497.0,桃園分局,,,,,
公寓,EMA01448,南埔里,"25.0087291,121.297059",1,3735.0,桃園分局,,,,,
大樓,EMA01463,同德里,"25.0135039,121.2959867",1、2、3,4272.0,桃園分局,,,,,
大樓,T98209,中成里,"24.9996674,121.298043",1、2,5126.0,桃園分局,,,,,
大樓,T98314,同德里,"25.0179748,121.2972425",1、2、3,1010.0,桃園分局,,,,,
大樓,T98417,寶慶里,"25.0133712,121.2956794",1、2,4865.0,桃園分局,,,,,
大樓,T98419,中寧里,"25.0094423,121.2975664",1、2,11083.0,桃園分局,,,,,
大樓,T98420,同德里,"25.0164639,121.2959203",1、2、3,1561.0,桃園分局,,,,,
大樓,T98423,寶慶里,"25.0116728,121.2947383",1、2,952.0,桃園分局,,,,,
大樓,T99102,寶慶里,"25.011862,121.294308",1、2,1866.0,桃園分局,,,,,
大樓,T099301,長德里,"25.0043394,121.3005328",1、2,3217.0,桃園分局,,,,,
大樓,T099302,同德里,"25.0163805,121.2977519",1、2、3,983.0,桃園分局,(機敏單位)金融機構,,,,
大樓,T099303,寶安里,"25.0195647,121.2931591",1、2、3,8052.0,桃園分局,,,,,
大樓,T099305,慈文里,"25.0043722,121.2973466",1、2、3,2450.0,桃園分局,,,,,
公寓,EMA00244,光興里,"24.9937396,121.3012581",1,33.0,桃園分局,,,,,
公寓,EMA00245,光興里,"24.9924881,121.3033312",1,52.0,桃園分局,,,,,
公寓,EMA00246,光興里,"24.9942058,121.3026436",1,137.0,桃園分局,,,,,
公寓,EMA00247,光興里,"24.9958814,121.3007538",1,321.0,桃園分局,,,,,
公寓,EMA00248,光興里,"24.9939101,121.3027144",1,136.0,桃園分局,,,,,
公寓,EMA00249,光興里,"24.995809,121.303564",1,34.0,桃園分局,,,,,
大樓,EMA00250,光興里,"24.9943247,121.3025242",1、2,980.0,桃園分局,,,,,
公寓,EMA00251,光興里,"24.994037,121.302906",1,560.0,桃園分局,,,,,
公寓,EMA01196,光興里,"24.9957926,121.3014649",1,401.0,桃園分局,,,,,
公寓,EMA01201,中山里,"24.9862392,121.2896871",1,797.0,桃園分局,,,,,
公寓,EMA01238,光興里,"24.9940652,121.3025309",1,369.0,桃園分局,,,,,
大樓,EMA01338,光興里,"24.993231,121.3025768",1、2,2986.0,桃園分局,,,,,
大樓,T97325,光興里,"24.995721,121.3022228",1、2,1990.0,桃園分局,,,,,
公寓,EMA00252,光興里,"24.993174,121.302996",1,300.0,桃園分局,,,,,
公寓,EMA00253,光興里,"24.993174,121.302996",1,360.0,桃園分局,,,,,
公寓,EMA00254,光興里,"24.99265,121.30413",1,232.0,桃園分局,,,,,
公寓,EMA00255,光興里,"24.9930632,121.303282",1,129.0,桃園分局,,,,,
公寓,EMA00257,光興里,"24.9946229,121.302492",1,58.0,桃園分局,,,,,
公寓,EMA00258,光興里,"24.9929172,121.3038395",1,120.0,桃園分局,,,,,
公寓,EMA00259,光興里,"24.9922608,121.3021379",1,34.0,桃園分局,,,,,
公寓,EMA00260,光興里,"24.9926783,121.3022144",1,325.0,桃園分局,,,,,
公寓,EMA00261,光興里,"24.9947399,121.3015219",1,268.0,桃園分局,,,,,
公寓,EMA00262,光興里,"24.9933797,121.3041408",1,60.0,桃園分局,,,,,
公寓,EMA00263,光興里,"24.993527,121.303467",1,42.0,桃園分局,,,,,
公寓,EMA00264,光興里,"24.9929906,121.3040171",1,20.0,桃園分局,,,,,
公寓,EMA00265,光興里,"24.994655,121.302869",1,165.0,桃園分局,,,,,
公寓,EMA01042,光興里,"24.9946417,121.3016838",1,90.0,桃園分局,,,,,
公寓,EMA01092,光興里,"24.9944307,121.3021317",1,457.0,桃園分局,,,,,
大樓,EMA01185,光興里,"24.9924668,121.301875",1、2,388.0,桃園分局,,,,,
公寓,EMA01249,光興里,"24.9924854,121.3035904",1,192.0,桃園分局,,,,,
公寓,EMA00266,光興里,"24.9961089,121.301279",1,30.0,桃園分局,,,,,
公寓,EMA00267,光興里,"24.9937396,121.3012581",1,50.0,桃園分局,,,,,
公寓,EMA00268,光興里,"24.995392,121.300254",1,26.0,桃園分局,,,,,
公寓,EMA00270,光興里,"24.9950507,121.300926",1,160.0,桃園分局,,,,,
公寓,EMA00271,光興里,"24.9964428,121.3019111",1,32.0,桃園分局,,,,,
公寓,EMA00272,光興里,"24.9957476,121.3007957",1,30.0,桃園分局,,,,,
公寓,EMA00273,光興里,"24.9957582,121.3011967",1,44.0,桃園分局,,,,,
公寓,EMA00274,光興里,"24.9963049,121.301999",1,39.0,桃園分局,,,,,
公寓,EMA00275,光興里,"24.9963891,121.3017233",1,157.0,桃園分局,,,,,
公寓,EMA00277,光興里,"24.995609,121.300373",1,21.0,桃園分局,,,,,
公寓,EMA00278,光興里,"24.9956464,121.3008662",1,13.0,桃園分局,,,,,
公寓,EMA00279,光興里,"24.9962503,121.3012405",1,28.0,桃園分局,,,,,
公寓,EMA00280,光興里,"24.9963049,121.301999",1,37.0,桃園分局,,,,,
公寓,EMA00281,光興里,"24.9962937,121.3004472",1,40.0,桃園分局,,,,,
公寓,EMA00269,光興里,"24.9956153,121.2992778",1,109.0,桃園分局,,,,,
公寓,EMA00276,光興里,"24.9956299,121.2989903",1,38.0,桃園分局,,,,,
大樓,EMA01043,光興里,"24.996264,121.299791",1、2,1048.0,桃園分局,,,,,
大樓,EMA01233,中路里,"24.9929993,121.29083",1、2,1053.0,桃園分局,,,,,
大樓,EMA00341,中平里,"24.9881939,121.292808",1、2、3,1600.0,桃園分局,,,,,
公寓,EMA01040,中平里,"24.9880163,121.294129",1,417.0,桃園分局,,,,,
大樓,EMA01075,中平里,"24.9876478,121.294389",1、2,2232.0,桃園分局,,,,,
大樓,EMA01426,中平里,"24.9878503,121.2933857",1、2,619.0,桃園分局,,,,,
公寓,EMA00342,中原里,"24.9846402,121.2931662",1,1040.0,桃園分局,,,,,
公寓,EMA00344,中原里,"24.984934,121.294461",1,942.0,桃園分局,,,,,
公寓,EMA00345,中山里,"24.984637,121.2905841",1,1232.0,桃園分局,,,,,
公寓,EMA00346,中山里,"24.9845488,121.2896474",1,376.0,桃園分局,,,,,
大樓,EMA01091,中山里,"24.9854719,121.2934489",1、2,1102.0,桃園分局,,,,,
公寓,EMA01242,中山里,"24.9850868,121.2904623",1,648.0,桃園分局,,,,,
公寓,EMA01376,中原里,"24.9849545,121.2934837",1,473.0,桃園分局,,,,,
公寓,EMA01153,泰山里,"24.9881612,121.2993864",1,742.0,桃園分局,,,,,
公寓,EMA00349,玉山里,"24.9872815,121.3024102",1,273.0,桃園分局,,,,,
公寓,EMA00350,文中里,"24.995634,121.291715",1,32.0,桃園分局,,,,,
公寓,EMA00351,文中里,"24.9957463,121.2920838",1,32.0,桃園分局,,,,,
公寓,EMA00352,文中里,"24.9957951,121.2920414",1,32.0,桃園分局,,,,,
公寓,EMA00353,文中里,"24.9958016,121.2920156",1,32.0,桃園分局,,,,,
公寓,EMA00354,文中里,"24.9957989,121.292371",1,32.0,桃園分局,,,,,
公寓,EMA00355,文中里,"24.9958018,121.2922912",1,32.0,桃園分局,,,,,
公寓,EMA00356,文中里,"24.9958021,121.2922614",1,32.0,桃園分局,,,,,
公寓,EMA00357,文中里,"24.9956615,121.2922371",1,32.0,桃園分局,,,,,
公寓,EMA00358,文中里,"24.9958018,121.2921487",1,32.0,桃園分局,,,,,
公寓,EMA00359,文中里,"24.9953809,121.2922704",1,32.0,桃園分局,,,,,
公寓,EMA00360,文中里,"24.9953665,121.2922711",1,32.0,桃園分局,,,,,
公寓,EMA00361,文中里,"24.995373,121.292224",1,32.0,桃園分局,,,,,
公寓,EMA00362,文中里,"24.995395,121.29215",1,32.0,桃園分局,,,,,
公寓,EMA00363,文中里,"24.9956309,121.292244",1,32.0,桃園分局,,,,,
公寓,EMA00364,文中里,"24.9953821,121.2919692",1,32.0,桃園分局,,,,,
公寓,EMA00365,文中里,"24.995631,121.292193",1,32.0,桃園分局,,,,,
公寓,EMA00366,文中里,"24.995632,121.2920785",1,32.0,桃園分局,,,,,
公寓,EMA00367,文中里,"24.995632,121.292051",1,32.0,桃園分局,,,,,
公寓,EMA00368,文中里,"24.995633,121.292003",1,32.0,桃園分局,,,,,
公寓,EMA00369,文中里,"24.995632,121.291959",1,32.0,桃園分局,,,,,
公寓,EMA00370,文中里,"24.9956327,121.291939",1,32.0,桃園分局,,,,,
公寓,EMA00371,文中里,"24.995633,121.291862",1,32.0,桃園分局,,,,,
公寓,EMA00372,文中里,"24.995634,121.291814",1,32.0,桃園分局,,,,,
公寓,EMA00373,文中里,"24.9956353,121.2917407",1,32.0,桃園分局,,,,,
公寓,EMA00374,中正里,"24.9936347,121.2942896",1,32.0,桃園分局,,,,,
公寓,EMA00375,中正里,"24.9945911,121.2949781",1,32.0,桃園分局,,,,,
公寓,EMA00376,中正里,"24.9956462,121.2950055",1,32.0,桃園分局,,,,,
公寓,EMA00377,中正里,"24.995693,121.2949078",1,32.0,桃園分局,,,,,
公寓,EMA00378,中正里,"24.9948679,121.294932",1,32.0,桃園分局,,,,,
大樓,EMA01163,中正里,"24.9939083,121.2938737",1、2,1633.0,桃園分局,,,,,
大樓,EMA01330,中正里,"24.9957689,121.29438",1、2、3,5440.0,桃園分局,,,,,
公寓,EMA00379,中正里,"24.9957973,121.296192",1,32.0,桃園分局,,,,,
公寓,EMA00380,中正里,"24.9957908,121.2963112",1,13.0,桃園分局,,,,,
公寓,EMA00397,玉山里,"24.9880701,121.3013945",1,550.0,桃園分局,,,,,
公寓,EMA00398,泰山里,"24.990786,121.302485",1,744.0,桃園分局,,,,,
公寓,EMA00399,玉山里,"24.9867877,121.3012842",1,145.0,桃園分局,,,,,
公寓,EMA00400,玉山里,"24.9867272,121.3010424",1,161.0,桃園分局,,,,,
公寓,EMA01054,玉山里,"24.9877361,121.3013033",1,1404.0,桃園分局,,,,,
