類別,村里,地址,緯經度,地下樓層數,可容納人數,轄管分局,轄管所別,備註
苗栗市公所,建功里,苗栗縣苗栗市和平路63號,"24.561813796541845, 120.8189853109553",1.0,"31 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市縣府路141號,"24.565292072952936, 120.81825971081719",1.0,"67 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市縣府路134號,"24.565506530605543, 120.81862299732641",1.0,"57 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市縣府路140號,"24.565546988320392, 120.81849689732643",1.0,"71 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市縣府路142號,"24.56558634603029, 120.81837592616284",1.0,"71 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市縣府路154號,"24.56564178826869, 120.81807985499928",1.0,"63 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市縣府路156號,"24.565638730543707, 120.81803679732653",1.0,"62 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市縣府路158號,"24.565640772817037, 120.81799532616273",1.0,"47 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市縣府路160號,"24.565664430531694, 120.81792176849001",1.0,"47 ",苗栗分局,北苗所,
苗栗稅捐處,建功里,苗栗縣苗栗市府前路46號,"24.56567418825098, 120.81793249732644",1.0,"32 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市府前路86號,"24.561248842265822, 120.8186935396535",1.0,"40 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市府前路90號,"24.56129935517937, 120.81863972616286",1.0,"46 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市府前路94號,"24.561195048766955, 120.81851145499915",1.0,"28 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市府前路96號,"24.56115529071543, 120.81846099732631",1.0,"32 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市和平路113號,"24.562295490093558, 120.81717143965349",1.0,"42 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市和平路115號,"24.56206746423637, 120.81716759732636",1.0,"42 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市和平路121號,"24.561921148314557, 120.81713379732645",1.0,"67 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市和平路125號,"24.561879248340585, 120.81709516848989",1.0,"67 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市和平路129號,"24.56173970645924, 120.81706856848989",1.0,"34 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市和平路137號,"24.561565306581507, 120.81700865499914",1.0,"38 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市饒平街16號,"24.560872116579144, 120.81773029732636",1.0,"200 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市忠孝路3號,"24.565700303682622, 120.8192893684901",1.0,"154 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市忠孝路7號,"24.56556093058002, 120.81921645499926",1.0,"107 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市忠孝路15巷9號,"24.565498657401193, 120.81934916848996",1.0,"167 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市忠孝路15巷16號,"24.565120988552604, 120.81945222616285",1.0,"134 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市自治路59號,"24.565702188235687, 120.81943359732655",1.0,"134 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市民族路66巷17弄9號,"24.563564473626187, 120.81930721081716",1.0,"19 ",苗栗分局,北苗所,
公寓,建功里,苗栗縣苗栗市民族路66巷17弄8號,"24.563603505152678, 120.81932866849004",1.0,"19 ",苗栗分局,北苗所,
公寓,北苗里,苗栗縣苗栗市自治路82巷55號,"24.567373387324096, 120.81877245499932",1.0,"48 ",苗栗分局,北苗所,
大樓,北苗里,苗栗縣苗栗市文峯街95號,"24.56775879931367, 120.81755063965362",1.0,"300 ",苗栗分局,北苗所,
建功國小,建功里,苗栗縣苗栗市中正路241號,"24.564438746745545, 120.82423278198074",1.0,"379 ",苗栗分局,北苗所,
公寓,文山里,苗栗縣苗栗市橫車路323號,"24.567784315145182, 120.81375286391726",1.0,"17 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市橫車路323號,"24.567784315145182, 120.81375286391726",1.0,"16 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文山11號,"24.567300166632233, 120.81140999791437",1.0,"41 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文發路76巷7號,"24.56726049386894, 120.8124036844212",1.0,"53 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文發路82號,"24.567369924107417, 120.81187132490057",1.0,"33 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文發路98巷18弄10號,"24.567852223168494, 120.81253644024314",1.0,"29 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文發路98巷18弄11號,"24.567707536162274, 120.81253827144572",1.0,"33 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文發路98巷18弄9號,"24.567707536162274, 120.81253827144572",1.0,"34 ",苗栗分局,文山所,
公寓,青苗里,苗栗縣苗栗市至公路3號,"24.556965938528503, 120.82003569297717",1.0,"18 ",苗栗分局,南苗所,
公寓,文山里,苗栗縣苗栗市至公路566號,"24.567753938818804, 120.81341020696392",1.0,"33 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路584號,"24.566705052432265, 120.81054229976405",1.0,"20 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路586號,"24.566800682866152, 120.8102577402432",1.0,"20 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路588號,"24.566790925234553, 120.81024701140757",1.0,"20 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路590號,"24.567520077417498, 120.81315283679393",1.0,"20 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路592號,"24.566573747660968, 120.81323891139206",1.0,"26 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路594巷1號,"24.566416608447298, 120.81319543968715",1.0,"18 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路594巷2號,"24.566349102670728, 120.81336739661184",1.0,"18 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路594巷4號,"24.566416697705876, 120.81315222454248",1.0,"18 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路594巷5號,"24.566329777217955, 120.81336755105002",1.0,"18 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路594巷6號,"24.56641722552805, 120.81315252445555",1.0,"18 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路594巷7號,"24.566329197547486, 120.81336689634445",1.0,"18 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市至公路594巷8號,"24.56641784595681, 120.81315281029757",1.0,"17 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市國華路776號,"24.574944387833696, 120.82873013925688",1.0,"194 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街231號,"24.56851398695043, 120.81433303349138",1.0,"30 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街232號,"24.56772454679704, 120.81422484723717",1.0,"32 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街235號,"24.567284260455956, 120.81418213489094",1.0,"34 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文發路100號,"24.56754908122515, 120.80967627248808",1.0,"24 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市國華路948號,"24.569803444345155, 120.81755060733155",1.0,"32 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街101號,"24.562972321528523, 120.81667128517536",1.0,"50 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街105號,"24.530884213913204, 120.80079281918107",1.0,"45 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街106號,"24.52251799293775,120.78963098265494",1.0,"46 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街107號,"24.538951, 120.791586",1.0,"30 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街117號,"24.538951, 120.791586",1.0,"41 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街126號,"24.526938268500228, 120.79722046211462",1.0,"57 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街136號,"24.527184621103114, 120.7981545971358",1.0,"37 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街137號,"24.57028650814502, 120.80178680711212",1.0,"37 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街1-45號,"24.55943040609402, 120.8166280172333",1.0,"301 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街146號,"24.561118929968874, 120.81418184229834",1.0,"33 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街202號,"24.561017188146653, 120.81419275780046",1.0,"201 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街203-1號,"24.56115905367543, 120.8140535718675",1.0,"60 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街26號,"24.561898942418054, 120.81325860379968",1.0,"29 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街72號,"24.562094483818125, 120.8131086264254",1.0,"30 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街82號,"24.56329934644527, 120.81313790807287",1.0,"34 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街83號,"24.562006605439844, 120.81274310149914",1.0,"33 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街84號,"24.562367043385322, 120.81227359016066",1.0,"32 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街87號,"24.562952422174956, 120.81182146386845",1.0,"48 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街88號,"24.566537934025334, 120.81314656907858",1.0,"32 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街89號,"24.566586919890607, 120.81326815948897",1.0,"32 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市文城街98號,"24.56645814250607, 120.80996335323606",1.0,"48 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市國華路202號,"24.566495524546745, 120.80993477667235",1.0,"3978 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市國華路871號,"24.566534065217333, 120.80989197850923",1.0,"29 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市國華路903號,"24.567249, 120.809099",1.0,"29 ",苗栗分局,文山所,
公寓,文山里,苗栗縣苗栗市國華路923號,"24.567249, 120.809099",1.0,"29 ",苗栗分局,文山所,
苗栗魚市場,文山里,苗栗縣苗栗市至公路602號,"24.567249, 120.809099",1.0,"276 ",苗栗分局,文山所,
大樓,文山里,苗栗縣苗栗市自治路408巷37號,"24.55948625746218, 120.81706030943027",1.0,"635 ",苗栗分局,文山所,
公寓,文聖里,苗栗縣苗栗市文發路294號,"24.55949991997421, 120.8170350550683",1.0,"74 ",苗栗分局,文山所,
公寓,文聖里,苗栗縣苗栗市文發路296號,"24.560543068249597, 120.81750784625771",1.0,"74 ",苗栗分局,文山所,
公寓,文聖里,苗栗縣苗栗市文發路298號,"24.56043681647621, 120.81768049372371",1.0,"74 ",苗栗分局,文山所,
長春化學,文聖里,苗栗縣苗栗市文山245號,"24.56084694001214, 120.81731509132325",1.0,"329 ",苗栗分局,文山所,
,,,,,,,,
新菊利,文聖里,苗栗縣苗栗市文山228號,"24.56080640732283, 120.81714367612174",1.0,"86 ",苗栗分局,文山所,
長春化學,文聖里,苗栗縣苗栗市文山245號,"24.56081715849452, 120.81714360320261",1.0,"505 ",苗栗分局,文山所,
長春化學,文聖里,苗栗縣苗栗市文山245號,"24.560503773774805, 120.81755068353439",1.0,"510 ",苗栗分局,文山所,
長春化學,文聖里,苗栗縣苗栗市文山245號,"24.560503381379817, 120.81757223864581",1.0,"8833 ",苗栗分局,文山所,
長春化學,文聖里,苗栗縣苗栗市文山246之1號,"24.558668949287195, 120.81780922954869",1.0,"40 ",苗栗分局,文山所,
長春化學,文聖里,苗栗縣苗栗市文山245號,"24.558844321780306, 120.81785212259845",1.0,"1054 ",苗栗分局,文山所,
惠元陶瓷,文聖里,苗栗縣苗栗市橫車路226號,"24.559028737382643, 120.81748593183359",1.0,"60 ",苗栗分局,文山所,
雷光金屬,文聖里,苗栗縣苗栗市橫車路332巷190號,"24.559028737382643, 120.81748593183359",1.0,"52 ",苗栗分局,文山所,
公寓,文聖里,苗栗縣苗栗市文發路285號,"24.559028737382643, 120.81748593183359",1.0,"93 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷22號,"24.559627325701197, 120.8168005683908",1.0,"84 ",苗栗分局,文山所,
寶順塑膠,南勢里,苗栗縣苗栗市坪頂東32號,"24.559732016064704, 120.81669304445538",1.0,"273 ",苗栗分局,文山所,
苗栗看守所,南勢里,苗栗縣苗栗市南勢100號,"24.559809986140408, 120.81658476266803",1.0,"446 ",苗栗分局,文山所,
聯合大學,南勢里,苗栗縣苗栗市聯大2號,"24.559840391493577, 120.81647849946788",1.0,"2885 ",苗栗分局,南苗所,
聯合大學,南勢里,苗栗縣苗栗市聯大2號,"24.559635551140914, 120.81772327691628",1.0,"517 ",苗栗分局,南苗所,
苗栗氧氣場,南勢里,苗栗縣苗栗市新勝11-1號,"24.55959638275567, 120.81767892583241",1.0,"97 ",苗栗分局,文山所,
新英國小,南勢里,苗栗縣苗栗市新勝8號,"24.55956830812366, 120.8176591502296",1.0,"33 ",苗栗分局,文山所,
新晉發公司,新川里,苗栗縣苗栗市大坑18號,"24.561617432404073, 120.82004141326678",1.0,"101 ",苗栗分局,文山所,
苗栗高中,福麗里,苗栗縣苗栗市至公路183號,"24.56083652462043, 120.81596390151581",1.0,"18740 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路294-1號,"24.56083652462043, 120.81596390151581",1.0,"76 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路294號,"24.560903514945057, 120.81587695808653",1.0,"20 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路296號,"24.560698877436007, 120.81570497604571",1.0,"70 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路348號,"24.5608452923993, 120.81652146718561",1.0,"53 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路356號,"24.56035715139527, 120.81665007759807",1.0,"60 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市國華路1138巷12號,"24.561195338678253, 120.81570586575143",1.0,"1372 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路359號,"24.561195338678253, 120.81570586575143",1.0,"32 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路389號,"24.56139287727283, 120.81581295320028",1.0,"36 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路413號,"24.56140039507836, 120.8159626854016",1.0,"45 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路1412號,"24.56152135809615, 120.81568493136466",1.0,"54 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路1438號,"24.561431372157475, 120.81594240044166",1.0,"30 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路577號,"24.5614790873578, 120.81592049428498",1.0,"20 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路579號,"24.56143244705064, 120.81583437089728",1.0,"22 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路581號,"24.56342121998524, 120.815877487878",1.0,"14 ",苗栗分局,文山所,
苗栗監理站,福麗里,苗栗縣苗栗市至公路98號,"24.56347986090247, 120.81607092174742",1.0,"229 ",苗栗分局,文山所,
苗栗監理站,福麗里,苗栗縣苗栗市福麗98號,"24.5635669317406, 120.81592058505466",1.0,"120 ",苗栗分局,文山所,
苗栗監理站,福麗里,苗栗縣苗栗市福麗98號,"24.564300763402734, 120.81662874947885",1.0,"388 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路166號,"24.564415667311568, 120.81637152651868",1.0,"45 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路168號,"24.561636039945306, 120.81559837018432",1.0,"40 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街13號,"24.56272977670919, 120.8160278110637",1.0,"182 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街5號,"24.562777922003427, 120.81604804488954",1.0,"48 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街21號,"24.564174291739302, 120.8170583612645",1.0,"50 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街23號,"24.563265730896312, 120.8171009319098",1.0,"38 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街25號,"24.56310870236763, 120.81697105673888",1.0,"40 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街27號,"24.56310870236763, 120.81697105673888",1.0,"40 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街11號,"24.560757795099285, 120.81750908257169",1.0,"69 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街9號,"24.56342628012352, 120.8171468577629",1.0,"189 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路114號,"24.562661543169703, 120.81656458138994",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路120-1號,"24.562612977677848, 120.8165428797812",1.0,"45 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路136-1號,"24.562495400770104, 120.81658626240531",1.0,"20 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路136號,"24.563397884193513, 120.81686030026765",1.0,"20 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路136號,"24.56234770612858, 120.81643573862955",1.0,"42 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路180號,"24.563188290770018, 120.81675639947152",1.0,"80 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路184號,"24.562864784509557, 120.82034000479479",1.0,"29 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路188號,"24.563558111837963, 120.81688564265096",1.0,"110 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路192號,"24.563558111837963, 120.81688564265096",1.0,"48 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路181號,"24.564113717000403, 120.81694914389504",1.0,"64 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路183號,"24.56358675587063, 120.81675827945679",1.0,"45 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路185號,"24.562864098173993, 120.8203401102479",1.0,"34 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市莊敬街14號,"24.5617045468666, 120.81652138303279",1.0,"266 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷42號,"24.562270523685925, 120.81611245188584",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷42號,"24.563061948688453, 120.8174016565743",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷44號,"24.564133378794054, 120.8172719060045",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市府前路160巷45號,"24.564151495346426, 120.81724893561191",1.0,"66 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街51巷18號,"24.564151495346426, 120.81724893561191",1.0,"29 ",苗栗分局,文山所,
正得鋼鐵,福麗里,苗栗縣苗栗市饒平街51巷31號,"24.564211778658006, 120.81707906424164",1.0,"20 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街83巷18號,"24.564211778658006, 120.81707906424164",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街83巷18號,"24.564367696575005, 120.81712131564791",1.0,"24 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街83巷4號,"24.56146143943421, 120.81671403520482",1.0,"61 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街85-2號,"24.561490361243717, 120.81662983883975",1.0,"48 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街99號,"24.56143837942089, 120.81643585896082",1.0,"21 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街87號,"24.561616143097332, 120.81637125307907",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街89號,"24.561615835115592, 120.81634909566961",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街91號,"24.564291770057768, 120.81538440964565",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街121號,"24.56428224292023, 120.81587648708506",1.0,"25 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街125號,"24.559591, 120.813709",1.0,"53 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街127號,"24.55846432745053, 120.81748640398276",1.0,"53 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街148號,"24.558610860925274, 120.81744277373642",2.0,"546 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街151號,"24.559010992842698, 120.81716531747745",1.0,"54 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街48號,"24.561901650816523, 120.81557714024297",1.0,"56 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街92號,"24.57615451422917, 120.81235846986992",1.0,"30 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市北安街94號,"24.576156200116483, 120.8123590830585",1.0,"30 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路100號,"24.56623276361921, 120.81034137140585",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷15號,"24.566408199259683, 120.8100417740458",1.0,"113 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷19號,"24.566428452517606, 120.8099952739495",1.0,"69 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷19號,"24.560337111399235, 120.8179380063232",1.0,"69 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷號,"24.56042612628439, 120.81778775956312",1.0,"36 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷3號,"24.56039591716666, 120.81774443806482",1.0,"33 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷36號,"24.56029823524975, 120.81765909343893",1.0,"34 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷38號,"24.560065745244945, 120.81742307021665",1.0,"34 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷40號,"24.559995528061165, 120.81735825885217",1.0,"36 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷4號,"24.559888029892978, 120.8172938858371",1.0,"36 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷50號,"24.559840299403618, 120.81679924652089",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路101巷8號,"24.559928348221245, 120.81660699015312",1.0,"32 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路10號,"24.559928348221245, 120.81660699015312",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路103號,"24.560055372942973, 120.8170786561632",1.0,"30 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路103號,"24.559989557933427, 120.81707579643555",1.0,"30 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路104號,"24.559822548499938, 120.81682223462755",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路107號,"24.560699732282625, 120.81626379878594",1.0,"30 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路11號,"24.560709117989447, 120.81628492318691",1.0,"36 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市和平路138巷11號,"24.560651878585702, 120.81626508824151",1.0,"52 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市和平路138巷36號,"24.562463343728798, 120.81622458627082",1.0,"26 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市和平路86號,"24.56014262645526, 120.8172083470424",1.0,"213 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市華民路43號,"24.560055372942973, 120.8170786561632",1.0,"45 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市華民路45號,"24.559989557933427, 120.81707579643555",1.0,"42 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市華民路45號,"24.56013969488786, 120.81694624218657",1.0,"41 ",苗栗分局,文山所,
精美適有限公司(TOTO),福麗里,苗栗縣苗栗市華民路49號,"24.559822548499938, 120.81682223462755",1.0,"36 ",苗栗分局,文山所,
精美適有限公司(TOTO),福麗里,苗栗縣苗栗市華民路49號,"24.56337363950571, 120.8158781399871",1.0,"36 ",苗栗分局,文山所,
精美適有限公司(TOTO),福麗里,苗栗縣苗栗市華民路51號,"24.56342270691678, 120.81632781711113",1.0,"36 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街64號,"24.563512919081, 120.81652389995725",1.0,"30 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街66號,"24.563450057614975, 120.81639283478808",1.0,"24 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街74號,"24.563461427815366, 120.81635023495413",1.0,"38 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街76號,"24.563726521734758, 120.8163923931559",1.0,"93 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市饒平街80號,"24.563745641728183, 120.81639176355888",1.0,"81 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市民族路156號,"24.563801426131647, 120.81733711418012",1.0,"38 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市華民路85巷9號,"24.564035164421874, 120.8172514850305",1.0,"25 ",苗栗分局,文山所,
福麗活動中心,福麗里,苗栗縣苗栗市國華路111號,"24.563391901046185, 120.81737919948561",2.0,"23489 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路113號,"24.563471269015317, 120.81733808077135",1.0,"28 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路115號,"24.559469926112, 120.81658534350436",1.0,"34 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路143號,"24.559469926112, 120.81658534350436",1.0,"38 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市至公路414-2號,"24.559469926112, 120.81658534350436",1.0,"80 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市文發路360號,"24.559469926112, 120.81658534350436",1.0,"80 ",苗栗分局,文山所,
公寓,福麗里,苗栗縣苗栗市文發路362號,"24.558015274003072, 120.81652099194905",1.0,"34 ",苗栗分局,文山所,
