類別,建築物名稱,電腦編號,村里別,緯、經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註,"unnamed (1)"
公寓,中壢靈糧堂,EPA01475,信義里,"24.95135,121.235405",1.0,457,中壢分局,V,普仁所,
大樓,伯爵與夫人,EPA01476,仁義里,"24.968296,121.235072",3.0,4613,中壢分局,V,普仁所,
大樓,國際高鐵帝景特區,EPA01477,青山里,"25.008542,121.211394",2.0,846,中壢分局,V,青埔所,
大樓,宜誠天匯社區,EPA01478,過嶺里,"24.960704,121.164799",3.0,2236,中壢分局,V,大崙所,
大樓,名馳雋朗社區,EPA01479,過嶺里,"24.958171,121.166009",3.0,1373,中壢分局,V,大崙所,
透天,楊宅,EPA01480,內厝里,"24.979642,121.193231",1.0,43,中壢分局,V,大崙所,
透天,曾宅,EPA01481,內厝里,"24.97971,121.19322",1.0,43,中壢分局,V,大崙所,
透天,游宅,EPA01483,內厝里,"24.979632,121.193231",1.0,43,中壢分局,V,大崙所,
透天,傅宅,EPA01484,內厝里,"24.97969,121.193199",1.0,45,中壢分局,V,大崙所,
大樓,新世紀特區,EPA01485,洽溪里,"25.00753,121.202239",2.0,1916,中壢分局,V,青埔所,
大樓,佳瑞M+,EPA01486,青埔里,"25.006957,121.220214",3.0,1254,中壢分局,V,青埔所,
大樓,微笑城堡,EPA01488,復華里,"24.971296,121.250429",2.0,3027,中壢分局,V,文化所,
大樓,涵韻,EPA01489,興華里,"24.974681,121.248305",3.0,704,中壢分局,V,文化所,
公教機構,經濟部標準檢驗局新竹分局,EPA01490,忠義里,"24.966782,121.240942",0.0,103,中壢分局,V,文化所,
大樓,首富社區,EPA01491,青山里,"25.008815,121.212434",2.0,1788,中壢分局,V,青埔所,
大樓,麒寶國際會館,EPA01492,洽溪里,"25.012682,121.203551",2.0,1107,中壢分局,V,青埔所,
大樓,日光苑,EPA01493,芝芭里,"25.002595,121.204839",2.0,976,中壢分局,V,青埔所,
大樓,和瑞捷境,EPA01494,忠福里,"24.972353,121.227648",3.0,1877,中壢分局,V,中福所,
公家機構,銀行廣場地下停車場,EPA01495,興南里,"24.962544,121.230043",3.0,2060,中壢分局,V,中壢所,
大樓,大學誠,EPA01496,五權里,"24.960082,121.205197",3.0,1380,中壢分局,V,興國所,
大樓,佳昂躍世界,EPA01497,青溪里,"25.006744,121.203202",3.0,1191,中壢分局,V,青埔所,
大樓,東方明珠,EPA01498,青峰里,"25.0205738,121.2195488",2.0,1278,中壢分局,V,青埔所,
大樓,太子馥,EPA01499,青山里,"25.006643,121.212926",2.0,2673,中壢分局,V,青埔所,
大樓,世界MRT,EPA01500,芝芭里,"25.006302,121.20071",2.0,1743,中壢分局,V,青埔所,
大樓,尊藏帝苑,EPA01501,芝芭里,"25.001889,121.206947",2.0,1479,中壢分局,V,青埔所,
大樓,紐約線上,EPA01502,青埔里,"25.005723,121.21707",3.0,1190,中壢分局,V,青埔所,
大樓,太睿A19,EPA01503,洽溪里,"25.021003,121.196172",2.0,1535,中壢分局,V,青埔所,
大樓,益展詠富,EPA01504,龍興里,"24.937645,121.234357",3.0,838,中壢分局,V,龍興所,
大樓,藏悅大廈,EPA01505,五權里,"24.960045,121.205462",3.0,2050,中壢分局,V,興國所,
透天,格百鑫股份有限公司,EPA01506,中榮里,"24.954689,121.218983",1.0,120,中壢分局,V,中壢所,
透天,卓宅,EPA01507,新明里,"24.959473,121.211385",1.0,235,中壢分局,,興國所,
透天,,EPA01508,仁美里,"24.944661,121.248463",1.0,77,中壢分局,,仁愛所,
大樓,東京線上,EPA01509,青溪里,"25.007625,121.202212",3.0,1036,中壢分局,V,青埔所,
透天,,EPA01510,東興里,"24.95126,121.224862",2.0,195,中壢分局,V,中壢所,
公寓,晶曜社區,EPA01511,龍慈里,"24.937118,121.246263",2.0,419,中壢分局,V,龍興所,
公寓,伍金企業股份有限公司,EPA01512,內定里,"24.99033,121.241732",1.0,815,中壢分局,,文化所,
公寓,慶澤居,EPA01513,興福里,"24.96745,121.230135",2.0,422,中壢分局,V,中福所,
公寓,青沐,EPA01514,洽溪里,"25.012903,121.205932",2.0,452,中壢分局,V,青埔所,
大樓,布拉格水立方二期,EPA01515,青山里,"25.005624,121.211448",2.0,1056,中壢分局,V,青埔所,
大樓,宜誠大容國美館,EPA01516,青山里,"25.004598,121.210827",2.0,2040,中壢分局,V,青埔所,
大樓,,EPA01517,復華里,"24.969852,121.251642",3.0,4340,中壢分局,V,文化所,
大樓,日月光半導體股份有限公司,EPA01518,復華里,"24.969833,121.25174",3.0,19958,中壢分局,V,文化所,
大樓,大清哈佛社區,EPA01519,過嶺里,"24.960356,121.166582",2.0,2703,中壢分局,V,大崙所,
大樓,懷寧醫院,EPA01520,五權里,"24.961409,121.205358",4.0,1512,中壢分局,V,興國所,
公寓,台灣產健股份有限公司,EPA01521,興國里,"24.962631,121.220571",1.0,453,中壢分局,,興國所,
大樓,宮廷樂章,EPA01522,金華里,"24.964324,121.223401",2.0,3956,中壢分局,V,中福所,
公寓,青昕,EPA01523,青埔里,"25.005723,121.220206",1.0,325,中壢分局,V,青埔所,
大樓,世界CBD,EPA01524,青埔里,"25.006965,121.217949",3.0,1282,中壢分局,V,青埔所,
大樓,佳昂河沐,EPA01525,青山里,"25.004978,121.210337",3.0,1083,中壢分局,V,青埔所,
大樓,幸福大院,EPA01526,復華里,"24.973069,121.250225",2.0,5580,中壢分局,V,文化所,
公寓,國際高鐵上品苑,EPA01527,洽溪里,"25.013,121.204653",1.0,511,中壢分局,V,青埔所,
大樓,上城捷境,EPA01528,青埔里,"25.005355,121.216293",3.0,1408,中壢分局,V,青埔所,
大樓,明日苑NO1國品苑,EPA01529,青埔里,"25.007266,121.218213",3.0,791,中壢分局,V,青埔所,
大樓,國際高鐵捷運首席,EPA01530,洽溪里,"25.0065,121.202302",3.0,1938,中壢分局,V,青埔所,
大樓,海德公園,EPA01531,青峰里,"25.018352,121.220657",2.0,841,中壢分局,V,青埔所,
大樓,東方明珠NO2,EPA01532,青峰里,"25.021628,121.219479",3.0,1230,中壢分局,V,青埔所,
大樓,竹城羽田,EPA01533,青峰里,"25.0197661,121.2209482",3.0,1349,中壢分局,V,青埔所,
公寓,喜大人,EPA01534,青埔里,"25.017699,121.218231",1.0,402,中壢分局,V,青埔所,
大樓,麗朵,EPA01535,興福里,"24.972752,121.227874",3.0,3436,中壢分局,V,中福所,
公寓,青川社區,EPA01536,月眉里,"25.011219,121.188633",1.0,376,中壢分局,V,大崙所,
大樓,振祥富御,EPA01537,自信里,"24.963474,121.254738",2.0,1295,中壢分局,V,自強所,
大樓,湯城世紀-領袖,EPA01538,忠義里,"24.967221,121.245748",4.0,5040,中壢分局,V,文化所,
透天,國致精密股份有限公司,EPA01539,文化里,"24.98295,121.24224",1.0,120,中壢分局,V,文化所,
大樓,富旺新世界,EPA01540,龍東里,"24.931168,121.250002",1.0,832,中壢分局,V,龍興所,
大樓,富旺新世紀,EPA01541,龍東里,"24.931015,121.248948",2.0,1213,中壢分局,V,龍興所,
大樓,昇公館,EPA01542,三民里,"24.965716,121.216512",2.0,1690,中壢分局,V,興國所,
大樓,帝一莊社區,EPA01543,青峰里,"25.0239504,121.2201981",2.0,3577,中壢分局,V,青埔所,
大樓,順儷MIHO,EPA01544,青溪里,"25.007799,121.205716",2.0,705,中壢分局,V,青埔所,
大樓,順儷,EPA01545,青峰里,"25.023127,121.218616",2.0,751,中壢分局,V,青埔所,
大樓,順儷V2,EPA01546,青峰里,"25.0227197,121.2169036",2.0,646,中壢分局,V,青埔所,
大樓,鋒橋遠見,EPA01547,洽溪里,"25.01312,121.203808",2.0,629,中壢分局,V,青埔所,
公寓,晨豐建設有限公司,EPA01548,青埔里,"25.018038,121.222199",2.0,305,中壢分局,V,青埔所,
大樓,國際高鐵捷運之星,EPA01549,青峰里,"25.018425,121.223725",2.0,2361,中壢分局,V,青埔所,
大樓,太睿泰極,EPA01550,芝芭里,"25.001135,121.205347",2.0,1722,中壢分局,V,青埔所,
公寓,台中商業銀行中壢分行,EPA01551,金華里,"24.966165,121.225666",1.0,290,中壢分局,V,中福所,
透天,,EPA01552,新街里,"24.963959,121.233451",1.0,195,中壢分局,V,中壢所,
金融機構,法國紅,EPA01553,永光里,"24.963932,121.211819",3.0,273,中壢分局,V,興國所,
大樓,雲邸社區,EPA01554,龍德里,"24.934277,121.237553",2.0,2457,中壢分局,V,龍興所,
大樓,宜誠天匯2社區,EPA01555,過嶺里,"24.959784,121.165457",3.0,1557,中壢分局,V,大崙所,
大樓,太睿泰極,EPA01556,芝芭里,"25.001242,121.205379",2.0,1722,中壢分局,V,青埔所,
大樓,AIC營邦企業,EPA01557,青峰里,"25.023683,121.216676",2.0,926,中壢分局,V,青埔所,
大樓,宜城當代國學館,EPA01558,青峰里,"25.019889,121.21878",2.0,2032,中壢分局,V,青埔所,
大樓,威均雙子星,EPA01559,芝芭里,"25.004469,121.204369",3.0,1291,中壢分局,V,青埔所,
大樓,璟都帝一琚,EPA01560,青峰里,"25.0222881,121.2209089",2.0,1222,中壢分局,V,青埔所,
大樓,國際高鐵御景,EPA01561,青溪里,"25.006857,121.208126",3.0,975,中壢分局,V,青埔所,
大樓,宜誠當代國瑭,EPA01562,洽溪里,"24.962515,121.23015",2.0,3060,中壢分局,V,青埔所,
大樓,太子馥NO2,EPA01563,青溪里,"25.008602,121.204177",3.0,3239,中壢分局,V,青埔所,
大樓,新潤明日苑NO3,EPA01564,青埔里,"25.011343,121.221304",4.0,543,中壢分局,V,青埔所,
大樓,和耀真諦,EPA01565,復華里,"24.971541,121.250456",3.0,978,中壢分局,V,文化所,
大樓,詠藏,EPA01566,興華里,"24.977999,121.248954",3.0,2291,中壢分局,V,文化所,
公寓,高榮禮拜堂,EPA01567,過嶺里,"24.959681,121.170874",1.0,370,中壢分局,V,大崙所,
大樓,青埔馥境社區,EPA01568,月眉里,"25.020826,121.181144",1.0,1078,中壢分局,V,大崙所,
大樓,高誠森仰社區,EPA01569,過嶺里,"24.962493,121.163954",2.0,1491,中壢分局,V,大崙所,
大樓,百川文隱,EPA01570,五福里,"24.959605,121.210758",3.0,726,中壢分局,V,興國所,
教育機構,青埔國中,EPA01571,青溪里,"25.011357,121.205993",1.0,809,中壢分局,,青埔所,
金融機構,曜見築,EPA01572,青山里,"25.019297,121.212321",2.0,1591,中壢分局,V,青埔所,
大樓,華固天圓,EPA01573,青溪里,"25.010506,121.205281",3.0,1925,中壢分局,V,青埔所,
大樓,新潤明日苑NO5國寶苑,EPA01574,青埔里,"25.011201,121.22195",4.0,535,中壢分局,V,青埔所,
大樓,宜誠有合,EPA01575,青溪里,"25.003021,121.20913",3.0,1138,中壢分局,V,青埔所,
大樓,力璞棧,EPA01576,青埔里,"25.008528,121.220095",3.0,928,中壢分局,V,青埔所,
大樓,新潤明日苑NO2國璽苑,EPA01577,青溪里,"25.007606,121.202202",4.0,2264,中壢分局,V,青埔所,
公寓,捷韻A19社區,EPA01578,月眉里,"25.013082,121.184445",1.0,437,中壢分局,V,大崙所,
大樓,鼎藏富御,EPA01579,普義里,"24.960632,121.230367",3.0,982,中壢分局,V,普仁所,
大樓,湯城世紀,EPA01580,忠義里,"24.968106,121.246842",2.0,3475,中壢分局,V,文化所,
透天,陳宅,EPA01581,光明里,"24.960949,121.214814",1.0,160,中壢分局,,興國所,
透天,,EPA01582,仁愛里,"24.95538,121.255245",1.0,254,中壢分局,,仁愛所,
大樓,華爾道夫NO1,EPA01583,芝芭里,"25.002071,121.208723",3.0,1477,中壢分局,V,青埔所,
大樓,新潤明日苑NO6,EPA01584,青溪里,"25.010421,121.208295",3.0,1735,中壢分局,V,青埔所,
大樓,太睿澐極,EPA01585,青溪里,"25.006701,121.209182",3.0,1318,中壢分局,V,青埔所,
大樓,翔譽17,EPA01586,青峰里,"25.02315,121.218816",3.0,1103,中壢分局,V,青埔所,
大樓,佳瑞盈+,EPA01587,青埔里,"25.005996,121.222521",2.0,1166,中壢分局,V,青埔所,
大樓,昆旺一品閣,EPA01588,芝芭里,"25.003366,121.205092",3.0,1393,中壢分局,V,青埔所,
大樓,一品院,EPA01589,青埔里,"25.005757,121.219874",3.0,1308,中壢分局,V,青埔所,
大樓,宏普光年NO2,EPA01590,青埔里,"25.007698,121.20226",3.0,1704,中壢分局,V,青埔所,
大樓,聯上世界,EPA01591,青山里,"25.009475,121.210974",3.0,1717,中壢分局,V,青埔所,
大樓,綠景,EPA01592,芝芭里,"25.003764,121.205865",2.0,983,中壢分局,V,青埔所,
大樓,樺龍康橋新幹線NO8,EPA01593,洽溪里,"25.009144,121.201626",2.0,575,中壢分局,V,青埔所,
大樓,竹風航空城NO1,EPA01594,青溪里,"25.002181,121.207815",3.0,1457,中壢分局,V,青埔所,
公寓,富貴旺築,EPA01595,青埔里,"25.005127,121.220969",1.0,503,中壢分局,V,青埔所,
大樓,琴海,EPA01596,洽溪里,"25.013775,121.205279",3.0,1555,中壢分局,V,青埔所,
大樓,小森光/島嶼森,EPA01597,青峰里,"25.0234015,121.2166446",2.0,773,中壢分局,V,青埔所,
大樓,玖都SWEET東方文華,EPA01598,青峰里,"25.019208,121.222479",3.0,1345,中壢分局,V,青埔所,
大樓,興聚沐川,EPA01599,幸福里,"24.964924,121.233154",3.0,1477,中壢分局,V,中福所,
大樓,中大雲鼎社區,EPA01600,內厝里,"24.974365,121.197177",2.0,544,中壢分局,V,大崙所,
大樓,鼎藏富御,EPA01601,普義里,"24.960603,121.230335",3.0,817,中壢分局,V,普仁所,
大樓,心巢,EPA01602,龍岡里,"24.930177,121.248783",3.0,1108,中壢分局,V,龍興所,
大樓,京采,EPA01603,東興里,"24.953768,121.228381",4.0,1251,中壢分局,V,中壢所,
大樓,百川文隱,EPA01604,五福里,"24.95953,121.210895",3.0,796,中壢分局,V,興國所,
大樓,櫻花里,EPA01605,文化里,"24.978297,121.247672",2.0,1122,中壢分局,V,文化所,
大樓,布拉格之鷹,EPA01606,青山里,"25.006483,121.212708",2.0,1421,中壢分局,V,青埔所,
大樓,佳泰智匯城社區,EPA01607,過嶺里,"24.962966,121.166138",3.0,2177,中壢分局,V,大崙所,
大樓,國際金融雙星,EPA01608,青埔里,"25.009302,121.217271",3.0,4189,中壢分局,V,青埔所,
大樓,富律社區,EPA01609,中正里,"24.961923,121.264004",2.0,375,中壢分局,V,自強所,
大樓,海童日式料理,EPA01610,永光里,"24.966222,121.218744",2.0,825,中壢分局,V,興國所,
大樓,峰雲社區,EPA01611,過嶺里,"24.960508,121.169086",3.0,985,中壢分局,V,大崙所,
大樓,中原Double社區,EPA01612,普忠里,"24.95868,121.243051",3.0,1397,中壢分局,V,普仁所,
大樓,喜瑞社區,EPA01613,過嶺里,"24.959398,121.168388",3.0,972,中壢分局,V,大崙所,
大樓,川睦叡極,EPA01614,青溪里,"25.002422,121.209895",3.0,2039,中壢分局,V,青埔所,
公寓,翰築攬翠社區,EPA01615,月眉里,"25.015704,121.194456",2.0,405,中壢分局,V,大崙所,
大樓,順儷MOMA,EPA01616,青溪里,"25.002271,121.209409",2.0,625,中壢分局,V,青埔所,
大樓,悅新西雅圖/綠波廊,EPA01617,洽溪里,"25.025521,121.201759",2.0,1344,中壢分局,V,青埔所,
大樓,中悅八京NO1,EPA01618,青埔里,"25.008508,121.218372",3.0,1641,中壢分局,V,青埔所,
大樓,勝旺雲詠,EPA01619,青峰里,"25.02204,121.215519",2.0,3560,中壢分局,V,青埔所,
大樓,豐達心藝社區,EPA01620,中興里,"24.961915,121.255828",2.0,796,中壢分局,V,自強所,
大樓,大清劍橋社區,EPA01621,過嶺里,"24.961284,121.168438",2.0,1531,中壢分局,V,大崙所,
大樓,成盛清松NO8社區,EPA01622,月眉里,"25.007695,121.193455",2.0,1100,中壢分局,V,大崙所,
大樓,海德一號社區,EPA01623,過嶺里,"24.96052,121.163742",3.0,2515,中壢分局,V,大崙所,
大樓,,EPA01624,永興里,"24.959429,121.221363",3.0,607,中壢分局,V,中壢所,
大樓,宜誠耀/宜誠天匯NO3社區,EPA01625,過嶺里,"24.96061,121.1678",3.0,2306,中壢分局,V,大崙所,
大樓,富宇東方悅,EPA01626,青溪里,"25.007905,121.203284",3.0,1367,中壢分局,V,青埔所,
大樓,花田囍事社區,EPA01627,月眉里,"25.00714,121.191181",2.0,3374,中壢分局,V,大崙所,
大樓,泊水漾,EPA01628,華勛里,"24.94639,121.25961",3.0,1722,中壢分局,V,仁愛所,
大樓,嘉鼎京悅,EPA01629,福德里,"24.97711,121.257898",3.0,2230,中壢分局,V,內壢所,
大樓,敦美松仁社區,EPA01630,過嶺里,"24.959035,121.170053",2.0,1249,中壢分局,V,大崙所,
透天,統宇電研股份有限公司,EPA01631,興和里,"24.966436,121.222432",1.0,195,中壢分局,V,興國所,
大樓,京懋華爾道夫二期,EPA01632,青埔里,"25.012439,121.221468",3.0,1585,中壢分局,V,青埔所,
大樓,宜雄玉荷,EPA01633,洽溪里,"25.016314,121.199611",2.0,1305,中壢分局,V,青埔所,
大樓,宜誠當代國璞,EPA01634,青埔里,"25.007597,121.222676",2.0,1077,中壢分局,V,青埔所,
金融機構,,EPA01635,明德里,"24.94655,121.231464",2.0,657,中壢分局,V,普仁所,
大樓,貫旭企業有限公司,EPA01636,永福里,"24.973276,121.234557",2.0,2125,中壢分局,V,中福所,
大樓,京松社區,EPA01637,後寮里,"24.944632,121.244848",3.0,969,中壢分局,V,普仁所,
大樓,匯東方社區,EPA01638,振興里,"24.93885,121.230431",3.0,963,中壢分局,V,龍興所,
大樓,新潤國峰苑,EPA01639,芝芭里,"25.001374,121.204766",3.0,2145,中壢分局,V,青埔所,
公家機構,双囍大廈,EPA01640,中堅里,"24.938019,121.254643",1.0,106,中壢分局,V,仁愛所,
金融機構,天耀社區,EPA01641,過嶺里,"24.959366,121.171507",3.0,1428,中壢分局,V,大崙所,
大樓,忠孝大道NO1,EPA01642,忠孝里,"24.976963,121.255717",3.0,1332,中壢分局,V,內壢所,
教育機構,"健行科技大學 
民生與設計學院",EPA01643,明德里,"24.949549,121.229474",4.0,707,中壢分局,V,普仁所,
大樓,佳陞巴黎線上,EPA01644,洽溪里,"25.01123,121.203377",3.0,738,中壢分局,V,青埔所,
大樓,花園城堡,EPA01645,後寮里,"24.94083,121.24517",3.0,1835,中壢分局,V,普仁所,
大樓,民權經典,EPA01646,光明里,"24.963169,121.217684",5.0,2560,中壢分局,V,興國所,
大樓,新潤國都苑,EPA01647,洽溪里,"25.00846,121.200785",4.0,1901,中壢分局,V,青埔所,
工廠,養樂多股份有限公司,EPA01648,復華里,"24.969123,121.244626",0.0,495,中壢分局,V,文化所,
大樓,湖JIA社區,EPA01649,月眉里,"25.012964,121.183732",2.0,1119,中壢分局,V,大崙所,
大樓,皇居大苑,EPA01650,青埔里,"25.00736,121.221738",2.0,1993,中壢分局,V,青埔所,
大樓,佳瑞幸福捷境,EPA01651,青埔里,"25.005568,121.213702",2.0,1110,中壢分局,V,青埔所,
大樓,益欣淳品,EPA01652,龍德里,"24.93763,121.234671",3.0,1071,中壢分局,V,龍興所,
大樓,璟都HOME1,EPA01653,洽溪里,"25.007101,121.200202",3.0,3246,中壢分局,V,青埔所,
工廠,高力熱處理工業股份有限公司,EPA01654,內定里,"24.98786,121.249611",2.0,1111,中壢分局,V,文化所,
公寓,"SUBARU_台灣意美汽車股份有限公司 ",EPA01655,忠福里,"24.976174,121.239794",0.0,438,中壢分局,,中福所,
透天,謝宅,EPA01656,青山里,"25.007344,121.213425",1.0,311,中壢分局,,青埔所,
公寓,彥霖室內設計,EPA01657,青埔里,"25.016075,121.220037",0.0,444,中壢分局,V,青埔所,
教育機構,中原大學熱誠宿舍,EPA01658,普忠里,"24.960806,121.245769",1.0,622,中壢分局,V,普仁所,
大樓,禮居,EPA01659,華愛里,"24.95151,121.257235",2.0,1248,中壢分局,V,仁愛所,
工廠,一品鑽石工業股份有限公司,EPA01660,內定里,"24.988911,121.239994",1.0,1651,中壢分局,V,文化所,
教育機構,中壢家商,EPA01661,中榮里,"24.95371,121.21991",1.0,1007,中壢分局,V,中壢所,
大樓,大睦森悅,EPA01662,青埔里,"25.008486,121.221029",3.0,1838,中壢分局,V,青埔所,
大樓,竹風青田,EPA01663,洽溪里,"25.011272,121.201128",3.0,2576,中壢分局,V,青埔所,
公寓,國際高鐵桂冠,EPA01664,青山里,"25.006422,121.213552",2.0,442,中壢分局,V,青埔所,
大樓,大學城,EPA01665,中正里,"24.963521,121.265305",2.0,862,中壢分局,V,自強所,
公寓,謝白宅,EPA01666,青山里,"25.00798,121.215777",2.0,385,中壢分局,V,青埔所,
大樓,聯上世紀,EPA01667,青埔里,"25.005098,121.216656",3.0,604,中壢分局,V,青埔所,
大樓,龍城,EPA01668,華愛里,"24.946894,121.260012",2.0,862,中壢分局,V,仁愛所,
大樓,布拉格站前之星,EPA01669,青埔里,"25.014994,121.218751",3.0,2688,中壢分局,V,青埔所,
大樓,,EPA01670,新街里,"24.961884,121.22626",3.0,1598,中壢分局,V,中壢所,
公寓,泊林景觀社區,EPA01671,月眉里,"25.011355,121.184491",2.0,508,中壢分局,V,大崙所,
大樓,禮昂,EPA01672,華愛里,"24.951481,121.257278",2.0,603,中壢分局,V,仁愛所,
大樓,忠孝大道NO2,EPA01673,忠孝里,"24.977098,121.255636",3.0,1315,中壢分局,V,內壢所,
金融機構,大園農會,EPA01674,青山里,"25.007715,121.21342",2.0,604,中壢分局,V,青埔所,
大樓,天祥,EPA01675,華勛里,"24.946332,121.258924",3.0,2888,中壢分局,V,仁愛所,
大樓,NY好漾社區,EPA01676,過嶺里,"24.960533,121.167821",3.0,1402,中壢分局,V,大崙所,
大樓,圓光文教弘化館,EPA01677,月眉里,"25.004890,121.190072",2.0,3357,中壢分局,V,大崙所,
大樓,MyCASA/集富,EPA01678,龍興里,"24.938514,121.23265",4.0,1313,中壢分局,V,龍興所,
大樓,太子馥三期,EPA01679,青山里,"25.004000,121.211261",3.0,1898,中壢分局,V,青埔所,
透天,黃陳宅,EPA01680,內厝里,"24.974965,121.178956",0.0,7,中壢分局,,大崙所,
大樓,竹風青庭,EPA01681,青溪里,"25.006527,121.200709",3.0,2219,中壢分局,V,青埔所,
透天,洪宅,EPA01682,青埔里,"25.01764,121.218324",1.0,195,中壢分局,,青埔所,
大樓,青業電子工業股份有限公司,EPA01683,永福里,"24.968191,121.239267",3.0,1045,中壢分局,V,中福所,
金融機構,順儷米蘭達,EPA01684,青溪里,"25.008629,121.20653",3.0,1252,中壢分局,V,青埔所,
公寓,Line新家社區,EPA01685,內厝里,"24.983688,121.180409",2.0,403,中壢分局,V,大崙所,
大樓,普忠大道,EPA01686,仁愛里,"24.954703,121.251392",2.0,1479,中壢分局,V,仁愛所,
大樓,合康新天地,EPA01687,復興里,"24.977359,121.246928",2.0,2460,中壢分局,V,文化所,
大樓,藍海帝國No5社區,EPA01688,過嶺里,"24.961551,121.163169",2.0,1088,中壢分局,,大崙所,
大樓,中悅柏軒,EPA01689,青埔里,"25.008487,121.21881",3.0,1110,中壢分局,V,青埔所,
工廠,台灣華可貴股份有限公司,EPA01690,內定里,"24.988997,121.245346",1.0,130,中壢分局,V,文化所,
大樓,寶徠花園,EPA01691,青山里,"25.011385,121.211542",5.0,2548,中壢分局,V,青埔所,
公寓,安立司食品股份有限公司,EPA01692,永福里,"24.978336,121.235295",1.0,410,中壢分局,V,中福所,
大樓,內壢之心/幸福大院NO2,EPA01693,復華里,"24.973319,121.25046",2.0,1962,中壢分局,V,文化所,
公寓,歐洲夢生活館,EPA01694,青溪里,"25.009242,121.206917",1.0,227,中壢分局,V,青埔所,
透天,傳世一品苑,EPA01695,永興里,"24.95937,121.221352",1.0,306,中壢分局,,中壢所,
大樓,捷寶雲品,EPA01696,青埔里,"25.00863,121.221941",2.0,2098,中壢分局,V,青埔所,
大樓,"禾林RICH ONE",EPA01697,青埔里,"25.007901,121.219602",3.0,2055,中壢分局,V,青埔所,
大樓,文華漾,EPA01698,振興里,"24.935399,121.231136",3.0,1838,中壢分局,V,龍興所,
大樓,吉富捷靜2即富捷徑社區,EPA01699,內厝里,"24.986268,121.191106",2.0,857,中壢分局,V,大崙所,
大樓,心悅三品社區,EPA01700,中正里,"24.963472,121.262245",2.0,454,中壢分局,V,自強所,
大樓,玖都捷座,EPA01701,青峰里,"25.023276,121.217665",3.0,1115,中壢分局,,青埔所,
大樓,宜雄玉環,EPA01702,青山里,"25.005287,121.210025",3.0,530,中壢分局,V,青埔所,
大樓,,EPA01703,新街里,"24.964149,121.226325",3.0,3071,中壢分局,V,中壢所,
公寓,參倆參攝影棚,EPA01704,青溪里,"25.010291,121.207382",1.0,330,中壢分局,V,青埔所,
大樓,京沅綻社區,EPA01705,過嶺里,"24.961372,121.165411",3.0,964,中壢分局,V,大崙所,
大樓,皇樓景堡,EPA01706,青埔里,"25.008772,121.221602",2.0,589,中壢分局,V,青埔所,
大樓,站前A+,EPA01707,青埔里,"25.01414,121.220333",3.0,1947,中壢分局,V,青埔所,
大樓,青墨集,EPA01708,青溪里,"25.007803,121.205999",3.0,1065,中壢分局,V,青埔所,
大樓,太子松馥社區,EPA01709,過嶺里,"24.959166,121.16715",2.0,3008,中壢分局,V,大崙所,
大樓,康鈞湛社區,EPA01710,莊敬里,"24.96677,121.256809",2.0,1097,中壢分局,,自強所,
教育機構,,EPA01711,普忠里,"24.9587,121.246213",1.0,86,中壢分局,,普仁所,
大樓,HELLO棧,EPA01712,青山里,"25.016739,121.212793",3.0,1552,中壢分局,V,青埔所,
公寓,,EPA01713,明德里,"24.948179,121.2317",1.0,371,中壢分局,,普仁所,
教育機構,萬能科技大學,EPA01714,永福里,"24.992688,121.230171",1.0,880,中壢分局,V,中福所,
大樓,宜誠艾美館,EPA01715,青峰里,"25.016165,121.220492",2.0,1298,中壢分局,V,青埔所,
工廠,揚秦國際企業股份有限公司,EPA01716,文化里,"24.984948,121.241725",1.0,1895,中壢分局,V,文化所,
公家機構,中壢國民運動中心,EPA01717,光明里,"24.96434,121.21601",2.0,1992,中壢分局,V,興國所,
教育機構,青埔國小,EPA01718,青埔里,"25.006987,121.213873",1.0,1231,中壢分局,V,青埔所,
大樓,,EPA01719,仁義里,"24.964336,121.235196",2.0,1533,中壢分局,V,普仁所,
大樓,和遠大學城,EPA01720,中正里,"24.96496,121.263393",2.0,1879,中壢分局,V,自強所,
大樓,赫力電機股份有限公司,EPA01721,文化里,"24.978624,121.247336",1.0,808,中壢分局,V,文化所,
公寓,明日禾禾,EPA01722,芝芭里,"25.00121,121.207884",4.0,433,中壢分局,V,青埔所,
大樓,鋒霖科技股份有限公司,EPA01723,永福里,"24.978374,121.234768",1.0,2134,中壢分局,V,中福所,
大樓,大睦微風,EPA01724,青埔里,"25.007511,121.221859",3.0,954,中壢分局,V,青埔所,
大樓,宜雄瓏耀社區,EPA01725,過嶺里,"24.95947,121.166581",3.0,1126,中壢分局,V,大崙所,
大樓,三鶯鼎硯,EPA01726,後寮里,"24.941969,121.245176",3.0,1435,中壢分局,V,普仁所,
大樓,光合硯,EPA01727,忠福里,"24.972771,121.227895",2.0,1614,中壢分局,V,中福所,
大樓,宜雄翔耀社區,EPA01728,過嶺里,"24.960266,121.166425",3.0,533,中壢分局,V,大崙所,
派出所,自強派出所,EPA01729,自強里,"24.967969,121.258368",1.0,2030,中壢分局,V,自強所,機敏單位
工廠,迅得機械,EPA01730,中正里,"24.960682,121.261348",1.0,445,中壢分局,V,自強所,
大樓,合康新天地,EPA01731,復興里,"24.977127,121.246886",2.0,1822,中壢分局,V,文化所,
大樓,威均國際商務城,EPA01732,青埔里,"25.014038,121.222462",3.0,7923,中壢分局,,青埔所,
