類別,電腦編號,村里別,經緯度,地下層數位址,可容納人數,轄管分局,備註
大樓,EPA01702,青山里,"25.005287,121.210025",1,1018.0,中壢分局,
大樓,EPA01703,新街里,"24.964149,121.226325",1,5896.0,中壢分局,
公寓,EPA01704,青溪里,"25.010291,121.207382",1,634.0,中壢分局,
大樓,EPA01705,過嶺里,"24.961372,121.165411",1,1851.0,中壢分局,
大樓,EPA01706,青埔里,"25.008772,121.221602",1,1130.0,中壢分局,
大樓,EPA01707,青埔里,"25.01414,121.220333",1,3739.0,中壢分局,
大樓,EPA01708,青溪里,"25.007803,121.205999",1,2045.0,中壢分局,
大樓,EPA01709,過嶺里,"24.959166,121.167150",1,5776.0,中壢分局,
大樓,EPA01710,莊敬里,"24.966770,121.256809",1,1317.0,中壢分局,
教育機構,EPA01711,普忠里,"24.958700,121.246213",1,104.0,中壢分局,
大樓,EPA01712,青山里,"25.016739,121.212793",1,2981.0,中壢分局,
公寓,EPA01713,明德里,"24.948179,121.231700",1,446.0,中壢分局,
教育機構,EPA01714,永福里,"24.992688,121.230171",1,1690.0,中壢分局,
大樓,EPA01715,青峰里,"25.019327,121.223153",1,2493.0,中壢分局,
大樓,EPA01716,文化里,"24.984948,121.241725",1,3640.0,中壢分局,
公家機構,EPA01717,光明里,"24.964450,121.215588",1,3824.0,中壢分局,
教育機構,EPA01718,青埔里,"25.006987,121.213873",1,2364.0,中壢分局,
大樓,EPA01719,仁義里,"24.964336,121.235196",1,2944.0,中壢分局,
大樓,EPA01720,中正里,"24.964960,121.263393",1,3608.0,中壢分局,
大樓,EPA01721,文化里,"24.978624,121.247336",1,1552.0,中壢分局,
公寓,EPA01722,芝芭里,"25.001210,121.207884",1,831.0,中壢分局,
大樓,EPA01723,永福里,"24.978374,121.234768",1,4098.0,中壢分局,
大樓,EPA01724,青埔里,"25.007511,121.221859",1,1832.0,中壢分局,
大樓,EPA01725,過嶺里,"24.959470,121.166581",1、2,2163.0,中壢分局,
大樓,EPA01726,後寮里,"24.941969,121.245176",1,2757.0,中壢分局,
大樓,EPA01727,忠福里,"24.972771,121.227895",1,3099.0,中壢分局,
大樓,EPA01728,過嶺里,"24.960266,121.166425",1,1023.0,中壢分局,
公家機構,EPA01729,自強里,"24.967969,121.258368",1,3898.0,中壢分局,
公寓,EPA01730,中正里,"24.960682,121.261348",1、2,854.0,中壢分局,
大樓,EPA01731,復興里,"24.977127,121.246886",1,3498.0,中壢分局,
大樓,EPA01732,青埔里,"25.014038,121.222462",1,9508.0,中壢分局,
公寓,EPA01733,芝芭里,"24.990283,121.214330",1,687.0,中壢分局,
大樓,EPA01734,芝芭里,"25.001634,121.203334",1,12643.0,中壢分局,
透天,EPA01735,內定里,"25.004633,121.231093",1,133.0,中壢分局,
大樓,EPA01736,芝芭里,"25.002021,121.206144",1,1478.0,中壢分局,
公寓,EPA01737,中建里,"24.956916,121.221495",1,433.0,中壢分局,
透天,EPA01738,新街里,"24.961505,121.225581",1,224.0,中壢分局,
大樓,EPA01739,青埔里,"25.008787,121.220397",1,2869.0,中壢分局,
大樓,EPA01740,芝芭里,"25.003317,121.205131",1,3363.0,中壢分局,
大樓,EPA01741,復興里,"24.977003,121.246733",1,1575.0,中壢分局,
大樓,EPA01742,過嶺里,"24.962150,121.165042",1,1936.0,中壢分局,
大樓,EPA01743,自治里,"24.964464,121.256713",1,1933.0,中壢分局,
大樓,EPA01744,青埔里,"25.015819,121.221549",1,9167.0,中壢分局,
大樓,EPA01745,新明里,"25.015819,121.221549",1,1467.0,中壢分局,
公寓,EPA01746,文化里,"24.959401,121.211976",1,505.0,中壢分局,
公寓,EPA01747,福德里,"24.974492,121.248193",1,812.0,中壢分局,
大樓,EPA01748,青埔里,"25.012321,121.221183",1,5452.0,中壢分局,
透天,EPA01749,三民里,"24.965224,121.212539",1,197.0,中壢分局,
公寓,EPA01750,山東里,"24.993389,121.177159",1,677.0,中壢分局,
公寓,EPA01751,復興里,"24.975835,121.247076",1,691.0,中壢分局,
大樓,EPA01752,月眉里,"25.001024,121.189718",1,4114.0,中壢分局,
大樓,EPA01753,仁義里,"24.967725,121.236313",1,1062.0,中壢分局,
透天,EPA01754,東興里,"24.954475,121.229431",1、2,303.0,中壢分局,
大樓,EPA01755,青埔里,"25.007276,121.221416",1、2,1686.0,中壢分局,
大樓,EPA01756,青埔里,"25.017975,121.213776",1,15081.0,中壢分局,
大樓,EPA01757,青埔里,"25.014307,121.213199",1,5623.0,中壢分局,
大樓,EPA01758,青埔里,"25.011828,121.223022",1,1906.0,中壢分局,
大樓,EPA01759,復興里,"24.977558,121.246512",1,1675.0,中壢分局,
大樓,EPA01760,青溪里,"25.010177,121.206944",1,2320.0,中壢分局,
公家機構,EPA01761,過嶺里,"24.961370,121.163880",1,1579.0,中壢分局,
透天,EPA01762,青埔里,"25.018347,121.222040",1,198.0,中壢分局,
大樓,EPA01763,洽溪里,"25.007188,121.200818",1,2752.0,中壢分局,
金融機構,EPA01764,中建里,"24.955599,121.222039",1,997.0,中壢分局,機敏單位
透天,EPA01765,永福里,"24.971920,121.233175",1,266.0,中壢分局,
大樓,EPA01766,五權里,"24.959176,121.205761",1、2,2728.0,中壢分局,
大樓,EPA01767,復興里,"24.975845,121.246801",1,4036.0,中壢分局,
大樓,EPA01768,青埔里,"25.013156,121.217567",1、2,12922.0,中壢分局,
大樓,EPA01769,青峰里,"25.019749,121.213884",1,1677.0,中壢分局,
大樓,EPA01770,永福里,"24.979565,121.234465",1,4204.0,中壢分局,
大樓,EPA01771,洽溪里,"25.011555,121.202661",1,2239.0,中壢分局,
大樓,EPA01772,成功里,"24.981096,121.256027",1,1565.0,中壢分局,
透天,EPA01773,青溪里,"25.012257,121.207209",1,251.0,中壢分局,
透天,EPA01774,中榮里,"24.953972,121.219210",1,122.0,中壢分局,
大樓,EPA01775,東興里,"24.953256,121.228243",1,1615.0,中壢分局,
大樓,EPA01776,忠義里,"24.967209,121.239961",1,1695.0,中壢分局,
透天,EPA01777,青埔里,"25.016165,121.220492",1,165.0,中壢分局,
大樓,EPA01778,青埔里,"25.005080,121.219707",1,1784.0,中壢分局,
大樓,EPA01779,青山里,"25.009563,121.210942",1,1384.0,中壢分局,
大樓,EPA01780,洽溪里,"25.009880,121.203452",1,3014.0,中壢分局,
大樓,EPA01781,青埔里,"25.015819,121.221485",1,1674.0,中壢分局,
大樓,EPA01782,華勛里,"24.946413,121.258873",1,3661.0,中壢分局,
大樓,EPA01783,自治里,"24.967822,121.259287",1,4962.0,中壢分局,
大樓,EPA01784,興平里,"24.965598,121.220572",1,1626.0,中壢分局,
大樓,EPA01785,過嶺里,"24.960356,121.163723",1,4877.0,中壢分局,
教育機構,EPA01786,自立里,"24.967559,121.252103",1,243.0,中壢分局,
教育機構,EPA01787,青溪里,"25.011274,121.206041",1,1879.0,中壢分局,
公寓,EPA01788,青山里,"25.005154,121.210383",1,650.0,中壢分局,
大樓,EPA01789,新街里,"24.961314,121.226487",1,1565.0,中壢分局,
公家機構,EPA01790,青埔里,"25.008156,121.215952",1,3810.0,中壢分局,
大樓,EPA01791,忠義里,"24.965157,121.239293",1,1030.0,中壢分局,
公寓,EPA01792,幸福里,"24.964543,121.231848",1,460.0,中壢分局,
大樓,EPA01793,內定里,"24.990237,121.241228",1,1454.0,中壢分局,
大樓,EPA01794,青埔里,"25.004322,121.222696",1,1312.0,中壢分局,
教育機構,EPA01795,五權里,"24.965852,121.194513",1、2,10213.0,中壢分局,
大樓,EPA01796,過嶺里,"24.961504,121.167644",1,2745.0,中壢分局,
大樓,EPA01797,永福里,"24.972173,121.239780",1,19285.0,中壢分局,
大樓,EPA01798,芝芭里,"25.005929,121.199879",1,1643.0,中壢分局,
公寓,EPA01799,青埔里,"25.006097,121.218181",1,552.0,中壢分局,
透天,EPA01800,龍昌里,"24.936101,121.247738",1,387.0,中壢分局,
大樓,EPA01801,青埔里,"25.008869,121.221581",1、2,1719.0,中壢分局,
大樓,EPA01802,洽溪里,"25.012167,121.206014",1,1373.0,中壢分局,
大樓,EPA01803,永福里,"24.982331,121.237083",1,3596.0,中壢分局,
大樓,EPA01804,五權里,"24.958986,121.204363",1,2595.0,中壢分局,
公家機構,EPA01805,金華里,"24.965837,121.225459",1,2335.0,中壢分局,
大樓,EPA01806,洽溪里,"25.016030,121.208205",1,2633.0,中壢分局,
透天,EPA01807,永福里,"24.982980,121.235333",1,74.0,中壢分局,
透天,EPA01808,普忠里,"24.961249,121.245742",1,122.0,中壢分局,
公寓,EPA01809,興平里,"24.964291,121.220379",1,759.0,中壢分局,
大樓,EPA01810,青溪里,"25.007635,121.202266",1,3243.0,中壢分局,
大樓,EPA01811,五權里,"24.960494,121.204300",1,1318.0,中壢分局,
公寓,EPA01812,東興里,"24.953739,121.228284",1,778.0,中壢分局,
公寓,EPA01813,復興里,"24.975839,121.246849",1,870.0,中壢分局,
公寓,EPA01814,仁德里,"24.953345,121.265371",1,824.0,中壢分局,
公寓,EPA01815,青峰里,"25.021259,121.219254",1,459.0,中壢分局,
大樓,EPA01816,內厝里,"24.976565,121.187160",1,2035.0,中壢分局,
大樓,EPA01817,青埔里,"25.005562,121.217028",1,1537.0,中壢分局,
大樓,EPA01818,青埔里,"25.007947,121.215649",1,6858.0,中壢分局,
金融機構,EPA01819,青埔里,"25.012800,121.217236",1,3624.0,中壢分局,機敏單位
大樓,EPA01820,芝芭里,"25.000873,121.191397",1,1276.0,中壢分局,
大樓,EPA01821,洽溪里,"25.012952,121.205021",1,1947.0,中壢分局,
大樓,EPA01822,洽溪里,"25.007112,121.201461",1,4511.0,中壢分局,
大樓,EPA01823,青山里,"25.008318,121.213409",1,2635.0,中壢分局,
大樓,EPA01824,永福里,"24.974438,121.238406",1,2173.0,中壢分局,
透天,EPA01825,月眉里,"25.000884,121.192119",1,199.0,中壢分局,
大樓,EPA01826,青埔里,"25.017895,121.221572",1,2673.0,中壢分局,
大樓,EPA01827,青峰里,"25.021581,121.215401",1,3756.0,中壢分局,
大樓,EPA01828,光明里,"24.965410,121.217684",1,2251.0,中壢分局,
大樓,EPA01829,後寮里,"24.943151,121.247317",1,7540.0,中壢分局,
大樓,EPA01830,洽溪里,"25.014046,121.203580",1,1341.0,中壢分局,
大樓,EPA01831,青峰里,"25.023133,121.220481",1,1476.0,中壢分局,
大樓,EPA01832,芝芭里,"25.003097,121.209287",1,4579.0,中壢分局,
大樓,EPA01833,青山里,"25.009496,121.213817",1,2207.0,中壢分局,
大樓,EPA01834,洽溪里,"25.006804,121.204802",1,749.0,中壢分局,
公家機關,EPA01835,中建里,"24.955909,121.221427",1,1946.0,中壢分局,
大樓,EPA01836,芝芭里,"25.001291,121.206319",1,5466.0,中壢分局,
大樓,EPA01837,芝芭里,"25.001673,121.203345",1,2646.0,中壢分局,
大樓,EPA01838,過嶺里,"24.963082,121.163515",1,1592.0,中壢分局,
