類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道,"unnamed (1)","unnamed (2)","unnamed (3)",placemark_address
公寓,私人住宅,EMA00443,玉山里,"24.9893432,121.3013699",1,150.0,桃園分局,,,,,,桃園區大同西路120巷1號
公寓,私人住宅,EMA00418,中正里,"24.9917544,121.2967755",1,117.0,桃園分局,,,,,,桃園區守法路16號
公寓,私人住宅,EMA00420,中正里,"24.9931688,121.296725",1,666.0,桃園分局,,,,,,桃園區守法路58號
公寓,私人住宅,EMA00423,中正里,"24.9937418,121.2967997",1,36.0,桃園分局,,,,,,桃園區守法路76巷2號
公寓,私人住宅,EMA00424,中正里,"24.9937491,121.296948",1,36.0,桃園分局,,,,,,桃園區守法路76巷6號
公寓,私人住宅,EMA00425,中正里,"24.9939756,121.2969451",1,40.0,桃園分局,,,,,,桃園區守法路76巷3號
公寓,私人住宅,EMA00426,中正里,"24.9939525,121.2970649",1,116.0,桃園分局,,,,,,桃園區守法路76巷5號
公寓,私人住宅,EMA00427,中正里,"24.9938623,121.2978441",1,5.0,桃園分局,,,,,,桃園區館後一街28號
公寓,私人住宅,EMA00429,中正里,"24.994315,121.2982447",1,8.0,桃園分局,,,,,,桃園區廈門街61巷6號
公寓,私人住宅,EMA00430,中正里,"24.994315,121.2982447",1,114.0,桃園分局,,,,,,桃園區廈門街61巷9號
大樓,私人住宅,EMA01377,光興里,"24.9923038,121.3012101",1、2,326.0,桃園分局,,,,,,桃園區縣府路18號
大樓,私人住宅,EMA01395,光興里,"24.9919802,121.2997768",1、2、3,1256.0,桃園分局,,O,,,,桃園區中山路528號
大樓,桃園市政府警政大樓,EMA01469,光興里,"24.9931923,121.2998669",1、2、3,2337.0,桃園分局,(機敏單位)警察單位,O,,,,桃園區縣府路51號
公寓,私人住宅,EMA00440,玉山里,"24.9879812,121.3023535",1,77.0,桃園分局,,,,,,桃園區大同西路68號
公寓,私人住宅,EMA00442,玉山里,"24.9888977,121.3024455",1,474.0,桃園分局,,,,,,桃園區秀山路67號
公寓,私人住宅,EMA00444,玉山里,"24.9878948,121.3022408",1,114.0,桃園分局,,,,,,桃園區大同西路73號
公寓,私人住宅,EMA00445,玉山里,"24.9882379,121.3017626",1,45.0,桃園分局,,,,,,桃園區大同西路91號
公寓,私人住宅,EMA00446,玉山里,"24.9912711,121.3035682",1,48.0,桃園分局,,,,,,桃園區育樂街21號
公寓,私人住宅,EMA00447,泰山里,"24.9914088,121.3012546",1,72.0,桃園分局,,,,,,桃園區復興路443號
大樓,私人住宅,EMA00335,中平里,"24.9889073,121.2933105",1、2,106.0,桃園分局,,,,,,桃園區中平路77巷20號
公寓,私人住宅,EMA00431,中平里,"24.9889144,121.2966871",1,89.0,桃園分局,,,,,,桃園區壽昌街102號
公寓,私人住宅,EMA01053,中平里,"24.988317,121.296514",1,332.0,桃園分局,,,,,,桃園區宏昌六街98號
公寓,私人住宅,EMA00338,中平里,"24.9910455,121.2933334",1,40.0,桃園分局,,,,,,桃園區中山路647號
公寓,桃園市桃園區中山國民小學,EMA00347,中山里,"24.9862392,121.2896871",1,782.0,桃園分局,,,,,,桃園區國際路一段1070號
公寓,桃園市桃園區中山國民小學,EMA01052,中山里,"24.9862392,121.2896871",1,992.0,桃園分局,,,,,,桃園區國際路一段1070號
公寓,桃園市桃園區中山國民小學,EMA01282,中山里,"24.9862392,121.2896871",1,581.0,桃園分局,,,,,,桃園區國際路一段1070號
大樓,春城VILLA社區,T97218,中原里,"24.9858582,121.2917095",1、2,2409.0,桃園分局,,O,,,,桃園區泰昌十一街37號
公寓,私人住宅,EMA01046,中山里,"24.9863115,121.2931397",1,629.0,桃園分局,," ",,,,桃園區中平路132號
公寓,中華電信桃園中平服務中心,EMA01284,中山里,"24.9869247,121.292185",1,1516.0,桃園分局,,O,,,,桃園區宏昌六街237號
公寓,長泰大樓,T97324,中山里,"24.9860707,121.2931584",1,1057.0,桃園分局,,O,,,,桃園區中平路136號
公寓,私人住宅,EMA00336,中山里,"24.9907891,121.2913228",1,93.0,桃園分局,,,,,,桃園區中山路709號
公寓,集賢大樓,EMA00337,中平里,"24.9909181,121.2920351",1,200.0,桃園分局,,,,,,桃園區中山路687號
公寓,私人住宅,EMA00343,中山里,"24.9892106,121.2907303",1,644.0,桃園分局,,,,,,桃園區吉昌街123號
大樓,富豪林園社區,EMA00348,中山里,"24.9883262,121.2911558",1、2,2038.0,桃園分局,,O,,,,桃園市桃園區泰昌十街2號
公寓,私人住宅,EMA00432,中山里,"24.9900279,121.2918601",1,546.0,桃園分局,," ",,,,桃園區中平路18號
大樓,桃園大賞社區,EMA01162,中山里,"24.9904722,121.2903268",1、2、3,4308.0,桃園分局,,O,,,,桃園區中山路775號
公寓,延壽吉祥社區,EMA00402,中路里,"24.9939819,121.289186",1,441.0,桃園分局,,,,,,桃園區延壽街159號
公寓,私人住宅,EMA00394,中路里,"24.9906989,121.289436",1,89.0,桃園分局,,,,,,桃園區中山路854號
公寓,私人住宅,EMA00396,中路里,"24.9913339,121.2885925",1,726.0,桃園分局,,,,,,桃園區國際路二段36號
公寓,國際雙星社區,EMA01378,中路里,"24.9907951,121.2886569",1,641.0,桃園分局,,,,,,桃園區衡陽二街8號
大樓,美學苑社區,EMA01411,中路里,"24.9911834,121.2914322",1、2、3,3194.0,桃園分局,,O,,,,桃園區中山路788巷3號
公寓,私人住宅,EMA01250,泰山里,"24.9911215,121.2974253",1,416.0,桃園分局,,,,,,桃園區中山路511號
公寓,私人住宅,EMA01437,泰山里,"24.9895749,121.2960512",1,605.0,桃園分局,,,,,,桃園區中山路507巷60弄7號
大樓,亞洲商業大樓,EMA00339,中山里,"24.9876127,121.2926818",1、2、3,213.0,桃園分局,,,,,,桃園區中平路98號
公寓,歡喜百年社區,EMA00401,中路里,"24.9932392,121.2883502",1,3357.0,桃園分局,,O,,,,桃園區國際路二段130號
大樓,森活達人日麗社區,EMA01393,中原里,"24.9865373,121.297647",1、2,1377.0,桃園分局,,O,,,,桃園區泰昌一街35號
大樓,森活達人日麗社區,EMA01394,中原里,"24.9868521,121.2973747",1、2,1193.0,桃園分局,,O,,,,桃園區泰昌一街32號
公寓,長鴻金廈社區,EMA00403,豐林里,"24.9817413,121.306396",1,20.0,桃園分局,,,,,,桃園區南豐三街12號
公寓,吉多臻寶社區,EMA00454,福林里,"24.9801987,121.311172",1,349.0,桃園分局,,,,,,桃園區建新街167號
公寓,台電桃園配電變電所,EMA00455,建國里,"24.986718,121.3181549",1,392.0,桃園分局,(機敏單位)電力機構,,,,,桃園區桃鶯路133號
公寓,城東巨星社區,EMA00456,建國里,"24.989977,121.319431",1,558.0,桃園分局,,,,,,桃園區紹興街26號
公寓,名人皇宮社區,EMA00458,大豐里,"24.9796112,121.3162878",1,368.0,桃園分局,,,,,,桃園區樹林七街21巷1號
公寓,私人住宅,EMA00459,大林里,"24.9711671,121.3234276",1,825.0,桃園分局,,,,,,桃園區大仁路103號
公寓,桃園大地社區,EMA00460,雲林里,"24.9859665,121.3187083",1,234.0,桃園分局,,,,,,桃園區建國東路6號
大樓,德仁醫院,EMA00461,雲林里,"24.9840973,121.3186541",1、2,246.0,桃園分局,,,,,,桃園區桃鶯路245號
公寓,私人住宅,EMA00462,雲林里,"24.9851709,121.318793",1,14.0,桃園分局,,,,,,桃園區建國東路12巷30號
公寓,私人住宅,EMA00463,大豐里,"24.9790427,121.3153723",1,153.0,桃園分局,,,,,,桃園區樹仁一街28號
公寓,私人住宅,EMA00464,建國里,"24.9875854,121.3135817",1,52.0,桃園分局,,,,,,桃園區大林路84號
公寓,私人住宅,EMA00465,大豐里,"24.9847359,121.3128798",1,65.0,桃園分局,,,,,,桃園區建新街6號
公寓,吉祥新貴社區,EMA00466,大林里,"24.9721964,121.3230571",1,237.0,桃園分局,,,,,,桃園區大仁路58號
公寓,私人住宅,EMA00467,豐林里,"24.9862579,121.3106992",1,64.0,桃園分局,,,,,,桃園區介壽路50號
公寓,向陽門第社區,EMA00468,豐林里,"24.9863823,121.3074344",1,158.0,桃園分局,,,,,,桃園區三民路三段475號
公寓,私人住宅,EMA00469,豐林里,"24.985346,121.309621",1,57.0,桃園分局,,,,,,桃園區建國路156號
公寓,康全養護中心,EMA00470,大豐里,"24.9795628,121.3133173",1,80.0,桃園分局,,,,,,桃園區樹林四街26號
公寓,信東生技公司,EMA00471,豐林里,"24.9870596,121.3108668",1,22.0,桃園分局,,,,,,桃園區介壽路22號
公寓,私人住宅,EMA00472,建國里,"24.9866331,121.3164699",1,82.0,桃園分局,,,,,,桃園區南京街24號
公寓,桃園市桃園區建國國民小學,EMA00473,大豐里,"24.9818939,121.3149293",1,233.0,桃園分局,,,,,,桃園區昆明路95號
公寓,私人住宅,EMA00474,大林里,"24.9743447,121.3239569",1,130.0,桃園分局,,,,,,桃園區桃鶯路442號
公寓,桃園泥水業職業工會,EMA00476,大豐里,"24.9791689,121.3155294",1,32.0,桃園分局,,,,,,桃園區樹林六街30號
公寓,龜山工業區汙水處理廠,EMA00477,建國里,"24.9864472,121.321889",1,26.0,桃園分局,,,,,,桃園區建國東路27號
公寓,私人住宅,EMA00478,福安里,"24.9831632,121.3109962",1,298.0,桃園分局,,,,,,桃園區建華三街52號
公寓,私人住宅,EMA00480,大林里,"24.9731641,121.3238718",1,9.0,桃園分局,,,,,,桃園區大仁路29號
公寓,私人住宅,EMA00481,建國里,"24.9888513,121.316426",1,298.0,桃園分局,,,,,,桃園區長安街18號
公寓,私人住宅,EMA00482,福安里,"24.9829798,121.3114129",1,172.0,桃園分局,,,,,,桃園區建華三街15號之2
公寓,私人住宅,EMA00483,建國里,"24.989376,121.3208256",1,9.0,桃園分局,,,,,,桃園區林森路71巷8弄6號
公寓,私人住宅,EMA00484,豐林里,"24.982019,121.305546",1,13.0,桃園分局,,,,,,桃園區南豐三街50號
公寓,私人住宅,EMA00485,豐林里,"24.9819111,121.3054008",1,9.0,桃園分局,,,,,,桃園區南豐三街52號
公寓,私人住宅,EMA00486,豐林里,"24.9819649,121.3056356",1,9.0,桃園分局,,,,,,桃園區南豐三街48號
公寓,私人住宅,EMA00487,豐林里,"24.9819649,121.3056356",1,9.0,桃園分局,,,,,,桃園區南豐三街48號
公寓,私人住宅,EMA00488,豐林里,"24.981715,121.306872",1,9.0,桃園分局,,,,,,桃園區介壽路300號
公寓,建國新象社區,EMA00489,建國里,"24.9865092,121.3161351",1,28.0,桃園分局,,,,,,桃園區南京街32號
公寓,私人住宅,EMA00490,豐林里,"24.9817449,121.306912",1,13.0,桃園分局,,,,,,桃園區介壽路298號
公寓,私人住宅,EMA00491,豐林里,"24.9838685,121.3089278",1,9.0,桃園分局,,,,,,桃園區青田街157號
公寓,私人住宅,EMA00492,大林里,"24.9857031,121.318249",1,21.0,桃園分局,,,,,,桃園區桃鶯路388號之7
公寓,私人住宅,EMA00493,大林里,"24.9857031,121.318249",1,22.0,桃園分局,,,,,,桃園區桃鶯路388號之8
公寓,私人住宅,EMA00494,雲林里,"24.9836425,121.318533",1,22.0,桃園分局,,,,,,桃園區桃鶯路148號
公寓,私人住宅,EMA00495,雲林里,"24.9835203,121.3185114",1,34.0,桃園分局,,,,,,桃園區桃鶯路150號
公寓,私人住宅,EMA00496,大樹里,"24.982861,121.3179201",1,9.0,桃園分局,,,,,,桃園區復明二街23號
公寓,私人住宅,EMA00497,雲林里,"24.9837823,121.3184712",1,22.0,桃園分局,,,,,,桃園區桃鶯路142號
公寓,私人住宅,EMA00498,雲林里,"24.9836479,121.3185311",1,26.0,桃園分局,,,,,,桃園區桃鶯路146號
公寓,私人住宅,EMA00499,雲林里,"24.983655,121.318453",1,17.0,桃園分局,,,,,,桃園區桃鶯路144號
公寓,NISSAN汽車元隆桃鶯營業所,EMA00500,大樹里,"24.9783004,121.3222507",1,22.0,桃園分局,,,,,,桃園區桃鶯路441號
公寓,私人住宅,EMA00501,雲林里,"24.9846122,121.3185518",1,18.0,桃園分局,,,,,,桃園區鄰桃鶯路221號
公寓,私人住宅,EMA00502,大林里,"24.9809944,121.3260049",1,22.0,桃園分局,,,,,,桃園區興邦路39巷3號
公寓,私人住宅,EMA00503,大林里,"24.9809944,121.3260049",1,9.0,桃園分局,,,,,,桃園區興邦路39巷5號
公寓,私人住宅,EMA00504,豐林里,"24.9861172,121.3103173",1,22.0,桃園分局,,,,,,桃園區青田街17巷2號
公寓,私人住宅,EMA00505,大林里,"24.9813402,121.326831",1,16.0,桃園分局,,,,,,桃園區興邦路39-1號
公寓,錫安包裝實業公司,EMA00506,大林里,"24.9812729,121.3256711",1,21.0,桃園分局,,,,,,桃園區興邦路39-7號
公寓,私人住宅,EMA00507,福安里,"24.9834648,121.3095934",1,9.0,桃園分局,,,,,,桃園區鄰介壽路135號
公寓,上展金屬公司,EMA00508,大林里,"24.9813402,121.326831",1,17.0,桃園分局,,,,,,桃園區興邦路39-3號
公寓,友華生技醫療公司,EMA00509,大樹里,"24.9836794,121.3227845",1,22.0,桃園分局,,,,,,桃園區大誠路11號
公寓,私人住宅,EMA00510,大林里,"24.9813402,121.326831",1,26.0,桃園分局,,,,,,桃園區興邦路39號之1
公寓,私人住宅,EMA00511,大豐里,"24.9801021,121.3150011",1,22.0,桃園分局,,,,,,桃園區大豐路183號
公寓,私人住宅,EMA00513,豐林里,"24.984525,121.306805",1,181.0,桃園分局,,,,,,桃園區三和街76號
公寓,桃園建國郵局,EMA00514,豐林里,"24.9853392,121.3100567",1,48.0,桃園分局,(機敏單位)金融機構,,,,,桃園區建國路156號之8
公寓,私人住宅,EMA00519,建國里,"24.9901791,121.3184535",1,22.0,桃園分局,,,,,,桃園區紹興街6號
公寓,私人住宅,EMA00520,豐林里,"24.9847979,121.306479",1,9.0,桃園分局,,,,,,桃園區建國路255號
公寓,私人住宅,EMA00521,大豐里,"24.984748,121.3142855",1,10.0,桃園分局,,,,,,桃園區延平路56號
公寓,潔朋汽車,EMA00522,豐林里,"24.9823059,121.3077801",1,22.0,桃園分局,,,,,,桃園區介壽路256號
公寓,私人住宅,EMA00523,大樹里,"24.978908,121.31934",1,22.0,桃園分局,,,,,,桃園區大明街57巷19號
公寓,私人住宅,EMA00524,大樹里,"24.9789489,121.3193086",1,14.0,桃園分局,,,,,,桃園區大明街57巷17號
公寓,私人住宅,EMA00525,雲林里,"24.9860544,121.3190687",1,18.0,桃園分局,,,,,,桃園區建國東路18號
公寓,私人住宅,EMA00526,豐林里,"24.9849432,121.3064227",1,26.0,桃園分局,,,,,,桃園區建國路257號
公寓,名發工業公司,EMA00527,大樹里,"24.9793895,121.318933",1,57.0,桃園分局,,,,,,桃園市桃園區大原路16巷35號
公寓,私人住宅,EMA00528,大豐里,"24.9853899,121.3143577",1,24.0,桃園分局,,,,,,桃園區延平路34號
公寓,私人住宅,EMA00529,福安里,"24.984989,121.310755",1,26.0,桃園分局,,,,,,桃園區介壽路49號
公寓,克絡耐股份有限公司,EMA00530,大樹里,"24.9789086,121.3240272",1,26.0,桃園分局,,,,,,桃園區興華路8號
公寓,私人住宅,EMA00531,大豐里,"24.9802262,121.3157152",1,12.0,桃園分局,,,,,,桃園區大豐路63號
公寓,私人住宅,EMA00532,大豐里,"24.9805245,121.3169052",1,22.0,桃園分局,,,,,,桃園區大豐路71號
公寓,私人住宅,EMA00533,大豐里,"24.9808278,121.3192038",1,9.0,桃園分局,,,,,,桃園區大豐路69號
公寓,私人住宅,EMA00534,豐林里,"24.9809476,121.3047216",1,21.0,桃園分局,,,,,,桃園區南豐街294巷12號
公寓,私人住宅,EMA00535,豐林里,"24.9837899,121.305865",1,20.0,桃園分局,,,,,,桃園區南豐街163號
公寓,私人住宅,EMA00536,豐林里,"24.9851507,121.3103758",1,13.0,桃園分局,,,,,,桃園區介壽路94號
公寓,克絡耐股份有限公司,EMA00537,大樹里,"24.9789086,121.3240272",1,16.0,桃園分局,,,,,,桃園區興華路8號
公寓,大來賞社區,EMA00538,豐林里,"24.9841979,121.3067779",1,26.0,桃園分局,,,,,,桃園區豐林里20鄰青田街208號
公寓,私人住宅,EMA00539,建國里,"24.9862487,121.3144493",1,104.0,桃園分局,,,,,,桃園區建國里13鄰延平路49號
公寓,麥迪森醫藥股份有限公司,EMA00540,大樹里,"24.9769259,121.323005",1,382.0,桃園分局,,,,,,桃園區桃鶯路445號之2
公寓,神采飛揚綠第大廈,EMA00541,福安里,"24.9819747,121.3108399",1,156.0,桃園分局,,,,,,桃園區保羅街22號
公寓,三普皇第社區,EMA00542,豐林里,"24.9799729,121.3049725",1,368.0,桃園分局,,,,,,桃園區豐林里33鄰介壽路346號
公寓,私人住宅,EMA00543,大豐里,"24.9808278,121.3192038",1,46.0,桃園分局,,,,,,桃園區大豐里22鄰大豐路11號
公寓,私人住宅,EMA00544,福林里,"24.9771927,121.3079559",1,33.0,桃園分局,,,,,,桃園區福林里17鄰介新街85號
公寓,私人住宅,EMA00545,福林里,"24.9848281,121.3105163",1,368.0,桃園分局,,,,,,桃園區福林里21鄰介壽路401號
公寓,善存科技公司,EMA00546,大樹里,"24.9786433,121.3249489",1,504.0,桃園分局,,,,,,桃園區興華路11號
公寓,正裕特殊金屬公司,EMA00547,大林里,"24.9761876,121.3266189",1,504.0,桃園分局,,,,,,桃園區大林里18鄰興華路19號
公寓,私人住宅,EMA00548,大豐里,"24.9816274,121.3139619",1,77.0,桃園分局,,,,,,桃園區大豐里13鄰金門二街248號
公寓,名人香榭社區,EMA00549,福安里,"24.9818481,121.3109232",1,585.0,桃園分局,,,,,,桃園市桃園區保羅街20號
公寓,城東巨星社區,EMA00550,建國里,"24.989977,121.319431",1,501.0,桃園分局,,,,,,桃園區建國里24鄰紹興街26號
公寓,私人住宅,EMA00551,雲林里,"24.9820144,121.3171472",1,57.0,桃園分局,,,,,,桃園區雲林里19鄰金門二街57號
公寓,崑益企業股份有限公司,EMA00552,大樹里,"24.9786309,121.3243257",1,292.0,桃園分局,,,,,,桃園區興華路10號
公寓,飛皇富邑社區,EMA00554,豐林里,"24.9818589,121.305693",1,368.0,桃園分局,,,,,,桃園區豐林里36鄰南豐三街34號
公寓,柏迪商業大樓,EMA00555,豐林里,"24.9819387,121.3073663",1,260.0,桃園分局,,,,,,桃園區豐林里13鄰介壽路286號
公寓,第一家庭社區,EMA00556,雲林里,"24.981979,121.317062",1,246.0,桃園分局,,,,,,桃園區雲林里19鄰金門二街67號
公寓,百年富邑社區,EMA00557,雲林里,"24.9806606,121.3178361",1,161.0,桃園分局,,,,,,桃園區雲林里18鄰大豐路62號
公寓,私人住宅,EMA00558,雲林里,"24.9855801,121.3182074",1,29.0,桃園分局,,,,,,桃園區雲林里2鄰桃鶯路173號
公寓,私人住宅,EMA00559,建國里,"24.98649,121.3169531",1,32.0,桃園分局,,,,,,桃園區建國里10鄰南京街13號
公寓,私人住宅,EMA00560,大樹里,"24.9788598,121.3190662",1,41.0,桃園分局,,,,,,桃園區大明街57巷22弄2號
公寓,私人住宅,EMA00561,福安里,"24.985272,121.3119762",1,2457.0,桃園分局,,O,,,,桃園區建國路99號
公寓,私人住宅,EMA00562,建國里,"24.9878884,121.3206362",1,29.0,桃園分局,,,,,,桃園區林森路70號
公寓,私人住宅,EMA00563,福林里,"24.9774513,121.3076747",1,254.0,桃園分局,,,,,,桃園區介新街77號
公寓,昶維實業公司,EMA00564,大樹里,"24.9855614,121.3209913",1,169.0,桃園分局,,,,,,桃園區興隆路3號
公寓,私人住宅,EMA00565,建國里,"24.9878525,121.3196222",1,26.0,桃園分局,,,,,,桃園區桃鶯路87巷47號
公寓,私人住宅,EMA00566,福安里,"24.9853899,121.3143577",1,26.0,桃園分局,,,,,,桃園區延平路34號
公寓,私人住宅,EMA00567,大樹里,"24.9793895,121.318933",1,26.0,桃園分局,,,,,,桃園市桃園區大原路16巷35號
公寓,私人住宅,EMA00569,豐林里,"24.9841902,121.309501",1,53.0,桃園分局,,,,,,桃園區青田街99號
公寓,私人住宅,EMA00570,福安里,"24.9833134,121.3107008",1,56.0,桃園分局,,,,,,桃園區德豐街40號
公寓,私人住宅,EMA00571,豐林里,"24.983052,121.3084",1,45.0,桃園分局,,,,,,桃園區介壽路216號
公寓,私人住宅,EMA00572,福安里,"24.983549,121.3113417",1,88.0,桃園分局,,,,,,桃園區建華二街23號
公寓,私人住宅,EMA00574,福林里,"24.9785543,121.3044277",1,34.0,桃園分局,,,,,,桃園區介壽路435巷7號
公寓,正洸股份有限公司,EMA00575,大樹里,"24.985993,121.3216217",1,34.0,桃園分局,,,,,,桃園區建國東路26號
公寓,私人住宅,EMA00576,豐林里,"24.9850774,121.3090497",1,26.0,桃園分局,,,,,,桃園區建國路175號
公寓,私人住宅,EMA00577,雲林里,"24.9837971,121.3177286",1,26.0,桃園分局,,,,,,桃園區昆明路27號
公寓,私人住宅,EMA00578,福安里,"24.9843134,121.3103093",1,34.0,桃園分局,,,,,,桃園區介壽路89號
公寓,私人住宅,EMA00579,雲林里,"24.984291,121.3148217",1,50.0,桃園分局,,,,,,桃園區延平路115號
公寓,私人住宅,EMA00580,豐林里,"24.9850061,121.3087877",1,18.0,桃園分局,,,,,,桃園區建國路183號
公寓,私人住宅,EMA00581,建國里,"24.9882352,121.3167416",1,26.0,桃園分局,,,,,,桃園區大林路25號
公寓,私人住宅,EMA00582,大豐里,"24.9802509,121.313821",1,18.0,桃園分局,,,,,,桃園區大豐路213號
公寓,私人住宅,EMA00583,福安里,"24.9839238,121.3118612",1,16.0,桃園分局,,,,,,桃園區建華一街15號之1
公寓,私人住宅,EMA00584,福安里,"24.984794,121.3106108",1,16.0,桃園分局,,,,,,桃園區介壽路61號之1
公寓,私人住宅,EMA00585,大樹里,"24.9833442,121.3187075",1,21.0,桃園分局,,,,,,桃園區桃鶯路158號
公寓,私人住宅,EMA00586,雲林里,"24.9853717,121.3182211",1,32.0,桃園分局,,,,,,桃園區桃鶯路179號
公寓,私人住宅,EMA00588,建國里,"24.9899271,121.3183857",1,26.0,桃園分局,,,,,,桃園區桃鶯路1巷8號
公寓,私人住宅,EMA00589,雲林里,"24.985477,121.318341",1,34.0,桃園分局,,,,,,桃園區桃鶯路177號
公寓,私人住宅,EMA00590,福林里,"24.9789079,121.3048441",1,40.0,桃園分局,,,,,,桃園區介壽路419巷11號
公寓,私人住宅,EMA00591,雲林里,"24.9858933,121.3179017",1,44.0,桃園分局,,,,,,桃園區建國路1號
公寓,桃園大地社區,EMA00592,雲林里,"24.9859665,121.3187083",1,44.0,桃園分局,,,,,,桃園區建國東路6號
公寓,私人住宅,EMA00593,雲林里,"24.984439,121.314856",1,26.0,桃園分局,,,,,,桃園區延平路107號
公寓,桃鑫汽車代檢廠,EMA00594,大樹里,"24.9787516,121.3220493",1,34.0,桃園分局,,,,,,桃園區桃鶯路439號
公寓,私人住宅,EMA00596,大豐里,"24.9800258,121.3134929",1,80.0,桃園分局,,,,,,桃園區樹林四街38巷11號
公寓,私人住宅,EMA00598,大豐里,"24.9823143,121.3133083",1,26.0,桃園分局,,,,,,桃園區金門三街6號
公寓,私人住宅,EMA00599,福林里,"24.9787821,121.304196",1,18.0,桃園分局,,,,,,桃園區介壽路427號
公寓,私人住宅,EMA00600,建國里,"24.9889428,121.3213421",1,21.0,桃園分局,,,,,,桃園區林森路103巷24號
公寓,私人住宅,EMA00601,雲林里,"24.985624,121.3173877",1,18.0,桃園分局,,,,,,桃園區建國路19號
公寓,可口可樂世界,EMA00603,大樹里,"24.9800947,121.3252078",1,133.0,桃園分局,,,,,,桃園區興邦路46號
公寓,私人住宅,EMA00604,雲林里,"24.9853813,121.3177292",1,21.0,桃園分局,,,,,,桃園區桃鶯路92巷4號
公寓,私人住宅,EMA00605,雲林里,"24.9853756,121.3177169",1,24.0,桃園分局,,,,,,桃園區桃鶯路92巷6號
公寓,私人住宅,EMA00606,福安里,"24.9843033,121.3103423",1,21.0,桃園分局,,,,,,桃園區介壽路91號
公寓,私人住宅,EMA00608,雲林里,"24.9839469,121.315471",1,26.0,桃園分局,,,,,,桃園區昆明路128號
公寓,私人住宅,EMA00609,大豐里,"24.9826193,121.3146795",1,24.0,桃園分局,,,,,,桃園區延平路134號
公寓,私人住宅,EMA00610,大豐里,"24.9828929,121.3142025",1,42.0,桃園分局,,,,,,桃園區昆明路101巷19號
公寓,私人住宅,EMA00611,雲林里,"24.9838674,121.3183553",1,13.0,桃園分局,,,,,,桃園區昆明路3號
公寓,私人住宅,EMA00612,福林里,"24.9776452,121.3038037",1,21.0,桃園分局,,,,,,桃園區介壽路471號
公寓,私人住宅,EMA00614,福林里,"24.974733,121.3025185",1,28.0,桃園分局,,,,,,桃園市桃園區介壽路545號
公寓,私人住宅,EMA00615,豐林里,"24.9796058,121.3045651",1,13.0,桃園分局,,,,,,桃園區介壽路366號
公寓,私人住宅,EMA00616,雲林里,"24.9837534,121.3154899",1,21.0,桃園分局,,,,,,桃園區昆明路130號
公寓,廣昱科技股份有限公司,EMA00617,大林里,"24.9775974,121.3248281",1,26.0,桃園分局,,,,,,桃園區大智路6號
公寓,私人住宅,EMA00618,豐林里,"24.9837899,121.305865",1,18.0,桃園分局,,,,,,桃園區南豐街163號
公寓,私人住宅,EMA00619,豐林里,"24.9851507,121.3103758",1,21.0,桃園分局,,,,,,桃園區介壽路94號
大樓,私人住宅,EMA00620,豐林里,"24.9839636,121.3080627",1、2,34.0,桃園分局,,,,,,桃園區青田街132號
公寓,私人住宅,EMA00621,大豐里,"24.979288,121.31736",1,29.0,桃園分局,,,,,,桃園區樹林八街19巷2弄18號
公寓,私人住宅,EMA00622,大豐里,"24.9796021,121.3170941",1,26.0,桃園分局,,,,,,桃園區樹林八街31號
大樓,私人住宅,EMA00623,大豐里,"24.9803273,121.3158268",1、2,40.0,桃園分局,,,,,,桃園區大豐路103號
公寓,私人住宅,EMA00624,建國里,"24.985415,121.314216",1,34.0,桃園分局,,,,,,桃園區建國路26號
公寓,台灣富士全錄股份有限公司,EMA00625,大樹里,"24.981925,121.3246556",1,48.0,桃園分局,,,,,,桃園區興邦路40號
大樓,豐林國宅,EMA00626,豐林里,"24.9811717,121.3064048",1、2,128.0,桃園分局,,,,,,桃園區介壽路318號
公寓,私人住宅,EMA00627,大豐里,"24.98482,121.314131",1,20.0,桃園分局,,,,,,桃園區延平路52號
公寓,私人住宅,EMA00628,福林里,"24.9792986,121.3093134",1,26.0,桃園分局,,,,,,桃園區陽明二街64號
公寓,私人住宅,EMA00629,大豐里,"24.9823998,121.3137418",1,34.0,桃園分局,,,,,,桃園區金門四街38號
公寓,南俊國際股份有限公司,EMA00630,大林里,"24.977063,121.32476",1,42.0,桃園分局,,,,,,桃園區大智路2號
公寓,私人住宅,EMA00631,大豐里,"24.9819832,121.313842",1,48.0,桃園分局,,,,,,桃園區金門四街50號
公寓,昭安國際股份有限公司,EMA00632,大林里,"24.9794918,121.329021",1,26.0,桃園分局,,,,,,桃園區興邦路43巷2號
大樓,住都境廈社區,EMA00633,雲林里,"24.9838217,121.3179945",1、2,186.0,桃園分局,,,,,,桃園區昆明路15號
大樓,私人住宅,EMA00634,豐林里,"24.9837727,121.3081907",1、2,106.0,桃園分局,,,,,,桃園區青田街187號
公寓,私人住宅,EMA00635,豐林里,"24.9857298,121.3105406",1,42.0,桃園分局,,,,,,桃園區介壽路72號
公寓,私人住宅,EMA00636,豐林里,"24.9860722,121.30999",1,26.0,桃園分局,,,,,,桃園區青田街28號
公寓,私人住宅,EMA00637,雲林里,"24.9832773,121.3177934",1,32.0,桃園分局,,,,,,桃園區復明ㄧ街13號
公寓,私人住宅,EMA00638,福安里,"24.987951, 121.312542",1,213.0,桃園分局,,,,,,桃園區福安街29號
