類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道
公寓,大衛營社區,EMA01452,同安里,"25.0148247,121.3025424",1、2、3,1615.0,桃園分局,,v
公務機關,桃園市立會稽國民中學,EMA01458,會稽里,"25.0161645,121.3137939",1,1755.0,桃園分局,,v
公寓,樂滿帝社區,EMA01462,檜樂里,"25.0166698,121.3179058",1、2、3,3765.0,桃園分局,,v
公寓,竹城金閣社區,T97105,汴洲里,"25.0208783,121.3103493",1、2、3,1706.0,桃園分局,,v
公寓,公寓,T97108,春日里,"25.0215232,121.3081378",1,239.0,桃園分局,," "
公寓,涵碧園社區,T97216,同安里,"25.0110516,121.3056439",1、2,1393.0,桃園分局,,v
公寓,璽樂天祥社區,T97221,自強里,"25.0239227,121.3016183",1,380.0,桃園分局,," "
公寓,公寓,T98102,東埔里,"25.0047592,121.3048819",1,310.0,桃園分局,," "
公寓,尊璞麗緻社區,T98103,同安里,"25.0086383,121.3036366",1、2,511.0,桃園分局,," "
公寓,京澄謙里社區,T99205,經國里,"25.0182479,121.306454",1、2、3,664.0,桃園分局,," "
公寓,中悅御之苑社區,T99206,同安里,"25.0140118,121.3014443",1、2、3,5739.0,桃園分局,,v
公寓,澄品,T99309,信光里,"25.008755,121.307135",1、2、3,1551.0,桃園分局,,v
公寓,吉澧尊悅社區,T99402,春日里,"25.0201693,121.3102506",1、2,1145.0,桃園分局,,v
公寓,中正逸品社區,T99403,東埔里,"25.0010563,121.3072288",1、2,112.0,桃園分局,," "
公寓,翰林,EMA00750,三民里,"24.9990827,121.3183608",1,104.0,桃園分局,," "
公寓,公寓,EMA00751,三民里,"24.997835,121.318471",1,42.0,桃園分局,," "
大樓,公寓,EMA00752,三民里,"24.998885,121.317927",1,28.0,桃園分局,," "
公寓,唐寧街,EMA00753,三民里,"24.9993824,121.3188422",1,724.0,桃園分局,," "
大樓,公寓,EMA00754,三民里,"24.9992935,121.3195514",1,43.0,桃園分局,," "
公寓,公寓,EMA00755,三民里,"24.9986093,121.3193443",1,210.0,桃園分局,," "
公寓,公寓,EMA00756,三民里,"24.9983177,121.3189441",1,95.0,桃園分局,," "
公務機關,桃園市立青溪國民中學,EMA00757,三民里,"24.9966878,121.3200286",1,525.0,桃園分局,," "
公寓,公寓,EMA00759,三民里,"24.9990479,121.318779",1,28.0,桃園分局,," "
大樓,公寓,EMA00760,三民里,"24.998119,121.318357",1,88.0,桃園分局,," "
公寓,松柏園,EMA00761,三民里,"24.9992231,121.3184456",1,473.0,桃園分局,," "
公寓,公寓,EMA00762,三民里,"24.9977615,121.3187841",1,22.0,桃園分局,," "
公寓,公寓,EMA00763,三民里,"24.9978714,121.3184079",1,15.0,桃園分局,," "
公寓,公寓,EMA00764,三民里,"24.9977596,121.3196114",1,40.0,桃園分局,," "
公寓,公寓,EMA00765,三民里,"24.998835,121.318178",1,362.0,桃園分局,," "
公寓,陶莊,EMA00766,三民里,"24.9999186,121.3208768",1,846.0,桃園分局,," "
公務機關,桃園市議會,EMA00767,三民里,"24.9970507,121.3216907",1,1652.0,桃園分局,,v
公寓,德萊教會,EMA00768,三民里,"24.9964535,121.3232899",1,718.0,桃園分局,," "
公寓,全球奧斯卡,EMA00769,三民里,"24.9968943,121.3226481",1,484.0,桃園分局,," "
公務機關,桃園市政府地方稅務局,EMA00770,三民里,"24.9952723,121.319957",1,238.0,桃園分局,," "
大樓,成功大廈,EMA00771,三民里,"24.9958232,121.3246691",1,1658.0,桃園分局,,v
公寓,滿庭芳,EMA00772,三民里,"24.9975877,121.3223283",1,739.0,桃園分局,,v
公寓,豪世,EMA00773,三民里,"24.9994425,121.3215358",1,831.0,桃園分局,,v
公寓,園億,EMA00774,成功里,"24.9980524,121.3159836",1,214.0,桃園分局,," "
大樓,雙子星,EMA00776,寶山里,"25.0121042,121.3143414",1,1440.0,桃園分局,,v
公寓,公寓,EMA00777,寶山里,"25.0122098,121.3147726",1,533.0,桃園分局,," "
公寓,海山中國城,EMA00778,寶民里,"25.0116877,121.3172795",1、2,3930.0,桃園分局,,v
公寓,福慶天地,EMA00779,寶山里,"25.0154902,121.3133787",1、2,741.0,桃園分局,,v
公寓,羅丹七期,EMA00780,大有里,"25.0147414,121.3189573",1、2,343.0,桃園分局,," "
公寓,麗悅,EMA00781,大有里,"25.0129391,121.3182858",1、2,1881.0,桃園分局,,v
公寓,公寓,EMA00782,寶山里,"25.0145843,121.3135555",1,321.0,桃園分局,," "
公寓,公寓,EMA00784,大有里,"25.0143947,121.3192309",1,293.0,桃園分局,," "
公寓,公寓,EMA00785,寶山里,"25.0144707,121.3138612",1,471.0,桃園分局,," "
公寓,大興豪門,EMA00787,寶山里,"25.0147689,121.3138041",1,656.0,桃園分局,," "
公寓,大興豪門,EMA00788,寶山里,"25.0150422,121.3137594",1,992.0,桃園分局,," "
公寓,羅丹藝術家,EMA00790,大有里,"25.01285,121.3187311",1、2,1444.0,桃園分局,,v
公寓,公寓,EMA00796,朝陽里,"25.0022031,121.3096897",1,36.0,桃園分局,," "
公寓,公寓,EMA00797,朝陽里,"24.9976679,121.3135304",1,80.0,桃園分局,," "
公寓,公寓,EMA00798,朝陽里,"24.9975302,121.3133724",1,32.0,桃園分局,," "
公寓,公寓,EMA00799,朝陽里,"24.9986444,121.313091",1,14.0,桃園分局,," "
公寓,公寓,EMA00800,朝陽里,"25.001447,121.3100179",1,156.0,桃園分局,," "
公寓,公寓,EMA00801,朝陽里,"24.9989771,121.3135033",1,35.0,桃園分局,," "
公寓,公寓,EMA00802,朝陽里,"24.9972887,121.3128653",1,287.0,桃園分局,," "
公寓,公寓,EMA00803,朝陽里,"24.9978211,121.3140321",1,34.0,桃園分局,," "
公寓,公寓,EMA00804,朝陽里,"24.9979889,121.313284",1,20.0,桃園分局,," "
公寓,公寓,EMA00805,朝陽里,"24.997954,121.313191",1,18.0,桃園分局,," "
公寓,公寓,EMA00806,朝陽里,"24.9977715,121.3133929",1,34.0,桃園分局,," "
公寓,公寓,EMA00807,朝陽里,"24.997811,121.3134807",1,55.0,桃園分局,," "
公寓,公寓,EMA00808,朝陽里,"24.9992859,121.3135064",1,45.0,桃園分局,," "
公寓,公寓,EMA00809,朝陽里,"24.9983188,121.3114109",1,87.0,桃園分局,," "
公寓,公寓,EMA00810,朝陽里,"25.0008256,121.310377",1,35.0,桃園分局,," "
公寓,公寓,EMA00811,朝陽里,"25.0019999,121.3097553",1,58.0,桃園分局,," "
公寓,公寓,EMA00812,朝陽里,"24.9977395,121.3137729",1,110.0,桃園分局,," "
公寓,朝陽春城,EMA00813,朝陽里,"24.9983123,121.3138869",1,87.0,桃園分局,," "
公寓,公寓,EMA00826,青溪里,"24.9996029,121.3170823",1,110.0,桃園分局,," "
公務機關,桃園市桃園區青溪國民小學,EMA00827,青溪里,"24.9996377,121.3179664",1,978.0,桃園分局,,v
公寓,巴黎風禾,EMA00828,青溪里,"25.0008043,121.3185377",1、2、3、4,3819.0,桃園分局,,v
公寓,公寓,EMA00829,成功里,"24.998432,121.3163589",1,17.0,桃園分局,," "
大樓,公寓,EMA00830,成功里,"24.9985229,121.317724",1,102.0,桃園分局,," "
大樓,公寓,EMA00831,成功里,"24.9977833,121.3179739",1,16.0,桃園分局,," "
大樓,松鶴園,EMA00832,成功里,"24.9987508,121.3177459",1,105.0,桃園分局,," "
大樓,公寓,EMA00833,成功里,"24.9980545,121.3190628",1,20.0,桃園分局,," "
公寓,公寓,EMA00834,成功里,"24.9986004,121.3165792",1,13.0,桃園分局,," "
公寓,公寓,EMA00835,成功里,"24.9976088,121.3150125",1,17.0,桃園分局,," "
公寓,公寓,EMA00836,成功里,"24.9974952,121.3178871",1,24.0,桃園分局,," "
大樓,公寓,EMA00837,成功里,"24.996887,121.3160485",1,10.0,桃園分局,," "
大樓,公寓,EMA00838,成功里,"24.996873,121.316001099999",1,11.0,桃園分局,," "
大樓,公寓,EMA00839,成功里,"24.9970626,121.3162609",1,12.0,桃園分局,," "
公寓,桃園區成功里辦事處,EMA00840,成功里,"24.9970778,121.3163443",1,183.0,桃園分局,," "
大樓,松鶴樓,EMA00842,成功里,"24.9987797,121.3177285",1,27.0,桃園分局,," "
大樓,潤泰大家,EMA00867,大業里,"25.0092622,121.311294",1,45.0,桃園分局,," "
大樓,公寓,EMA00868,大業里,"25.0090744,121.3132532",1,195.0,桃園分局,," "
公寓,公寓,EMA00869,大業里,"25.0085956,121.3129418",1,50.0,桃園分局,," "
大樓,都會名廈,EMA00870,大業里,"25.0088099,121.313943",1、2,2372.0,桃園分局,,v
大樓,公寓,EMA00871,大業里,"25.0090404,121.3129365",1,330.0,桃園分局,," "
公寓,百順森活,EMA01023,朝陽里,"24.9994827,121.3109137",1、2、3,695.0,桃園分局,,v
大樓,博市,EMA01024,忠義里,"25.0047124,121.317725",1,2852.0,桃園分局,,v
公寓,寶山名邸,EMA01026,寶民里,"25.011697,121.3150459",1、2,4179.0,桃園分局,,v
大樓,香榭樹園,EMA01027,成功里,"24.9956203,121.31815",1、2,1047.0,桃園分局,,v
大樓,公寓,EMA01028,成功里,"24.9975773,121.3178356",1,262.0,桃園分局,," "
公寓,公寓,EMA01066,三元里,"25.0079885,121.3229738",1,83.0,桃園分局,," "
大樓,有伴生活,EMA01067,三元里,"25.0077464,121.3193597",1、2,1290.0,桃園分局,,v
大樓,青溪校園,EMA01068,大業里,"25.0073937,121.3156589",1、2,912.0,桃園分局,,v
公寓,日和長虹,EMA01069,大業里,"25.0097277,121.311049",1、2、3,777.0,桃園分局,,v
大樓,公寓,EMA01070,成功里,"24.9974469,121.317112",1,370.0,桃園分局,," "
大樓,富德晶品,EMA01071,寶山里,"25.0156931,121.3123412",1、2,834.0,桃園分局,,v
公寓,青榕園,EMA01079,三民里,"24.9984462,121.3180886",1、2、3,734.0,桃園分局,,v
大樓,洛桑,EMA01080,三民里,"24.9995079,121.3192312",1,642.0,桃園分局,," "
大樓,公寓,EMA01082,成功里,"24.996943,121.3181975",1,93.0,桃園分局,," "
公務機關,桃園市桃園區青溪國民小學,EMA01095,青溪里,"24.9996377,121.3179664",1,853.0,桃園分局,,v
大樓,百年皇族,EMA01097,朝陽里,"24.9992232,121.3130471",1,902.0,桃園分局,,v
公務機關,桃園市立桃園高級中等學校,EMA01098,三元里,"24.998471, 121.3260978",1,318.0,桃園分局,," "
大樓,羅丹藝術,EMA01113,大有里,"25.0145409,121.3189704",1,2630.0,桃園分局,,v
大樓,陽光閣廈,EMA01114,忠義里,"25.0060314,121.3168935",1、2,1510.0,桃園分局,,v
公務機關,桃園市桃園區大業國民小學,EMA01115,福元里,"25.0067122,121.3160189",1,585.0,桃園分局,," "
大樓,公寓,EMA01133,大興里,"25.012343,121.311653",1、2,275.0,桃園分局,," "
大樓,潤泰大家,EMA01158,大業里,"25.0101649,121.3110039",1、2,5157.0,桃園分局,,v
大樓,巴黎街頭,EMA01190,福元里,"25.0072265,121.3187009",1、2,768.0,桃園分局,,v
大樓,來來新象,EMA01191,朝陽里,"24.9970779,121.3130788",1、2,1628.0,桃園分局,,v
大樓,公寓,EMA01198,福元里,"25.005057,121.3189404",1,556.0,桃園分局,," "
公寓,來蘭皇家,EMA01204,福元里,"25.0049751,121.3195357",1、2,1111.0,桃園分局,,v
公寓,東京貴族,EMA01207,大興里,"25.0144086,121.309095",1、2、3、4,724.0,桃園分局,,v
大樓,培德,EMA01209,福元里,"25.009212,121.3148277",1,428.0,桃園分局,," "
公寓,典藏家,EMA01223,寶民里,"25.013475,121.313235",1、2,923.0,桃園分局,,v
公務機關,桃園市桃園區大業國民小學,EMA01229,福元里,"25.0067122,121.3160189",1,873.0,桃園分局,,v
公寓,公寓,EMA01244,三民里,"24.9979166,121.3200715",1,254.0,桃園分局,," "
公寓,巴黎名門,EMA01252,寶民里,"25.0081815,121.3182928",1、2、3,720.0,桃園分局,,v
大樓,公寓,EMA01253,福元里,"25.0057135,121.3181735",1,115.0,桃園分局,," "
大樓,皇家花園,EMA01277,忠義里,"25.0034906,121.3188793",1、2,2047.0,桃園分局,,v
大樓,富仕名門,EMA01279,三民里,"25.0008349,121.3180785",1、2,801.0,桃園分局,," "
大樓,公寓,EMA01315,大業里,"25.0083252,121.3154066",1,403.0,桃園分局,," "
公寓,青春美地,EMA01317,寶民里,"25.0122721,121.3164628",1、2、3,2719.0,桃園分局,,v
公寓,公寓,EMA01323,福元里,"25.0076056,121.3173067",1,902.0,桃園分局,," "
大樓,臻愛加州,EMA01324,福元里,"25.0078148,121.3167127",1、2、3,2668.0,桃園分局,,v
大樓,生活藝術,EMA01325,寶山里,"25.0140907,121.313797",1、2,787.0,桃園分局,," "
大樓,新觀,EMA01326,福元里,"25.0053358,121.3170213",1、2,662.0,桃園分局,,v
大樓,神采飛揚,EMA01337,福元里,"25.006557,121.3168553",1,771.0,桃園分局,," "
大樓,大塊文章,EMA01354,大興里,"25.0145902,121.3091176",1、2、3,632.0,桃園分局,,v
公寓,凱悅假期,EMA01355,福元里,"25.0051717,121.3172209",1、2,1474.0,桃園分局,,v
公務機關,桃園市立大有國民中學,EMA01362,大有里,"25.0094715,121.3191452",1,2148.0,桃園分局,,v
大樓,富代藝術,EMA01365,寶民里,"25.0081005,121.3178775",1、2、3,2897.0,桃園分局,,v
大樓,公寓,EMA01366,福元里,"25.0082785,121.3154937",1、2、3,3643.0,桃園分局,,v
公寓,皇家花園,EMA01367,忠義里,"25.0042381,121.318848",1、2,879.0,桃園分局,,v
大樓,布洛瓦城,EMA01379,大有里,"25.0111977,121.3193789",1,1656.0,桃園分局,,v
大樓,公寓,EMA01380,朝陽里,"24.9993239,121.311188",1,265.0,桃園分局,," "
大樓,臺北榮民總醫院桃園分院,EMA01388,三元里,"25.0037694,121.3254597",1,750.0,桃園分局,," "
公寓,公寓,EMA01389,福元里,"25.0075585,121.3171713",1,700.0,桃園分局,,v
公寓,公寓,EMA01390,青溪里,"25.0005909,121.3152329",1,995.0,桃園分局,," "
大樓,大有可觀,EMA01405,大業里,"25.0108348,121.3140619",1、2、3,2172.0,桃園分局,,v
公寓,輕井澤,EMA01406,大興里,"25.011413,121.312704",1、2,3758.0,桃園分局,,v
公寓,大有可觀,EMA01407,大有里,"25.0104091,121.3214963",1,2372.0,桃園分局,,v
大樓,公寓,EMA11417,忠義里,"25.0051174,121.3184716",1、2,1805.0,桃園分局,,v
公寓,長昇里居,EMA11419,大有里,"25.0125711,121.3193073",1、2,515.0,桃園分局,," "
大樓,臻星,EMA01433,大業里,"25.0115305,121.3143309",1、2、3,5668.0,桃園分局,,v
公寓,公寓,EMA01434,忠義里,"25.0042367,121.3178865",1,234.0,桃園分局,," "
公寓,雅園,EMA01435,三民里,"24.9995878,121.3194765",1,111.0,桃園分局,," "
公務機關,桃園市桃園區大業國民小學,EMA01442,福元里,"25.0067122,121.3160189",1,846.0,桃園分局,," "
大樓,昇捷麗舍,EMA01446,大興里,"25.0149282,121.3118233",1、2,698.0,桃園分局,,v
公寓,長昇采居,EMA01454,大有里,"25.0123148,121.3189397",1、2、3,3009.0,桃園分局,,v
公寓,中悅,EMA01455,青溪里,"25.0000467,121.3197853",1、2、3,4273.0,桃園分局,,v
公務機關,桃園市政府養護工程處,EMA01461,青溪里,"25.0002682,121.3201695",1,916.0,桃園分局,,v
大樓,翫賞苑,EMA01464,三民里,"24.9993231,121.3206131",1、2,786.0,桃園分局,,v
大樓,樸玉,EMA01465,福元里,"25.0088942,121.3152001",1、2、3,674.0,桃園分局,,v
大樓,公寓,T97102,大業里,"25.0095725,121.314319",1,164.0,桃園分局,," "
大樓,哲禮,T97111,大業里,"25.0108604,121.3122186",1、2,1720.0,桃園分局,,v
大樓,自強京都,T97212,成功里,"24.9967617,121.3184901",1,373.0,桃園分局,," "
大樓,公寓,T97214,三民里,"24.9952823,121.3203196",1、2,842.0,桃園分局,,v
大樓,公寓,T97222,朝陽里,"24.9974703,121.3142339",1、2,827.0,桃園分局,," "
公寓,國家美學館,T97430,三民里,"24.9956358,121.3209262",1、2,2801.0,桃園分局,,v
公務機關,財政部北區國稅局桃園分局,T97431,忠義里,"25.0036246,121.3212695",1、2、3,4211.0,桃園分局,,v
公寓,公寓,T97433,成功里,"24.9956272,121.3189661",1,197.0,桃園分局,," "
公寓,昇捷逸品,T98105,大興里,"25.014774,121.30979",1、2,1495.0,桃園分局,,v
公寓,天母光點,T98206,寶民里,"25.0087842,121.317881",1、2,975.0,桃園分局,,v
公寓,公寓,T98207,成功里,"24.9967711,121.3163006",1、2、3,2257.0,桃園分局,,v
公寓,聯邦銀行大業分行,T98418,大興里,"25.0137557,121.3120935",1,574.0,桃園分局,," "
公寓,天母之星,T98422,寶民里,"25.0091299,121.3177417",1、2,1732.0,桃園分局,,v
公寓,公寓,EMA00180,寶安里,"25.0179078,121.2925937",1,367.0,桃園分局,," "
公寓,桃園市私立喬幼幼兒園,EMA00181,中埔里,"25.0131447,121.2924602",1,20.0,桃園分局,," "
公寓,公寓,EMA00182,中埔里,"25.0076065,121.2914722",1,26.0,桃園分局,," "
公寓,公寓,EMA00183,中埔里,"25.014329,121.2908567",1,20.0,桃園分局,," "
公寓,公寓,EMA00184,永安里,"24.9992409,121.3036548",1,333.0,桃園分局,," "
公寓,公寓,EMA00185,永安里,"24.9994562,121.3031813",1,74.0,桃園分局,," "
公寓,富榮天下,EMA00186,永安里,"25.000272,121.304259",1,1180.0,桃園分局,,v
公寓,公寓,EMA00187,永安里,"24.9997123,121.3031533",1,212.0,桃園分局,," "
公寓,富榮名人天下,EMA00188,永安里,"25.0004366,121.3044879",1,375.0,桃園分局,," "
公寓,MOMA大興門市,EMA00189,中寧里,"25.0116089,121.2997051",1,201.0,桃園分局,," "
公寓,信義房屋,EMA00190,中寧里,"25.0114209,121.300472",1,36.0,桃園分局,," "
公寓,亞曼尼社區,EMA00191,寶慶里,"25.0098257,121.2955399",1、2,381.0,桃園分局,," "
公寓,公寓,EMA00192,中寧里,"25.0111272,121.2974586",1、2,268.0,桃園分局,," "
公寓,中正帝國,EMA00193,同德里,"25.014416,121.2990651",1,38.0,桃園分局,," "
公寓,公寓,EMA00194,同德里,"25.0145427,121.2990877",1,38.0,桃園分局,," "
公寓,公寓,EMA00195,同德里,"25.0150113,121.2988173",1、2、3,660.0,桃園分局,,v
公寓,公寓,EMA00196,中寧里,"25.0115003,121.300572",1,54.0,桃園分局,," "
公寓,公寓,EMA00197,中寧里,"25.0115053,121.300497",1,54.0,桃園分局,," "
公寓,公寓,EMA00198,中寧里,"25.0139319,121.2993994",1,25.0,桃園分局,," "
公寓,公寓,EMA00199,中寧里,"25.0139956,121.2992627",1,25.0,桃園分局,," "
公寓,公寓,EMA00200,中寧里,"25.0139957,121.2992627",1,25.0,桃園分局,," "
大樓,恆八味屋日式豬排藝文店,EMA00201,同德里,"25.0156912,121.2985371",1,22.0,桃園分局,," "
大樓,康是美藝文門市,EMA00202,同德里,"25.0157312,121.2985113",1,134.0,桃園分局,," "
大樓,企業勳章大廈,EMA00203,明德里,"25.0197918,121.2966023",1,28.0,桃園分局,," "
大樓,公寓,EMA00204,西埔里,"25.0114668,121.2783505",1,225.0,桃園分局,," "
大樓,正瑞鋼鐵有限公司,EMA00205,西埔里,"25.0314606,121.2788911",1,50.0,桃園分局,," "
公寓,公寓,EMA00206,中興里,"24.9987535,121.3007062",1,54.0,桃園分局,," "
公寓,公寓,EMA00207,中興里,"24.9990073,121.3005587",1,36.0,桃園分局,," "
公寓,公寓,EMA00208,中興里,"24.997497,121.299132",1,344.0,桃園分局,," "
公寓,公寓,EMA00209,中興里,"24.998871,121.300957",1,282.0,桃園分局,," "
大樓,公寓,EMA00210,中興里,"24.99866,121.300326",1,76.0,桃園分局,," "
公寓,公寓,EMA00211,中興里,"24.9969864,121.2998159",1,251.0,桃園分局,," "
公寓,公寓,EMA00212,中興里,"24.998809,121.300413",1,128.0,桃園分局,," "
公寓,好車大聯盟,EMA00213,西埔里,"25.0097953,121.2822617",1,132.0,桃園分局,," "
公寓,公寓,EMA00214,中興里,"24.9969031,121.2994734",1,668.0,桃園分局,,v
公寓,公寓,EMA00215,中興里,"24.9964473,121.300659",1,20.0,桃園分局,," "
公寓,公寓,EMA00216,中興里,"24.9966035,121.3024747",1,43.0,桃園分局,," "
公寓,公寓,EMA00217,中興里,"24.99925,121.301283",1,77.0,桃園分局,," "
公寓,公寓,EMA00218,中興里,"24.9996836,121.300378",1,32.0,桃園分局,," "
公寓,公寓,EMA00219,中興里,"24.9980992,121.2992253",1,33.0,桃園分局,," "
公寓,公寓,EMA00220,中興里,"24.997894,121.2993187",1,22.0,桃園分局,," "
公寓,公寓,EMA00221,明德里,"25.0190817,121.2962019",1,142.0,桃園分局,," "
公寓,公寓,EMA00222,明德里,"25.019207,121.2966311",1,204.0,桃園分局,," "
公寓,公寓,EMA00223,明德里,"25.0186405,121.2964205",1,217.0,桃園分局,," "
公寓,公寓,EMA00224,明德里,"25.0187213,121.2967663",1,195.0,桃園分局,," "
公寓,公寓,EMA00225,同德里,"25.0144377,121.2977596",1,134.0,桃園分局,," "
公寓,豪門貴族社區,EMA00226,明德里,"25.0205194,121.2949698",1,436.0,桃園分局,," "
公寓,媽媽樂購物天堂,EMA00227,長安里,"25.0027524,121.3040157",1,16.0,桃園分局,," "
公寓,永裕文具行,EMA00228,長安里,"25.0041609,121.3047776",1,32.0,桃園分局,," "
公寓,萬芳水餃,EMA00229,長安里,"25.0048453,121.3044249",1,37.0,桃園分局,," "
公寓,公寓,EMA00738,永安里,"25.0025314,121.3049217",1,37.0,桃園分局,," "
大樓,公寓,EMA00740,長德里,"25.0055646,121.3015319",1,83.0,桃園分局,," "
公寓,公寓,EMA00741,長德里,"25.0063981,121.3030134",1,115.0,桃園分局,," "
公寓,公寓,EMA00742,長德里,"25.0062608,121.3027645",1,95.0,桃園分局,," "
公寓,公寓,EMA00743,長德里,"25.0060162,121.3022119",1,610.0,桃園分局,," "
公寓,公寓,EMA00744,長德里,"25.0068816,121.3022435",1,14.0,桃園分局,," "
公寓,公寓,EMA00745,長德里,"25.0064224,121.3015888",1,91.0,桃園分局,," "
公寓,公寓,EMA00746,長德里,"25.00617,121.3012033",1,51.0,桃園分局,," "
公寓,公寓,EMA00747,長安里,"25.0041239,121.3037328",1,15.0,桃園分局,," "
公寓,公寓,EMA00748,長安里,"25.0036577,121.3039793",1,18.0,桃園分局,," "
公寓,公寓,EMA00749,長安里,"25.0027847,121.3040761",1,15.0,桃園分局,," "
公寓,中正學府社區,EMA01056,瑞慶里,"25.0223602,121.2934897",1,1555.0,桃園分局,,v
公寓,早安公園社區,EMA01057,瑞慶里,"25.01871,121.2931421",1、2,2092.0,桃園分局,,v
公寓,公寓,EMA01058,同德里,"25.0166839,121.2951711",1、2,1304.0,桃園分局,,v
公寓,微堤花園,EMA01059,長德里,"25.0070161,121.3031755",1、2、3,752.0,桃園分局,,v
公寓,德源世代,EMA01085,長安里,"25.0057433,121.3022186",1、2,768.0,桃園分局,,v
公寓,大三元食堂,EMA01101,同德里,"25.0165938,121.2963209",1,940.0,桃園分局,," "
公寓,富榮名園,EMA01102,寶慶里,"25.0127554,121.2934587",1、2,1788.0,桃園分局,,v
大樓,羅丹映象社區,EMA01103,北埔里,"25.0229724,121.2936989",1、2,1453.0,桃園分局,,v
公寓,寶佳名門社區,EMA01116,北埔里,"25.0217259,121.2899648",1、2,3337.0,桃園分局,,v
公務機關,桃園市桃園區同德國民小學,EMA01134,同德里,"25.0147361,121.2958724",1,593.0,桃園分局,," "
公寓,城品社區,EMA01136,南埔里,"25.0090912,121.2951753",1、2,1051.0,桃園分局,,v
大樓,電信機構,EMA01138,中埔里,"25.0137529,121.2865307",1、2,649.0,桃園分局,(機敏單位)電信機構,v
大樓,中華塑膠工業股份有限公司,EMA01139,中埔里,"25.0092446,121.2844167",1,981.0,桃園分局,," "
公寓,建國國宅社區,EMA01146,中成里,"25.0007071,121.2986245",1、2,4246.0,桃園分局,,v
公寓,中國龍社區,EMA01148,中興里,"24.9982696,121.3034572",1、2,407.0,桃園分局,," "
大樓,中國龍社區,EMA01150,寶慶里,"25.0147417,121.2921882",1,1276.0,桃園分局,,v
大樓,竹城賞社區,EMA01151,寶安里,"25.0169918,121.2952964",1、2、3,2401.0,桃園分局,,v
大樓,生活家社區,EMA01172,寶安里,"25.0182185,121.293472",1、2,3484.0,桃園分局,,v
公寓,中正晶華社區,EMA01173,北埔里,"25.0236294,121.2935513",1,1068.0,桃園分局,,v
大樓," 公寓",EMA01180,寶慶里,"25.0118618,121.2959075",1、2,443.0,桃園分局,," "
大樓,世界花園社區,EMA01181,中成里,"25.0016013,121.2983359",1、2、3,2626.0,桃園分局,,v
公寓,米羅花園社區,EMA01195,寶慶里,"25.0120538,121.2958171",1、2,919.0,桃園分局,,v
大樓,金融機構,EMA01197,中寧里,,1,1135.0,桃園分局,(機敏單位)金融機構,v
公寓,世紀風華社區,EMA01321,瑞慶里,"25.0215606,121.2907486",1、2、3,3673.0,桃園分局,,v
公寓,竹城御賞社區,EMA01331,寶慶里,"25.0107619,121.2968689",1、2、3,3674.0,桃園分局,,v
公寓,公寓,EMA01200,南埔里,"25.0090805,121.2969624",1,514.0,桃園分局,," "
公寓,漂亮社區,EMA01202,寶安里,"25.018601,121.2940713",1、2、3,4972.0,桃園分局,,v
大樓,瑞昇全家福社區,EMA01205,慈文里,"25.0063642,121.2987975",1,116.0,桃園分局,," "
公寓,林內廚具,EMA01206,同德里,"25.0132724,121.2969903",1、2,1663.0,桃園分局,,v
公務機關,桃園市桃園區同德國民小學,EMA01211,同德里,"25.0147361,121.2958724",1,843.0,桃園分局,,v
大樓,中正綠園邸社區,EMA01212,北埔里,"25.0242571,121.2945176",1、2,1767.0,桃園分局,,v
大樓,竹城和賞社區,EMA01215,明德里,"25.0221451,121.2955113",1、2、3,1650.0,桃園分局,,v
大樓,上華文理語文數學短期補習班,EMA01218,同德里,"25.0159208,121.2978463",1、2,790.0,桃園分局,,v
公寓,電信機構,EMA01220,中埔里,,1、2、3,1013.0,桃園分局,(機敏單位)電信機構,v
大樓,昇捷臻品社區,EMA01222,寶慶里,"25.0118483,121.2940349",1、2,2734.0,桃園分局,,v
大樓,綠色奇跡社區,EMA01224,慈文里,"25.0057572,121.2987472",1、2、3,2340.0,桃園分局,,v
公寓,公寓,EMA01228,中興里,"24.9973676,121.3029542",1,444.0,桃園分局,," "
公寓,麵包同話,EMA01232,長安里,"25.0064359,121.3034769",1,188.0,桃園分局,," "
大樓,豪足足體養生會舘,EMA01235,長安里,"25.0063116,121.3034088",1,207.0,桃園分局,," "
公寓,珍愛麗源社區,EMA01237,北埔里,"25.0229469,121.2929729",1,740.0,桃園分局,," "
公寓,公寓,EMA01255,中興里,"24.9996853,121.3006825",1、2,860.0,桃園分局,," "
大樓,遠傳桃園南平直營門市,EMA01258,同德里,"25.0173923,121.2965019",1、2、3,4156.0,桃園分局,,v
公寓,公寓,EMA01263,中寧里,"25.0101599,121.2998276",1,210.0,桃園分局,," "
大樓,登瑞臻品社區,EMA01264,瑞慶里,"25.0222468,121.2925431",1、2、3,3046.0,桃園分局,,v
大樓,京采社區,EMA01266,寶安里,"25.0177626,121.2929545",1、2,946.0,桃園分局,,v
大樓,喜願社區,EMA01267,同德里,"25.0154185,121.2978045",1、2,946.0,桃園分局,,v
公寓,公寓,EMA01272,永安里,"24.9994968,121.30261",1,503.0,桃園分局,," "
大樓,中正悅光,EMA01281,永安里,"24.9990228,121.3026019",1,554.0,桃園分局,," "
公寓,阿曼社區,EMA01295,寶慶里,"25.0125156,121.295506",1、2,1055.0,桃園分局,,v
