類別,電腦編號,村里別,地址,緯、經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註,"unnamed (1)"
教育機構,EPA01420,文化里,24鄰長春一路288號,"24.980521,121.251704",1,963,中壢分局,V,文化所,
醫院,EPA01422,自治里,20鄰環中東路150號,"24.964584,121.257801",2,714,中壢分局,,自強所,
大樓,EPA01423,忠義里,1鄰中園路36-10號12樓,"24.965671,121.236492",3,2651,中壢分局,V,文化所,
公寓,EPA01424,永福里,6鄰安東路5號,"24.98235,121.241242",1,470,中壢分局,V,中福所,
大樓,EPA01425,青埔里,7鄰領航南路二段191號,"25.004212,121.214138",1,527,中壢分局,V,青埔所,
大樓,EPA01426,興仁里,12鄰興仁路二段67巷38號,"24.967465,121.263025",3,2231,中壢分局,V,自強所,
教育機構,EPA01427,五權里,2鄰中大路300號,"24.9659,121.194953",1,250,中壢分局,V,興國所,
大樓,EPA01428,幸福里,30鄰福壽六街15-8號,"24.965482,121.233204",2,1845,中壢分局,V,中福所,
教育機構,EPA01429,青峰里,27鄰大成路二段8號,"25.0233465,121.2171286",1,2077,中壢分局,V,青埔所,
大樓,EPA01430,內定里,高下路1號,"24.987972,121.240508",1,1397,中壢分局,V,文化所,
大樓,EPA01431,洽溪里,6鄰永泰路１６５號,"25.009883,121.203273",2,1707,中壢分局,V,青埔所,
大樓,EPA01432,芝芭里,1鄰文德路９６號,"25.001656,121.207766",2,2436,中壢分局,V,青埔所,
金融機構,EPA01433,普忠里,16鄰新中一街２９號,"24.960142,121.243965",1,242,中壢分局,V,普仁所,
大樓,EPA01434,信義里,14鄰杭州路36號8樓之2,"24.950428,121.23535",2,1541,中壢分局,V,普仁所,
公寓,EPA01435,健行里,2鄰健行路218號,"24.949701,121.22711",1,352,中壢分局,V,中壢所,
金融機構,EPA01436,永光里,10鄰環西路二段300巷2-2號10樓,"24.964914,121.213192",4,1315,中壢分局,V,興國所,
大樓,EPA01437,興華里,8鄰復華街306號9樓,"24.976501,121.248471",3,2004,中壢分局,V,文化所,
大樓,EPA01438,篤行里,5鄰興仁路二段648巷46號,"24.957931,121.26427",1,911,中壢分局,V,仁愛所,
大樓,EPA01439,東興里,2鄰新興路230巷42號12樓,"24.953768,121.228273",3,1151,中壢分局,V,中壢所,
教育機構,EPA01440,新街里,7鄰延平路157號,"24.962347,121.217623",2,341,中壢分局,V,中壢所,
大樓,EPA01441,至善里,8鄰龍昌路149巷28號9樓,"24.93915,121.250521",1,893,中壢分局,V,龍興所,
教育機構,EPA01442,普忠里,13鄰中北路200號,"24.957479,121.240787",2,2540,中壢分局,V,普仁所,
公寓,EPA01443,明德里,3鄰長沙路80號,"24.949383,121.23053",1,280,中壢分局,V,普仁所,
大樓,EPA01444,忠福里,38鄰南園二路336號,"24.971837,121.227051",3,1077,中壢分局,V,中福所,
大樓,EPA01445,忠福里,38鄰南園二路292號,"24.971999,121.227912",3,2301,中壢分局,V,中福所,
大樓,EPA01446,仁德里,11鄰新中北路二段170巷66號2樓,"24.954569,121.263083",2,2807,中壢分局,V,仁愛所,
大樓,EPA01447,文化里,3鄰北園路22號之1,"24.980324,121.242366",1,1572,中壢分局,V,文化所,
大樓,EPA01448,洽溪里,6鄰民權路四段479號,"25.009348,121.201861",1,1213,中壢分局,V,青埔所,
教育機構,EPA01449,永福里,6鄰中園路447號,"24.975337,121.235744",1,860,中壢分局,V,中福所,
教育機構,EPA01450,內厝里,1鄰大享街一段186巷63號,"24.968966,121.187225",1,1269,中壢分局,V,大崙所,
大樓,EPA01451,青埔里,7鄰致遠一路278號,"25.007193,121.215177",2,1547,中壢分局,V,青埔所,
透天,EPA01452,新明里,11鄰三光路66號,"24.963316,121.212278",1,100,中壢分局,V,興國所,
透天,EPA01453,新明里,11鄰三光路68號,"24.961234,121.210995",1,104,中壢分局,V,興國所,
透天,EPA01454,新明里,11鄰三光路70號,"24.961279,121.210985",1,104,中壢分局,V,興國所,
透天,EPA01455,新明里,11鄰三光路72號,"24.961304,121.211071",1,104,中壢分局,V,興國所,
透天,EPA01456,新明里,11鄰三光路76號,"24.963326,121.212246",1,104,中壢分局,V,興國所,
透天,EPA01457,新明里,11鄰三光路78號,"24.961339,121.21114",1,104,中壢分局,V,興國所,
大樓,EPA01458,青埔里,3鄰青溪路二段129號,"25.017014,121.223737",2,2293,中壢分局,V,青埔所,
大樓,EPA01459,永光里,7鄰環西路二段352-3號8樓,"24.957927,121.207135",4,1524,中壢分局,V,興國所,
透天,EPA01460,永光里,19鄰環西路二段363號,"24.965689,121.214843",1,91,中壢分局,,興國所,
大樓,EPA01461,金華里,2鄰六和路79號13樓之2,"24.963102,121.224659",3,5957,中壢分局,V,中福所,
大樓,EPA01462,芝芭里,1鄰領航南路一段172號13樓,"25.00058,121.206277",2,3111,中壢分局,V,青埔所,
大樓,EPA01463,龍興里,18鄰龍岡路三段115巷65弄9號,"24.93842,121.233694",2,1766,中壢分局,V,龍興所,
大樓,EPA01464,青埔里,6鄰青埔路二段321號,"25.00444,121.218446",2,1521,中壢分局,V,青埔所,
大樓,EPA01465,青埔里,5鄰高鐵站前西路一段206號,"25.010182,121.216258",2,835,中壢分局,V,青埔所,
大樓,EPA01466,中興里,11鄰榮安八街37號,"24.962518,121.258957",2,581,中壢分局,V,自強所,
透天,EPA01467,中央里,8鄰中央東路48號,"24.956704,121.225045",1,77,中壢分局,V,中壢所,
大樓,EPA01468,忠福里,39鄰南園二路267號3樓,"24.9717,121.227981",2,3450,中壢分局,V,中福所,
透天,EPA01469,永福里,7鄰南園二路3號,"24.971737,121.234378",0,29,中壢分局,V,中福所,
大樓,EPA01470,五權里,20鄰正光二街6號6樓,"24.961007,121.206337",3,945,中壢分局,V,興國所,
大樓,EPA01471,明德里,18鄰五華街69號,"24.948126,121.231991",3,797,中壢分局,V,普仁所,
公寓,EPA01472,內厝里,19鄰大享街466號,"24.974452,121.197305",2,364,中壢分局,V,大崙所,
透天,EPA01473,中原里,12鄰興農路106號,"24.97366,121.257507",1,202,中壢分局,V,內壢所,
大樓,EPA01474,忠義里,10鄰中華路一段805巷30弄76號,"24.965653,121.246481",4,5040,中壢分局,V,文化所,
公寓,EPA01475,信義里,14鄰杭州路71號,"24.95135,121.235405",1,457,中壢分局,V,普仁所,
大樓,EPA01476,仁義里,22鄰福州二街512號7樓之5,"24.968296,121.235072",3,4613,中壢分局,V,普仁所,
大樓,EPA01477,青山里,35鄰致祥三街48號,"25.008542,121.211394",2,846,中壢分局,V,青埔所,
大樓,EPA01478,過嶺里,12鄰松勤路86號3樓,"24.960704,121.164799",3,2236,中壢分局,V,大崙所,
大樓,EPA01479,過嶺里,12鄰民族路五段518號3樓,"24.958171,121.166009",3,1373,中壢分局,V,大崙所,
透天,EPA01480,內厝里,5鄰中正路二段363巷155-3號,"24.979642,121.193231",1,43,中壢分局,V,大崙所,
透天,EPA01481,內厝里,5鄰中正路二段363巷155-6號,"24.97971,121.19322",1,43,中壢分局,V,大崙所,
透天,EPA01483,內厝里,5鄰中正路二段363巷155-5號,"24.979632,121.193231",1,43,中壢分局,V,大崙所,
透天,EPA01484,內厝里,5鄰中正路二段363巷155-2號,"24.97969,121.193199",1,45,中壢分局,V,大崙所,
大樓,EPA01485,洽溪里,7鄰領航北路二段81號,"25.00753,121.202239",2,1916,中壢分局,V,青埔所,
大樓,EPA01486,青埔里,4鄰高鐵站前西路二段107號2樓,"25.006957,121.220214",3,1254,中壢分局,V,青埔所,
大樓,EPA01488,復華里,3鄰長興街35號3樓,"24.971296,121.250429",2,3027,中壢分局,V,文化所,
大樓,EPA01489,興華里,18鄰復華街218號,"24.974681,121.248305",3,704,中壢分局,V,文化所,
公教機構,EPA01490,忠義里,2鄰南園路2-1號,"24.966782,121.240942",0,103,中壢分局,V,文化所,
大樓,EPA01491,青山里,35鄰致祥一街95號,"25.008815,121.212434",2,1788,中壢分局,V,青埔所,
大樓,EPA01492,洽溪里,6鄰民權路四段730號,"25.012682,121.203551",2,1107,中壢分局,V,青埔所,
大樓,EPA01493,芝芭里,1鄰高鐵南路二段283號,"25.002595,121.204839",2,976,中壢分局,V,青埔所,
大樓,EPA01494,忠福里,38鄰南園二路296巷21弄72號,"24.972353,121.227648",3,1877,中壢分局,V,中福所,
公家機構,EPA01495,興南里,25鄰九和一街35號,"24.962544,121.230043",3,2060,中壢分局,V,中壢所,
大樓,EPA01496,五權里,20鄰正光二街90號12樓,"24.960082,121.205197",3,1380,中壢分局,V,興國所,
大樓,EPA01497,青溪里,7鄰永能路16號,"25.006744,121.203202",3,1191,中壢分局,V,青埔所,
大樓,EPA01498,青峰里,28鄰大華一街26號,"25.0205738,121.2195488",2,1278,中壢分局,V,青埔所,
大樓,EPA01499,青山里,35鄰致遠一路129號5樓,"25.006643,121.212926",2,2673,中壢分局,V,青埔所,
大樓,EPA01500,芝芭里,1鄰領航北路一段261號2樓,"25.006302,121.20071",2,1743,中壢分局,V,青埔所,
大樓,EPA01501,芝芭里,1鄰文智路92號10樓,"25.001889,121.206947",2,1479,中壢分局,V,青埔所,
大樓,EPA01502,青埔里,19鄰青商路76號2樓,"25.005723,121.21707",3,1190,中壢分局,V,青埔所,
大樓,EPA01503,洽溪里,2鄰聖溪二路208號5樓之2,"25.021003,121.196172",2,1535,中壢分局,V,青埔所,
大樓,EPA01504,龍興里,19鄰龍仁路31號,"24.937645,121.234357",3,838,中壢分局,V,龍興所,
大樓,EPA01505,五權里,24鄰正大街88號,"24.960045,121.205462",3,2050,中壢分局,V,興國所,
透天,EPA01506,中榮里,4鄰博愛三路38號3樓,"24.954689,121.218983",1,120,中壢分局,V,中壢所,
透天,EPA01507,新明里,15鄰中正路596號,"24.959473,121.211385",1,235,中壢分局,,興國所,
透天,EPA01508,仁美里,1鄰中山東路三段111號,"24.944661,121.248463",1,77,中壢分局,,仁愛所,
大樓,EPA01509,青溪里,7鄰領航北路二段2號,"25.007625,121.202212",3,1036,中壢分局,V,青埔所,
透天,EPA01510,東興里,12鄰中北路二段79號,"24.95126,121.224862",2,195,中壢分局,V,中壢所,
公寓,EPA01511,龍慈里,22鄰後寮一路282號,"24.937118,121.246263",2,419,中壢分局,V,龍興所,
公寓,EPA01512,內定里,新北園路20號,"24.99033,121.241732",1,815,中壢分局,,文化所,
公寓,EPA01513,興福里,26鄰福洲二街351號,"24.96745,121.230135",2,422,中壢分局,V,中福所,
公寓,EPA01514,洽溪里,7鄰永春路143號,"25.012903,121.205932",2,452,中壢分局,V,青埔所,
大樓,EPA01515,青山里,35鄰致遠一路17號9樓,"25.005624,121.211448",2,1056,中壢分局,V,青埔所,
大樓,EPA01516,青山里,35鄰公園路一段76號,"25.004598,121.210827",2,2040,中壢分局,V,青埔所,
大樓,EPA01517,復華里,3鄰中華路一段572號,"24.969852,121.251642",3,4340,中壢分局,V,文化所,
大樓,EPA01518,復華里,3鄰中華路一段566號,"24.969833,121.25174",3,19958,中壢分局,V,文化所,
大樓,EPA01519,過嶺里,12鄰松義路125號10樓,"24.960356,121.166582",2,2703,中壢分局,V,大崙所,
大樓,EPA01520,五權里,13鄰正光街229號,"24.961409,121.205358",4,1512,中壢分局,V,興國所,
公寓,EPA01521,興國里,4鄰元化路二段109號6樓之7,"24.962631,121.220571",1,453,中壢分局,,興國所,
大樓,EPA01522,金華里,5鄰新生路288號,"24.964324,121.223401",2,3956,中壢分局,V,中福所,
公寓,EPA01523,青埔里,4鄰青埔四街88號,"25.005723,121.220206",1,325,中壢分局,V,青埔所,
大樓,EPA01524,青埔里,4鄰青商路123號6樓,"25.006965,121.217949",3,1282,中壢分局,V,青埔所,
大樓,EPA01525,青山里,35鄰公園路一段87號2樓,"25.004978,121.210337",3,1083,中壢分局,V,青埔所,
大樓,EPA01526,復華里,3鄰長興街150巷16號7樓,"24.973069,121.250225",2,5580,中壢分局,V,文化所,
公寓,EPA01527,洽溪里,5鄰永順三街50號,"25.013,121.204653",1,511,中壢分局,V,青埔所,
大樓,EPA01528,青埔里,4鄰青商路1號,"25.005355,121.216293",3,1408,中壢分局,V,青埔所,
大樓,EPA01529,青埔里,4鄰青商路129號2樓,"25.007266,121.218213",3,791,中壢分局,V,青埔所,
大樓,EPA01530,洽溪里,7鄰民權路四段281號10樓,"25.0065,121.202302",3,1938,中壢分局,V,青埔所,
大樓,EPA01531,青峰里,29鄰高鐵北路二段96號,"25.018352,121.220657",2,841,中壢分局,V,青埔所,
大樓,EPA01532,青峰里,28鄰大成路二段49號,"25.021628,121.219479",3,1230,中壢分局,V,青埔所,
大樓,EPA01533,青峰里,29鄰大成路二段1號,"25.0197661,121.2209482",3,1349,中壢分局,V,青埔所,
公寓,EPA01534,青埔里,1鄰高鐵北路二段1號,"25.017699,121.218231",1,402,中壢分局,V,青埔所,
大樓,EPA01535,興福里,38鄰南園二路296巷26號2樓,"24.972752,121.227874",3,3436,中壢分局,V,中福所,
公寓,EPA01536,月眉里,14鄰月桃路568巷122號,"25.011219,121.188633",1,376,中壢分局,V,大崙所,
大樓,EPA01537,自信里,17鄰莊敬路829巷48號,"24.963474,121.254738",2,1295,中壢分局,V,自強所,
大樓,EPA01538,忠義里,10鄰中華路一段835巷66弄21號,"24.967221,121.245748",4,5040,中壢分局,V,文化所,
透天,EPA01539,文化里,6鄰北園路31-1號,"24.98295,121.24224",1,120,中壢分局,V,文化所,
大樓,EPA01540,龍東里,16鄰龍東路255巷165號,"24.931168,121.250002",1,832,中壢分局,V,龍興所,
大樓,EPA01541,龍東里,16鄰龍昌路461號11樓,"24.931015,121.248948",2,1213,中壢分局,V,龍興所,
大樓,EPA01542,三民里,11鄰環西路二段201號,"24.965716,121.216512",2,1690,中壢分局,V,興國所,
大樓,EPA01543,青峰里,37鄰領航北路四段310號,"25.0239504,121.2201981",2,3577,中壢分局,V,青埔所,
大樓,EPA01544,青溪里,7鄰洽溪路171號,"25.007799,121.205716",2,705,中壢分局,V,青埔所,
大樓,EPA01545,青峰里,28鄰大豐四街8號,"25.023127,121.218616",2,751,中壢分局,V,青埔所,
大樓,EPA01546,青峰里,26鄰大智路99號,"25.0227197,121.2169036",2,646,中壢分局,V,青埔所,
大樓,EPA01547,洽溪里,6鄰民權路四段742號,"25.01312,121.203808",2,629,中壢分局,V,青埔所,
公寓,EPA01548,青埔里,3鄰青峰路二段112號,"25.018038,121.222199",2,305,中壢分局,V,青埔所,
大樓,EPA01549,青峰里,38鄰大成路一段2號,"25.018425,121.223725",2,2361,中壢分局,V,青埔所,
大樓,EPA01550,芝芭里,1鄰領航南路一段89號,"25.001135,121.205347",2,1722,中壢分局,V,青埔所,
公寓,EPA01551,金華里,21鄰環北路389號,"24.966165,121.225666",1,290,中壢分局,V,中福所,
透天,EPA01552,新街里,6鄰延平路廟前10號,"24.963959,121.233451",1,195,中壢分局,V,中壢所,
金融機構,EPA01553,永光里,11鄰環西路二段226巷2號9樓,"24.963932,121.211819",3,273,中壢分局,V,興國所,
大樓,EPA01554,龍德里,20鄰龍慈路832號,"24.934277,121.237553",2,2457,中壢分局,V,龍興所,
大樓,EPA01555,過嶺里,12鄰松義三街252號,"24.959784,121.165457",3,1557,中壢分局,V,大崙所,
大樓,EPA01556,芝芭里,1鄰領航南路一段89號,"25.001242,121.205379",2,1722,中壢分局,V,青埔所,
大樓,EPA01557,青峰里,26鄰領航北路四段152號,"25.023683,121.216676",2,926,中壢分局,V,青埔所,
大樓,EPA01558,青峰里,27鄰大勇路31號2樓,"25.019889,121.21878",2,2032,中壢分局,V,青埔所,
大樓,EPA01559,芝芭里,1鄰文平路70號,"25.004469,121.204369",3,1291,中壢分局,V,青埔所,
大樓,EPA01560,青峰里,28鄰大豐二街60號2樓,"25.0222881,121.2209089",2,1222,中壢分局,V,青埔所,
大樓,EPA01561,青溪里,7鄰高鐵南路一段372號13樓,"25.006857,121.208126",3,975,中壢分局,V,青埔所,
大樓,EPA01562,洽溪里,7鄰公園路二段250號,"24.962515,121.23015",2,3060,中壢分局,V,青埔所,
大樓,EPA01563,青溪里,7鄰領航北路二段192號,"25.008602,121.204177",3,3239,中壢分局,V,青埔所,
大樓,EPA01564,青埔里,4鄰領航南路三段320號9樓,"25.011343,121.221304",4,543,中壢分局,V,青埔所,
大樓,EPA01565,復華里,3鄰長興街58號,"24.971541,121.250456",3,978,中壢分局,V,文化所,
大樓,EPA01566,興華里,16鄰長樂二街19號10樓之5,"24.977999,121.248954",3,2291,中壢分局,V,文化所,
公寓,EPA01567,過嶺里,14鄰松智路211號,"24.959681,121.170874",1,370,中壢分局,V,大崙所,
大樓,EPA01568,月眉里,8鄰月德路176巷1號,"25.020826,121.181144",1,1078,中壢分局,V,大崙所,
大樓,EPA01569,過嶺里,12鄰松勇路217號,"24.962493,121.163954",2,1491,中壢分局,V,大崙所,
大樓,EPA01570,五福里,15鄰中正路627號,"24.959605,121.210758",3,726,中壢分局,V,興國所,
教育機構,EPA01571,青溪里,7鄰領航北路二段281號,"25.011357,121.205993",1,809,中壢分局,,青埔所,
金融機構,EPA01572,青山里,34鄰興德路30號,"25.019297,121.212321",2,1591,中壢分局,V,青埔所,
大樓,EPA01573,青溪里,7鄰領航北路二段336號,"25.010506,121.205281",3,1925,中壢分局,V,青埔所,
大樓,EPA01574,青埔里,4鄰青商路359號,"25.011201,121.22195",4,535,中壢分局,V,青埔所,
大樓,EPA01575,青溪里,8鄰文發路181號,"25.003021,121.20913",3,1138,中壢分局,V,青埔所,
大樓,EPA01576,青埔里,4鄰青商路298號,"25.008528,121.220095",3,928,中壢分局,V,青埔所,
大樓,EPA01577,青溪里,7鄰領航北路二段67號,"25.007606,121.202202",4,2264,中壢分局,V,青埔所,
公寓,EPA01578,月眉里,11鄰月眉路三段101號2樓,"25.013082,121.184445",1,437,中壢分局,V,大崙所,
大樓,EPA01579,普義里,9鄰溪州三街68號,"24.960632,121.230367",3,982,中壢分局,V,普仁所,
大樓,EPA01580,忠義里,10鄰中華路一段789號,"24.968106,121.246842",2,3475,中壢分局,V,文化所,
透天,EPA01581,光明里,23鄰中央西路二段141巷39號,"24.960949,121.214814",1,160,中壢分局,,興國所,
透天,EPA01582,仁愛里,10鄰功學社新村359-1號2樓,"24.95538,121.255245",1,254,中壢分局,,仁愛所,
大樓,EPA01583,芝芭里,1鄰文智路160號,"25.002071,121.208723",3,1477,中壢分局,V,青埔所,
大樓,EPA01584,青溪里,7鄰洽溪路351號,"25.010421,121.208295",3,1735,中壢分局,V,青埔所,
大樓,EPA01585,青溪里,7鄰文發路361號,"25.006701,121.209182",3,1318,中壢分局,V,青埔所,
大樓,EPA01586,青峰里,28鄰大豐一街62號八樓之6,"25.02315,121.218816",3,1103,中壢分局,V,青埔所,
大樓,EPA01587,青埔里,4鄰青埔五街77號四樓,"25.005996,121.222521",2,1166,中壢分局,V,青埔所,
大樓,EPA01588,芝芭里,1鄰高鐵南路二段278號四樓,"25.003366,121.205092",3,1393,中壢分局,V,青埔所,
大樓,EPA01589,青埔里,4鄰青埔四街75號,"25.005757,121.219874",3,1308,中壢分局,V,青埔所,
大樓,EPA01590,青埔里,7鄰領航南路二段199號,"25.007698,121.20226",3,1704,中壢分局,V,青埔所,
大樓,EPA01591,青山里,39鄰高鐵南路一段93號七樓,"25.009475,121.210974",3,1717,中壢分局,V,青埔所,
大樓,EPA01592,芝芭里,1鄰高鐵南路二段223號,"25.003764,121.205865",2,983,中壢分局,V,青埔所,
大樓,EPA01593,洽溪里,6鄰民權路四段475號,"25.009144,121.201626",2,575,中壢分局,V,青埔所,
大樓,EPA01594,青溪里,7鄰文德路118號二樓,"25.002181,121.207815",3,1457,中壢分局,V,青埔所,
公寓,EPA01595,青埔里,6鄰青埔六街250號,"25.005127,121.220969",1,503,中壢分局,V,青埔所,
大樓,EPA01596,洽溪里,7鄰永春路165號2樓,"25.013775,121.205279",3,1555,中壢分局,V,青埔所,
大樓,EPA01597,青峰里,26鄰領航北路四段150號,"25.0234015,121.2166446",2,773,中壢分局,V,青埔所,
大樓,EPA01598,青峰里,38鄰大成路一段59號十樓,"25.019208,121.222479",3,1345,中壢分局,V,青埔所,
大樓,EPA01599,幸福里,6鄰延平路90巷106號,"24.964924,121.233154",3,1477,中壢分局,V,中福所,
大樓,EPA01600,內厝里,19鄰大享街476號,"24.974365,121.197177",2,544,中壢分局,V,大崙所,
大樓,EPA01601,普義里,9鄰溪州三街36號,"24.960603,121.230335",3,817,中壢分局,V,普仁所,
大樓,EPA01602,龍岡里,13鄰龍昌路538號10樓,"24.930177,121.248783",3,1108,中壢分局,V,龍興所,
大樓,EPA01603,東興里,2鄰新興路236號,"24.953768,121.228381",4,1251,中壢分局,V,中壢所,
大樓,EPA01604,五福里,15鄰中正路625號,"24.95953,121.210895",3,796,中壢分局,V,興國所,
大樓,EPA01605,文化里,33鄰長春路122號,"24.978297,121.247672",2,1122,中壢分局,V,文化所,
大樓,EPA01606,青山里,35鄰致遠一路79號11樓,"25.006483,121.212708",2,1421,中壢分局,V,青埔所,
大樓,EPA01607,過嶺里,13鄰松信路168號9樓,"24.962966,121.166138",3,2177,中壢分局,V,大崙所,
大樓,EPA01608,青埔里,5鄰高鐵站前西路一段286號11樓之8,"25.009302,121.217271",3,4189,中壢分局,V,青埔所,
大樓,EPA01609,中正里,3鄰興仁路2段436號6樓之6,"24.961923,121.264004",2,375,中壢分局,V,自強所,
大樓,EPA01610,永光里,6鄰環北路80號,"24.966222,121.218744",2,825,中壢分局,V,興國所,
大樓,EPA01611,過嶺里,14鄰松德路127號,"24.960508,121.169086",3,985,中壢分局,V,大崙所,
大樓,EPA01612,普忠里,15鄰新中二街18號,"24.95868,121.243051",3,1397,中壢分局,V,普仁所,
大樓,EPA01613,過嶺里,14鄰松德路30號,"24.959398,121.168388",3,972,中壢分局,V,大崙所,
大樓,EPA01614,青溪里,8鄰文發路163號12樓,"25.002422,121.209895",3,2039,中壢分局,V,青埔所,
公寓,EPA01615,月眉里,7鄰聖德路二段385號,"25.015704,121.194456",2,405,中壢分局,V,大崙所,
大樓,EPA01616,青溪里,7鄰文智路181號,"25.002271,121.209409",2,625,中壢分局,V,青埔所,
大樓,EPA01617,洽溪里,3鄰民溪七路35號,"25.025521,121.201759",2,1344,中壢分局,V,青埔所,
大樓,EPA01618,青埔里,4鄰領航南路三段102號,"25.008508,121.218372",3,1641,中壢分局,V,青埔所,
大樓,EPA01619,青峰里,26鄰領航北路四段68號三樓之1,"25.02204,121.215519",2,3560,中壢分局,V,青埔所,
大樓,EPA01620,中興里,4鄰榮安十二街12號二樓,"24.961915,121.255828",2,796,中壢分局,V,自強所,
大樓,EPA01621,過嶺里,14鄰松仁路183號,"24.961284,121.168438",2,1531,中壢分局,V,大崙所,
大樓,EPA01622,月眉里,6鄰月桃路251巷16號六樓,"25.007695,121.193455",2,1100,中壢分局,V,大崙所,
大樓,EPA01623,過嶺里,12鄰民族路六段136號十一樓之1,"24.96052,121.163742",3,2515,中壢分局,V,大崙所,
大樓,EPA01624,永興里,9鄰永嘉街55號,"24.959429,121.221363",3,607,中壢分局,V,中壢所,
大樓,EPA01625,過嶺里,14鄰松義路90號6樓,"24.96061,121.1678",3,2306,中壢分局,V,大崙所,
大樓,EPA01626,青溪里,7鄰永平街65號,"25.007905,121.203284",3,1367,中壢分局,V,青埔所,
大樓,EPA01627,月眉里,5鄰環保路281號,"25.00714,121.191181",2,3374,中壢分局,V,大崙所,
大樓,EPA01628,華勛里,6鄰華勛街208巷90弄30號,"24.94639,121.25961",3,1722,中壢分局,V,仁愛所,
大樓,EPA01629,福德里,13鄰成章一街88號13樓之1,"24.97711,121.257898",3,2230,中壢分局,V,內壢所,
大樓,EPA01630,過嶺里,15鄰松仁路18號,"24.959035,121.170053",2,1249,中壢分局,V,大崙所,
透天,EPA01631,興和里,15鄰環北路213號,"24.966436,121.222432",1,195,中壢分局,V,興國所,
大樓,EPA01632,青埔里,4鄰領航南路三段350號,"25.012439,121.221468",3,1585,中壢分局,V,青埔所,
大樓,EPA01633,洽溪里,4鄰民溪三路135巷85號二樓之1,"25.016314,121.199611",2,1305,中壢分局,V,青埔所,
大樓,EPA01634,青埔里,4鄰青溪路一段121號,"25.007597,121.222676",2,1077,中壢分局,V,青埔所,
金融機構,EPA01635,明德里,13鄰惠州街114號三樓,"24.94655,121.231464",2,657,中壢分局,V,普仁所,
大樓,EPA01636,永福里,7鄰西園路111-3號八樓,"24.973276,121.234557",2,2125,中壢分局,V,中福所,
大樓,EPA01637,後寮里,23鄰龍興路606號,"24.944632,121.244848",3,969,中壢分局,V,普仁所,
大樓,EPA01638,振興里,6鄰龍陵路21號,"24.93885,121.230431",3,963,中壢分局,V,龍興所,
大樓,EPA01639,芝芭里,1鄰領航南路一段85號4樓之2,"25.001374,121.204766",3,2145,中壢分局,V,青埔所,
公家機構,EPA01640,中堅里,10鄰中山東路3段481巷50弄30號,"24.938019,121.254643",1,106,中壢分局,V,仁愛所,
金融機構,EPA01641,過嶺里,14鄰松智二街122號7樓之1,"24.959366,121.171507",3,1428,中壢分局,V,大崙所,
大樓,EPA01642,忠孝里,2鄰忠孝路166號,"24.976963,121.255717",3,1332,中壢分局,V,內壢所,
教育機構,EPA01643,明德里,1鄰衡陽街93號,"24.949549,121.229474",4,707,中壢分局,V,普仁所,
大樓,EPA01644,洽溪里,6鄰永順街12號,"25.01123,121.203377",3,738,中壢分局,V,青埔所,
大樓,EPA01645,後寮里,25鄰龍慈路107號,"24.94083,121.24517",3,1835,中壢分局,V,普仁所,
大樓,EPA01646,光明里,6鄰民權路332-11號10樓,"24.963169,121.217684",5,2560,中壢分局,V,興國所,
大樓,EPA01647,洽溪里,6鄰永裕路76號22樓,"25.00846,121.200785",4,1901,中壢分局,V,青埔所,
工廠,EPA01648,復華里,11鄰自強一路4號,"24.969123,121.244626",0,495,中壢分局,V,文化所,
大樓,EPA01649,月眉里,11鄰月眉路三段97巷31號9樓,"25.012964,121.183732",2,1119,中壢分局,V,大崙所,
大樓,EPA01650,青埔里,4鄰青埔四街173號,"25.00736,121.221738",2,1993,中壢分局,V,青埔所,
大樓,EPA01651,青埔里,7鄰新生路三段878號五樓,"25.005568,121.213702",2,1110,中壢分局,V,青埔所,
大樓,EPA01652,龍德里,7鄰龍仁路52號,"24.93763,121.234671",3,1071,中壢分局,V,龍興所,
大樓,EPA01653,洽溪里,6鄰永園路408號8樓之3,"25.007101,121.200202",3,3246,中壢分局,V,青埔所,
工廠,EPA01654,內定里,吉林北路5-2號,"24.98786,121.249611",2,1111,中壢分局,V,文化所,
公寓,EPA01655,忠福里,4鄰東園路38-2號,"24.976174,121.239794",0,438,中壢分局,,中福所,
透天,EPA01656,青山里,35鄰新生路四段141號,"25.007344,121.213425",1,311,中壢分局,,青埔所,
公寓,EPA01657,青埔里,3鄰青峰路二段2號,"25.016075,121.220037",0,444,中壢分局,V,青埔所,
教育機構,EPA01658,普忠里,20鄰普忠路202號,"24.960806,121.245769",1,622,中壢分局,V,普仁所,
大樓,EPA01659,華愛里,15鄰榮民南路279巷11號,"24.95151,121.257235",2,1248,中壢分局,V,仁愛所,
工廠,EPA01660,內定里,高下路2號,"24.988911,121.239994",1,1651,中壢分局,V,文化所,
教育機構,EPA01661,中榮里,13鄰德育路36號,"24.95371,121.21991",1,1007,中壢分局,V,中壢所,
大樓,EPA01662,青埔里,4鄰青埔二街163號,"25.008486,121.221029",3,1838,中壢分局,V,青埔所,
大樓,EPA01663,洽溪里,6鄰永園路一段108號16樓,"25.011272,121.201128",3,2576,中壢分局,V,青埔所,
公寓,EPA01664,青山里,35鄰新生路四段101號,"25.006422,121.213552",2,442,中壢分局,V,青埔所,
大樓,EPA01665,中正里,7鄰榮和六街118號2樓,"24.963521,121.265305",2,862,中壢分局,V,自強所,
