類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)"
一般建築,XG0807,港正里,高雄市小港區港正里平和六路34號,"22.562601,120.334076",1.0,67.0,小港分局,,
一般建築,XG0748,港明里,高雄市小港區港明里港壽街149號,"22.570152,120.332185",1.0,67.0,小港分局,,
工廠,XG2769,鳳森里,高雄市小港區鳳森里7鄰沿海四路50號,"22.530078085446814, 120.34823799695975",1.0,67.0,小港分局,,
一般建築,XG2275,濟南里,高雄市小港區濟南里青山街67號,"22.571508,120.361421",1.0,67.0,小港分局,,
一般建築,XG1039,濟南里,高雄市小港區濟南里飛機路276號,"22.573291,120.360119",1.0,67.0,小港分局,,
工廠,XG1463,山明里,高雄市小港區山明里1鄰上林街2號,"22.531766,120.36997",1.0,68.0,小港分局,,
工廠,XG1811,山明里,高雄市小港區山明里1鄰永春街12號,"22.545591,120.378487",1.0,68.0,小港分局,,
一般建築,XG1459,宏亮里,高雄市小港區宏亮里大鵬路150號,"22.56923,120.358588",1.0,68.0,小港分局,,
一般建築,XG1322,宏亮里,高雄市小港區宏亮里漢民路710巷23號,"22.56696,120.362494",1.0,68.0,小港分局,,
一般建築,XG1765,店鎮里,高雄市小港區店鎮里紹興街34號,"22.562206,120.356994",1.0,68.0,小港分局,,
一般建築,XG1078,港后里,高雄市小港區港后里豐登街32號,"22.569682,120.334334",1.0,68.0,小港分局,,
一般建築,XG1194,港墘里,高雄市小港區港墘里平和路130號,"22.566649,120.332648",1.0,68.0,小港分局,,
一般建築,XG1821,松山里,高雄市小港區松山里11鄰松南街89號,"22.574028,120.373284",1.0,69.0,小港分局,,
一般建築,XG2568,松山里,高雄市小港區松山里14鄰高鳳路32之7號,"22.574193,120.371467",1.0,69.0,小港分局,,
一般建築,XG2322,泰山里,高雄市小港區泰山里宏平路6號,"22.572706,120.365182",1.0,69.0,小港分局,,
一般建築,XG2321,泰山里,高雄市小港區泰山里宏平路8號,"22.572687,120.365151",1.0,69.0,小港分局,,
工廠,XG1480,龍鳳里,高雄市小港區龍鳳里1鄰中亨街30號,"22.526095,120.361599",1.0,69.0,小港分局,,
一般建築,XG1352,三苓里,高雄市小港區三苓里沿海一路202號,"22.566557,120.351622",1.0,70.0,小港分局,,
一般建築,XG1341,山明里,高雄市小港區山明里18鄰泰興街20號,"22.564271,120.367864",1.0,70.0,小港分局,,
工廠,XG1116,山明里,高雄市小港區山明里1鄰長泰街30號,"22.54598,120.37604",1.0,70.0,小港分局,,
一般建築,XG1165,宏亮里,高雄市小港區宏亮里安和街105號,"22.569251,120.359632",1.0,70.0,小港分局,,
一般建築,XG1166,宏亮里,高雄市小港區宏亮里安和街107巷2號,"22.56917,120.359533",1.0,70.0,小港分局,,
一般建築,XG2312,桂林里,高雄市小港區桂林里12鄰桂陽路212號,"22.582056,120.354564",1.0,70.0,小港分局,,
一般建築,XG0737,港口里,高雄市小港區港口里24鄰崇明街176號,"22.568449,120.328799",1.0,70.0,小港分局,,
工廠,XG2552,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.553406354401872, 120.35208492427277",1.0,70.0,小港分局,,
一般建築,XG1222,正苓里,高雄市小港區正苓里崇文路8號,"22.567176,120.353245",1.0,71.0,小港分局,,
一般建築,XG0964,正苓里,高雄市小港區正苓里康莊路195號,"22.56857,120.351573",1.0,71.0,小港分局,,
一般建築,XG1478,宏亮里,高雄市小港區宏亮里安和街128號,"22.569132,120.358922",1.0,71.0,小港分局,,
一般建築,XG0751,港正里,高雄市小港區港正里平和九路10號,"22.563486,120.334117",1.0,71.0,小港分局,,
一般建築,XG0752,港正里,高雄市小港區港正里平和九路18號,"22.563413,120.333983",1.0,71.0,小港分局,,
一般建築,XG0753,港正里,高雄市小港區港正里平和九路26號,"22.563331,120.33385",1.0,71.0,小港分局,,
一般建築,XG0750,港正里,高雄市小港區港正里平和九路2號,"22.563549,120.33429",1.0,71.0,小港分局,,
一般建築,XG0755,港正里,高雄市小港區港正里平和十路1號,"22.563694,120.334179",1.0,71.0,小港分局,,
一般建築,XG1323,順苓里,高雄市小港區順苓里漢民路363號,"22.567053,120.356261",1.0,71.0,小港分局,,
一般建築,XG1976,正苓里,高雄市小港區正苓里沿海一路227號,"22.5663,120.352856",1.0,72.0,小港分局,,
一般建築,XG0792,港正里,高雄市小港區港正里平和七路10號,"22.563171,120.33429",1.0,72.0,小港分局,,
一般建築,XG0793,港正里,高雄市小港區港正里平和七路18號,"22.563089,120.33416",1.0,72.0,小港分局,,
一般建築,XG0794,港正里,高雄市小港區港正里平和七路26號,"22.563016,120.334024",1.0,72.0,小港分局,,
一般建築,XG0798,港正里,高雄市小港區港正里平和九路17號,"22.563233,120.334076",1.0,72.0,小港分局,,
一般建築,XG0799,港正里,高雄市小港區港正里平和九路25號,"22.563151,120.333938",1.0,72.0,小港分局,,
一般建築,XG0797,港正里,高雄市小港區港正里平和九路9號,"22.563306,120.334211",1.0,72.0,小港分局,,
工廠,XG1887,龍鳳里,高雄市小港區龍鳳里1鄰大業南路23號,"22.526486,120.364621",1.0,72.0,小港分局,,
一般建築,XG1808,大苓里,高雄市小港區大苓里沿海一路56號,"22.569136,120.349374",1.0,73.0,小港分局,,
一般建築,XG0709,山東里,高雄市小港區山東里民義街38號,"22.570425,120.350251",1.0,73.0,小港分局,,
一般建築,XG0991,高松里,高雄市小港區高松里8鄰松南街25號,"22.573132,120.372434",1.0,73.0,小港分局,,
工廠,XG2542,港口里,高雄市小港區港口里24鄰同利路3之1號,"22.565557,120.331344",1.0,73.0,小港分局,,
一般建築,XG0820,港墘里,高雄市小港區港墘里港中街17號,"22.566949,120.33315",1.0,73.0,小港分局,,
一般建築,XG0965,宏亮里,高雄市小港區宏亮里安和街1號,"22.568183,120.36136",1.0,74.0,小港分局,,
一般建築,XG1492,高松里,高雄市小港區高松里12鄰松崗路18巷1號,"22.574591,120.374205",1.0,74.0,小港分局,,
一般建築,XG0810,港正里,高雄市小港區港正里平和七路17號,"22.562909,120.334269",1.0,74.0,小港分局,,
一般建築,XG0811,港正里,高雄市小港區港正里平和七路25號,"22.562826,120.334123",1.0,74.0,小港分局,,
一般建築,XG0809,港正里,高雄市小港區港正里平和七路9號,"22.562991,120.334416",1.0,74.0,小港分局,,
一般建築,XG0804,港正里,高雄市小港區港正里平和六路10號,"22.562846,120.334503",1.0,74.0,小港分局,,
一般建築,XG0805,港正里,高雄市小港區港正里平和六路18號,"22.562764,120.33436",1.0,74.0,小港分局,,
一般建築,XG0806,港正里,高雄市小港區港正里平和六路26號,"22.562683,120.334219",1.0,74.0,小港分局,,
工廠,XG2673,龍鳳里,高雄市小港區龍鳳里1鄰興業街12號,"22.524754,120.362426",1.0,74.0,小港分局,,
一般建築,XG0705,山東里,高雄市小港區山東里廠西路38號,"22.570436,120.350739",1.0,75.0,小港分局,,
一般建築,XG1626,正苓里,高雄市小港區正苓里康莊路209號,"22.568107,120.351159",1.0,75.0,小港分局,,
一般建築,XG0975,港正里,高雄市小港區港正里平和十路33號,"22.563393,120.333648",1.0,75.0,小港分局,,
一般建築,XG2064,小港里,高雄市小港區小港里8鄰小港路259號,"22.563891,120.335905",1.0,76.0,小港分局,,
工廠,XG1464,山明里,高雄市小港區山明里1鄰永春街4號,"22.544156,120.378615",1.0,76.0,小港分局,,
一般建築,XG2252,港明里,高雄市小港區港明里港安街121號,"22.568147,120.332245",1.0,76.0,小港分局,,
一般建築,XG1951,順苓里,高雄市小港區順苓里永順街19號,"22.569018,120.35756",1.0,76.0,小港分局,,
一般建築,XG2793,青島里,高雄市小港區青島里廠橫路28號,"22.570919,120.356331",1.0,77.0,小港分局,,
一般建築,XG2066,順苓里,高雄市小港區順苓里樂利路30號,"22.567803,120.357196",1.0,77.0,小港分局,,
一般建築,XG1844,港后里,高雄市小港區港后里港安街18號,"22.569068,120.334333",1.0,78.0,小港分局,,
一般建築,XG1942,港墘里,高雄市小港區港墘里港後路41號,"22.567364,120.333136",1.0,78.0,小港分局,,
工廠,XG2709,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.556476402326677, 120.35545768283122",1.0,78.0,小港分局,,
一般建築,XG2046,大苓里,高雄市小港區大苓里民益路75之3號,"22.567841,120.347783",1.0,79.0,小港分局,,
一般建築,XG2342,桂林里,高雄市小港區桂林里2鄰桂陽路133號,"22.581759,120.356213",1.0,79.0,小港分局,,
一般建築,XG1330,正苓里,高雄市小港區正苓里康莊路169號,"22.56857,120.352554",1.0,80.0,小港分局,,
一般建築,XG0972,港正里,高雄市小港區港正里平和十路9號,"22.563621,120.334041",1.0,80.0,小港分局,,
一般建築,XG1159,港正里,高雄市小港區港正里平和路15號,"22.563488,120.334543",1.0,80.0,小港分局,,
工廠,XG2042,龍鳳里,高雄市小港區龍鳳里1鄰大業南路15之1號,"22.524291,120.36349",1.0,80.0,小港分局,,
一般建築,XG2412,三苓里,高雄市小港區三苓里義興街123號,"22.566742,120.351038",1.0,81.0,小港分局,,
工廠,XG0996,山明里,高雄市小港區山明里1鄰長泰街19號,"22.545655,120.376031",1.0,81.0,小港分局,,
一般建築,XG0973,港正里,高雄市小港區港正里平和十路17號,"22.563538,120.333913",1.0,81.0,小港分局,,
一般建築,XG0974,港正里,高雄市小港區港正里平和十路25號,"22.563466,120.333779",1.0,81.0,小港分局,,
一般建築,XG1246,港后里,高雄市小港區港后里豐登街34號,"22.569817,120.334226",1.0,81.0,小港分局,,
一般建築,XG1558,港南里,高雄市小港區港南里福利路52號,"22.564945,120.33541",1.0,81.0,小港分局,,
一般建築,XG2053,順苓里,高雄市小港區順苓里漢民路343號,"22.567041,120.355399",1.0,81.0,小港分局,,
一般建築,XG1590,正苓里,高雄市小港區正苓里金府路111號,"22.568121,120.354456",1.0,82.0,小港分局,,
一般建築,XG0830,高松里,高雄市小港區高松里11鄰松崗路82號,"22.575257,120.37557",1.0,82.0,小港分局,,
一般建築,XG1228,順苓里,高雄市小港區順苓里康莊路31之1號,"22.568531,120.3576",1.0,82.0,小港分局,,
工廠,XG2158,龍鳳里,高雄市小港區龍鳳里1鄰興業街42號,"22.526831,120.363603",1.0,82.0,小港分局,,
一般建築,XG2340,桂林里,高雄市小港區桂林里2鄰桂陽路147之1號,"22.581772,120.355901",1.0,83.0,小港分局,,
一般建築,XG2341,桂林里,高雄市小港區桂林里2鄰桂楊路145號,"22.581772,120.355985",1.0,83.0,小港分局,,
一般建築,XG2079,正苓里,高雄市小港區正苓里平治街131號,"22.567665,120.353703",1.0,84.0,小港分局,,
一般建築,XG1134,山明里,高雄市小港區山明里17鄰水秀路119號,"22.562913,120.366971",1.0,85.0,小港分局,,
一般建築,XG0704,山明里,高雄市小港區山明里9鄰山明路281巷67號,"22.563417,120.36647",1.0,85.0,小港分局,,
一般建築,XG1148,正苓里,高雄市小港區正苓里漢民路248號,"22.566444,120.352968",1.0,85.0,小港分局,,
一般建築,XG1403,店鎮里,高雄市小港區店鎮里江山街15號,"22.562,120.357572",1.0,85.0,小港分局,,
一般建築,XG2457,泰山里,高雄市小港區泰山里青山街45巷22弄2號,"22.571673,120.36218",1.0,85.0,小港分局,,
一般建築,XG2160,順苓里,高雄市小港區順苓里永順街46號,"22.569154,120.356872",1.0,85.0,小港分局,,
一般建築,XG1873,順苓里,高雄市小港區順苓里漢民路417號,"22.567008,120.357832",1.0,85.0,小港分局,,
工廠,XG1696,龍鳳里,高雄市小港區龍鳳里1鄰大業南路15號,"22.524111,120.36338",1.0,86.0,小港分局,,
一般建築,XG1641,大苓里,高雄市小港區大苓里大苓里鄰沿海一路48號,"22.569147,120.349144",1.0,87.0,小港分局,,
一般建築,XG2080,正苓里,高雄市小港區正苓里平治街127號,"22.567665,120.353789",1.0,87.0,小港分局,,
一般建築,XG0923,宏亮里,高雄市小港區宏亮里安和街80號,"22.569376,120.360198",1.0,87.0,小港分局,,
一般建築,XG0924,宏亮里,高雄市小港區宏亮里安和街88號,"22.569376,120.360018",1.0,87.0,小港分局,,
一般建築,XG0862,宏亮里,高雄市小港區宏亮里漢民路710巷46號,"22.566662,120.362347",1.0,87.0,小港分局,,
一般建築,XG0863,宏亮里,高雄市小港區宏亮里漢民路710巷50號,"22.566572,120.362393",1.0,87.0,小港分局,,
工廠,XG1975,龍鳳里,高雄市小港區龍鳳里1鄰興業街29號,"22.527028,120.36315",1.0,87.0,小港分局,,
一般建築,XG1822,三苓里,高雄市小港區三苓里義興街110號,"22.566852,120.351271",1.0,88.0,小港分局,,
一般建築,XG1647,大苓里,高雄市小港區大苓里沿海一路36號,"22.569164,120.348854",1.0,88.0,小港分局,,
一般建築,XG1646,大苓里,高雄市小港區大苓里沿海一路38號,"22.569164,120.348898",1.0,88.0,小港分局,,
一般建築,XG1645,大苓里,高雄市小港區大苓里沿海一路40號,"22.569154,120.348947",1.0,88.0,小港分局,,
一般建築,XG1644,大苓里,高雄市小港區大苓里沿海一路42號,"22.569154,120.348997",1.0,88.0,小港分局,,
一般建築,XG1643,大苓里,高雄市小港區大苓里沿海一路44號,"22.569154,120.349044",1.0,88.0,小港分局,,
一般建築,XG1642,大苓里,高雄市小港區大苓里沿海一路46號,"22.569147,120.34909",1.0,88.0,小港分局,,
工廠,XG2682,龍鳳里,高雄市小港區龍鳳里1鄰興業街27號,"22.526869,120.363062",1.0,88.0,小港分局,,
一般建築,XG1253,山明里,高雄市小港區山明里18鄰敬業路59巷28號,"22.564091,120.367671",1.0,89.0,小港分局,,
一般建築,XG1149,正苓里,高雄市小港區正苓里漢民路250號,"22.566471,120.35301",1.0,89.0,小港分局,,
一般建築,XG0791,港正里,高雄市小港區港正里平和七路2號,"22.563244,120.334427",1.0,89.0,小港分局,,
一般建築,XG0796,港正里,高雄市小港區港正里平和九路1號,"22.563406,120.334384",1.0,89.0,小港分局,,
一般建築,XG2223,港明里,高雄市小港區港明里港興街56號,"22.568816,120.332213",1.0,89.0,小港分局,,
一般建築,XG1226,正苓里,高雄市小港區正苓里宏平路677號,"22.569496,120.350864",1.0,90.0,小港分局,,
一般建築,XG1150,正苓里,高雄市小港區正苓里漢民路252號,"22.566489,120.353047",1.0,90.0,小港分局,,
一般建築,XG2319,店鎮里,高雄市小港區店鎮里明芳街97號,"22.563388,120.352091",1.0,90.0,小港分局,,
一般建築,XG2569,松山里,高雄市小港區松山里14鄰高鳳路32之6號,"22.574093,120.371464",1.0,90.0,小港分局,,
一般建築,XG1987,港口里,高雄市小港區港口里24鄰平和西路1號,"22.565621,120.332913",1.0,90.0,小港分局,,
工廠,XG1557,港口里,高雄市小港區港口里24鄰同利路8號,"22.565785,120.330873",1.0,90.0,小港分局,,
一般建築,XG1493,順苓里,高雄市小港區順苓里永順街9號,"22.568992,120.357878",1.0,90.0,小港分局,,
一般建築,XG0860,港墘里,高雄市小港區港墘里港後路5號,"22.567029,120.332632",1.0,91.0,小港分局,,
一般建築,XG2123,二苓里,高雄市小港區二苓里漢民路188巷10號,"22.564623,120.35166",1.0,92.0,小港分局,,
一般建築,XG1147,青島里,高雄市小港區青島里宏泰街116號,"22.570219,120.355221",1.0,92.0,小港分局,,
一般建築,XG1013,順苓里,高雄市小港區順苓里康莊路59號,"22.568525,120.356408",1.0,92.0,小港分局,,
一般建築,XG1623,鳳源里,高雄市小港區鳳源里10鄰鳳北路191巷14弄1號,"22.527633,120.343328",1.0,92.0,小港分局,,
一般建築,XG1023,正苓里,高雄市小港區正苓里宏平路631號,"22.569623,120.352677",1.0,93.0,小港分局,,
一般建築,XG1401,店鎮里,高雄市小港區店鎮里沿海一路399號,"22.562573,120.356179",1.0,93.0,小港分局,,
一般建築,XG0808,港正里,高雄市小港區港正里平和七路1號,"22.563071,120.334545",1.0,93.0,小港分局,,
一般建築,XG0803,港正里,高雄市小港區港正里平和六路2號,"22.562919,120.334624",1.0,93.0,小港分局,,
工廠,XG1756,龍鳳里,高雄市小港區龍鳳里1鄰大業南路17號,"22.525023,120.36384",1.0,93.0,小港分局,,
一般建築,XG0769,山明里,高雄市小港區山明里9鄰永忠街25號,"22.564346,120.365973",1.0,94.0,小港分局,,
一般建築,XG2570,松山里,高雄市小港區松山里14鄰松文街49號,"22.573968,120.371647",1.0,94.0,小港分局,,
一般建築,XG2124,二苓里,高雄市小港區二苓里漢民路188巷18號,"22.564488,120.351742",1.0,95.0,小港分局,,
工廠,XG1032,山明里,高雄市小港區山明里1鄰中林路11號,"22.536730830139636, 120.36777783794754",1.0,95.0,小港分局,,
工廠,XG0730,山明里,高雄市小港區山明里1鄰永春街6號,"22.544518,120.378591",1.0,95.0,小港分局,,
工廠,XG1407,山明里,高雄市小港區山明里1鄰東林路13號,"22.5438586,120.37595829618",1.0,95.0,小港分局,,
一般建築,XG1544,店鎮里,高雄市小港區店鎮里南北路26號,"22.560887,120.354875",1.0,95.0,小港分局,,
一般建築,XG1926,順苓里,高雄市小港區順苓里平治街41號,"22.567633,120.356658",1.0,95.0,小港分局,,
一般建築,XG0969,順苓里,高雄市小港區順苓里龍華街78號,"22.569255,120.356163",1.0,95.0,小港分局,,
工廠,XG0761,山明里,高雄市小港區山明里1鄰長泰街27號,"22.544938,120.375102",1.0,96.0,小港分局,,
一般建築,XG1234,順苓里,高雄市小港區順苓里永順街33號,"22.568961,120.357481",1.0,96.0,小港分局,,
工廠,XG1631,龍鳳里,高雄市小港區龍鳳里1鄰中亨街52號,"22.530508,120.364061",1.0,96.0,小港分局,,
工廠,XG1532,山明里,高雄市小港區山明里1鄰金鋁街12號,"22.543303,120.377627",1.0,97.0,小港分局,,
一般建築,XG1351,正苓里,高雄市小港區正苓里漢民路269號,"22.566932,120.353049",1.0,97.0,小港分局,,
一般建築,XG2198,宏亮里,高雄市小港區宏亮里安和街7號,"22.568276,120.361628",1.0,97.0,小港分局,,
一般建築,XG1227,順苓里,高雄市小港區順苓里康莊路33巷4號,"22.568801,120.357536",1.0,97.0,小港分局,,
一般建築,XG1490,大苓里,高雄市小港區大苓里民益路133巷3號,"22.568843,120.347784",1.0,98.0,小港分局,,
一般建築,XG0708,山東里,高雄市小港區山東里廠西路46巷17號,"22.57015,120.350361",1.0,98.0,小港分局,,
一般建築,XG2266,六苓里,高雄市小港區六苓里漢民路675巷16號,"22.567785,120.360874",1.0,98.0,小港分局,,
一般建築,XG2545,桂林里,高雄市小港區桂林里1鄰孔鳳路565號,"22.584005,120.358621",1.0,98.0,小港分局,,
一般建築,XG2546,桂林里,高雄市小港區桂林里1鄰孔鳳路567號,"22.58404,120.35862",1.0,98.0,小港分局,,
一般建築,XG2548,桂林里,高雄市小港區桂林里1鄰孔鳳路571號,"22.584112,120.358625",1.0,98.0,小港分局,,
一般建築,XG2549,桂林里,高雄市小港區桂林里1鄰孔鳳路573號,"22.584149,120.358628",1.0,98.0,小港分局,,
一般建築,XG2551,桂林里,高雄市小港區桂林里1鄰孔鳳路577號,"22.584222,120.358626",1.0,98.0,小港分局,,
一般建築,XG2142,順苓里,高雄市小港區順苓里龍華街79號,"22.569265,120.35601",1.0,98.0,小港分局,,
一般建築,XG1632,正苓里,高雄市小港區正苓里行義街53號,"22.569181,120.353092",1.0,99.0,小港分局,,
一般建築,XG1016,高松里,高雄市小港區高松里15鄰松南街34號,"22.573785,120.373395",1.0,99.0,小港分局,,
一般建築,XG1652,港后里,高雄市小港區港后里崇明街46號,"22.570896,120.333033",1.0,99.0,小港分局,,
一般建築,XG1651,港后里,高雄市小港區港后里崇明街58號,"22.570841,120.332769",1.0,99.0,小港分局,,
一般建築,XG1008,鳳森里,高雄市小港區鳳森里11鄰鳳城街407號,"22.524324,120.348669",1.0,99.0,小港分局,,
一般建築,XG2838,二苓里,高雄市小港區二苓里二苓路133巷20號,"22.564774,120.350215",1.0,100.0,小港分局,,
工廠,XG2095,山明里,高雄市小港區山明里1鄰永春街20號,"22.54708911501877, 120.37841495866806",3.0,100.0,小港分局,,
一般建築,XG2324,山明里,高雄市小港區山明里20鄰山明路24號,"22.565807,120.36768",1.0,100.0,小港分局,,
一般建築,XG1233,順苓里,高雄市小港區順苓里康莊路35號,"22.568531,120.357485",1.0,100.0,小港分局,,
工廠,XG1817,龍鳳里,高雄市小港區龍鳳里1鄰中利街16號,"22.524349,120.361585",1.0,100.0,小港分局,,
一般建築,XG0814,大苓里,高雄市小港區大苓里永義街188號,"22.567043,120.347362",1.0,101.0,小港分局,,
一般建築,XG0768,二苓里,高雄市小港區二苓里其美街110之1號,"22.565079,120.348376",1.0,102.0,小港分局,,
一般建築,XG2199,三苓里,高雄市小港區三苓里義興街119號,"22.566392,120.351344",1.0,102.0,小港分局,,
一般建築,XG0944,正苓里,高雄市小港區正苓里康莊路203巷1號,"22.568479,120.351394",1.0,102.0,小港分局,,
一般建築,XG0772,店鎮里,高雄市小港區店鎮里店中路21號,"22.562334,120.355065",1.0,102.0,小港分局,,
一般建築,XG1129,二苓里,高雄市小港區二苓里漢民路188巷1弄26號,"22.565194,120.352099",1.0,103.0,小港分局,,
一般建築,XG0898,正苓里,高雄市小港區正苓里康莊路168號,"22.568263,120.352541",1.0,103.0,小港分局,,
一般建築,XG0819,濟南里,高雄市小港區濟南里飛機路296號,"22.573322,120.359613",1.0,103.0,小港分局,,
一般建築,XG1489,大苓里,高雄市小港區大苓里民益路133巷9號,"22.568852,120.347612",1.0,104.0,小港分局,,
一般建築,XG1325,孔宅里,高雄市小港區孔宅里9鄰金城路8之5號,"22.583713,120.366305",1.0,104.0,小港分局,,
一般建築,XG1154,正苓里,高雄市小港區正苓里沿海一路209號,"22.5668,120.352406",1.0,104.0,小港分局,,
一般建築,XG1118,順苓里,高雄市小港區順苓里永順街75號,"22.568982,120.35569",1.0,104.0,小港分局,,
工廠,XG0899,山明里,高雄市小港區山明里1鄰東林路4之1號,"22.545079,120.376844",1.0,105.0,小港分局,,
一般建築,XG1160,港正里,高雄市小港區港正里平和路17號,"22.563524,120.334509",1.0,105.0,小港分局,,
一般建築,XG0735,港明里,高雄市小港區港明里港安街99號,"22.568413,120.333018",1.0,105.0,小港分局,,
工廠,XG2530,龍鳳里,高雄市小港區龍鳳里1鄰興業街41號,"22.528303,120.364051",1.0,105.0,小港分局,,
一般建築,XG2336,松金里,高雄市小港區松金里3鄰高松里高鳳路1之1號,"22.572984,120.370915",1.0,107.0,小港分局,,
一般建築,XG1168,順苓里,高雄市小港區順苓里康莊路87巷10號,"22.568784,120.35556",1.0,107.0,小港分局,,
工廠,XG1824,龍鳳里,高雄市小港區龍鳳里1鄰大業南路29號,"22.527888,120.36545",1.0,107.0,小港分局,,
工廠,XG2038,龍鳳里,高雄市小港區龍鳳里1鄰興業街33號,"22.527246,120.363525",1.0,107.0,小港分局,,
一般建築,XG0977,泰山里,高雄市小港區泰山里飛機路2號,"22.57301859,120.365200767345",1.0,108.0,小港分局,,
工廠,XG2813,山明里,高雄市小港區山明里鄰1鄰東林路7號,"22.544409,120.376495",1.0,109.0,小港分局,,
一般建築,XG1359,正苓里,高雄市小港區正苓里宏平路699號,"22.569441,120.350483",1.0,109.0,小港分局,,
一般建築,XG0976,山明里,高雄市小港區山明里2鄰華山路127號,"22.566248,120.367604",1.0,110.0,小港分局,,
一般建築,XG1117,順苓里,高雄市小港區順苓里康莊路79號,"22.568534,120.355725",1.0,110.0,小港分局,,
一般建築,XG1268,正苓里,高雄市小港區正苓里康莊路199號,"22.568342,120.351493",1.0,111.0,小港分局,,
一般建築,XG1954,順苓里,高雄市小港區順苓里樂利路81號,"22.56935,120.356947",1.0,111.0,小港分局,,
一般建築,XG2337,三苓里,高雄市小港區三苓里漢民路243巷26號,"22.56644,120.351589",1.0,112.0,小港分局,,
一般建築,XG2276,濟南里,高雄市小港區濟南里青山街73號,"22.571317,120.361151",1.0,112.0,小港分局,,
工廠,XG2775,山明里,高雄市小港區山明里1鄰沿海三路24號,"22.531251,120.372191",1.0,113.0,小港分局,,
一般建築,XG1859,順苓里,高雄市小港區順苓里漢民路379號,"22.567018,120.356567",1.0,113.0,小港分局,,
工廠,XG1950,龍鳳里,高雄市小港區龍鳳里1鄰大業南路11號,"22.523251,120.362926",1.0,113.0,小港分局,,
一般建築,XG0764,二苓里,高雄市小港區二苓里其美街89號,"22.564554,120.348232",1.0,114.0,小港分局,,
一般建築,XG0983,正苓里,高雄市小港區正苓里康莊路180號,"22.568192,120.351885",1.0,114.0,小港分局,,
一般建築,XG1989,順苓里,高雄市小港區順苓里大鵬路81號,"22.567437,120.358228",1.0,114.0,小港分局,,
工廠,XG0893,山明里,高雄市小港區山明里1鄰永春街20號,"22.547018,120.37837",3.0,115.0,小港分局,,
一般建築,XG0907,正苓里,高雄市小港區正苓里沿海一路93號,"22.568611,120.350731",1.0,115.0,小港分局,,
一般建築,XG2061,店鎮里,高雄市小港區店鎮里店陽街2號,"22.56182,120.355399",1.0,115.0,小港分局,,
一般建築,,順苓里,高雄市小港區順苓里康莊路105號,"22.56854952,120.355293267344",1.0,115.0,小港分局,,
一般建築,XG1152,順苓里,高雄市小港區順苓里龍華街18號,"22.567419,120.356159",1.0,115.0,小港分局,,
一般建築,XG1373,二苓里,高雄市小港區二苓里漢民路236巷17號,"22.565566,120.352472",1.0,116.0,小港分局,,
一般建築,XG2065,順苓里,高雄市小港區順苓里樂利路36號,"22.567907,120.357196",1.0,116.0,小港分局,,
一般建築,XG0815,三苓里,高雄市小港區三苓里忠德街39號,"22.566763,120.34712",1.0,118.0,小港分局,,
工廠,XG1639,港口里,高雄市小港區港口里24鄰同利路13號,"22.566884,120.330205",1.0,118.0,小港分局,,
一般建築,XG2045,正苓里,高雄市小港區正苓里行義街36號,"22.568622,120.353336",1.0,119.0,小港分局,,
一般建築,XG0894,順苓里,高雄市小港區順苓里樂利路60號,"22.568754,120.357192",1.0,119.0,小港分局,,
工廠,XG2004,龍鳳里,高雄市小港區龍鳳里1鄰大業南路19號,"22.525718,120.364242",1.0,119.0,小港分局,,
一般建築,XG1406,龍鳳里,高雄市小港區龍鳳里2鄰岐山一路68之2號,"22.516508,120.353423",1.0,119.0,小港分局,,
工廠,XG0851,山明里,高雄市小港區山明里1鄰沿海三路26號,"22.529513,120.372559",1.0,120.0,小港分局,,
一般建築,XG2147,六苓里,高雄市小港區六苓里華盛街94之2號,"22.567972,120.359737",1.0,120.0,小港分局,,
一般建築,XG0905,正苓里,高雄市小港區正苓里宏平路675號,"22.569514,120.350944",1.0,120.0,小港分局,,
一般建築,XG2007,正苓里,高雄市小港區正苓里沿海一路105巷1號,"22.568486,120.350952",1.0,120.0,小港分局,,
一般建築,XG1360,正苓里,高雄市小港區正苓里沿海一路63號,"22.569016,120.350335",1.0,120.0,小港分局,,
一般建築,XG1361,正苓里,高雄市小港區正苓里沿海一路67號,"22.568971,120.350378",1.0,120.0,小港分局,,
一般建築,XG1362,正苓里,高雄市小港區正苓里沿海一路71號,"22.568926,120.350443",1.0,120.0,小港分局,,
一般建築,XG1363,正苓里,高雄市小港區正苓里沿海一路75號,"22.568863,120.350485",1.0,120.0,小港分局,,
一般建築,XG1364,正苓里,高雄市小港區正苓里沿海一路79號,"22.568809,120.350536",1.0,120.0,小港分局,,
一般建築,XG1365,正苓里,高雄市小港區正苓里沿海一路83號,"22.568764,120.350583",1.0,120.0,小港分局,,
一般建築,XG1624,宏亮里,高雄市小港區宏亮里安和街103號,"22.569251,120.359729",1.0,121.0,小港分局,,
工廠,XG2271,龍鳳里,高雄市小港區龍鳳里1鄰興業街38號,"22.526523,120.363392",1.0,121.0,小港分局,,
工廠,XG0746,山明里,高雄市小港區山明里1鄰長泰街56號,"22.543526,120.37434",1.0,122.0,小港分局,,
一般建築,XG2355,港墘里,高雄市小港區港墘里達德街65號,"22.567115,120.334087",1.0,122.0,小港分局,,
