建築物名稱,類別,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,轄管所別,備註
北聯文教機構,公司企業,大庄里,苗栗縣後龍鎮大庄里2鄰中山路296號,"24.611550390358833, 120.79525175322316",1.0,93.0,竹南分局,後龍,
佳億塑膠公司,公司企業,東明里,苗栗縣後龍鎮東明里12鄰頂浮尾36之2號,"24.63045037652075, 120.79925487448688",1.0,45.0,竹南分局,後龍,
永發紙業公司,公司企業,東明里,苗栗縣後龍鎮東明里8鄰宏陽路99號,"24.624269679080946, 120.79771402658709",1.0,400.0,竹南分局,後龍,
黃宅,公寓,東明里,苗栗縣後龍鎮東明里10鄰中華路670號,"24.619929840556935, 120.80196436317658",1.0,240.0,竹南分局,後龍,
李宅,公寓,東明里,苗栗縣後龍鎮東明里10鄰中華路674號,"24.620031356333584, 120.8020396154707",1.0,233.0,竹南分局,後龍,
麥世科技公司,公司企業,東明里,苗栗縣後龍鎮東明里8鄰下浮尾119之1號,"24.625122493239957, 120.79946216726914",1.0,158.0,竹南分局,後龍,
公寓,公寓,東明里,苗栗縣後龍鎮東明里8鄰下浮尾117號,"24.62883657986267, 120.80105986336237",1.0,117.0,竹南分局,後龍,建築物倒塌
孟德儀器公司,公司企業,東明里,苗栗縣後龍鎮東明里8鄰下浮尾119之2號,"24.626217133708202, 120.7990523805219",1.0,157.0,竹南分局,後龍,
贔暢複核原料有限公司,公司企業,東明里,苗栗縣後龍鎮東明里8鄰宏陽路96號,"24.624161239994844, 120.79772269008157",1.0,90.0,竹南分局,後龍,
鴻翔羽毛公司,公司企業,東明里,苗栗縣後龍鎮東明里8鄰下浮尾119之6號,"24.62674126912198, 120.79762914464607",1.0,90.0,竹南分局,後龍,
尚好家具,公司企業,東明里,苗栗縣後龍鎮東明里13鄰下浮尾24之9號,"24.629639251173074, 120.79901076974427",1.0,38.0,竹南分局,後龍,無建築物
暹興鍍金公司,公司企業,東明里,苗栗縣後龍鎮東明里13鄰下浮尾24之5號,"24.62921853187768, 120.79836967893668",1.0,40.0,竹南分局,後龍,
年興紡織公司,公司企業,東明里,苗栗縣後龍鎮東明里8鄰下浮尾119之3號,"24.626354231877098, 120.7990624495984",1.0,1109.0,竹南分局,後龍,
公寓,公寓,正南里,苗栗縣竹南鎮正南里25鄰福德路162號,"24.683297752242023, 120.87491179590639",1.0,40.0,竹南分局,竹南,
許宅,公寓,公義里,苗栗縣竹南鎮公義里11鄰友義路68號,"24.72366514652948, 120.90788166891782",1.0,348.0,竹南分局,大同,
竹南國中,學校,竹南里,苗栗縣竹南鎮竹南里中正路92號,"24.68483079585382, 120.8760652176174",1.0,1418.0,竹南分局,竹南,
老人福利中心,大樓,新民里,苗栗縣後龍鎮新民里中心路121之5號,"24.61435891518497, 120.81423317230623",1.0,944.0,竹南分局,新港,
謝宅,公寓,公義里,苗栗縣竹南鎮公義里11鄰科義路8號,"24.7243578016705, 120.90946764402806",1.0,873.0,竹南分局,大同,
仁德醫校,學校,溪洲里,苗栗縣後龍鎮溪洲79之3號,"24.621495047839083, 120.78072561013539",1.0,408.0,竹南分局,後龍,
公寓,公寓,照南里,苗栗縣竹南鎮照南里3鄰自由街30號,"24.687949688823387, 120.87937176891761",1.0,186.0,竹南分局,竹南,
仁德醫校,學校,溪洲里,苗栗縣後龍鎮溪洲里79之3號,"24.621495047839083, 120.78072561013539",1.0,1595.0,竹南分局,後龍,
育達科技大學,學校,談文村,苗栗縣造橋鄉談文村5鄰學府路168號,"24.651218260610733, 120.84218779590594",1.0,1772.0,竹南分局,談文,
公寓,公寓,營盤里,苗栗縣竹南鎮營盤里9鄰大營路209號,"24.688009885091404, 120.87255529959884",1.0,740.0,竹南分局,竹南,
中興高級商工學校,學校,營盤里,苗栗縣竹南鎮營盤里9鄰大營路211之1號,"24.688213991955568, 120.87253152474156",1.0,252.0,竹南分局,竹南,
京元電子,公司企業,頂埔里,苗栗縣竹南鎮頂埔里中華路118號,"24.709545153557915, 120.92458891309383",1.0,14611.0,竹南分局,大同,
聯友光電,公司企業,公義里,苗栗縣竹南鎮公義里11鄰科義路1號,"24.72472783557678, 120.9092900879515",1.0,10049.0,竹南分局,大同,
新揚科技,公司企業,公義里,苗栗縣竹南鎮公義里11鄰科義路38號,"24.72588748903744, 120.91051317507826",1.0,2884.0,竹南分局,大同,
照南國中,學校,山佳里,苗栗縣竹南鎮山佳里公教路2號,"24.69422809032212, 120.8759279805657",1.0,902.0,竹南分局,竹南,
佳煜科技,公司企業,公義里,苗栗縣竹南鎮公義里友義路230號,"24.719949489127345, 120.91131955357721",1.0,406.0,竹南分局,大同,
統寶光電,公司企業,頂埔里,苗栗縣竹南鎮頂埔里10鄰仁愛路121巷5號,"24.71039919845922, 120.89345356891778",1.0,31621.0,竹南分局,大同,
大同國中,學校,大埔里,苗栗縣竹南鎮大埔里6鄰公義路890號,"24.708077576491252, 120.89524365357703",1.0,2910.0,竹南分局,大同,
仁德醫校,學校,溪洲里,苗栗縣後龍鎮溪洲里79之9號,"24.623681368137753, 120.7821057625874",1.0,1947.0,竹南分局,後龍,
海口國小,學校,海口里,苗栗縣竹南鎮海口里7鄰海口路93號,"24.675424716614454, 120.86139808241185",1.0,732.0,竹南分局,中港海口,
沛鑫科技,公司企業,頂埔里,苗栗縣竹南鎮頂埔里10鄰科中路16號,"24.71329551575294, 120.91512408241233",1.0,6416.0,竹南分局,大同,
中強光電,公司企業,頂埔里,苗栗縣竹南鎮頂埔里科北路2號,"24.710732551419568, 120.91859708241235",1.0,9584.0,竹南分局,大同,
晶宇生物科技,公司企業,頂埔里,苗栗縣竹南鎮頂埔里科中路31號,"24.707599677127458, 120.9139774382362",1.0,3145.0,竹南分局,大同,
卓越光纖,公司企業,頂埔里,苗栗縣竹南鎮頂埔里10鄰科中路11號,"24.712640216676657, 120.91410823823635",1.0,5285.0,竹南分局,大同,
群創光電,公司企業,頂埔里,苗栗縣竹南鎮頂埔里科學路160號,"24.714592360031975, 120.91470351309358",1.0,6862.0,竹南分局,大同,
公寓,公寓,正南里,苗栗縣竹南鎮正南里10鄰中山路39號,"24.684809882527283, 120.87963938425821",1.0,538.0,竹南分局,竹南,
連勇科技,公司企業,頂埔里,苗栗縣竹南鎮頂埔里10鄰科中路13號,"24.71161317425873, 120.91311006891789",1.0,6345.0,竹南分局,大同,
國家衛生研究院,大樓,頂埔里,苗栗縣竹南鎮頂埔里10鄰科研路37號,"24.704774021515167, 120.91086561309362",1.0,2467.0,竹南分局,大同,
國家衛生研究院,大樓,頂埔里,苗栗縣竹南鎮頂埔里科研路35號,"24.706164840279815, 120.91280762658812",1.0,33458.0,竹南分局,大同,
中美矽晶製品股份有限公司,公司企業,頂埔里,苗栗縣竹南鎮頂埔里10鄰科中路21號,"24.713330454323764, 120.91455789590681",1.0,5260.0,竹南分局,大同,
京元電子股份有限公司,公司企業,頂埔里,苗栗縣竹南鎮頂埔里中華路118號,"24.70959388598886, 120.9245245400827",1.0,8050.0,竹南分局,大同,
竹南國中,學校,正南里,苗栗縣竹南鎮正南里17鄰中正路92號,"24.68483079585382, 120.8760652176174",1.0,683.0,竹南分局,竹南,
大豐能源科技,公司企業,頂埔里,苗栗縣竹南鎮頂埔里10鄰科中路15號,"24.710606265962685, 120.9141387247418",1.0,10194.0,竹南分局,大同,
國家衛生研究院,大樓,頂埔里,苗栗縣竹南鎮頂埔里10鄰科研路35號,"24.70607711947489, 120.91275398241218",1.0,5677.0,竹南分局,大同,
科學工業管理局,大樓,頂埔里,苗栗縣竹南鎮頂埔里10鄰科研路50巷1號,"24.707033285015573, 120.9213287419288",1.0,17878.0,竹南分局,大同,
京元電子,公司企業,頂埔里,苗栗縣竹南鎮頂埔里中華路118號,"24.70950616759948, 120.92450308241233",1.0,26197.0,竹南分局,大同,
大樓,大樓,新南里,苗栗縣竹南鎮新南街63號,"24.686830494444983, 120.8836382959064",1.0,902.0,竹南分局,竹南,
竹南鎮立圖書館,大樓,正南里,苗栗縣竹南鎮正南里23鄰中正路108號,"24.68403764797138, 120.87396738241182",1.0,779.0,竹南分局,竹南,
精達末晶粉,公司企業,崎頂里,苗栗縣竹南鎮崎頂里仁愛路1433號,"24.714253037354965, 120.87861914192915",1.0,3125.0,竹南分局,大同,
昱晶能源科技,公司企業,頂埔里,苗栗縣竹南鎮頂埔里科北一路21號,"24.708288395636487, 120.91290255542334",1.0,16521.0,竹南分局,大同,
台電錦水變電所,台電錦水變電所,造橋村,苗栗縣造橋鄉造橋村13鄰東興13號,"24.64224765136877, 120.86830381252284",1.0,53.0,竹南分局,造橋,
中興商工,學校,營盤里,苗栗縣竹南鎮營盤里大營路211之1號,"24.688155502999123, 120.87261735542307",1.0,252.0,竹南分局,竹南,
昱晶能源,公司企業,頂埔里,苗栗縣竹南鎮頂埔里科北一路21號,"24.70825915587367, 120.91279526707147",1.0,16521.0,竹南分局,大同,
竹南鎮立圖書館,大樓,正南里,苗栗縣竹南鎮正南里23鄰中正路108號,"24.683998654030333, 120.87401029775259",1.0,779.0,竹南分局,竹南,
群創光電,公司企業,頂埔里,苗栗縣竹南鎮頂埔里012鄰科學路168號,"24.714705590366105, 120.91372922658823",1.0,14199.0,竹南分局,大同,
大埔國小,學校,大埔里,苗栗縣竹南鎮大埔里11鄰仁愛路1092號,"24.70881974799059, 120.89054120144554",1.0,459.0,竹南分局,大同,
群創光電,公司企業,頂埔里,苗栗縣竹南鎮頂埔里012鄰科學路168號,"24.714647113847693, 120.91369704008267",1.0,14176.0,竹南分局,大同,
中美矽晶製品竹南分公司,公司企業,頂埔里,苗栗縣竹南鎮頂埔里10鄰科中路6號,"24.7077286434263, 120.91565332658806",1.0,8636.0,竹南分局,大同,
公寓,公寓,照南里,苗栗縣竹南鎮照南里21鄰大營路281號,"24.689323889958345, 120.87282126707112",1.0,248.0,竹南分局,竹南,
超豐電子,公司企業,佳興里,苗栗縣竹南鎮佳興里2鄰公義路112號,"24.696021549860486, 120.88151704008243",1.0,8955.0,竹南分局,竹南,
鑫昌機械,公司企業,崎頂里,苗栗縣竹南鎮崎頂里和誠街24號,"24.713003662395888, 120.87879536891774",1.0,58.0,竹南分局,大同,
公寓,公寓,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街20號,"24.71261016298135, 120.87955889590685",1.0,46.0,竹南分局,大同,
冠軍建材,公司企業,大埔里,苗栗縣竹南鎮大埔里13鄰竹篙厝200之7號,"24.706788445413665, 120.88860325357697",1.0,1759.0,竹南分局,大同,
冠軍建材,公司企業,大埔里,苗栗縣竹南鎮大埔里13鄰竹篙厝200之7號,"24.706788445413665, 120.88860325357697",1.0,1759.0,竹南分局,大同,
苗北演藝廳,大樓,新南里,苗栗縣竹南鎮新南里17鄰公園路206號,"24.690909947294955, 120.88591371124716",1.0,4999.0,竹南分局,竹南,
聯嘉光電,公司企業,頂埔里,苗栗縣竹南鎮科東1路2號,"24.713264616599602, 120.91613591124745",1.0,4809.0,竹南分局,大同,
竹南長青公園,公園,竹南里,苗栗縣竹南鎮民族街73之1號,"24.68601185256434, 120.87810497687293",1.0,2011.0,竹南分局,竹南,
大樓,大樓,大埔里,苗栗縣竹南鎮大埔里大埔十街26號,"24.704869868234745, 120.89958621124731",1.0,3017.0,竹南分局,竹南,
苗栗縣政府環保局,大樓,校椅里,苗栗縣後龍鎮高鐵1路95號,"24.60487804551361, 120.82811781554287",1.0,50.0,竹南分局,新港,
大樓,大樓,大埔里,苗栗縣竹南鎮大埔里2鄰科專七路316號,"24.705933238997556, 120.90061182658813",1.0,3100.0,竹南分局,竹南,
大樓,大樓,大埔里,苗栗縣竹南鎮大埔里2鄰科專七路476號,"24.70592656649759, 120.89840379775292",1.0,3005.0,竹南分局,竹南,
大樓,大樓,大埔里,苗栗縣竹南鎮大埔里1鄰大埔街113號,"24.711710095995716, 120.90663436891779",1.0,2830.0,竹南分局,竹南,
公寓,公寓,大埔里,苗栗縣竹南鎮大埔里6鄰公義路462巷50號,"24.704895343161834, 120.89054371309363",1.0,1000.0,竹南分局,竹南,
公寓,公寓,大埔里,苗栗縣竹南鎮大埔里1鄰大埔街102號,"24.711617491076343, 120.9067241204791",3.0,300.0,竹南分局,竹南,
大樓,大樓,山佳里,苗栗縣竹南鎮山佳里5鄰龍山路三段152號,"24.70253977206515, 120.87994514008238",1.0,841.0,竹南分局,竹南,
大樓,大樓,新南里,苗栗縣竹南鎮新南里12鄰維新路313號,"24.690657739575112, 120.8817370689175",1.0,707.0,竹南分局,竹南,
上磊森上寓所,大樓,照南里,苗栗縣竹南鎮照南里27鄰華東街52號,"24.69012214049705, 120.87900291309344",1.0,3140.0,竹南分局,竹南,
大樓,大樓,營盤里,苗栗縣竹南鎮營盤里22鄰萬福街1號,"24.686669598145034, 120.86627489775262",1.0,1081.0,竹南分局,竹南,
群聯電子,大樓,公義里,苗栗縣竹南鎮公義里11鄰群義路1之2號,"24.719380927315072, 120.91113619959943",1.0,11614.0,竹南分局,竹南,
鴻喆大樓,大樓,大埔里,苗栗縣竹南鎮大埔里1鄰大埔街48號,"24.710127980171393, 120.90731184169134",1.0,8060.0,竹南分局,竹南,
宏傳大樓,大樓,大埔里,苗栗縣竹南鎮大埔里2鄰大埔十街46巷1號,"24.705679673291648, 120.8996258265881",1.0,10231.0,竹南分局,竹南,
大樓,大樓,頂埔里,苗栗縣竹南鎮頂埔里12鄰中華路88號,"24.663667385644484, 120.87969344192831",1.0,8739.0,竹南分局,竹南,
維瓦第,大樓,新南里,苗栗縣竹南鎮新南里17鄰公園路108號,"24.690911535065688, 120.89056775542308",1.0,10013.0,竹南分局,竹南,
大樓,大樓,正南里,苗栗縣竹南鎮正南里15鄰福德路27號,"24.682981198539533, 120.8796134689174",1.0,1232.0,竹南分局,竹南,
公寓,公寓,竹興里,苗栗縣竹南鎮竹興里13鄰竹興三街5號,"24.692902446953127,120.86008700551557",1.0,523.0,竹南分局,中港海口,
大樓,大樓,大埔里,苗栗縣竹南鎮大埔里18鄰仁愛路939號,"24.710391452033978, 120.89495791124747",1.0,1272.0,竹南分局,大同,
悅上景,大樓,新南里,苗栗縣竹南鎮新南里15鄰新南街161號,"24.69040473202686, 120.88386686707122",1.0,1937.0,竹南分局,竹南,
公寓,公寓,正南里,苗栗縣竹南鎮正南里15鄰福德路31號,"24.683228289466765, 120.87944091309352",1.0,740.0,竹南分局,竹南,
山峰建設公司,公司企業,開元里,苗栗縣竹南鎮開元里10鄰迎薰南路112之1號,"24.678510862614857, 120.86611530144526",1.0,5356.0,竹南分局,中港海口,
宏楷科技,公司企業,大埔里,苗栗縣竹南鎮大埔里1鄰科專一路368號,"24.712864408846276, 120.90882166891768",1.0,1776.0,竹南分局,大同,
大樓,大樓,開元里,苗栗縣竹南鎮開元里10鄰迎薰南路141號,"24.678567560381165, 120.86585482658784",1.0,881.0,竹南分局,中港海口,
大樓,大樓,大埔里,苗栗縣竹南鎮大埔街168號,"24.71299003982737, 120.90670684008265",1.0,5115.0,竹南分局,大同,
台拓機電,公司企業,大埔里,苗栗縣竹南鎮科專7路502號,"24.705893013343196, 120.89765107076404",1.0,829.0,竹南分局,大同,110年新增
照南國小,學校,佳興里,苗栗縣竹南鎮光復路331號,"24.69423444721402, 120.87941751124724",1.0,180.0,竹南分局,竹南,110年新增
群聯電子,公司企業,公義里,苗栗縣竹南鎮群義路1-5號,"24.71941991018117, 120.91112547076423",1.0,1500.0,竹南分局,大同,110年新增
悅捷市,大樓,新南里,苗栗縣竹南鎮新南路維新路311號,"24.69050155188775, 120.88175702474155",2.0,958.0,竹南分局,竹南,110年新增
公寓,公寓,灣寶里,苗栗縣後龍鎮灣寶里百三街151之6號,"24.643086960110335, 120.80876517381287",1.0,346.0,竹南分局,大山,
